dataset,family,model_ref,step,tokens,task,session,n_stim,rsa,rsa_pearson,rsa_kendall,repo,ceiling_lower,ceiling_upper,ceiling_n_stim,ceiling_n_subjects,frac_of_ceiling,seed_null_sd,params
ds001894,babylm-gpt2-3,BrainAlign/gpt2-babylm-3@checkpoint-01,191,,Phon,ses-11,96,-0.0244462275449083,-0.0002111188632067,-0.0164738727714218,BrainAlign/gpt2-babylm-3,0.3355495760725162,0.5745960530832595,96,5.0,-0.07285429423288911,,134601216
ds001894,babylm-gpt2-3,BrainAlign/gpt2-babylm-3@checkpoint-01,191,,Phon,ses-11,96,-0.0244462275449083,-0.0002111188632067,-0.0164738727714218,BrainAlign/gpt2-babylm-3,0.2136860995937111,0.5240498443952196,96,5.0,-0.11440251654828636,,134601216
ds001894,babylm-gpt2-3,BrainAlign/gpt2-babylm-3@checkpoint-02,382,,Phon,ses-11,96,-0.0168342577570702,-0.0073987076879716,-0.011314808187391,BrainAlign/gpt2-babylm-3,0.3355495760725162,0.5745960530832595,96,5.0,-0.05016921181695107,,134601216
ds001894,babylm-gpt2-3,BrainAlign/gpt2-babylm-3@checkpoint-02,382,,Phon,ses-11,96,-0.0168342577570702,-0.0073987076879716,-0.011314808187391,BrainAlign/gpt2-babylm-3,0.2136860995937111,0.5240498443952196,96,5.0,-0.07878031275350979,,134601216
ds001894,babylm-gpt2-3,BrainAlign/gpt2-babylm-3@checkpoint-03,573,,Phon,ses-11,96,-0.0184808368443729,-0.0074028621937869,-0.0122295209398798,BrainAlign/gpt2-babylm-3,0.3355495760725162,0.5745960530832595,96,5.0,-0.05507632303006985,,134601216
ds001894,babylm-gpt2-3,BrainAlign/gpt2-babylm-3@checkpoint-03,573,,Phon,ses-11,96,-0.0184808368443729,-0.0074028621937869,-0.0122295209398798,BrainAlign/gpt2-babylm-3,0.2136860995937111,0.5240498443952196,96,5.0,-0.08648591031195367,,134601216
ds001894,babylm-gpt2-3,BrainAlign/gpt2-babylm-3@checkpoint-04,764,,Phon,ses-11,96,-0.0119882101319029,-0.0025856242680649,-0.008081181237806,BrainAlign/gpt2-babylm-3,0.3355495760725162,0.5745960530832595,96,5.0,-0.03572709067977516,,134601216
ds001894,babylm-gpt2-3,BrainAlign/gpt2-babylm-3@checkpoint-04,764,,Phon,ses-11,96,-0.0119882101319029,-0.0025856242680649,-0.008081181237806,BrainAlign/gpt2-babylm-3,0.2136860995937111,0.5240498443952196,96,5.0,-0.05610196524105454,,134601216
ds001894,babylm-gpt2-3,BrainAlign/gpt2-babylm-3@checkpoint-05,1146,,Phon,ses-11,96,-0.0079182833089518,-0.004160322156049,-0.005229678715323,BrainAlign/gpt2-babylm-3,0.3355495760725162,0.5745960530832595,96,5.0,-0.023597953547229534,,134601216
ds001894,babylm-gpt2-3,BrainAlign/gpt2-babylm-3@checkpoint-05,1146,,Phon,ses-11,96,-0.0079182833089518,-0.004160322156049,-0.005229678715323,BrainAlign/gpt2-babylm-3,0.2136860995937111,0.5240498443952196,96,5.0,-0.03705567804366831,,134601216
ds001894,babylm-gpt2-3,BrainAlign/gpt2-babylm-3@checkpoint-06,1337,,Phon,ses-11,96,-0.0118365128918557,-0.0066718349363351,-0.0079445707930717,BrainAlign/gpt2-babylm-3,0.3355495760725162,0.5745960530832595,96,5.0,-0.03527500475607125,,134601216
ds001894,babylm-gpt2-3,BrainAlign/gpt2-babylm-3@checkpoint-06,1337,,Phon,ses-11,96,-0.0118365128918557,-0.0066718349363351,-0.0079445707930717,BrainAlign/gpt2-babylm-3,0.2136860995937111,0.5240498443952196,96,5.0,-0.05539205832462139,,134601216
ds001894,babylm-gpt2-3,BrainAlign/gpt2-babylm-3@checkpoint-07,1528,,Phon,ses-11,96,-0.0129387563223815,-0.0077078404535469,-0.0085926045647129,BrainAlign/gpt2-babylm-3,0.3355495760725162,0.5745960530832595,96,5.0,-0.03855989470713944,,134601216
ds001894,babylm-gpt2-3,BrainAlign/gpt2-babylm-3@checkpoint-07,1528,,Phon,ses-11,96,-0.0129387563223815,-0.0077078404535469,-0.0085926045647129,BrainAlign/gpt2-babylm-3,0.2136860995937111,0.5240498443952196,96,5.0,-0.06055029478745886,,134601216
ds001894,babylm-gpt2-3,BrainAlign/gpt2-babylm-3@checkpoint-08,1719,,Phon,ses-11,96,-0.0143350364696366,-0.0079914304355433,-0.0095529182684722,BrainAlign/gpt2-babylm-3,0.3355495760725162,0.5745960530832595,96,5.0,-0.04272106863439646,,134601216
ds001894,babylm-gpt2-3,BrainAlign/gpt2-babylm-3@checkpoint-08,1719,,Phon,ses-11,96,-0.0143350364696366,-0.0079914304355433,-0.0095529182684722,BrainAlign/gpt2-babylm-3,0.2136860995937111,0.5240498443952196,96,5.0,-0.0670845529816507,,134601216
ds001894,babylm-gpt2-3,BrainAlign/gpt2-babylm-3@checkpoint-09,1908,,Phon,ses-11,96,-0.0137278172150857,-0.0074895976614291,-0.0090976783920758,BrainAlign/gpt2-babylm-3,0.3355495760725162,0.5745960530832595,96,5.0,-0.04091144258253797,,134601216
ds001894,babylm-gpt2-3,BrainAlign/gpt2-babylm-3@checkpoint-09,1908,,Phon,ses-11,96,-0.0137278172150857,-0.0074895976614291,-0.0090976783920758,BrainAlign/gpt2-babylm-3,0.2136860995937111,0.5240498443952196,96,5.0,-0.06424291164089233,,134601216
ds001894,babylm-gpt2-3,BrainAlign/gpt2-babylm-3@checkpoint-01,191,,Phon,ses-11+,96,-0.020523949398284,0.0005209477869075,-0.0138977076382555,BrainAlign/gpt2-babylm-3,0.2616131661525849,0.5731538937023863,96,4.0,-0.0784515156485415,,134601216
ds001894,babylm-gpt2-3,BrainAlign/gpt2-babylm-3@checkpoint-01,191,,Phon,ses-11+,96,-0.020523949398284,0.0005209477869075,-0.0138977076382555,BrainAlign/gpt2-babylm-3,0.1742624769225749,0.5457342923093875,96,4.0,-0.11777606838104811,,134601216
ds001894,babylm-gpt2-3,BrainAlign/gpt2-babylm-3@checkpoint-02,382,,Phon,ses-11+,96,-0.0078410598984407,0.002015902804087,-0.0052579628496553,BrainAlign/gpt2-babylm-3,0.2616131661525849,0.5731538937023863,96,4.0,-0.029971962091034175,,134601216
ds001894,babylm-gpt2-3,BrainAlign/gpt2-babylm-3@checkpoint-02,382,,Phon,ses-11+,96,-0.0078410598984407,0.002015902804087,-0.0052579628496553,BrainAlign/gpt2-babylm-3,0.1742624769225749,0.5457342923093875,96,4.0,-0.04499568717782254,,134601216
ds001894,babylm-gpt2-3,BrainAlign/gpt2-babylm-3@checkpoint-03,573,,Phon,ses-11+,96,-0.0096483964532597,0.0014203709896759,-0.0064239618568245,BrainAlign/gpt2-babylm-3,0.2616131661525849,0.5731538937023863,96,4.0,-0.036880393273602714,,134601216
ds001894,babylm-gpt2-3,BrainAlign/gpt2-babylm-3@checkpoint-03,573,,Phon,ses-11+,96,-0.0096483964532597,0.0014203709896759,-0.0064239618568245,BrainAlign/gpt2-babylm-3,0.1742624769225749,0.5457342923093875,96,4.0,-0.05536703381960133,,134601216
ds001894,babylm-gpt2-3,BrainAlign/gpt2-babylm-3@checkpoint-04,764,,Phon,ses-11+,96,-0.005183678602753,0.004492839089638,-0.0034104508914312,BrainAlign/gpt2-babylm-3,0.2616131661525849,0.5731538937023863,96,4.0,-0.019814287938893865,,134601216
ds001894,babylm-gpt2-3,BrainAlign/gpt2-babylm-3@checkpoint-04,764,,Phon,ses-11+,96,-0.005183678602753,0.004492839089638,-0.0034104508914312,BrainAlign/gpt2-babylm-3,0.1742624769225749,0.5457342923093875,96,4.0,-0.02974638427213517,,134601216
ds001894,babylm-gpt2-3,BrainAlign/gpt2-babylm-3@checkpoint-05,1146,,Phon,ses-11+,96,-0.009434083030729,0.0050469415181396,-0.0062773461400815,BrainAlign/gpt2-babylm-3,0.2616131661525849,0.5731538937023863,96,4.0,-0.03606119359155879,,134601216
ds001894,babylm-gpt2-3,BrainAlign/gpt2-babylm-3@checkpoint-05,1146,,Phon,ses-11+,96,-0.009434083030729,0.0050469415181396,-0.0062773461400815,BrainAlign/gpt2-babylm-3,0.1742624769225749,0.5457342923093875,96,4.0,-0.054137202668825705,,134601216
ds001894,babylm-gpt2-3,BrainAlign/gpt2-babylm-3@checkpoint-06,1337,,Phon,ses-11+,96,-0.0082158896970877,0.005000307594417,-0.0054099660205569,BrainAlign/gpt2-babylm-3,0.2616131661525849,0.5731538937023863,96,4.0,-0.031404725602746666,,134601216
ds001894,babylm-gpt2-3,BrainAlign/gpt2-babylm-3@checkpoint-06,1337,,Phon,ses-11+,96,-0.0082158896970877,0.005000307594417,-0.0054099660205569,BrainAlign/gpt2-babylm-3,0.1742624769225749,0.5457342923093875,96,4.0,-0.047146636741184585,,134601216
ds001894,babylm-gpt2-3,BrainAlign/gpt2-babylm-3@checkpoint-07,1528,,Phon,ses-11+,96,-0.0093402787331964,0.0033765452790312,-0.0063304510453585,BrainAlign/gpt2-babylm-3,0.2616131661525849,0.5731538937023863,96,4.0,-0.03570263251868875,,134601216
ds001894,babylm-gpt2-3,BrainAlign/gpt2-babylm-3@checkpoint-07,1528,,Phon,ses-11+,96,-0.0093402787331964,0.0033765452790312,-0.0063304510453585,BrainAlign/gpt2-babylm-3,0.1742624769225749,0.5457342923093875,96,4.0,-0.0535989095193815,,134601216
ds001894,babylm-gpt2-3,BrainAlign/gpt2-babylm-3@checkpoint-08,1719,,Phon,ses-11+,96,-0.0107641945358685,0.0019863492631953,-0.0072557462970873,BrainAlign/gpt2-babylm-3,0.2616131661525849,0.5731538937023863,96,4.0,-0.04114546180596402,,134601216
