family,params,n_checkpoints,n_rows,n_cells,rsa_mean,rsa_sd,rsa_sd_all_rows,rsa_abs_max,best_rsa,best_cell,best_step,frac_of_ceiling_mean,frac_of_ceiling_abs_max,seed_null_sd,null_max_p50,null_max_p95,best_percentile_vs_null,beats_null_max,p_equivalence_tost,equivalent_to_zero,mean_in_seed_sd
pythia-1b-full,1078891008.0,21,168,4,0.010626355532931425,0.00977334097422679,0.014070608976820548,0.0455134952069169,0.0455134952069169,Phon/ses-11,71000,0.04322459959650497,0.23521501479156726,0.00843671506123945,,,,False,0.001996595116242633,True,1.2595370894712061
pythia-160m-full,212654688.0,21,168,4,0.009178290485193833,0.009756713203120635,0.013345845289806316,0.0404730141384273,0.0404730141384273,Phon/ses-11,90000,0.038797401068542514,0.19623037127237528,0.00843671506123945,,,,False,0.0017893634876124868,True,1.0878985978039464
pico-decoder-tiny,11282784.0,21,168,4,0.0067489841549526015,0.008931257949258852,0.01316813659962879,0.0403409209829681,0.0403409209829681,Phon/ses-11+,20000,0.028397740328078503,0.23149516577164017,0.00843671506123945,,,,False,0.0011686348866946242,True,0.7999540230959392
pythia-1.4b-full,1515311488.0,21,168,4,0.006718566660043257,0.010316259380215135,0.012341025871516087,0.0342729559530112,0.0342729559530112,Phon/ses-11,56000,0.025683042667210762,0.16038926265290807,0.00843671506123945,,,,False,0.001775173677247022,True,0.7963486512552934
pythia-410m-full,505997504.0,21,168,4,0.003532080461667022,0.009325752855951648,0.01289919980448261,0.0325095521994659,0.0325095521994659,Phon/ses-11,33000,0.0022496005749610202,0.15349674761388418,0.00843671506123945,,,,False,0.0010750277184524706,True,0.41865589107001544
pythia-70m-full,95592496.0,21,168,4,0.0023695104982941768,0.009310119329735113,0.015944043678984655,0.033895673982728,-0.033895673982728,Phon/ses-9,4000,0.0030398946674715637,0.20533432280520558,0.00843671506123945,,,,False,0.0009950061090375746,True,0.28085700193673113
pico-decoder-small,64595328.0,21,168,4,0.002126687173994547,0.011202488842820253,0.014351500961838558,0.0359101752520343,-0.0359101752520343,Phon/ses-9,16000,-0.0017784803953496563,0.21753783450212644,0.00843671506123945,,,,False,0.001682731525514866,True,0.2520752637202509
pico-decoder-large,569808384.0,21,168,4,0.0021191172701451643,0.01203135569764747,0.014239802840795552,0.0374314502164571,-0.0374314502164571,Phon/ses-9,13000,-0.009752550845838181,0.2267534637526155,0.00843671506123945,,,,False,0.0020685375247605515,True,0.2511780064590497
pico-decoder-medium,181095168.0,21,168,4,0.001381688404400796,0.012302463551930194,0.016843520213517572,0.0363736213903336,-0.0363736213903336,Phon/ses-11,10000,-0.012634798433070596,0.2141243035372577,0.00843671506123945,,,,False,0.0021108133613758546,True,0.16377089831427943
beetle-fineweb3-eng,193804032.0,19,152,4,-0.0006105638357127006,0.003380180795932212,0.010905633286805204,0.0297835807168603,0.0297835807168603,Phon/ses-11+,128,0.0015092956217888393,0.1709121851291784,0.00843671506123945,,,,False,4.399877486120233e-05,True,-0.07236985382116269
beetle-humanscale-eng,193811712.0,18,144,4,-0.0033905241282572874,0.005385673384601876,0.01127180341910778,0.0346614670874638,-0.0346614670874638,Phon/ses-9,1000,-0.02882822968667775,0.20997336932925312,0.00843671506123945,,,,False,0.00021011350419830897,True,-0.4018772832372012
babylm-gpt2,134601216.0,9,72,4,-0.006201668913614576,0.00503523489693701,0.0069513044022825,0.0235312297434974,-0.0235312297434974,Phon/ses-11+,1196,-0.029515806150228557,0.13503325649360742,0.00843671506123945,,,,False,0.00020696423783010925,True,-0.7350809964066132
babylm-gpt2-3,134601216.0,9,72,4,-0.023315782091042236,0.012755185790802103,0.012914164004039897,0.0413390141942492,-0.0413390141942492,Phon/ses-9,573,-0.10329199613229692,0.2504248326596568,0.00843671506123945,,,,False,0.012440637235962197,True,-2.763609049470124
babylm-gpt2-5,134601216.0,9,72,4,-0.024052702022212387,0.012652463607038473,0.012976008503962896,0.0417887372328783,-0.0417887372328783,Phon/ses-9,382,-0.10901210446408373,0.25314917959649186,0.00843671506123945,,,,False,0.013112228640072618,True,-2.850955833831227
babylm-gpt2-7,134601216.0,9,72,4,-0.02491143434649233,0.012999351977802154,0.013445794354649775,0.0431169367123634,-0.0431169367123634,Phon/ses-9,1528,-0.11259433522365357,0.26119518985754375,0.00843671506123945,,,,False,0.015366738816442948,True,-2.952740985759042
