family,rsa_mean,rsa_sd,mean_in_seed_sd,rsa_abs_max,null_max_p50,null_max_p95,best_percentile_vs_null,beats_null_max,frac_of_ceiling_abs_max,p_equivalence_tost,equivalent_to_zero
pythia-1b-full,0.010626355532931425,0.00977334097422679,1.2595370894712061,0.0455134952069169,,,,False,0.23521501479156726,0.001996595116242633,True
pythia-160m-full,0.009178290485193833,0.009756713203120635,1.0878985978039464,0.0404730141384273,,,,False,0.19623037127237528,0.0017893634876124868,True
pico-decoder-tiny,0.0067489841549526015,0.008931257949258852,0.7999540230959392,0.0403409209829681,,,,False,0.23149516577164017,0.0011686348866946242,True
pythia-1.4b-full,0.006718566660043257,0.010316259380215135,0.7963486512552934,0.0342729559530112,,,,False,0.16038926265290807,0.001775173677247022,True
pythia-410m-full,0.003532080461667022,0.009325752855951648,0.41865589107001544,0.0325095521994659,,,,False,0.15349674761388418,0.0010750277184524706,True
pythia-70m-full,0.0023695104982941768,0.009310119329735113,0.28085700193673113,0.033895673982728,,,,False,0.20533432280520558,0.0009950061090375746,True
pico-decoder-small,0.002126687173994547,0.011202488842820253,0.2520752637202509,0.0359101752520343,,,,False,0.21753783450212644,0.001682731525514866,True
pico-decoder-large,0.0021191172701451643,0.01203135569764747,0.2511780064590497,0.0374314502164571,,,,False,0.2267534637526155,0.0020685375247605515,True
pico-decoder-medium,0.001381688404400796,0.012302463551930194,0.16377089831427943,0.0363736213903336,,,,False,0.2141243035372577,0.0021108133613758546,True
beetle-fineweb3-eng,-0.0006105638357127006,0.003380180795932212,-0.07236985382116269,0.0297835807168603,,,,False,0.1709121851291784,4.399877486120233e-05,True
beetle-humanscale-eng,-0.0033905241282572874,0.005385673384601876,-0.4018772832372012,0.0346614670874638,,,,False,0.20997336932925312,0.00021011350419830897,True
babylm-gpt2,-0.006201668913614576,0.00503523489693701,-0.7350809964066132,0.0235312297434974,,,,False,0.13503325649360742,0.00020696423783010925,True
babylm-gpt2-3,-0.023315782091042236,0.012755185790802103,-2.763609049470124,0.0413390141942492,,,,False,0.2504248326596568,0.012440637235962197,True
babylm-gpt2-5,-0.024052702022212387,0.012652463607038473,-2.850955833831227,0.0417887372328783,,,,False,0.25314917959649186,0.013112228640072618,True
babylm-gpt2-7,-0.02491143434649233,0.012999351977802154,-2.952740985759042,0.0431169367123634,,,,False,0.26119518985754375,0.015366738816442948,True
