family,params,n_checkpoints,n_rows,n_cells,rsa_mean,rsa_sd,rsa_sd_all_rows,rsa_abs_max,best_rsa,best_cell,best_step,frac_of_ceiling_mean,frac_of_ceiling_abs_max,seed_null_sd,null_max_p50,null_max_p95,best_percentile_vs_null,beats_null_max,p_equivalence_tost,equivalent_to_zero,mean_in_seed_sd,scale_trend_rho,scale_trend_p,scale_trend_n
pythia-70m-full,95592496.0,21,42,2,-0.003510641820982764,0.010709919313008591,0.016438767998395252,0.033895673982728,-0.033895673982728,Phon/ses-9,4000,-0.06024712005298666,0.1842450657961202,0.00843671506123945,,,,False,,False,-0.4161147787379476,0.22156468376279892,0.5384276585293759,10
pythia-160m-full,212654688.0,21,42,2,0.002077289192876567,0.00903641304263191,0.011242442067046455,0.0330152495739826,0.0330152495739826,Phon/ses-7,1000,-0.023440810189019463,0.1546884673627622,0.00843671506123945,,,,False,,False,0.2462201434798,0.22156468376279892,0.5384276585293759,10
pythia-410m-full,505997504.0,21,42,2,-0.0006596223129612071,0.013006293569266922,0.0137553159109912,0.0265442092109818,0.0265442092109818,Phon/ses-7,0,-0.05357628380508165,0.13755174613106474,0.00843671506123945,,,,False,,False,-0.07818473282233868,0.22156468376279892,0.5384276585293759,10
pythia-1b-full,1078891008.0,21,42,2,0.00397553941629235,0.009647220840613058,0.010358904858279526,0.0256932065589283,0.0256932065589283,Phon/ses-7,71000,-0.01547027606827046,0.09596508347039354,0.00843671506123945,,,,False,,False,0.4712188793191621,0.22156468376279892,0.5384276585293759,10
pythia-1.4b-full,1515311488.0,21,42,2,0.0002420000985648786,0.0077608799501308855,0.011398693238826264,0.0261749694423294,-0.0261749694423294,Phon/ses-9,1000,-0.028514180778078182,0.14227800779447083,0.00843671506123945,,,,False,,False,0.028684161644464263,0.22156468376279892,0.5384276585293759,10
