family,task,session,n_checkpoints,rsa_mean,rsa_sd,rsa_min,rsa_max,ceiling,seed_null_sd,frac_of_ceiling_max,mean_in_seed_sd
babylm-gpt2,Orth,ses-11,18,-0.006662359754773677,0.010102270013841036,-0.0281313695825841,0.002786392024827,0.3957014738594727,,0.007041651873696444,
babylm-gpt2,Orth,ses-11+,18,-0.014132208644216056,0.009500889433297511,-0.0322851995032347,-0.0032964123389986,0.5275085368785408,,-0.006249021785513968,
babylm-gpt2,Phon,ses-11,18,-0.006662359754773677,0.010102270013841036,-0.0281313695825841,0.002786392024827,0.3957014738594727,,0.007041651873696444,
babylm-gpt2,Phon,ses-11+,18,-0.014132208644216056,0.009500889433297511,-0.0322851995032347,-0.0032964123389986,0.5275085368785408,,-0.006249021785513968,
babylm-gpt2,Sem,ses-11,18,0.0117194133674714,0.00754056277177154,0.0048544215830984,0.0302289099024855,0.1854778887802807,,0.16297850973651648,
babylm-gpt2,Sem,ses-11+,18,-0.02073546515022889,0.004558199666757535,-0.0264281334122563,-0.0130003687845496,0.3135645833012561,,-0.04145993991948874,
babylm-gpt2,SemLocal,ses-11,18,-0.015667705946272,0.0072728578943605056,-0.0228587083565983,-0.0035964933681734,0.2164609957480794,,-0.016614971929441984,
babylm-gpt2,SemLocal,ses-11+,18,-0.03112877443682858,0.0062151553762750085,-0.0420399979592656,-0.0222376421819062,0.2085206276123859,,-0.10664480745398115,
babylm-gpt2-3,Orth,ses-11,18,-0.03748065658450241,0.007495749043270308,-0.0437936319274326,-0.0174933978480589,0.3957014738594727,,-0.04420857389647079,
babylm-gpt2-3,Orth,ses-11+,18,-0.05852561467908928,0.007449693430679656,-0.0653262949612016,-0.0403063592335618,0.5275085368785408,,-0.0764089231087503,
babylm-gpt2-3,Phon,ses-11,18,-0.03748065658450241,0.007495749043270308,-0.0437936319274326,-0.0174933978480589,0.3957014738594727,,-0.04420857389647079,
babylm-gpt2-3,Phon,ses-11+,18,-0.05852561467908928,0.007449693430679656,-0.0653262949612016,-0.0403063592335618,0.5275085368785408,,-0.0764089231087503,
babylm-gpt2-3,Sem,ses-11,18,-0.0050053098786242665,0.005236421538855564,-0.0156713387724248,-0.0002633408485442,0.1854778887802807,,-0.0014197964526982334,
babylm-gpt2-3,Sem,ses-11+,18,-0.019430765120409123,0.0034564510819956296,-0.025477691366105,-0.0137872207826544,0.3135645833012561,,-0.0439693177000426,
babylm-gpt2-3,SemLocal,ses-11,18,-0.023127367148355647,0.007192900040357353,-0.028526169216311,-0.0043711246384548,0.2164609957480794,,-0.02019359018167865,
babylm-gpt2-3,SemLocal,ses-11+,18,-0.009227521964988699,0.005555718574230488,-0.0163907475269932,0.0009637971813016,0.2085206276123859,,0.004622071170307333,
babylm-gpt2-5,Orth,ses-11,18,-0.037633984555811135,0.008636386434685155,-0.0445572577407114,-0.0147110598289102,0.3957014738594727,,-0.03717716713416793,
babylm-gpt2-5,Orth,ses-11+,18,-0.05681616640746756,0.007147686362911664,-0.0643537831294292,-0.0399689874450508,0.5275085368785408,,-0.07576936608753629,
babylm-gpt2-5,Phon,ses-11,18,-0.037633984555811135,0.008636386434685155,-0.0445572577407114,-0.0147110598289102,0.3957014738594727,,-0.03717716713416793,
babylm-gpt2-5,Phon,ses-11+,18,-0.05681616640746756,0.007147686362911664,-0.0643537831294292,-0.0399689874450508,0.5275085368785408,,-0.07576936608753629,
babylm-gpt2-5,Sem,ses-11,18,-0.0023071284997118664,0.007036968283884156,-0.0157353605492285,0.0039900413619555,0.1854778887802807,,0.021512221150425913,
babylm-gpt2-5,Sem,ses-11+,18,-0.02066749647771531,0.0015081118026691173,-0.0227339834702009,-0.0182977766524681,0.3135645833012561,,-0.058354092352606586,
babylm-gpt2-5,SemLocal,ses-11,18,-0.023431062857653243,0.006489453251942265,-0.0301899764190164,-0.0075501821418985,0.2164609957480794,,-0.03488010445394752,
babylm-gpt2-5,SemLocal,ses-11+,18,-0.010962951631742933,0.005931493875829604,-0.0195331841822483,0.0012244071899868,0.2085206276123859,,0.005871875622122247,
babylm-gpt2-7,Orth,ses-11,18,-0.037530417357303475,0.007535859329347987,-0.0437649438226284,-0.0179018051610371,0.3957014738594727,,-0.045240683554781634,
babylm-gpt2-7,Orth,ses-11+,18,-0.05765743816344689,0.00600674669383405,-0.0622939418697273,-0.0422247400826521,0.5275085368785408,,-0.0800456052000811,
babylm-gpt2-7,Phon,ses-11,18,-0.037530417357303475,0.007535859329347987,-0.0437649438226284,-0.0179018051610371,0.3957014738594727,,-0.045240683554781634,
babylm-gpt2-7,Phon,ses-11+,18,-0.05765743816344689,0.00600674669383405,-0.0622939418697273,-0.0422247400826521,0.5275085368785408,,-0.0800456052000811,
babylm-gpt2-7,Sem,ses-11,18,-0.0054972249427045665,0.006455648996446655,-0.0160325620117721,0.0006179269217611,0.1854778887802807,,0.003331539548054181,
babylm-gpt2-7,Sem,ses-11+,18,-0.021432583259502855,0.0023685891078045734,-0.0255109986433872,-0.0182119354435274,0.3135645833012561,,-0.05808033309052109,
babylm-gpt2-7,SemLocal,ses-11,18,-0.02067796007175221,0.005827847301518696,-0.0263341940681884,-0.007793944888232,0.2164609957480794,,-0.036006232260442486,
babylm-gpt2-7,SemLocal,ses-11+,18,-0.009072393376565723,0.007715224497357302,-0.0187238216326574,0.0038036185444697,0.2085206276123859,,0.018240970152555637,
beetle-fineweb3-eng,Orth,ses-11,38,-0.008303724146589678,0.01424599338366979,-0.0374905834191924,0.019350663482647,0.3957014738594727,,0.04890217692117844,
beetle-fineweb3-eng,Orth,ses-11+,38,-0.005569024709022142,0.011766407947711497,-0.0327491557934677,0.0205063098605742,0.5275085368785408,,0.03887389194100529,
beetle-fineweb3-eng,Phon,ses-11,38,-0.008303724146589678,0.01424599338366979,-0.0374905834191924,0.019350663482647,0.3957014738594727,,0.04890217692117844,
beetle-fineweb3-eng,Phon,ses-11+,38,-0.005569024709022142,0.011766407947711497,-0.0327491557934677,0.0205063098605742,0.5275085368785408,,0.03887389194100529,
beetle-fineweb3-eng,Sem,ses-11,38,0.003585337203250826,0.012196782413731523,-0.0176121780874269,0.0316720882346705,0.1854778887802807,,0.17075937430034924,
beetle-fineweb3-eng,Sem,ses-11+,38,-0.011512397901837237,0.00873295435367399,-0.0217617284594846,0.0078253906177253,0.3135645833012561,,0.024956232414191634,
beetle-fineweb3-eng,SemLocal,ses-11,38,-0.012828902268935578,0.02011596953267851,-0.0568897435388491,0.0448881217202079,0.2164609957480794,,0.2073727951083131,
beetle-fineweb3-eng,SemLocal,ses-11+,38,-0.01052626896829789,0.016893312107297276,-0.0436355549373674,0.0298529224799685,0.2085206276123859,,0.1431653204855176,
beetle-humanscale-eng,Orth,ses-11,36,0.0013472677280657666,0.009761692068560647,-0.0253738718241836,0.0169805873280623,0.3957014738594727,,0.042912620876647774,
beetle-humanscale-eng,Orth,ses-11+,36,0.007831963714674716,0.01534403189153745,-0.0359652988706562,0.0324006516570189,0.5275085368785408,,0.061422042283420276,
beetle-humanscale-eng,Phon,ses-11,36,0.0013472677280657666,0.009761692068560647,-0.0253738718241836,0.0169805873280623,0.3957014738594727,,0.042912620876647774,
beetle-humanscale-eng,Phon,ses-11+,36,0.007831963714674716,0.01534403189153745,-0.0359652988706562,0.0324006516570189,0.5275085368785408,,0.061422042283420276,
beetle-humanscale-eng,Sem,ses-11,36,-0.0008231219822979945,0.014942273182130776,-0.0149278087275651,0.0305905053865335,0.1854778887802807,,0.16492804391779212,
beetle-humanscale-eng,Sem,ses-11+,36,-0.005096522765436889,0.013796251414553918,-0.0288482701172543,0.0248747174708533,0.3135645833012561,,0.0793288489693844,
beetle-humanscale-eng,SemLocal,ses-11,36,-0.006602005954059372,0.011932201328098711,-0.0398449627128697,0.0214688719195198,0.2164609957480794,,0.09918124900665985,
beetle-humanscale-eng,SemLocal,ses-11+,36,0.0007959237573561224,0.015863493638512728,-0.0121661062812931,0.0367572650286401,0.2085206276123859,,0.17627639744575926,
pico-decoder-large,Orth,ses-11,42,0.004654284369291601,0.01212927787443012,-0.0145375615984414,0.0415961488664701,0.3957014738594727,,0.10512002510569961,
pico-decoder-large,Orth,ses-11+,42,-0.01017502644319461,0.018293526043149405,-0.0347044308405222,0.0388918585246505,0.5275085368785408,,0.07372744857322636,
pico-decoder-large,Phon,ses-11,42,0.004654284369291601,0.01212927787443012,-0.0145375615984414,0.0415961488664701,0.3957014738594727,,0.10512002510569961,
pico-decoder-large,Phon,ses-11+,42,-0.01017502644319461,0.018293526043149405,-0.0347044308405222,0.0388918585246505,0.5275085368785408,,0.07372744857322636,
pico-decoder-large,Sem,ses-11,42,0.008249745196355057,0.01574224858971896,-0.017098147679828,0.0417465360609484,0.1854778887802807,,0.22507554046187056,
pico-decoder-large,Sem,ses-11+,42,-0.00951140550773478,0.011871414728375777,-0.0356327100487467,0.0116607089728733,0.3135645833012561,,0.037187583017532035,
pico-decoder-large,SemLocal,ses-11,42,-0.006082782605026386,0.011623309182883686,-0.0223461335348962,0.0221960633056408,0.2164609957480794,,0.10254070590838876,
pico-decoder-large,SemLocal,ses-11+,42,0.007785435856187176,0.018200494159653264,-0.0372808762703442,0.0520851049783434,0.2085206276123859,,0.24978394499734183,
