family,step,task,session,layer,rsa_raw,rsa_partial_run,brain_run_rho,lm_run_rho,model_ref
beetle-humanscale-eng,0,Phon,ses-7,2,-0.0061885918633682,0.0044324434094364,0.4875417518344673,-0.0093998902457257,
beetle-humanscale-eng,0,Phon,ses-9,2,0.0050144465617239,0.0138509702028141,0.6237897830098481,-0.0093998902457257,
beetle-humanscale-eng,0,Phon,ses-5,3,-0.0038825366612253,0.0121830006257986,0.5617205991284476,-0.0139964291518495,
beetle-humanscale-eng,0,Phon,ses-7,3,-0.0038352033760898,0.0109150891836321,0.4875417518344673,-0.0139964291518495,
beetle-humanscale-eng,0,Phon,ses-9,3,0.0048824498843743,0.0209997665529879,0.6237897830098481,-0.0139964291518495,
beetle-humanscale-eng,0,Phon,ses-5,4,-0.0087112273683531,0.01415971053246,0.5617205991284476,-0.0252183899653465,
beetle-humanscale-eng,0,Phon,ses-7,4,-0.0131157380528557,0.0046999888984126,0.4875417518344673,-0.0252183899653465,
beetle-humanscale-eng,0,Phon,ses-9,4,0.0014400192825629,0.0286841152345847,0.6237897830098481,-0.0252183899653465,
beetle-humanscale-eng,0,Phon,ses-5,5,-0.0001506484364351,0.0136913483695112,0.5617205991284476,-0.0114224097874834,
beetle-humanscale-eng,0,Phon,ses-7,5,-0.0057884985161826,0.0037012549292285,0.4875417518344673,-0.0114224097874834,
beetle-humanscale-eng,0,Phon,ses-9,5,0.0110097629400944,0.0295022472854531,0.6237897830098481,-0.0114224097874834,
beetle-humanscale-eng,0,Phon,ses-5,6,-0.0058219329890479,0.0097300309321333,0.5617205991284476,-0.0055542395596147,
beetle-humanscale-eng,0,Phon,ses-7,6,-0.0158960430643426,-0.0073105366726226,0.4875417518344673,-0.0055542395596147,
beetle-humanscale-eng,0,Phon,ses-9,6,0.0031308028605682,0.0203504029194965,0.6237897830098481,-0.0055542395596147,
beetle-humanscale-eng,0,Phon,ses-5,7,-0.0094174977308074,0.0026717712481865,0.5617205991284476,-0.0029759778889209,
beetle-humanscale-eng,0,Phon,ses-7,7,-0.0177553880974203,-0.0090890816098394,0.4875417518344673,-0.0029759778889209,
beetle-humanscale-eng,0,Phon,ses-9,7,-1.5066568329389964e-05,0.012221725572576,0.6237897830098481,-0.0029759778889209,
beetle-humanscale-eng,0,Phon,ses-5,8,-0.0175561078311119,-0.004035737632751,0.5617205991284476,-0.006140738409427,
beetle-humanscale-eng,0,Phon,ses-7,8,-0.0267677355583419,-0.0179869444225834,0.4875417518344673,-0.006140738409427,
beetle-humanscale-eng,0,Phon,ses-9,8,-0.0108946444698588,0.0046295685370241,0.6237897830098481,-0.006140738409427,
beetle-humanscale-eng,0,Phon,ses-5,9,-0.0214138449467374,-0.0071154430812683,0.5617205991284476,-0.0047747157718895,
beetle-humanscale-eng,0,Phon,ses-7,9,-0.0308591359903707,-0.0218275848708845,0.4875417518344673,-0.0047747157718895,
beetle-humanscale-eng,0,Phon,ses-9,9,-0.0143013611389776,0.0021393657498606,0.6237897830098481,-0.0047747157718895,
beetle-humanscale-eng,0,Phon,ses-5,10,-0.0217787036801789,-0.0077894280428195,0.5617205991284476,-0.0024647799764263,
beetle-humanscale-eng,0,Phon,ses-7,10,-0.0348910268550082,-0.0284203827386237,0.4875417518344673,-0.0024647799764263,
beetle-humanscale-eng,0,Phon,ses-9,10,-0.0155172488690561,0.0007593597866874,0.6237897830098481,-0.0024647799764263,
beetle-humanscale-eng,0,Phon,ses-5,11,-0.0285636588615756,-0.0192250130502129,0.5617205991284476,-0.0007731603282335,
beetle-humanscale-eng,0,Phon,ses-7,11,-0.040633249174771,-0.0366799019419786,0.4875417518344673,-0.0007731603282335,
beetle-humanscale-eng,0,Phon,ses-9,11,-0.0204270831719808,-0.0073133414430218,0.6237897830098481,-0.0007731603282335,
beetle-humanscale-eng,0,Phon,ses-5,12,-0.0299350600794862,-0.0203064148063333,0.5617205991284476,-0.0025082636162858,
beetle-humanscale-eng,0,Phon,ses-7,12,-0.0392550929371954,-0.0333866516377539,0.4875417518344673,-0.0025082636162858,
beetle-humanscale-eng,0,Phon,ses-9,12,-0.0176141054238887,-0.0033200440178639,0.6237897830098481,-0.0025082636162858,
beetle-humanscale-eng,0,Phon,ses-5,13,-0.0274917586873711,-0.0213601346355904,0.5617205991284476,0.0023512982821588,
beetle-humanscale-eng,0,Phon,ses-7,13,-0.034770538144139,-0.03098893656771,0.4875417518344673,0.0023512982821588,
beetle-humanscale-eng,0,Phon,ses-9,13,-0.0154356949417453,-0.0060618899716454,0.6237897830098481,0.0023512982821588,
beetle-humanscale-eng,0,Gram,ses-5,0,-0.0184657551241555,-0.0267663597501596,0.8659011398521116,-0.0058589326167771,
beetle-humanscale-eng,0,Gram,ses-7,0,-0.0200064670702649,-0.0077402907506888,0.8116446370124891,-0.0058589326167771,
beetle-humanscale-eng,0,Gram,ses-9,0,-0.0281865508428942,-0.026275014324335,0.8275935849549504,-0.0058589326167771,
beetle-humanscale-eng,0,Gram,ses-5,1,-0.0239284813376483,-0.0379940091335019,0.8659011398521116,-0.0057461332345741,
beetle-humanscale-eng,0,Gram,ses-7,1,-0.024734663769828,-0.0155042764555735,0.8116446370124891,-0.0057461332345741,
beetle-humanscale-eng,0,Gram,ses-9,1,-0.0285081893690481,-0.0272943442252091,0.8275935849549504,-0.0057461332345741,
beetle-humanscale-eng,0,Gram,ses-5,2,-0.0280375947460715,-0.041379590585621,0.8659011398521116,-0.0085218827378037,
beetle-humanscale-eng,0,Gram,ses-7,2,-0.0279947817433034,-0.0175608543559327,0.8116446370124891,-0.0085218827378037,
beetle-humanscale-eng,0,Gram,ses-9,2,-0.032141122814819,-0.0289726208585895,0.8275935849549504,-0.0085218827378037,
beetle-humanscale-eng,0,Gram,ses-5,3,-0.0260949936978552,-0.0382756781812324,0.8659011398521116,-0.0080574146934386,
beetle-humanscale-eng,0,Gram,ses-7,3,-0.027368723810639,-0.0166355165679899,0.8116446370124891,-0.0080574146934386,
beetle-humanscale-eng,0,Gram,ses-9,3,-0.0310502287205794,-0.028378744090713,0.8275935849549504,-0.0080574146934386,
beetle-humanscale-eng,0,Gram,ses-5,4,-0.0298988718636355,-0.0402762944837559,0.8659011398521116,-0.0112379149210436,
beetle-humanscale-eng,0,Gram,ses-7,4,-0.0278349427819982,-0.0129770455036552,0.8116446370124891,-0.0112379149210436,
beetle-humanscale-eng,0,Gram,ses-9,4,-0.0337550955472058,-0.0292951228293504,0.8275935849549504,-0.0112379149210436,
beetle-humanscale-eng,0,Gram,ses-5,5,-0.0297774291370713,-0.0352919144185083,0.8659011398521116,-0.0139849116405744,
beetle-humanscale-eng,0,Gram,ses-7,5,-0.031484790220371,-0.0184031261758583,0.8116446370124891,-0.0139849116405744,
beetle-humanscale-eng,0,Gram,ses-9,5,-0.0361211112200996,-0.028790427554452,0.8275935849549504,-0.0139849116405744,
beetle-humanscale-eng,0,Gram,ses-5,6,-0.0309188531350026,-0.0368924009684624,0.8659011398521116,-0.0144471679323473,
beetle-humanscale-eng,0,Gram,ses-7,6,-0.0345725373836214,-0.0241140570075019,0.8116446370124891,-0.0144471679323473,
beetle-humanscale-eng,0,Gram,ses-9,6,-0.0375542431618311,-0.0329422133042412,0.8275935849549504,-0.0144471679323473,
beetle-humanscale-eng,0,Gram,ses-5,7,-0.0315843871491721,-0.0390998760929938,0.8659011398521116,-0.0139318295783613,
beetle-humanscale-eng,0,Gram,ses-7,7,-0.0333203219733002,-0.0237930871640135,0.8116446370124891,-0.0139318295783613,
beetle-humanscale-eng,0,Gram,ses-9,7,-0.0354951073879745,-0.0294459854291774,0.8275935849549504,-0.0139318295783613,
beetle-humanscale-eng,0,Gram,ses-5,8,-0.0315615242612705,-0.0367753750099254,0.8659011398521116,-0.0153473512373788,
beetle-humanscale-eng,0,Gram,ses-7,8,-0.0357638940152906,-0.0274676369086235,0.8116446370124891,-0.0153473512373788,
beetle-humanscale-eng,0,Gram,ses-9,8,-0.0410677832094659,-0.0389918632843016,0.8275935849549504,-0.0153473512373788,
beetle-humanscale-eng,0,Gram,ses-5,9,-0.0304753325859055,-0.0340098787909336,0.8659011398521116,-0.0155994910328912,
beetle-humanscale-eng,0,Gram,ses-7,9,-0.0340960782621863,-0.022272095946484,0.8116446370124891,-0.0155994910328912,
beetle-humanscale-eng,0,Gram,ses-9,9,-0.0384023232156542,-0.0320930945200638,0.8275935849549504,-0.0155994910328912,
beetle-humanscale-eng,0,Gram,ses-5,10,-0.0246604378299297,-0.0274772148680984,0.8659011398521116,-0.0126468013222844,
beetle-humanscale-eng,0,Gram,ses-7,10,-0.0291811741094879,-0.0183415770743251,0.8116446370124891,-0.0126468013222844,
beetle-humanscale-eng,0,Gram,ses-9,10,-0.0333516440215244,-0.0262622574171717,0.8275935849549504,-0.0126468013222844,
beetle-humanscale-eng,0,Gram,ses-5,11,-0.0227739433689945,-0.0214220899134624,0.8659011398521116,-0.0140026056613121,
beetle-humanscale-eng,0,Gram,ses-7,11,-0.0288032558743271,-0.0151247849767303,0.8116446370124891,-0.0140026056613121,
beetle-humanscale-eng,0,Gram,ses-9,11,-0.035041420265535,-0.0245330527001306,0.8275935849549504,-0.0140026056613121,
beetle-humanscale-eng,0,Gram,ses-5,12,-0.0247254796622791,-0.0215282005471934,0.8659011398521116,-0.0162099347483425,
beetle-humanscale-eng,0,Gram,ses-7,12,-0.0307723055941889,-0.0144567060731929,0.8116446370124891,-0.0162099347483425,
beetle-humanscale-eng,0,Gram,ses-9,12,-0.0386309694068429,-0.0289874335862456,0.8275935849549504,-0.0162099347483425,
beetle-humanscale-eng,0,Gram,ses-5,13,-0.0227692344580552,-0.0177563715408852,0.8659011398521116,-0.0160772295928097,
beetle-humanscale-eng,0,Gram,ses-7,13,-0.0287791162136984,-0.0121445247649303,0.8116446370124891,-0.0160772295928097,
beetle-humanscale-eng,0,Gram,ses-9,13,-0.0382337459352438,-0.0274574119066987,0.8275935849549504,-0.0160772295928097,
beetle-humanscale-eng,0,Plaus,ses-5,0,-0.0147042571568291,0.0164487918026819,0.7413595631370858,-0.0247804760431751,
beetle-humanscale-eng,0,Plaus,ses-7,0,-0.0411550235750944,-0.0313358038272463,0.6890494025786127,-0.0247804760431751,
beetle-humanscale-eng,0,Plaus,ses-9,0,-0.0288741254167682,-0.0124621144067242,0.7607079748137813,-0.0247804760431751,
beetle-humanscale-eng,0,Plaus,ses-5,1,-0.0073769472008113,0.0193004680167322,0.7413595631370858,-0.0226372877813189,
beetle-humanscale-eng,0,Plaus,ses-7,1,-0.0287525441928234,-0.0204495807833066,0.6890494025786127,-0.0226372877813189,
beetle-humanscale-eng,0,Plaus,ses-9,1,-0.0172146801532025,-0.0006629837147476,0.7607079748137813,-0.0226372877813189,
beetle-humanscale-eng,0,Plaus,ses-5,2,-0.0053192007288035,0.0181677304013885,0.7413595631370858,-0.0227633576790751,
beetle-humanscale-eng,0,Plaus,ses-7,2,-0.0240116100622913,-0.0169444782557787,0.6890494025786127,-0.0227633576790751,
beetle-humanscale-eng,0,Plaus,ses-9,2,-0.0138121587402226,0.0022156800123193,0.7607079748137813,-0.0227633576790751,
beetle-humanscale-eng,0,Plaus,ses-5,3,-0.0006472707541178,0.0221699259960346,0.7413595631370858,-0.0208214389031105,
beetle-humanscale-eng,0,Plaus,ses-7,3,-0.0211088889074153,-0.0156118651160377,0.6890494025786127,-0.0208214389031105,
beetle-humanscale-eng,0,Plaus,ses-9,3,-0.0121666086050662,0.0012440343267705,0.7607079748137813,-0.0208214389031105,
beetle-humanscale-eng,0,Plaus,ses-5,4,-0.0004711215622292,0.0237783112247241,0.7413595631370858,-0.0218653861266359,
beetle-humanscale-eng,0,Plaus,ses-7,4,-0.0193863775090944,-0.0136510192019531,0.6890494025786127,-0.0218653861266359,
beetle-humanscale-eng,0,Plaus,ses-9,4,-0.0136790324611945,0.0001934278221252,0.7607079748137813,-0.0218653861266359,
beetle-humanscale-eng,0,Plaus,ses-5,5,-0.0011518145475062,0.0213739512536071,0.7413595631370858,-0.020177818898776,
beetle-humanscale-eng,0,Plaus,ses-7,5,-0.0227733482630624,-0.0213198074338912,0.6890494025786127,-0.020177818898776,
beetle-humanscale-eng,0,Plaus,ses-9,5,-0.0154878320556526,-0.0029763768750902,0.7607079748137813,-0.020177818898776,
beetle-humanscale-eng,0,Plaus,ses-5,6,0.0010044684827326,0.0254393406061806,0.7413595631370858,-0.0197111391018186,
beetle-humanscale-eng,0,Plaus,ses-7,6,-0.0213686861891239,-0.0189001932747176,0.6890494025786127,-0.0197111391018186,
beetle-humanscale-eng,0,Plaus,ses-9,6,-0.015234814653527,-0.0021764722694891,0.7607079748137813,-0.0197111391018186,
beetle-humanscale-eng,0,Plaus,ses-5,7,-0.0001061852924751,0.0250418249916694,0.7413595631370858,-0.0216176698363078,
beetle-humanscale-eng,0,Plaus,ses-7,7,-0.0228236509444891,-0.0187785168338237,0.6890494025786127,-0.0216176698363078,
beetle-humanscale-eng,0,Plaus,ses-9,7,-0.016094578259814,-0.0023560752398056,0.7607079748137813,-0.0216176698363078,
beetle-humanscale-eng,0,Plaus,ses-5,8,-0.0015451038278885,0.0181575551719598,0.7413595631370858,-0.0210956962245451,
beetle-humanscale-eng,0,Plaus,ses-7,8,-0.0198736437542569,-0.0165072355332601,0.6890494025786127,-0.0210956962245451,
beetle-humanscale-eng,0,Plaus,ses-9,8,-0.012780885604296,0.0005286174513591,0.7607079748137813,-0.0210956962245451,
beetle-humanscale-eng,0,Plaus,ses-5,9,0.002196299035126,0.024330785931897,0.7413595631370858,-0.0193948584811319,
beetle-humanscale-eng,0,Plaus,ses-7,9,-0.0160047497243861,-0.0095479996782749,0.6890494025786127,-0.0193948584811319,
beetle-humanscale-eng,0,Plaus,ses-9,9,-0.0095771750171002,0.0039685807655671,0.7607079748137813,-0.0193948584811319,
beetle-humanscale-eng,0,Plaus,ses-5,10,-0.004560637591302,0.019567863178178,0.7413595631370858,-0.0209408735430901,
beetle-humanscale-eng,0,Plaus,ses-7,10,-0.022674651567235,-0.0145006898116311,0.6890494025786127,-0.0209408735430901,
beetle-humanscale-eng,0,Plaus,ses-9,10,-0.0184944716904077,-0.0049093198950334,0.7607079748137813,-0.0209408735430901,
beetle-humanscale-eng,0,Plaus,ses-5,11,-0.0069599683762871,0.0224525623614076,0.7413595631370858,-0.0237210465515042,
beetle-humanscale-eng,0,Plaus,ses-7,11,-0.0279388829020931,-0.016204419666734,0.6890494025786127,-0.0237210465515042,
beetle-humanscale-eng,0,Plaus,ses-9,11,-0.0233030704474338,-0.0079470240594457,0.7607079748137813,-0.0237210465515042,
beetle-humanscale-eng,0,Plaus,ses-5,12,-0.0023663738184638,0.0230508061248151,0.7413595631370858,-0.0211089667400984,
beetle-humanscale-eng,0,Plaus,ses-7,12,-0.0193182043375312,-0.0089495763010769,0.6890494025786127,-0.0211089667400984,
beetle-humanscale-eng,0,Plaus,ses-9,12,-0.0154987993169763,0.0001050405250639,0.7607079748137813,-0.0211089667400984,
beetle-humanscale-eng,0,Plaus,ses-5,13,-0.0077947808138561,0.0186137655435515,0.7413595631370858,-0.0211421430289816,
beetle-humanscale-eng,0,Plaus,ses-7,13,-0.029795580950012,-0.0213214044818109,0.6890494025786127,-0.0211421430289816,
beetle-humanscale-eng,0,Plaus,ses-9,13,-0.0243356658005404,-0.0130262293859295,0.7607079748137813,-0.0211421430289816,
beetle-humanscale-eng,9500,Sem,ses-5,0,-0.0037051979923032,0.0026579241764924,0.510842619339668,0.0085567318630841,
beetle-humanscale-eng,9500,Sem,ses-7,0,-0.0226681629897567,-0.0253748785295655,0.50990294848807,0.0085567318630841,
beetle-humanscale-eng,9500,Sem,ses-9,0,-0.015037233578566,-0.0101037531137182,0.6005780039375302,0.0085567318630841,
beetle-humanscale-eng,9500,Sem,ses-5,1,0.0192902952849412,0.022635728116078,0.510842619339668,0.0200958050745809,
beetle-humanscale-eng,9500,Sem,ses-7,1,-0.008354261947252,-0.0186205954491626,0.50990294848807,0.0200958050745809,
beetle-humanscale-eng,9500,Sem,ses-9,1,0.0006409989070126,-0.006647896551013,0.6005780039375302,0.0200958050745809,
beetle-humanscale-eng,9500,Sem,ses-5,2,0.0033277892946671,0.0073418770893918,0.510842619339668,0.0146211087586116,
beetle-humanscale-eng,9500,Sem,ses-7,2,-0.0160050453673049,-0.0216563508713298,0.50990294848807,0.0146211087586116,
beetle-humanscale-eng,9500,Sem,ses-9,2,-0.0117571505323542,-0.019480754501634,0.6005780039375302,0.0146211087586116,
beetle-humanscale-eng,9500,Sem,ses-5,3,0.0069619539434782,0.0044383590819771,0.510842619339668,0.0236190404797824,
beetle-humanscale-eng,9500,Sem,ses-7,3,-0.0257693357470455,-0.0457347621910238,0.50990294848807,0.0236190404797824,
beetle-humanscale-eng,9500,Sem,ses-9,3,-0.0216683446243307,-0.0466623255604651,0.6005780039375302,0.0236190404797824,
beetle-humanscale-eng,9500,Sem,ses-5,4,0.008032771877298,-0.0006272768750442,0.510842619339668,0.0271369730020742,
beetle-humanscale-eng,9500,Sem,ses-7,4,-0.01870951091067,-0.0402081981857806,0.50990294848807,0.0271369730020742,
beetle-humanscale-eng,9500,Sem,ses-9,4,-0.0165063375325014,-0.0434218290853475,0.6005780039375302,0.0271369730020742,
beetle-humanscale-eng,9500,Sem,ses-5,5,0.0070239779591469,-4.555326559191213e-06,0.510842619339668,0.0152076076084239,
beetle-humanscale-eng,9500,Sem,ses-7,5,-0.0048634481577805,-0.0163874448746829,0.50990294848807,0.0152076076084239,
beetle-humanscale-eng,9500,Sem,ses-9,5,-0.005323188328608,-0.0208283004394596,0.6005780039375302,0.0152076076084239,
beetle-humanscale-eng,9500,Sem,ses-5,6,-0.0027078847331061,-0.0092273877630037,0.510842619339668,0.0098601804822872,
beetle-humanscale-eng,9500,Sem,ses-7,6,-0.0018709047401341,-0.0047156246130797,0.50990294848807,0.0098601804822872,
beetle-humanscale-eng,9500,Sem,ses-9,6,-0.0046633917828297,-0.0161366029683762,0.6005780039375302,0.0098601804822872,
beetle-humanscale-eng,9500,Sem,ses-5,7,0.0052352041974714,0.0032537887728562,0.510842619339668,0.0127587362807266,
beetle-humanscale-eng,9500,Sem,ses-7,7,-0.0066563015201622,-0.0132759247207817,0.50990294848807,0.0127587362807266,
beetle-humanscale-eng,9500,Sem,ses-9,7,-0.0047022978216236,-0.0220909055980935,0.6005780039375302,0.0127587362807266,
beetle-humanscale-eng,9500,Sem,ses-5,8,0.0126574724884487,0.0133830492720009,0.510842619339668,0.0072034361445299,
beetle-humanscale-eng,9500,Sem,ses-7,8,-0.0039713371436746,-0.0108408637340388,0.50990294848807,0.0072034361445299,
beetle-humanscale-eng,9500,Sem,ses-9,8,0.0005457768441669,-0.0128451549608876,0.6005780039375302,0.0072034361445299,
beetle-humanscale-eng,9500,Sem,ses-5,9,-0.0011100171692119,-0.0070901074458098,0.510842619339668,-0.0022622098492759,
beetle-humanscale-eng,9500,Sem,ses-7,9,0.0196849141917217,0.0291838314680658,0.50990294848807,-0.0022622098492759,
beetle-humanscale-eng,9500,Sem,ses-9,9,0.0152671421101023,0.0125023664576537,0.6005780039375302,-0.0022622098492759,
beetle-humanscale-eng,9500,Sem,ses-5,10,-0.0001944497086288,-0.0038100689539831,0.510842619339668,-0.0016332879361861,
beetle-humanscale-eng,9500,Sem,ses-7,10,0.0220177350813585,0.0338476680761266,0.50990294848807,-0.0016332879361861,
beetle-humanscale-eng,9500,Sem,ses-9,10,0.0182103652607649,0.0158529481947373,0.6005780039375302,-0.0016332879361861,
beetle-humanscale-eng,9500,Sem,ses-5,11,-0.0054145629047211,-0.0164403438648509,0.510842619339668,0.0014498081875106,
beetle-humanscale-eng,9500,Sem,ses-7,11,0.0278353549184884,0.038840304547762,0.50990294848807,0.0014498081875106,
beetle-humanscale-eng,9500,Sem,ses-9,11,0.0250306470391521,0.0249632053539883,0.6005780039375302,0.0014498081875106,
beetle-humanscale-eng,9500,Sem,ses-5,12,-0.0093700214404683,-0.0216736868388189,0.510842619339668,-0.0010976967623069,
beetle-humanscale-eng,9500,Sem,ses-7,12,0.0317928507394218,0.0463719114554465,0.50990294848807,-0.0010976967623069,
beetle-humanscale-eng,9500,Sem,ses-9,12,0.0301867794197302,0.032864032294513,0.6005780039375302,-0.0010976967623069,
beetle-humanscale-eng,9500,Sem,ses-5,13,-0.011752005219503,-0.0279635673475873,0.510842619339668,-0.002000247433537,
beetle-humanscale-eng,9500,Sem,ses-7,13,0.0394625891758261,0.0560716145051413,0.50990294848807,-0.002000247433537,
beetle-humanscale-eng,9500,Sem,ses-9,13,0.036602275268122,0.0400549900280639,0.6005780039375302,-0.002000247433537,
beetle-humanscale-eng,9500,Phon,ses-5,0,-0.0171675785026975,-0.0092084744265609,0.5617205991284476,-0.005062132025595,
beetle-humanscale-eng,9500,Phon,ses-7,0,-0.0183067040577126,-0.0130688057571854,0.4875417518344673,-0.005062132025595,
beetle-humanscale-eng,9500,Phon,ses-9,0,-0.0095493722429077,-0.003933879122394,0.6237897830098481,-0.005062132025595,
beetle-humanscale-eng,9500,Phon,ses-5,1,-0.0151030634010587,-0.0027161682556251,0.5617205991284476,-0.0255514110120753,
beetle-humanscale-eng,9500,Phon,ses-7,1,-0.0044295624654112,0.0131799215189598,0.4875417518344673,-0.0255514110120753,
beetle-humanscale-eng,9500,Phon,ses-9,1,-0.0151197375203446,-0.003163409484215,0.6237897830098481,-0.0255514110120753,
beetle-humanscale-eng,9500,Phon,ses-5,2,0.0378886365374033,0.0490756619727939,0.5617205991284476,-0.0143580857662907,
