family,model_ref,step,task,session,layer,n_layers,n_stim,rsa,rsa_pearson,rsa_kendall
beetle-humanscale-eng,Beetle-HumanScale/beetle-monolingual-humanscale-eng@step-0,0,Sem,ses-5,0,14,72,0.007369793286086067,0.010292417072745887,0.005027424822910063
beetle-humanscale-eng,Beetle-HumanScale/beetle-monolingual-humanscale-eng@step-0,0,Sem,ses-7,0,14,72,-0.006036543556900374,0.008968063721618857,-0.0038783691494476747
beetle-humanscale-eng,Beetle-HumanScale/beetle-monolingual-humanscale-eng@step-0,0,Sem,ses-9,0,14,72,-0.008012445735678431,0.009195807819760643,-0.005031712344079699
beetle-humanscale-eng,Beetle-HumanScale/beetle-monolingual-humanscale-eng@step-0,0,Sem,ses-5,1,14,72,0.015605245216717575,0.009709940658004844,0.010274125728495783
beetle-humanscale-eng,Beetle-HumanScale/beetle-monolingual-humanscale-eng@step-0,0,Sem,ses-7,1,14,72,-0.006180817123181495,0.008532648281917018,-0.004509247264408368
beetle-humanscale-eng,Beetle-HumanScale/beetle-monolingual-humanscale-eng@step-0,0,Sem,ses-9,1,14,72,-0.014262256042689367,0.0077532672468817575,-0.009717360479467366
beetle-humanscale-eng,Beetle-HumanScale/beetle-monolingual-humanscale-eng@step-0,0,Sem,ses-5,2,14,72,0.006102724784139485,0.010113518935784549,0.0040823326565174916
beetle-humanscale-eng,Beetle-HumanScale/beetle-monolingual-humanscale-eng@step-0,0,Sem,ses-7,2,14,72,0.0004869212201688316,0.009869007318357565,-1.6537581654309418e-05
beetle-humanscale-eng,Beetle-HumanScale/beetle-monolingual-humanscale-eng@step-0,0,Sem,ses-9,2,14,72,-0.010884412770923762,0.009657974064911923,-0.0071393352504677985
beetle-humanscale-eng,Beetle-HumanScale/beetle-monolingual-humanscale-eng@step-0,0,Sem,ses-5,3,14,72,0.016186865345017606,0.01776538727545817,0.011172667665046595
beetle-humanscale-eng,Beetle-HumanScale/beetle-monolingual-humanscale-eng@step-0,0,Sem,ses-7,3,14,72,0.004399610420769061,0.01684341866775702,0.002924701940715832
beetle-humanscale-eng,Beetle-HumanScale/beetle-monolingual-humanscale-eng@step-0,0,Sem,ses-9,3,14,72,-0.009504194096492962,0.017283913581938804,-0.006367581439933359
beetle-humanscale-eng,Beetle-HumanScale/beetle-monolingual-humanscale-eng@step-0,0,Sem,ses-5,4,14,72,0.011888026163887101,0.015950518165248315,0.008028077138630872
beetle-humanscale-eng,Beetle-HumanScale/beetle-monolingual-humanscale-eng@step-0,0,Sem,ses-7,4,14,72,0.004292522519124618,0.01543824549415649,0.002903876837891887
beetle-humanscale-eng,Beetle-HumanScale/beetle-monolingual-humanscale-eng@step-0,0,Sem,ses-9,4,14,72,-0.006450245394234463,0.017035396438846842,-0.004172370601079843
beetle-humanscale-eng,Beetle-HumanScale/beetle-monolingual-humanscale-eng@step-0,0,Sem,ses-5,5,14,72,0.003977847832841117,0.0007611213063596911,0.0028934642864799145
beetle-humanscale-eng,Beetle-HumanScale/beetle-monolingual-humanscale-eng@step-0,0,Sem,ses-7,5,14,72,-0.012513358455610777,0.00017563718285687306,-0.008317791069093403
beetle-humanscale-eng,Beetle-HumanScale/beetle-monolingual-humanscale-eng@step-0,0,Sem,ses-9,5,14,72,-0.018947103636384823,0.0016003332139431867,-0.01261572479014115
beetle-humanscale-eng,Beetle-HumanScale/beetle-monolingual-humanscale-eng@step-0,0,Sem,ses-5,6,14,72,0.0023387710558948377,0.006933731925282656,0.0019532721442812122
beetle-humanscale-eng,Beetle-HumanScale/beetle-monolingual-humanscale-eng@step-0,0,Sem,ses-7,6,14,72,-0.01009146328964262,0.006543028580461605,-0.006647495322008152
beetle-humanscale-eng,Beetle-HumanScale/beetle-monolingual-humanscale-eng@step-0,0,Sem,ses-9,6,14,72,-0.017255346329480947,0.007928981860090417,-0.01133130594832312
beetle-humanscale-eng,Beetle-HumanScale/beetle-monolingual-humanscale-eng@step-0,0,Sem,ses-5,7,14,72,0.003593206952448768,0.0011436169535588292,0.0026270254709382626
beetle-humanscale-eng,Beetle-HumanScale/beetle-monolingual-humanscale-eng@step-0,0,Sem,ses-7,7,14,72,-0.010336219210678755,0.0007707976058266511,-0.006942721779688787
beetle-humanscale-eng,Beetle-HumanScale/beetle-monolingual-humanscale-eng@step-0,0,Sem,ses-9,7,14,72,-0.014589781794575964,0.002423136078631566,-0.009786573321205774
beetle-humanscale-eng,Beetle-HumanScale/beetle-monolingual-humanscale-eng@step-0,0,Sem,ses-5,8,14,72,0.0081876127376402,0.0015818316396402233,0.0056270652836348375
beetle-humanscale-eng,Beetle-HumanScale/beetle-monolingual-humanscale-eng@step-0,0,Sem,ses-7,8,14,72,-0.010136137684058969,0.0012309439142253967,-0.00666219539458976
beetle-humanscale-eng,Beetle-HumanScale/beetle-monolingual-humanscale-eng@step-0,0,Sem,ses-9,8,14,72,-0.012261972554635363,0.002752127736789383,-0.007920889109389977
beetle-humanscale-eng,Beetle-HumanScale/beetle-monolingual-humanscale-eng@step-0,0,Sem,ses-5,9,14,72,0.012090125572977025,0.00592360721712991,0.008076464877545332
beetle-humanscale-eng,Beetle-HumanScale/beetle-monolingual-humanscale-eng@step-0,0,Sem,ses-7,9,14,72,-0.000842886323464167,0.005725719878065937,-0.0003871019113156871
beetle-humanscale-eng,Beetle-HumanScale/beetle-monolingual-humanscale-eng@step-0,0,Sem,ses-9,9,14,72,-0.003254751722468033,0.0067749843043532175,-0.0019128469446817891
beetle-humanscale-eng,Beetle-HumanScale/beetle-monolingual-humanscale-eng@step-0,0,Sem,ses-5,10,14,72,0.011279162466382863,-0.0022726427030067345,0.007394749011573244
beetle-humanscale-eng,Beetle-HumanScale/beetle-monolingual-humanscale-eng@step-0,0,Sem,ses-7,10,14,72,-0.0038502778492294776,-0.002341494068641656,-0.0025596501382725576
beetle-humanscale-eng,Beetle-HumanScale/beetle-monolingual-humanscale-eng@step-0,0,Sem,ses-9,10,14,72,-0.006604942530753961,-0.0012868273277096502,-0.004183395655516049
beetle-humanscale-eng,Beetle-HumanScale/beetle-monolingual-humanscale-eng@step-0,0,Sem,ses-5,11,14,72,0.011389812562971918,-0.005023368843627661,0.007490299483353699
beetle-humanscale-eng,Beetle-HumanScale/beetle-monolingual-humanscale-eng@step-0,0,Sem,ses-7,11,14,72,-0.005534643439933975,-0.005167966498618906,-0.0036462305032631094
beetle-humanscale-eng,Beetle-HumanScale/beetle-monolingual-humanscale-eng@step-0,0,Sem,ses-9,11,14,72,-0.008433333045526377,-0.004298832049487838,-0.005379001558820196
