dataset,family,model_ref,step,tokens,task,session,n_stim,rsa,rsa_pearson,rsa_kendall,repo,ceiling_lower,ceiling_upper,ceiling_n_stim,ceiling_n_subjects,frac_of_ceiling,seed_null_sd,params
ds002236,babylm-gpt2-5,BrainAlign/gpt2-babylm-5@checkpoint-06,1337,,Phon,ses-9,96,0.0232807379303298,0.0223340193491536,0.015618614423754,BrainAlign/gpt2-babylm-5,,,96,,,0.008728626502912,134601216
ds002236,babylm-gpt2-5,BrainAlign/gpt2-babylm-5@checkpoint-07,1528,,Phon,ses-9,96,0.0217211824607532,0.0221575683534024,0.0144177893736314,BrainAlign/gpt2-babylm-5,,,96,,,0.008728626502912,134601216
ds002236,babylm-gpt2-5,BrainAlign/gpt2-babylm-5@checkpoint-08,1719,,Phon,ses-9,96,0.0235468427213181,0.0235423659945693,0.0157286724158498,BrainAlign/gpt2-babylm-5,,,96,,,0.008728626502912,134601216
ds002236,babylm-gpt2-5,BrainAlign/gpt2-babylm-5@checkpoint-09,1908,,Phon,ses-9,96,0.0229471626036657,0.0234267470884188,0.015291711401777,BrainAlign/gpt2-babylm-5,,,96,,,0.008728626502912,134601216
ds002236,babylm-gpt2-5,BrainAlign/gpt2-babylm-5@checkpoint-01,191,,Sem,ses-11,72,0.020816410167611,-0.0023127948722126,0.014056944406163,BrainAlign/gpt2-babylm-5,,,72,,,,134601216
ds002236,babylm-gpt2-5,BrainAlign/gpt2-babylm-5@checkpoint-02,382,,Sem,ses-11,72,-0.0212172839351536,-0.0253952751803142,-0.0142437578285542,BrainAlign/gpt2-babylm-5,,,72,,,,134601216
ds002236,babylm-gpt2-5,BrainAlign/gpt2-babylm-5@checkpoint-03,573,,Sem,ses-11,72,-0.0198755358163341,-0.0267477285737346,-0.0131222647911824,BrainAlign/gpt2-babylm-5,,,72,,,,134601216
ds002236,babylm-gpt2-5,BrainAlign/gpt2-babylm-5@checkpoint-04,764,,Sem,ses-11,72,-0.0089014156656401,-0.0205712522791221,-0.0058016286455414,BrainAlign/gpt2-babylm-5,,,72,,,,134601216
ds002236,babylm-gpt2-5,BrainAlign/gpt2-babylm-5@checkpoint-05,1146,,Sem,ses-11,72,-0.0110543087016894,-0.026128499685589,-0.0072550983220479,BrainAlign/gpt2-babylm-5,,,72,,,,134601216
ds002236,babylm-gpt2-5,BrainAlign/gpt2-babylm-5@checkpoint-06,1337,,Sem,ses-11,72,-0.0144008999468369,-0.0295276460431663,-0.009504209427034,BrainAlign/gpt2-babylm-5,,,72,,,,134601216
ds002236,babylm-gpt2-5,BrainAlign/gpt2-babylm-5@checkpoint-07,1528,,Sem,ses-11,72,-0.0149736745924713,-0.0294067980229106,-0.00980311090286,BrainAlign/gpt2-babylm-5,,,72,,,,134601216
ds002236,babylm-gpt2-5,BrainAlign/gpt2-babylm-5@checkpoint-08,1719,,Sem,ses-11,72,-0.0157811179026486,-0.0299684642521068,-0.0105154519200438,BrainAlign/gpt2-babylm-5,,,72,,,,134601216
ds002236,babylm-gpt2-5,BrainAlign/gpt2-babylm-5@checkpoint-09,1908,,Sem,ses-11,72,-0.0174686705691205,-0.0310537923552646,-0.0115438444977322,BrainAlign/gpt2-babylm-5,,,72,,,,134601216
ds002236,babylm-gpt2-5,BrainAlign/gpt2-babylm-5@checkpoint-01,191,,Sem,ses-11+,72,0.0003994659926996,-0.015755493863172,0.0004452896986178,BrainAlign/gpt2-babylm-5,0.2731807870321323,0.6611824419010607,72,3.0,0.0014622770401954135,,134601216
