family,rsa_mean,rsa_sd,mean_in_seed_sd,rsa_abs_max,null_max_p50,null_max_p95,best_percentile_vs_null,beats_null_max,frac_of_ceiling_abs_max,p_equivalence_tost,equivalent_to_zero
babylm-gpt2-3,0.014087703068228583,0.016663878889643713,1.644134309021242,0.0491183922817584,,,,False,0.17409347392356855,0.00162395523408327,True
babylm-gpt2-7,0.014049469861333526,0.017140957335104966,1.639672224116724,0.0492594807408609,,,,False,0.17459354281496833,0.00182660497936562,True
babylm-gpt2-5,0.012494104525146524,0.017198164325560986,1.458150119349012,0.0488019624136305,,,,False,0.17297193120939425,0.001542283134784286,True
pythia-1b-full,0.010697448274971263,0.011095069534457536,1.2484676630873872,0.059850918165021,,,,False,0.21213345504252942,0.00016809032505970729,True
pico-decoder-medium,0.010457609301297304,0.017587563671564672,1.2204767632687286,0.0719570956478127,,,,False,0.25504215779127987,0.001349741068356717,True
babylm-gpt2,0.010046231469494375,0.014355406587609884,1.172466068838113,0.0306274208661394,,,,False,0.10855473577635014,0.000517534350804538,True
pico-decoder-large,0.01004560677717796,0.01656301151634298,1.1723931628388151,0.0696457956781998,,,,False,0.23865216864055325,0.0009884354942695627,True
pico-decoder-small,0.009211640274501118,0.015192943745567669,1.075063389987643,0.0623301521527699,,,,False,0.21397761125513814,0.0006101352757143249,True
beetle-humanscale-eng,0.009054191011286235,0.008723389267576223,1.0566879504764626,0.0547383959488282,,,,False,0.14887200850156604,4.3621769676073704e-05,True
pythia-410m-full,0.0071027338925930055,0.006781507203364141,0.8289391410439881,0.0453856501958278,,,,False,0.16086327629672753,1.0166933601060943e-05,True
pythia-70m-full,0.007053518369147681,0.009563830993634762,0.8231953423394721,0.0607426695666245,,,,False,0.2152941468357545,5.40389392521993e-05,True
pythia-160m-full,0.006506500588179633,0.007158786400408847,0.7593545091689783,0.0531850593718009,,,,False,0.18850722339922227,1.239330866923646e-05,True
pythia-1.4b-full,0.006179893316852226,0.013344245120329045,0.7212371370349615,0.0599242193158628,,,,False,0.2078438555514304,0.0002402381317789312,True
pico-decoder-tiny,0.001641480048388113,0.015024215416811138,0.19157229905102616,0.0600165146723125,,,,False,0.1645589182690341,0.0002638772788611924,True
beetle-fineweb3-eng,0.0006836216709453094,0.006662167292570602,0.07978347060185043,0.0459949265105447,,,,False,0.16302277348873576,4.687786418422955e-06,True
