family,model_ref,step,tokens,norm,gini,hoyer,per,condition_number,cka_to_prev
parc-pythia-seed2,jmichaelov/parc-pythia-seed2@checkpoint-10,10,5242880,38.24590745520527,0.25257122963364764,0.10376909255215921,0.2648086548574941,34.41069307951488,
parc-pythia-seed2,jmichaelov/parc-pythia-seed2@checkpoint-20,20,10485760,65.58966180101433,0.2932959150108629,0.12402341508989907,0.22688431038181447,39.76401077791605,0.9156776585191307
parc-pythia-seed2,jmichaelov/parc-pythia-seed2@checkpoint-30,30,15728640,76.18018670506535,0.2461300021990591,0.09169911838330903,0.12910336163764113,68.80527388379262,0.8436408099877813
parc-pythia-seed2,jmichaelov/parc-pythia-seed2@checkpoint-50,50,26214400,65.52422917136717,0.2120129217984397,0.07354514772105976,0.0679318926860768,179.47476698504656,0.39550473856672813
parc-pythia-seed2,jmichaelov/parc-pythia-seed2@checkpoint-70,70,36700160,61.86236420928318,0.17814994674232212,0.05222480689259598,0.046810446463380645,237.97638596552213,0.8148582512679307
parc-pythia-seed2,jmichaelov/parc-pythia-seed2@checkpoint-100,100,52428800,60.29257955064585,0.17310143503487851,0.048276644015875496,0.04071531456590901,207.82645355919223,0.7814217092825514
parc-pythia-seed2,jmichaelov/parc-pythia-seed2@checkpoint-300,300,157286400,53.36655666936233,0.14012101621692835,0.03336346899326103,0.07595786809034097,122.2938580151256,0.6858891667154556
parc-pythia-seed2,jmichaelov/parc-pythia-seed2@checkpoint-640,640,335544320,46.036350564923,0.13638437290080327,0.034520019282226054,0.12079993952361245,80.95680087315398,0.8345276994471571
parc-pythia-seed2,jmichaelov/parc-pythia-seed2@checkpoint-1100,1100,576716800,46.50656182704731,0.13651857094981731,0.035896253172123145,0.11991365012269427,79.29350516551344,0.9292445427001909
parc-pythia-seed2,jmichaelov/parc-pythia-seed2@checkpoint-1850,1850,969932800,41.151285076554096,0.16342400200863708,0.06003015659033393,0.1382179033522097,65.70895108464231,0.9396800897539337
parc-pythia-seed2,jmichaelov/parc-pythia-seed2@checkpoint-4000,4000,2097152000,37.109360512020835,0.19131882739885556,0.09307822512279212,0.11653545839517748,66.48006311522492,0.9436515484648552
