family,model_ref,step,tokens,task,session,rsa_intact,rsa_circuit_ablated,rsa_random_ablated
pico-decoder-small,pico-lm/pico-decoder-small@3261da23d1d8811f9a32b69d6d6b9a17ca82fcd0,11000,,Gram,ses-5,-0.0111943548294558,-0.0097492363722405,-0.0170161376660933
pico-decoder-small,pico-lm/pico-decoder-small@3261da23d1d8811f9a32b69d6d6b9a17ca82fcd0,11000,,Gram,ses-7,-0.0111681744964853,-0.0115225330287985,-0.0066666958448908
pico-decoder-small,pico-lm/pico-decoder-small@3261da23d1d8811f9a32b69d6d6b9a17ca82fcd0,11000,,Gram,ses-9,-0.0607873800061535,-0.0605212659454779,-0.0585082692755447
pico-decoder-small,pico-lm/pico-decoder-small@a6a20b8103a7cdacefa2bb78dee23c516ad6e78e,12000,,Gram,ses-5,0.0099742253669735,0.0109703093481279,0.0092464930447995
pico-decoder-small,pico-lm/pico-decoder-small@a6a20b8103a7cdacefa2bb78dee23c516ad6e78e,12000,,Gram,ses-7,0.0131364841209696,0.0137119212610363,0.0102020751982239
pico-decoder-small,pico-lm/pico-decoder-small@a6a20b8103a7cdacefa2bb78dee23c516ad6e78e,12000,,Gram,ses-9,-0.036921569815223,-0.0391720462123993,-0.0293269014861261
pico-decoder-small,pico-lm/pico-decoder-small@c2395fd6ba7da947893c62b8169b47a83345153b,13000,,Gram,ses-5,0.0099625374864665,0.0173346859694433,0.0115050022900487
pico-decoder-small,pico-lm/pico-decoder-small@c2395fd6ba7da947893c62b8169b47a83345153b,13000,,Gram,ses-7,0.0198067863078092,0.0333247300852411,0.0175666041612479
pico-decoder-small,pico-lm/pico-decoder-small@c2395fd6ba7da947893c62b8169b47a83345153b,13000,,Gram,ses-9,-0.0327156662139768,-0.0169245043366748,-0.0152367709290276
pico-decoder-small,pico-lm/pico-decoder-small@6dc7fa92550aabc62d659674176bda49750efe64,14000,,Gram,ses-5,0.0217476453186605,0.0274677451097021,0.018519128552192
pico-decoder-small,pico-lm/pico-decoder-small@6dc7fa92550aabc62d659674176bda49750efe64,14000,,Gram,ses-7,0.0197594786322373,0.0189701366159261,0.0160738512612034
pico-decoder-small,pico-lm/pico-decoder-small@6dc7fa92550aabc62d659674176bda49750efe64,14000,,Gram,ses-9,-0.0307452423404172,-0.0222958157869279,-0.0261341949486207
pico-decoder-small,pico-lm/pico-decoder-small@d1c60a45e64f88520c2cd94890471321a15410bf,15000,,Gram,ses-5,0.0291538836334513,0.0355848298863454,0.0290198138410181
pico-decoder-small,pico-lm/pico-decoder-small@d1c60a45e64f88520c2cd94890471321a15410bf,15000,,Gram,ses-7,0.0231268931232647,0.0257999856211586,0.021034541782309
pico-decoder-small,pico-lm/pico-decoder-small@d1c60a45e64f88520c2cd94890471321a15410bf,15000,,Gram,ses-9,-0.0252257430209993,-0.0001186760249851,-0.010752645566414
pico-decoder-small,pico-lm/pico-decoder-small@cbb63c23390c0d43e0d6dfaa0c69aed19778fa74,16000,,Gram,ses-5,0.0311500788399043,0.0322294992917725,0.0292684555915263
pico-decoder-small,pico-lm/pico-decoder-small@cbb63c23390c0d43e0d6dfaa0c69aed19778fa74,16000,,Gram,ses-7,0.0275144728274929,0.0304952091240386,0.0166808441638239
pico-decoder-small,pico-lm/pico-decoder-small@cbb63c23390c0d43e0d6dfaa0c69aed19778fa74,16000,,Gram,ses-9,-0.028451582892784,-0.0296996823340764,-0.0190175113761667
pico-decoder-small,pico-lm/pico-decoder-small@a4f386c7a4155bfab638b897e60bc656a82e6a4f,17000,,Gram,ses-5,0.0163361414957623,0.020818241334185,0.0326124380569789
pico-decoder-small,pico-lm/pico-decoder-small@a4f386c7a4155bfab638b897e60bc656a82e6a4f,17000,,Gram,ses-7,0.010863108047525,0.0147338847761628,0.0164566277247919
pico-decoder-small,pico-lm/pico-decoder-small@a4f386c7a4155bfab638b897e60bc656a82e6a4f,17000,,Gram,ses-9,-0.0546937051712449,-0.0523124309822514,-0.0550350752460867
pico-decoder-small,pico-lm/pico-decoder-small@9b68d0ee8ceef680cc668de7d4560f7d8d311e42,18000,,Gram,ses-5,0.0130764736387737,0.0197673167183688,0.0200228335654093
pico-decoder-small,pico-lm/pico-decoder-small@9b68d0ee8ceef680cc668de7d4560f7d8d311e42,18000,,Gram,ses-7,0.012912901740258,0.0143158823694354,0.0230575903324413
pico-decoder-small,pico-lm/pico-decoder-small@9b68d0ee8ceef680cc668de7d4560f7d8d311e42,18000,,Gram,ses-9,-0.0600357222614863,-0.0453665990768792,-0.0563801488220356
pico-decoder-small,pico-lm/pico-decoder-small@a161849d9bc2ecbb0bc6095f0fe9fa54a03b14ce,19000,,Gram,ses-5,0.013983618497366,0.0184649587642173,0.0261708837703418
pico-decoder-small,pico-lm/pico-decoder-small@a161849d9bc2ecbb0bc6095f0fe9fa54a03b14ce,19000,,Gram,ses-7,0.0203603646659834,0.0185254518232236,0.0349130028974463
pico-decoder-small,pico-lm/pico-decoder-small@a161849d9bc2ecbb0bc6095f0fe9fa54a03b14ce,19000,,Gram,ses-9,-0.0455352218017426,-0.0434666270895974,-0.0237596530307357
pico-decoder-small,pico-lm/pico-decoder-small@082423f29dc36ca1b544cb85c655531783bb8985,20000,,Gram,ses-5,0.0217226249012523,0.0228451375146713,0.0180115443084958
pico-decoder-small,pico-lm/pico-decoder-small@082423f29dc36ca1b544cb85c655531783bb8985,20000,,Gram,ses-7,0.0263010388477524,0.0278644622002534,0.017087225774713
pico-decoder-small,pico-lm/pico-decoder-small@082423f29dc36ca1b544cb85c655531783bb8985,20000,,Gram,ses-9,-0.0491297698328803,-0.0388901456143606,-0.0473981197714635
pico-decoder-small,pico-lm/pico-decoder-small@62236c27ddef441fc85ceabb80793b680397d2f4,21000,,Gram,ses-5,0.0143384293101876,0.0104586848761579,0.0094663900967751
pico-decoder-small,pico-lm/pico-decoder-small@62236c27ddef441fc85ceabb80793b680397d2f4,21000,,Gram,ses-7,0.0237447385940658,0.0318326350477543,0.0163082299455346
pico-decoder-small,pico-lm/pico-decoder-small@62236c27ddef441fc85ceabb80793b680397d2f4,21000,,Gram,ses-9,-0.0344376279508185,-0.0211176142423911,-0.0247011279275363
