arch,task,session,step,n_seeds,rsa_mean,rsa_sd,rsa_min,rsa_max,t_vs_zero,p_vs_zero,p_equivalence_tost,ceiling,frac_of_ceiling_mean
mamba,Gram,ses-7,450,6,0.026462460069496447,0.007337014457138522,0.0131535236268226,0.0322216222532527,8.834591356975595,0.00030869422518808187,0.0002680017709000404,0.8473571253286221,0.031229406443279487
mamba,Gram,ses-7,650,6,0.027383615525082398,0.007098055622317694,0.0181041060031684,0.0357463416363252,9.449895706382977,0.0002240910848711572,0.0002766745804640443,0.8473571253286221,0.03231649880144984
mamba,Gram,ses-7,950,6,0.025753484043622082,0.010304182099583113,0.0158526276640045,0.0409547130823614,6.1220671758445295,0.0016867081324426457,0.0011039500349840485,0.8473571253286221,0.030392715507802412
mamba,Gram,ses-7,1280,6,0.024116733180845132,0.010622227711737299,0.0081775464573368,0.0375481276368704,5.56132782680265,0.0025859394092594416,0.0009449241279366851,0.8473571253286221,0.02846112041778392
mamba,Gram,ses-7,1700,6,0.022944991601369102,0.00891800084549251,0.0119167961188879,0.0377853195492444,6.302255690433932,0.0014800255680672584,0.000347711910135264,0.8473571253286221,0.027078301362569612
mamba,Gram,ses-7,2560,6,0.018001890968936164,0.0055206239673113505,0.0124719585408524,0.023445389490097,7.9874027900120845,0.0004965618183651149,1.5610006998148027e-05,0.8473571253286221,0.021244750803216143
mamba,Gram,ses-7,4000,6,0.017558926573382885,0.007398824486357361,0.0101478101933,0.0269776288481301,5.813141076003484,0.0021259363837706634,6.0634089459479425e-05,0.8473571253286221,0.020721990821252822
mamba,Gram,ses-9,10,6,-0.005284088396797067,0.008889976627482327,-0.0217468792550243,0.0046073177006182,-1.455945371993584,0.2051791672168415,3.11827077448045e-05,0.8562953703310558,-0.006170871150166517
mamba,Gram,ses-9,20,6,-0.010397695174201017,0.006823212309481728,-0.0177689726384953,0.0011296333263996,-3.7327063152349855,0.013533090805224315,1.5505568015597673e-05,0.8562953703310558,-0.01214265022848497
mamba,Gram,ses-9,30,6,-0.01173194972430385,0.004804673781610777,-0.0177873927901109,-0.0033072362971597,-5.981111688064694,0.0018723638421917948,3.2650181608352968e-06,0.8562953703310558,-0.01370082115446696
mamba,Gram,ses-9,40,6,-0.004750859415469283,0.00568388177982466,-0.0112145927591913,0.0034909660566129,-2.04740032576045,0.09595997757327143,3.272726674583848e-06,0.8562953703310558,-0.005548154970909785
mamba,Gram,ses-9,50,6,-0.003753197501919117,0.006738078580578127,-0.0099712368531834,0.0069288454180476,-1.3643976800878346,0.2306427692769085,6.805249694778755e-06,0.8562953703310558,-0.004383064106101704
mamba,Gram,ses-9,60,6,-0.008952992930467883,0.004295419514156628,-0.0132052956788963,-0.0012254107571272,-5.1055000048574355,0.003752702671625054,1.3245269862684832e-06,0.8562953703310558,-0.010455496129806856
mamba,Gram,ses-9,80,6,-0.009567246846800985,0.010868599040949101,-0.0255682751754249,0.0067707441660642,-2.156199978453457,0.08358737215298986,0.00013323900409603943,0.8562953703310558,-0.01117283495658998
mamba,Gram,ses-9,100,6,-0.0154373191034632,0.008194724667115051,-0.0223561768406184,-0.0004187284359646,-4.614377704689395,0.005764680843189244,7.309596479862812e-05,0.8562953703310558,-0.018028030558538365
mamba,Gram,ses-9,160,6,-0.0192068885105806,0.0052156078213913305,-0.0246751098961837,-0.0108026799091658,-9.020439804635625,0.0002796497612348715,1.42612508673171e-05,0.8562953703310558,-0.022430214124776766
mamba,Gram,ses-9,300,6,-0.010214038630811016,0.006774757659102847,-0.0198018783068853,-0.0002499866899148,-3.693000416767071,0.014101577427004701,1.463819747722673e-05,0.8562953703310558,-0.011928172199345333
mamba,Gram,ses-9,450,6,-0.0060083864167373505,0.0036149193237827197,-0.011849116344243,-0.001052167846209,-4.071316557923971,0.009621504569212102,3.983977602799571e-07,0.8562953703310558,-0.007016721828607369
mamba,Gram,ses-9,650,6,-0.00429204464391645,0.004447760324394925,-0.0093408681895488,0.0019341949064223,-2.36373333184743,0.06445172851549143,9.232688579757505e-07,0.8562953703310558,-0.005012341293235166
mamba,Gram,ses-9,950,6,-0.004122124227450834,0.006909116630347109,-0.0125877488430721,0.0049925524927118,-1.4614170745459798,0.2037451992925508,8.008700933937637e-06,0.8562953703310558,-0.004813904606137438
mamba,Gram,ses-9,1280,6,-0.0019322696485643005,0.00700885008247637,-0.0122013173470495,0.0084645195219388,-0.6752997465708696,0.5294486824349718,6.8314479240241186e-06,0.8562953703310558,-0.0022565457148475032
mamba,Gram,ses-9,1700,6,-0.0020557429487029336,0.0061981759353378916,-0.0071101363251898,0.0099502285317685,-0.8124198666155112,0.4534789838939909,3.7727454521055213e-06,0.8562953703310558,-0.0024007404686868204
mamba,Gram,ses-9,2560,6,-0.005596698985625499,0.004573650595788801,-0.0102599065106974,0.0012920994098924,-2.9973992266390708,0.030189346620877144,1.2244510655255913e-06,0.8562953703310558,-0.006535944464422058
mamba,Gram,ses-9,4000,6,-0.006881377604879366,0.004793745396224775,-0.0117172019172949,-0.0001448866542576,-3.516220088084863,0.016987482850201293,1.788167164556707e-06,0.8562953703310558,-0.008036219560802868
mamba,Phon,ses-5,10,6,0.0015625245584339165,0.012399492173248641,-0.0140477238043202,0.0154396839964432,0.3086729541221144,0.7700172128873553,0.00010555630476643938,0.8557220149626009,0.0018259721394478857
mamba,Phon,ses-5,20,6,0.004022324607001312,0.00818016900251541,-0.0024686823005775,0.0183992514202186,1.2044546835113545,0.2823121686065767,1.8143941232276502e-05,0.8557220149626009,0.004700503827959957
mamba,Phon,ses-5,30,6,-0.010572562257755484,0.008918685292745015,-0.018750174691815,0.0039890942219642,-2.903722012298727,0.03364458174441749,5.828025072728841e-05,0.8557220149626009,-0.012355136449560144
mamba,Phon,ses-5,40,6,-0.016227260003304652,0.007692286880612128,-0.0276396871504625,-0.0048242668878662,-5.167319881393634,0.0035628544696157363,6.024599423992553e-05,0.8557220149626009,-0.018963237733241975
mamba,Phon,ses-5,50,6,-0.014509224112895897,0.008914694387632165,-0.0212506652302045,0.0029711292866892,-3.9866981519397546,0.010460767537752125,9.64104817323059e-05,0.8557220149626009,-0.01695553446001973
mamba,Phon,ses-5,60,6,-0.014272305930988799,0.012585508701455014,-0.0300080617207296,0.0010903054469341,-2.777787359503304,0.03900405982808857,0.0004726112880967732,0.8557220149626009,-0.016678670971919038
mamba,Phon,ses-5,80,6,-0.00460469964467985,0.012257634071579765,-0.0197717262550845,0.0111455675801253,-0.9201746831708918,0.39970034015312955,0.0001361225269170726,0.8557220149626009,-0.0053810695110854375
mamba,Phon,ses-5,100,6,-0.011634918451516185,0.009427802146398476,-0.0240460109397327,0.0039046068914329,-3.022932912947775,0.029317679963294825,8.680399636976385e-05,0.8557220149626009,-0.013596609936492851
mamba,Phon,ses-5,160,6,0.004910770184549967,0.003974619807242354,-0.001699674333675,0.008982361641181,3.02642309946279,0.0292007366506302,5.649399047801992e-07,0.8557220149626009,0.005738744707607635
mamba,Phon,ses-5,300,6,-0.0066232482747365,0.007243996858855331,-0.0190994092084952,0.001606346550812,-2.2395894185184706,0.07525341598087756,1.3307990028540829e-05,0.8557220149626009,-0.007739953114360353
mamba,Phon,ses-5,450,6,-0.011625736176026169,0.008157996553178504,-0.0263090848140902,-0.0034495434937948,-3.4907003612773315,0.017457347422995463,4.3170501926621544e-05,0.8557220149626009,-0.013585879494445714
mamba,Phon,ses-5,650,6,-0.013324649971139664,0.01053481908783032,-0.0270299546424503,-0.0021554757531425,-3.0981636379675885,0.02690913280200693,0.0001824776476278855,0.8557220149626009,-0.015571236614406861
mamba,Phon,ses-5,950,6,-0.018092687907636698,0.00686024272198853,-0.0254609130470477,-0.0082717810012851,-6.460099918489069,0.0013231473878607878,4.5597781820293256e-05,0.8557220149626009,-0.021143183874295247
mamba,Phon,ses-5,1280,6,-0.010627599259555434,0.007431712353675392,-0.0226849944866284,-0.0029098720376144,-3.502852927806978,0.0172317763177042,2.4218078649281272e-05,0.8557220149626009,-0.012419452899105218
mamba,Phon,ses-5,1700,6,-0.011341079168263915,0.0031105550493589107,-0.0150790500247688,-0.0058993562936954,-8.930836025705412,0.0002932273548633208,3.5878050535224735e-07,0.8557220149626009,-0.013253228232955508
mamba,Phon,ses-5,2560,6,-0.00679436729523305,0.004770128364271679,-0.0151514314977174,-0.0020459531699422,-3.488948667090202,0.01749013792579467,1.727576435711485e-06,0.8557220149626009,-0.007939923452279063
mamba,Phon,ses-5,4000,6,-0.0090871793052767,0.004105038586973975,-0.0145046074641724,-0.0034712968129734,-5.422349151537454,0.002889618110826113,1.0750010398928015e-06,0.8557220149626009,-0.010619312284111157
mamba,Phon,ses-7,10,6,0.00431013431658345,0.010882438998100897,-0.0086127600215917,0.0157673678445347,0.9701529041726183,0.37652739989227857,7.471514476835042e-05,0.8460260208123772,0.005094564718523364
mamba,Phon,ses-7,20,6,0.0024301229955058664,0.006075012964598658,-0.0028318716818189,0.0124547299152524,0.9798433988340307,0.37216291162088344,3.551452318967125e-06,0.8460260208123772,0.0028723974626364284
mamba,Phon,ses-7,30,6,-0.013230494099518432,0.005384264487140109,-0.018860532310425,-0.0055613516378987,-6.019013305555033,0.0018201748241457685,6.975921793845606e-06,0.8460260208123772,-0.015638400916811224
mamba,Phon,ses-7,40,6,-0.01670932168148967,0.005211800120828506,-0.0252458705891082,-0.0111656558588184,-7.853200644457386,0.0005375682950666808,9.69168232551587e-06,0.8460260208123772,-0.01975036378366344
mamba,Phon,ses-7,50,6,-0.015117270381158766,0.006460611403049728,-0.021144141444564,-0.0033100853941919,-5.731593564046979,0.0022635028782227065,2.207854214076246e-05,0.8460260208123772,-0.01786856433404111
mamba,Phon,ses-7,60,6,-0.013548264836481716,0.01175020090739005,-0.0284354564931442,0.002787733377261,-2.8243207083038135,0.036920455223417546,0.000313432638517667,0.8460260208123772,-0.016014004892511823
mamba,Phon,ses-7,80,6,-0.005108610098615699,0.011911994815461078,-0.0193370515189288,0.0126583650133874,-1.0504947517435061,0.341588887658621,0.00012528264230697868,0.8460260208123772,-0.006038360491217839
mamba,Phon,ses-7,100,6,-0.011552218087180032,0.0087732233570307,-0.0251352707958571,0.0008690217819956,-3.2253869027812985,0.023325279319778427,6.078262921542047e-05,0.8460260208123772,-0.013654684138541364
mamba,Phon,ses-7,160,6,-0.00269877192413046,0.006299463657630237,-0.0110913369887403,0.0029930227365949,-1.0493931714744738,0.3420489236222212,4.369120996266738e-06,0.8460260208123772,-0.003189939620933911
mamba,Phon,ses-7,300,6,-0.009418698184036166,0.00820670637782119,-0.0234674974018595,-0.0031433578550967,-2.811237971729687,0.03749349832478855,3.387707640881729e-05,0.8460260208123772,-0.011132870564657192
mamba,Phon,ses-7,450,6,-0.015219851702573848,0.00734888059218517,-0.0271863771834608,-0.0073034963611697,-5.072999916719339,0.0038572431608814147,4.191113741164687e-05,0.8460260208123772,-0.01798981512171379
mamba,Phon,ses-7,650,6,-0.0091844444022615,0.011112380887996329,-0.0234802564842161,0.0026949610869726,-2.0245168504621325,0.09879948426970524,0.0001415694248232986,0.8460260208123772,-0.010855983357866873
mamba,Phon,ses-7,950,6,-0.015905947072962067,0.006001655450594485,-0.0241148812396938,-0.0091927460100281,-6.491784562643201,0.001294069154899979,1.722351511139893e-05,0.8460260208123772,-0.018800777614013272
mamba,Phon,ses-7,1280,6,-0.011220395472075283,0.0077111284268834394,-0.0245011145800412,-0.0041509581469006,-3.564231082314805,0.016142012141855813,3.120926726332085e-05,0.8460260208123772,-0.013262470888662685
mamba,Phon,ses-7,1700,6,-0.011392185083974417,0.004043174794103365,-0.0140806883002854,-0.0034535339857309,-6.901764561794371,0.0009782825404482168,1.3294263924337166e-06,0.8460260208123772,-0.013465525650186659
mamba,Phon,ses-7,2560,6,-0.005944946448401816,0.005536039773889615,-0.0146324878912409,0.0001317731868053,-2.630415593369957,0.04650996479601614,3.2790208347629648e-06,0.8460260208123772,-0.0070269073316365826
mamba,Phon,ses-7,4000,6,-0.008766741772783951,0.00477502464603042,-0.0142637924503535,-0.0018100053633778,-4.497158788052525,0.006416310990742316,2.188723835247678e-06,0.8460260208123772,-0.010362260210821749
mamba,Phon,ses-9,10,6,0.002694321396191933,0.012291974148289158,-0.0153905304490937,0.0186600462012444,0.5369123416723068,0.6143494794479736,0.00011335783656081633,0.8734471064940128,0.0030846989773735106
mamba,Phon,ses-9,20,6,0.0044141344316679,0.007241851034379991,-0.002293827179311,0.0174819506503343,1.4930405171696928,0.19564433672129597,1.0413991419523914e-05,0.8734471064940128,0.005053694034646341
mamba,Phon,ses-9,30,6,-0.012189919610391314,0.008914196841094305,-0.0217822040738797,0.0013157312324417,-3.3496100190827223,0.02033750131137945,7.113776939905512e-05,0.8734471064940128,-0.013956105091836922
mamba,Phon,ses-9,40,6,-0.017369224942206316,0.007071962263272181,-0.0272958113765102,-0.0065676591339178,-6.01611501195176,0.0018241046602670559,4.7391956981436126e-05,0.8734471064940128,-0.01988583488692956
mamba,Phon,ses-9,50,6,-0.016766638981505964,0.008559186978250083,-0.02634365829825,-0.0006569896195217,-4.798319082234153,0.004890894626531836,0.00010866109965819203,0.8734471064940128,-0.019195940838142665
mamba,Phon,ses-9,60,6,-0.016391099651723248,0.012149908746884076,-0.0318331013145767,-0.0012746211888273,-3.3045376147479057,0.021368470973028915,0.0005322632605619749,0.8734471064940128,-0.018765989983659765
mamba,Phon,ses-9,80,6,-0.005133198250426417,0.011751072422638384,-0.0188846383885805,0.0115931594948425,-1.070005869240399,0.3335272028350201,0.00011772755691711226,0.8734471064940128,-0.005876942303960342
mamba,Phon,ses-9,100,6,-0.008749848235128883,0.013902428518202368,-0.0254665362416093,0.0153079294937348,-1.5416488906809362,0.18379611486482386,0.0003854191086113324,0.8734471064940128,-0.010017605153276514
mamba,Phon,ses-9,160,6,0.0011427332625035835,0.005850163243223847,-0.010413247993433,0.0055468585276218,0.4784675724189157,0.6525067295855445,2.5824649445785427e-06,0.8734471064940128,0.0013083027627058912
mamba,Phon,ses-9,300,6,-0.005533080922441932,0.007549039237442882,-0.0179607874054785,0.0040362758784668,-1.7953575997177809,0.13254745490331685,1.4423589964218934e-05,0.8734471064940128,-0.006334763583626182
mamba,Phon,ses-9,450,6,-0.010221353215291632,0.008620242336021669,-0.0264771475474979,-0.0021879947052574,-2.9044542928448105,0.03361591609873823,4.736921952490242e-05,0.8734471064940128,-0.011702315044948515
mamba,Phon,ses-9,650,6,-0.011807249423147316,0.0096294214673118,-0.0232181811239304,-0.0006739281906412,-3.0034760084663628,0.029979297804559088,9.815565419399318e-05,0.8734471064940128,-0.013517990196957909
mamba,Phon,ses-9,950,6,-0.01590849900920323,0.005538107676168575,-0.0222994790467751,-0.0083059118160711,-7.036285212330626,0.0008951841299083482,1.1620402722492582e-05,0.8734471064940128,-0.018213465807974807
mamba,Phon,ses-9,1280,6,-0.008645316581440266,0.007887939397198281,-0.0208987991303314,0.0022941864888676,-2.684682681116058,0.04357509549306436,2.548481598744765e-05,0.8734471064940128,-0.009897928010938493
mamba,Phon,ses-9,1700,6,-0.009835105622331784,0.003402145441350353,-0.0129697031511279,-0.0037642785440838,-7.081117123414001,0.0008693648619333669,4.6331753646221154e-07,0.8734471064940128,-0.011260104417552616
mamba,Phon,ses-9,2560,6,-0.0058166051469418995,0.00428557860984832,-0.0124223719338188,0.0007793776407074,-3.3245719988690845,0.02090307737834983,9.086131218780074e-07,0.8734471064940128,-0.00665936735458379
mamba,Phon,ses-9,4000,6,-0.008194457944003867,0.0029591780743799608,-0.0123967819071943,-0.0048029849828259,-6.783045892130487,0.0010592894495889303,1.8954139276733676e-07,0.8734471064940128,-0.009381744908282018
mamba,Plaus,ses-5,10,6,0.0181041323320975,0.009611550105597177,0.0054649605657652,0.033056716013626,4.613812128351473,0.005767634769757856,0.00022867894431159044,0.8377735419584034,0.02160981628731884
mamba,Plaus,ses-5,20,6,0.02044006774447885,0.007320140421724069,0.0116096435531327,0.0306702157125375,6.839723474881385,0.0010196647687496826,9.006491299488242e-05,0.8377735419584034,0.024398082203333327
mamba,Plaus,ses-5,30,6,0.015125108137284968,0.008514653442747275,0.0022351929948284,0.0216726165267593,4.351180877751851,0.007351022224406789,8.4142422202246e-05,0.8377735419584034,0.01805393388519776
mamba,Plaus,ses-5,40,6,0.010402955910641049,0.01428323674921137,-0.0039709070887563,0.0346883969345314,1.784044768364414,0.1344924827559406,0.0005269321443821249,0.8377735419584034,0.012417384161264873
mamba,Plaus,ses-5,50,6,0.0032233537716694835,0.012486128217088574,-0.0103886181857199,0.0252461995169135,0.6323475030682412,0.5549433932950891,0.0001288725673020734,0.8377735419584034,0.0038475239551424346
mamba,Plaus,ses-5,60,6,-0.0013442544937841833,0.005622529588413711,-0.0077206544189501,0.0071017399214928,-0.5856327730137446,0.583557110901429,2.165624870333616e-06,0.8377735419584034,-0.001604555916914988
mamba,Plaus,ses-5,80,6,-0.009333306737508184,0.004825730467678291,-0.0164162102939032,-0.0017480717391112,-4.737487779912103,0.005161599136005026,2.4697770946867974e-06,0.8377735419584034,-0.01114060813581004
mamba,Plaus,ses-5,100,6,-0.024701636111935366,0.006795370350418161,-0.0325493806324105,-0.0154365858608208,-8.904062790694683,0.00029743547690526054,0.00013277351882000604,0.8377735419584034,-0.029484860615426118
mamba,Plaus,ses-5,160,6,-0.02316022230149628,0.004891792370024091,-0.0317091841091719,-0.0178629517672971,-11.597124873027669,8.366858000959291e-05,2.0413554543650643e-05,0.8377735419584034,-0.027644967454279218
mamba,Plaus,ses-5,300,6,-0.014354152369584733,0.006001861979918216,-0.022306731111734,-0.0051643909536302,-5.858240178346082,0.002054084838019217,1.3852955666889081e-05,0.8377735419584034,-0.01713369025241601
mamba,Plaus,ses-5,450,6,-0.010153586327544317,0.005117759508782345,-0.0167520967380831,-0.0045819640238879,-4.859764418219183,0.00463410333689117,3.652919817339342e-06,0.8377735419584034,-0.012119726655259372
mamba,Plaus,ses-5,650,6,-0.014077379059989117,0.004042658714091226,-0.0218657965684146,-0.0109436918827999,-8.52963310816247,0.00036452865666670666,1.8994113205548563e-06,0.8377735419584034,-0.016803322562659876
mamba,Plaus,ses-5,950,6,-0.012821959455061316,0.005597916266219233,-0.0196123662817934,-0.0052042890193417,-5.610526609174627,0.0024875264377779882,8.00150676851772e-06,0.8377735419584034,-0.015304803521352967
mamba,Plaus,ses-5,1280,6,-0.018278897632191232,0.0046866476478288335,-0.0222405639881675,-0.0091473722007441,-9.553517913850088,0.0002127208689499463,7.2892776912174515e-06,0.8377735419584034,-0.021818423137906648
mamba,Plaus,ses-5,1700,6,-0.013398170593510098,0.0075763673501123745,-0.0232276759358869,-0.0016173172277254,-4.3317172893385925,0.0074872106588736,3.793320081401376e-05,0.8377735419584034,-0.015992592177344434
mamba,Plaus,ses-5,2560,6,-0.011726228051269152,0.004956535883118873,-0.0199832839071708,-0.0059513806784933,-5.795030240968658,0.0021556194563100645,3.8050616107682344e-06,0.8377735419584034,-0.013996894702424696
mamba,Plaus,ses-5,4000,6,-0.01174062672946455,0.0039157326289161205,-0.0181803661233437,-0.0068214471914816,-7.344358635546018,0.000734376714161895,1.1862663244171214e-06,0.8377735419584034,-0.014014081540483276
mamba,Plaus,ses-7,10,6,0.009001358091247684,0.007510182073572147,-0.0030486032590565,0.0163243519062414,2.935845509420825,0.03241231385193328,2.0922982938619564e-05,0.8460574663445363,0.010639180492241057
mamba,Plaus,ses-7,20,6,0.009747719032448683,0.0064187620785566965,-0.0010824814603808,0.0180617106565635,3.7198664623014523,0.013714005177618793,1.0609103601031069e-05,0.8460574663445363,0.011521343904173009
mamba,Plaus,ses-7,30,6,0.004742640461541207,0.007529974892695528,-0.0080496397983389,0.0122043880936593,1.5427739573903247,0.18353031011095008,1.3067269606216252e-05,0.8460574663445363,0.005605577221642154
mamba,Plaus,ses-7,40,6,-0.00020521741164613357,0.01652600847650605,-0.0133402116037639,0.0283339661563581,-0.030417383942549815,0.9769109874494237,0.0003589026569491719,0.8460574663445363,-0.0002425572964124918
mamba,Plaus,ses-7,50,6,-0.006515300174416701,0.012114590987691444,-0.0171012378143877,0.011854119562116,-1.3173503723404147,0.24485674266273655,0.00015789672400200294,0.8460574663445363,-0.007700777350936471
mamba,Plaus,ses-7,60,6,-0.007535696216584983,0.0086816197179644,-0.0159766304280876,0.0053282831273385,-2.126171289103982,0.08682410471544227,3.571894450493856e-05,0.8460574663445363,-0.008906837320570675
mamba,Plaus,ses-7,80,6,-0.013499135544614566,0.006218723353769142,-0.022476723662252,-0.0080660062934832,-5.317167555448825,0.003147456979710002,1.4676915332445954e-05,0.8460574663445363,-0.015955341193239197
mamba,Plaus,ses-7,100,6,-0.02803566407815958,0.007224797147629107,-0.0352022590048061,-0.0141475929038941,-9.505190275702411,0.00021793609959743502,0.0003443365840644402,0.8460574663445363,-0.03313683194510424
mamba,Plaus,ses-7,160,6,-0.022873655351609182,0.005006638753402464,-0.0329060503397619,-0.0195545436254062,-11.190898110163753,9.943149172679518e-05,2.170744433203004e-05,0.8460574663445363,-0.027035581224094347
mamba,Plaus,ses-7,300,6,-0.014915693966471383,0.005229481034396201,-0.0213977879512158,-0.0059237547791131,-6.986513410614757,0.0009249185234153298,7.612840598675799e-06,0.8460574663445363,-0.017629646400871463
mamba,Plaus,ses-7,450,6,-0.006303129400791432,0.005857413021741399,-0.0142115224291557,0.0007286314731369,-2.6358822158119852,0.04620468830815489,4.511680390941405e-06,0.8460574663445363,-0.007450001508791884
mamba,Plaus,ses-7,650,6,-0.010074204245581966,0.0021167322804278676,-0.0126215010875209,-0.0074280224379389,-11.657903171990995,8.157540229163839e-05,4.4851827907765347e-08,0.8460574663445363,-0.0119072340193491
mamba,Plaus,ses-7,950,6,-0.0034207248017680664,0.006838805913517311,-0.0125534361170363,0.004432347900486,-1.2252183233118579,0.2750561658181852,7.067400291396761e-06,0.8460574663445363,-0.004043135292626873
mamba,Plaus,ses-7,1280,6,-0.011569320978522972,0.0060369849878388025,-0.0175413716697256,5.5142515671073295e-05,-4.694219569030831,0.005364786832225746,9.85499992860694e-06,0.8460574663445363,-0.01367439144353777
