family,model_ref,step,tokens,brain_rsa_mean,brain_rsa_std,brain_rsa_pearson_mean,brain_n_cells,brain_rsa_Sem,brain_rsa_Phon,brain_rsa_Gram,brain_rsa_Plaus,interp_norm,interp_gini,interp_hoyer,interp_per,interp_condition_number,interp_cka_to_prev,loc_selectivity,loc_overlap,loc_gini,loc_entropy,loc_layer_com,loc_n_active_layers,behav_mp_accuracy
pico-decoder-medium,pico-lm/pico-decoder-medium@a6f849d1da39698d655fd3552435d28fba898dc9,0,,0.0010963401476243,0.023415314078037076,-0.003483199916210291,12,0.007614732454996033,0.025720021468554333,-0.034604890948794535,0.005655497615741367,22.234210461216023,0.056142755033879,0.0052647875277283,0.3664182067306128,18.43646119981961,,0.5494397431612015,0.007449479359591675,0.41994741806136904,0.9679543179481178,0.46349750882169305,12.0,0.5020833333333333
pico-decoder-medium,pico-lm/pico-decoder-medium@b09eab97230964af5bf3964d902db96684add7f0,1000,,-0.004185378007458267,0.031874767405597255,-0.005004269185487084,12,-0.0010771973552282002,0.041614015989344666,-0.026008302993705767,-0.03127002767024376,26.832837538453507,0.0887364388320827,0.0156726980097423,0.3196235050741474,25.185132128852317,0.8886477126304616,0.5384685397148132,0.0073877339194675495,0.4197574153102644,0.9679732251741833,0.5011657941725761,12.0,0.5708333333333333
pico-decoder-medium,pico-lm/pico-decoder-medium@e8ea2825c02325ec936fec3fbf2cebf7dcd7e5fd,2000,,0.005662789250356966,0.024700247044632386,0.005023863833244233,12,0.0371238015916917,0.0058802221016450995,-0.024109881888550202,0.003757015196641267,24.58875772344121,0.0883544303817905,0.0156587226977208,0.3351899780885656,24.27863600376805,0.912208779764204,0.5340502187609673,0.0064459523475916495,0.4182992630228036,0.9682741700486227,0.4828747589788741,12.0,0.6104166666666667
pico-decoder-medium,pico-lm/pico-decoder-medium@7d53111bd8fb071fbb1f180e4435cfea1b3e3149,3000,,-0.006365179504667817,0.02127397989931693,-0.0038133609651285157,12,0.0059285564232055,0.013470146866691367,-0.02076936113627127,-0.024090060172296868,28.475885644337524,0.1136110486672566,0.0303306992075652,0.3250634847790057,26.09165091952744,0.9113555822139372,0.5445371866226196,0.0037037037037037,0.41475414738027505,0.9687915569708669,0.511744867126294,12.0,0.6604166666666667
pico-decoder-medium,pico-lm/pico-decoder-medium@94db452b6d8323e895d44d7e57364a44ce9d64b9,4000,,-0.019527836125748817,0.025391115474872224,-0.011755301643296077,12,7.042778711926698e-05,-0.026522551579853965,-0.014732056899275566,-0.036927163810985,34.748914886916374,0.1369894202288181,0.045825148928892,0.2984731781045321,30.135427904075243,0.899631615968355,0.5619198381900787,0.006415426395500625,0.4183978551395598,0.9682521936771274,0.5281039017165198,12.0,0.7041666666666666
pico-decoder-medium,pico-lm/pico-decoder-medium@2c8ff3af5ea6a6720939283915670af5878a5fad,5000,,-0.01161440226281496,0.03163960398746125,0.009637414527171208,12,0.008660966908029368,0.014404561311219135,-0.01630181434291603,-0.0532213229275923,503.3316704132422,0.3607236410556072,0.2000081636092716,0.0101857197946755,773.7529832036626,0.1504878069356606,0.43199682235717773,0.0073463555032253006,0.3616646859828283,0.9757475832038001,0.3437669254219189,11.75,0.6104166666666666
pico-decoder-medium,pico-lm/pico-decoder-medium@a5e9eebb23febee9e0645d0ffebf5e1df3628c98,7000,,-0.015587040428837707,0.018341286603410084,-0.0144033402361603,12,-0.03475682545421906,-0.007130697688265668,-0.020816594513769233,0.00035595594090313327,53.84993409899934,0.1611774864889443,0.0681864727553902,0.2360280461571218,39.95602344108696,0.1541847019783105,0.5570508241653442,0.00456374226866025,0.4172277066475376,0.9684099948005931,0.48310952267626994,12.0,0.69375
pico-decoder-medium,pico-lm/pico-decoder-medium@5fab2f64dc273534e825a1815e1163dfc3f7fbe0,8000,,-0.030589308030310573,0.019277958972946145,-0.02280494273674012,12,-0.04809188845585016,-0.03455975829523986,-0.015999705390103234,-0.02370587998004903,56.76420553180165,0.1653417377949002,0.0735063916810988,0.2355537641722433,42.21362751063207,0.9268127268684292,0.5404970422387123,0.00643560869083915,0.41578695253640596,0.9686359606661106,0.507639047153739,12.0,0.7041666666666667
pico-decoder-medium,pico-lm/pico-decoder-medium@63c66cd3b6df6ff5e2886a68acdafad325f8831a,10000,,-0.0013682854351451,0.021784351263665926,-0.00969037767256315,12,0.002285385560587133,0.0040145110613824,-0.007082969198382733,-0.0046900691641672,67.31899839655655,0.1773202474422301,0.0891494034899359,0.2366799051047349,45.12278640145183,0.8688983775506988,0.544774554669857,0.008277454179093474,0.41864120822426837,0.9682098952260019,0.502363184030489,12.0,0.6958333333333333
pico-decoder-medium,pico-lm/pico-decoder-medium@cd8069f46d2fe40350c306d28a0c0d88cd5c1012,13000,,-0.01492177799961489,0.026907375785341175,-0.014277474175196524,12,-0.0374121673926977,0.017838518435525932,-0.0024079800185356996,-0.0377054830227521,81.84039359382842,0.1849526262543167,0.113134128685611,0.2224350882544704,56.23173624839615,0.8444136703376693,0.5764148384332657,0.006415426395500599,0.4226531124976001,0.967600094767243,0.5093129593344268,12.0,0.7187500000000001
pico-decoder-medium,pico-lm/pico-decoder-medium@3b58b6ffc7765d89d6b7a1916f16f92afefad334,16000,,-0.01002146216332755,0.0262207104755515,-0.007242817310317291,12,-0.021811466723252636,0.0008240743123162664,0.011027538341264067,-0.0301259945836379,100.53454101395036,0.2013894798826138,0.1577881963082212,0.2046942630897763,68.17042708488357,0.9032095957578962,0.5647051930427551,0.0018214936247723,0.4140372265754079,0.9688937535589255,0.5399623388057876,12.0,0.68125
pico-decoder-medium,pico-lm/pico-decoder-medium@c60aa3fc6d8f92347eb5568ad75796fe2d48278c,20000,,-0.013829238217051266,0.01979400163020832,-0.006615091938019482,12,-0.0157910623934781,-0.02821649229116373,-0.004724500190048932,-0.0065848979935143005,119.46487456397534,0.2189093771544789,0.271169274343354,0.1845706840756717,67.95482483452736,0.892182266234844,0.5555552095174789,0.0018214936247723,0.4173755542327605,0.9684018664066634,0.5111643952159624,12.0,0.6833333333333332
pico-decoder-medium,pico-lm/pico-decoder-medium@c3958dd8dab803279fc41b6b59648a5f570ab75e,24000,,-0.01362510080874276,0.023719881736167656,-0.009638097497480092,12,-0.0325804465083089,0.0042782936211416,0.008304752694686097,-0.03450300304248983,134.90381909247395,0.2325069636447406,0.3842012267758444,0.1632376920170038,69.07416964280871,0.8678197302331162,0.5852578282356262,0.0054844972877759,0.4241978544800549,0.9673428690470482,0.5121344601278169,12.0,0.7145833333333333
pico-decoder-medium,pico-lm/pico-decoder-medium@a7fda793c744670e4cf5da9c1d72830ad630fd7e,30000,,-0.008437959428944616,0.029927893282520608,-0.010979294617307475,12,-0.02670985869357607,0.0157175855054611,0.015061273107631966,-0.037820837635295465,152.35505799784377,0.246756561913216,0.4863369868397205,0.1453645751669841,81.16175056095008,0.8664858266598525,0.5607171952724457,0.005494671376384951,0.41884562348743626,0.9682031857727768,0.5432752889483414,12.0,0.7062499999999999
pico-decoder-medium,pico-lm/pico-decoder-medium@61e1f3d4e3510de47689cd42fb60857460ac5abe,37000,,-0.0007099743922022832,0.032293099742258365,-0.0019246951905644,12,-0.012369351497020698,0.04121399019235577,-0.005224464192451733,-0.02646007207169247,171.3138437467495,0.2548922570860496,0.5546418746482383,0.1226255418021693,89.6349818338309,0.8835547690165786,0.552930548787117,0.005504679583114475,0.4182581609163265,0.9682811320497016,0.578493744983522,12.0,0.725
pico-decoder-medium,pico-lm/pico-decoder-medium@150ab61d99f66be09f5eb2bf847ee0665582b9a7,45000,,-0.023019063119742333,0.031219970162567095,-0.021609334447985656,12,-0.05885083009005254,0.0094778341892584,-0.01707770985052327,-0.025625546727651934,176.17492302539222,0.2527976865581688,0.5955124466635159,0.1268813808016739,85.38387219806259,0.8713617056007351,0.5357261598110199,0.007336181414616276,0.41770669335195687,0.9683865411145023,0.5946165743631552,12.0,0.7291666666666666
pico-decoder-medium,pico-lm/pico-decoder-medium@82ba8a99abaa71414eba85a5d52d4e1391036516,55000,,-0.012226207682925122,0.02438214112099223,-0.014935428882296284,12,-0.0417804086519331,0.012309066539606145,-0.001522506393299666,-0.017910982226073863,197.78386014341416,0.2712381028738692,0.6277721510420623,0.1036480661139889,97.46115486336572,0.8287011171718001,0.5514346063137054,0.008277454179093476,0.4158569066152246,0.968651938392638,0.5999522307970583,12.0,0.7125
pico-decoder-medium,pico-lm/pico-decoder-medium@2c63090738dceda752da9ab9addfb006b940ab33,68000,,-0.021257399710888924,0.02187392698204855,-0.02182518412296573,12,-0.04815615791670821,-0.0033769773357341,-0.007908885343271834,-0.02558757824784157,204.88097803177712,0.2742095318584812,0.6495334177164405,0.0936585476504626,101.2429382103061,0.8765797993471133,0.5441097468137741,0.005504679583114475,0.41792841305950645,0.9683516869310904,0.5807420554508087,12.0,0.6833333333333333
pico-decoder-medium,pico-lm/pico-decoder-medium@4f83bfb44212f15f6b9bce8eac266f625ddcaa16,83000,,-0.004903488967456351,0.03231149114493525,-0.009448503617864217,12,-0.017127641245475934,0.03609148008377127,-0.001052303458227501,-0.03752549124989323,209.57882929004631,0.2798703709951775,0.6579681087859023,0.0993682419729747,104.24071683873063,0.9042118049544446,0.5481461733579636,0.0064054181887711,0.4149272462601321,0.9687253835173689,0.6163892916222623,12.0,0.7166666666666666
