family,model_ref,step,tokens,norm,gini,hoyer,per,condition_number,cka_to_prev
polypythia-410m-seed2,EleutherAI/pythia-410m-seed2@step0,0,0,7.183654708898082,0.13874984580927008,0.03615965432143156,0.23333896068610316,34.61515658095695,
polypythia-410m-seed2,EleutherAI/pythia-410m-seed2@step1,1,2097152,7.183654708898082,0.13874984580927008,0.03615965432143156,0.23333896068610316,34.61515658095695,1.0
polypythia-410m-seed2,EleutherAI/pythia-410m-seed2@step4,4,8388608,7.206514825803144,0.13990900927140668,0.03682927599152191,0.23381857429557207,34.54621456103132,0.9999511396586392
polypythia-410m-seed2,EleutherAI/pythia-410m-seed2@step16,16,33554432,9.793816026140034,0.24920173359146633,0.10171536148298622,0.2461227158619219,34.37605126235999,0.993091057528395
polypythia-410m-seed2,EleutherAI/pythia-410m-seed2@step256,256,536870912,8.354969733764298,0.12469227533855211,0.028068070876197337,0.13573972211594126,65.04648048185997,0.7129557272837337
polypythia-410m-seed2,EleutherAI/pythia-410m-seed2@step5000,5000,10485760000,55.30281985387686,0.37272650013174263,0.48630562289054824,0.0424607361580648,195.58969249237248,0.362387336286316
polypythia-410m-seed2,EleutherAI/pythia-410m-seed2@step14000,14000,29360128000,128.2363449591279,0.37199588392733784,0.6878979495701452,0.043591875623374486,241.41698220682426,0.7533265474270948
polypythia-410m-seed2,EleutherAI/pythia-410m-seed2@step28000,28000,58720256000,188.31774388845574,0.3809330028092815,0.7658540758528414,0.03721023553011641,316.34344112473656,0.887282751973336
polypythia-410m-seed2,EleutherAI/pythia-410m-seed2@step51000,51000,106954752000,208.32658108405204,0.3956882186285027,0.7943730876885752,0.033778769369480474,353.8177461458137,0.9338551487099641
polypythia-410m-seed2,EleutherAI/pythia-410m-seed2@step86000,86000,180355072000,174.31687345832322,0.4131807743976436,0.7931026298307434,0.030336571926262396,441.378687139702,0.9640869223157139
polypythia-410m-seed2,EleutherAI/pythia-410m-seed2@step143000,143000,299892736000,136.69691785513956,0.43890928897019904,0.7641964789846537,0.028693332634609114,562.8556181676767,0.9824885498564419
