family,step,layer,per,gini,hoyer,norm,condition_number
polypythia-410m-seed2,0,0,0.38296855221598497,0.08899563094793006,0.014777554729411507,1.6838444683981093,19.04785717651939
polypythia-410m-seed2,0,1,0.32437276227100637,0.10763992120557808,0.021464519192371603,2.5765711699720355,22.811839502098103
polypythia-410m-seed2,0,2,0.2940066143967827,0.11727926634357333,0.026492158337646402,3.278195814094909,25.63231897175262
polypythia-410m-seed2,0,3,0.27493748548788005,0.11928232070391886,0.02682440256926982,3.881899988471291,27.363954822755172
polypythia-410m-seed2,0,4,0.25571456565323797,0.12491902347694239,0.029970505656260873,4.450122092143423,29.684658881390085
polypythia-410m-seed2,0,5,0.24774869896066673,0.13406257309498337,0.034113914566674224,5.007066542215794,30.1772027203702
polypythia-410m-seed2,0,6,0.2381623775362742,0.13729112536374233,0.034705170277600325,5.489222858967337,31.486296316585083
polypythia-410m-seed2,0,7,0.2355433733816488,0.1395576443874843,0.03598166602747523,5.921656163293178,32.26071664584818
polypythia-410m-seed2,0,8,0.22964809134930855,0.14084341172639303,0.03631809571183453,6.299858702206734,33.74260958724081
polypythia-410m-seed2,0,9,0.2241517153364274,0.1459716817180149,0.03852682597982009,6.709628530068164,34.41221069860945
polypythia-410m-seed2,0,10,0.221460882088701,0.14693197402249192,0.03915552017076584,7.08759950303049,34.715616302817715
polypythia-410m-seed2,0,11,0.21957028868683642,0.1479590523257006,0.04060340400886619,7.466601794702075,35.12018595483075
polypythia-410m-seed2,0,12,0.21407425241071268,0.1477759006937488,0.04175583121920556,7.791825068519302,36.22573370228716
polypythia-410m-seed2,0,13,0.21119299026143679,0.14748152203361264,0.0397788860006718,8.085763194444137,36.9646625922399
polypythia-410m-seed2,0,14,0.21182306638250115,0.1457081135492594,0.03930387339931905,8.39535518953066,37.622010566822986
polypythia-410m-seed2,0,15,0.21065669132639558,0.14908901868354718,0.04138858258886099,8.712988724213949,37.86532215740862
polypythia-410m-seed2,0,16,0.20666070483539567,0.14858422037326446,0.04063666858808053,8.98620222388315,38.21609426810386
polypythia-410m-seed2,0,17,0.2046405063678671,0.1472204370962541,0.040102611816305256,9.253534983526238,38.378304803844074
polypythia-410m-seed2,0,18,0.20273707201930352,0.14627592498403474,0.039959787941005326,9.490813694987407,39.91330320221245
polypythia-410m-seed2,0,19,0.2014647196588551,0.14683837585761272,0.040071215318832634,9.805903844883902,40.706804731329974
polypythia-410m-seed2,0,20,0.19866536434036328,0.15004374634905093,0.0414032621915628,10.129401515771725,41.54699783062312
polypythia-410m-seed2,0,21,0.19559898426824543,0.15043470639358703,0.041225554784361865,10.375979039903335,42.45985175049894
polypythia-410m-seed2,0,22,0.19709072324935584,0.1494375544096037,0.04174472526459833,10.634828028640333,42.116118842708595
polypythia-410m-seed2,0,23,0.1972445739812886,0.15037315368215287,0.04152696737355666,10.892849877686295,42.29308591406949
polypythia-410m-seed2,1,0,0.38296855221598497,0.08899563094793006,0.014777554729411507,1.6838444683981093,19.04785717651939
polypythia-410m-seed2,1,1,0.32437276227100637,0.10763992120557808,0.021464519192371603,2.5765711699720355,22.811839502098103
polypythia-410m-seed2,1,2,0.2940066143967827,0.11727926634357333,0.026492158337646402,3.278195814094909,25.63231897175262
polypythia-410m-seed2,1,3,0.27493748548788005,0.11928232070391886,0.02682440256926982,3.881899988471291,27.363954822755172
polypythia-410m-seed2,1,4,0.25571456565323797,0.12491902347694239,0.029970505656260873,4.450122092143423,29.684658881390085
polypythia-410m-seed2,1,5,0.24774869896066673,0.13406257309498337,0.034113914566674224,5.007066542215794,30.1772027203702
polypythia-410m-seed2,1,6,0.2381623775362742,0.13729112536374233,0.034705170277600325,5.489222858967337,31.486296316585083
polypythia-410m-seed2,1,7,0.2355433733816488,0.1395576443874843,0.03598166602747523,5.921656163293178,32.26071664584818
polypythia-410m-seed2,1,8,0.22964809134930855,0.14084341172639303,0.03631809571183453,6.299858702206734,33.74260958724081
