family,model_ref,step,tokens,norm,gini,hoyer,per,condition_number,cka_to_prev
polypythia-410m-seed3,EleutherAI/pythia-410m-seed3@step0,0,0,7.070875193428428,0.12981360072612422,0.032075807511467595,0.2392869988569962,34.68039847061079,
polypythia-410m-seed3,EleutherAI/pythia-410m-seed3@step1,1,2097152,7.070875193428428,0.12981360072612422,0.032075807511467595,0.2392869988569962,34.68039847061079,1.0
polypythia-410m-seed3,EleutherAI/pythia-410m-seed3@step4,4,8388608,7.075380644280102,0.13006560381662954,0.03244481934492252,0.23899725403719993,34.67629892744521,0.9999514327022343
polypythia-410m-seed3,EleutherAI/pythia-410m-seed3@step16,16,33554432,9.744709054043128,0.24812178646586966,0.10304316457671088,0.2436413545084227,35.410440052392715,0.9939922113048881
polypythia-410m-seed3,EleutherAI/pythia-410m-seed3@step256,256,536870912,8.283970847380228,0.11473349626817086,0.022798007332993687,0.13525717673146964,65.04613859025017,0.7105124720565485
polypythia-410m-seed3,EleutherAI/pythia-410m-seed3@step5000,5000,10485760000,51.268336130606514,0.361836405701964,0.43313305659851165,0.062331668106152205,153.12729590532447,0.476153882989972
polypythia-410m-seed3,EleutherAI/pythia-410m-seed3@step14000,14000,29360128000,146.93282385289822,0.40589404153362213,0.665326375522891,0.0520666644454133,304.5353122860254,0.8683039900784838
polypythia-410m-seed3,EleutherAI/pythia-410m-seed3@step28000,28000,58720256000,210.46352333858954,0.4235006535037293,0.7467767095975635,0.04843050165775865,345.09905237583433,0.8231050143821909
polypythia-410m-seed3,EleutherAI/pythia-410m-seed3@step51000,51000,106954752000,205.6452946932227,0.4244106920612858,0.7734264205611466,0.041412247034492984,402.7635008441351,0.8958378460559384
polypythia-410m-seed3,EleutherAI/pythia-410m-seed3@step86000,86000,180355072000,44.769634629383916,0.447650395519058,0.34905387470323573,0.06227204651405366,298.431163566481,0.9149700544933883
polypythia-410m-seed3,EleutherAI/pythia-410m-seed3@step143000,143000,299892736000,83.52315847421208,0.5427797846260785,0.5635349420604879,0.04904386581685664,659.0755701688853,0.9365258120032589
