family,step,layer,per,gini,hoyer,norm,condition_number
pythia-1b-full,0,0,0.4210874609828759,0.08788415871681121,0.014692100541304164,3.4234938364997958,16.34821664352638
pythia-1b-full,0,1,0.3528459439223727,0.1062959363048418,0.02074532597160148,5.385861998164575,20.09843530530048
pythia-1b-full,0,2,0.32129138109435407,0.11500000741885186,0.02456822534897454,6.925285631312244,22.272058569172287
pythia-1b-full,0,3,0.3045381388361308,0.11796916166502414,0.02637043180696828,8.21970541927857,23.88852053183795
pythia-1b-full,0,4,0.29037552486822954,0.1238716960977766,0.02903642006744676,9.406993789758214,25.037339733653067
pythia-1b-full,0,5,0.27641349050748604,0.12725019381008995,0.02976406660898561,10.513706303438333,26.294759843840414
pythia-1b-full,0,6,0.26772729915591437,0.12950066599277432,0.030368353340012217,11.503391814572206,27.774627811937073
pythia-1b-full,0,7,0.25858648339511997,0.13341421496416483,0.03264396171147714,12.463328550556042,29.44501442665
pythia-1b-full,0,8,0.2509991565614129,0.13460844914379,0.03397821027579501,13.32063984069033,30.15682774926048
pythia-1b-full,0,9,0.24625545310101413,0.13521234497809465,0.034459457214145985,14.13519593479549,30.268614834704355
pythia-1b-full,0,10,0.24001900006903715,0.1340330803321843,0.033684997580155564,14.868591991869158,30.890206386204362
pythia-1b-full,0,11,0.23646824426858623,0.13274329430748955,0.0322588297659328,15.561639238046666,31.467567100894716
pythia-1b-full,0,12,0.23315717055454258,0.1308236897480789,0.03108697873029367,16.206209202888502,32.33734809588532
pythia-1b-full,0,13,0.2299097870250967,0.1326114439353262,0.0317459041548942,16.986242956168084,33.19475776689533
pythia-1b-full,0,14,0.22688945838967756,0.13327974035597612,0.03199385991831667,17.678136577738144,33.624308923709535
pythia-1b-full,0,15,0.2268964003930675,0.13493543645964778,0.0326986649357321,18.281372008132713,33.81101658457013
pythia-1b-full,1,0,0.4210874609828759,0.08788415871681121,0.014692100541304164,3.4234938364997958,16.34821664352638
pythia-1b-full,1,1,0.3528459439223727,0.1062959363048418,0.02074532597160148,5.385861998164575,20.09843530530048
pythia-1b-full,1,2,0.32129138109435407,0.11500000741885186,0.02456822534897454,6.925285631312244,22.272058569172287
pythia-1b-full,1,3,0.3045381388361308,0.11796916166502414,0.02637043180696828,8.21970541927857,23.88852053183795
pythia-1b-full,1,4,0.29037552486822954,0.1238716960977766,0.02903642006744676,9.406993789758214,25.037339733653067
pythia-1b-full,1,5,0.27641349050748604,0.12725019381008995,0.02976406660898561,10.513706303438333,26.294759843840414
pythia-1b-full,1,6,0.26772729915591437,0.12950066599277432,0.030368353340012217,11.503391814572206,27.774627811937073
pythia-1b-full,1,7,0.25858648339511997,0.13341421496416483,0.03264396171147714,12.463328550556042,29.44501442665
pythia-1b-full,1,8,0.2509991565614129,0.13460844914379,0.03397821027579501,13.32063984069033,30.15682774926048
pythia-1b-full,1,9,0.24625545310101413,0.13521234497809465,0.034459457214145985,14.13519593479549,30.268614834704355
pythia-1b-full,1,10,0.24001900006903715,0.1340330803321843,0.033684997580155564,14.868591991869158,30.890206386204362
pythia-1b-full,1,11,0.23646824426858623,0.13274329430748955,0.0322588297659328,15.561639238046666,31.467567100894716
pythia-1b-full,1,12,0.23315717055454258,0.1308236897480789,0.03108697873029367,16.206209202888502,32.33734809588532
pythia-1b-full,1,13,0.2299097870250967,0.1326114439353262,0.0317459041548942,16.986242956168084,33.19475776689533
pythia-1b-full,1,14,0.22688945838967756,0.13327974035597612,0.03199385991831667,17.678136577738144,33.624308923709535
pythia-1b-full,1,15,0.2268964003930675,0.13493543645964778,0.0326986649357321,18.281372008132713,33.81101658457013
pythia-1b-full,4,0,0.4210878726099242,0.08787739115973014,0.014690196099194107,3.4234591981785027,16.348177963948714
pythia-1b-full,4,1,0.352849498860686,0.10627790529267767,0.020742073890874967,5.3857545701880944,20.098302766956447
pythia-1b-full,4,2,0.32129395144244355,0.11497010495132387,0.024554242172936898,6.9250651305436435,22.27136132611413
pythia-1b-full,4,3,0.3045416465414569,0.11796031676197083,0.026372593943040545,8.219771087011923,23.888418752122007
pythia-1b-full,4,4,0.2903689507189046,0.12385684273985142,0.029045591966290942,9.406870205373469,25.037363102724857
pythia-1b-full,4,5,0.27640858121045725,0.12725474758457367,0.029768818545225634,10.513551480188495,26.294856773610732
pythia-1b-full,4,6,0.26772538681984753,0.12952490566234687,0.030387204217399294,11.503238708113537,27.774678022728637
pythia-1b-full,4,7,0.25858705974571694,0.13340056237047615,0.03263668081462511,12.463089510973465,29.445309584690005
pythia-1b-full,4,8,0.25099628592769546,0.1345664576340837,0.03395988046413021,13.319971951096067,30.157369919095544
pythia-1b-full,4,9,0.24625240176187935,0.13517444498809794,0.03444333807027345,14.134423113187779,30.26860893053756
