family,model_ref,step,phenomenon,selectivity_index,mean_overlap_with_others,gini,entropy,max_t,mean_topk_t,layer_com,n_active_layers,n_units
parc-pythia-seed2,jmichaelov/parc-pythia-seed2@checkpoint-10,10,Gram,0.5551009774208069,0.005484497287775977,0.4240586971835529,0.9672691524144262,4.292699813842773,3.037998676300049,0.5805740733020439,12,92
parc-pythia-seed2,jmichaelov/parc-pythia-seed2@checkpoint-20,20,Gram,0.6026079058647156,0.011132480589390563,0.42572261362458835,0.9670564458432541,4.7288594245910645,3.3493552207946777,0.612261423728439,12,92
parc-pythia-seed2,jmichaelov/parc-pythia-seed2@checkpoint-30,30,Gram,0.5224885940551758,0.012953974214162875,0.4039132602430056,0.9703684731591086,4.574939727783203,2.8762683868408203,0.44734126066467206,12,92
parc-pythia-seed2,jmichaelov/parc-pythia-seed2@checkpoint-50,50,Gram,0.5528120398521423,0.0036429872495446266,0.4105043206877841,0.969446216412809,4.645263671875,3.274277448654175,0.5576718750395366,12,92
parc-pythia-seed2,jmichaelov/parc-pythia-seed2@checkpoint-70,70,Gram,0.5877577066421509,0.0018214936247723133,0.41410869579691184,0.9689094523237591,4.043760776519775,3.0946366786956787,0.6077367772637738,12,92
parc-pythia-seed2,jmichaelov/parc-pythia-seed2@checkpoint-100,100,Gram,0.5939691066741943,0.0018214936247723133,0.4194853805139117,0.9680641440503754,4.6057233810424805,3.1105008125305176,0.5100443641287709,12,92
parc-pythia-seed2,jmichaelov/parc-pythia-seed2@checkpoint-300,300,Gram,0.590785562992096,0.0036429872495446266,0.4187832370130988,0.9682589530002836,4.11312198638916,3.04475474357605,0.5666381188925125,12,93
parc-pythia-seed2,jmichaelov/parc-pythia-seed2@checkpoint-640,640,Gram,0.489864319562912,0.00914750095077964,0.4149870308805786,0.9686329279827405,4.514232158660889,2.898252487182617,0.5439932858412532,12,92
parc-pythia-seed2,jmichaelov/parc-pythia-seed2@checkpoint-1100,1100,Gram,0.5525041222572327,0.0055248618784530384,0.41191809222074355,0.9692312294506591,4.320722579956055,2.9715213775634766,0.5974650698183465,12,92
parc-pythia-seed2,jmichaelov/parc-pythia-seed2@checkpoint-1850,1850,Gram,0.6110058426856995,0.0018214936247723133,0.4215935874720525,0.9678656256078485,4.151062488555908,3.0080270767211914,0.603677306854721,12,92
parc-pythia-seed2,jmichaelov/parc-pythia-seed2@checkpoint-4000,4000,Gram,0.5761276483535767,0.0036429872495446266,0.4161529057431019,0.968571910980825,4.588746070861816,3.027836322784424,0.5545546086015702,12,92
parc-pythia-seed2,jmichaelov/parc-pythia-seed2@checkpoint-10,10,Phon,0.5706387758255005,0.0,0.4146641643777753,0.9688234540828168,4.163559436798096,2.7569217681884766,0.5211451000896918,12,92
parc-pythia-seed2,jmichaelov/parc-pythia-seed2@checkpoint-20,20,Phon,0.5499932169914246,0.0018214936247723133,0.4026276748230411,0.9705758635193167,4.411724090576172,2.592958688735962,0.41944816157128917,12,92
parc-pythia-seed2,jmichaelov/parc-pythia-seed2@checkpoint-30,30,Phon,0.5342469811439514,0.0036429872495446266,0.4001298586185434,0.9708754754379362,4.058469772338867,2.6363272666931152,0.4731352308597174,12,92
parc-pythia-seed2,jmichaelov/parc-pythia-seed2@checkpoint-50,50,Phon,0.4880159795284271,0.005484497287775977,0.41183451391319764,0.969228470929426,3.519148349761963,2.56093168258667,0.5204713999036051,12,92
parc-pythia-seed2,jmichaelov/parc-pythia-seed2@checkpoint-70,70,Phon,0.5184062719345093,0.0,0.3970217053378993,0.9714021718331807,4.0560526847839355,2.660228729248047,0.5316317485183233,12,92
parc-pythia-seed2,jmichaelov/parc-pythia-seed2@checkpoint-100,100,Phon,0.5097618699073792,0.0036429872495446266,0.40656731330212204,0.9700468854654588,3.5628793239593506,2.609273910522461,0.5397292530854073,12,92
parc-pythia-seed2,jmichaelov/parc-pythia-seed2@checkpoint-300,300,Phon,0.5502152442932129,0.0018214936247723133,0.42016342736471834,0.9679698540853635,4.257696151733398,2.9603917598724365,0.44747297944017245,12,92
parc-pythia-seed2,jmichaelov/parc-pythia-seed2@checkpoint-640,640,Phon,0.5458633899688721,0.0036630036630036634,0.41797086262686506,0.9684620465506039,3.9170315265655518,2.9052083492279053,0.45189968367867217,12,92
parc-pythia-seed2,jmichaelov/parc-pythia-seed2@checkpoint-1100,1100,Phon,0.5317419767379761,0.0018214936247723133,0.4093704817480128,0.9696241180429348,4.348056793212891,2.8395214080810547,0.4193049728097924,12,92
parc-pythia-seed2,jmichaelov/parc-pythia-seed2@checkpoint-1850,1850,Phon,0.5116679668426514,0.0018214936247723133,0.40788625569280307,0.9698445221472876,4.129262924194336,2.7615902423858643,0.5050494231859408,12,92
parc-pythia-seed2,jmichaelov/parc-pythia-seed2@checkpoint-4000,4000,Phon,0.562006950378418,0.0018214936247723133,0.41266367160692485,0.9690844943947953,3.7387406826019287,2.7666943073272705,0.48510751026561855,12,92
parc-pythia-seed2,jmichaelov/parc-pythia-seed2@checkpoint-10,10,Plaus,0.5397489666938782,0.007326007326007327,0.42037612435507465,0.967981045339417,3.9747567176818848,2.820405960083008,0.45318356277961624,12,92
parc-pythia-seed2,jmichaelov/parc-pythia-seed2@checkpoint-20,20,Plaus,0.4808475375175476,0.011132480589390563,0.4243229343463363,0.9674212556205655,3.8971011638641357,2.79634952545166,0.4350619911115406,12,92
parc-pythia-seed2,jmichaelov/parc-pythia-seed2@checkpoint-30,30,Plaus,0.4892246723175049,0.0018214936247723133,0.43498736558004314,0.9657248387751289,3.975137948989868,2.5844552516937256,0.39061842773316086,12,92
parc-pythia-seed2,jmichaelov/parc-pythia-seed2@checkpoint-50,50,Plaus,0.5226624011993408,0.0036429872495446266,0.4020928562236859,0.97068288333338,3.5762414932250977,2.750333786010742,0.5922087301543477,12,92
parc-pythia-seed2,jmichaelov/parc-pythia-seed2@checkpoint-70,70,Plaus,0.5033236742019653,0.0,0.40523503851475406,0.9702579286779743,4.114475250244141,2.7620933055877686,0.5433266776973252,12,92
parc-pythia-seed2,jmichaelov/parc-pythia-seed2@checkpoint-100,100,Plaus,0.5153712630271912,0.0018214936247723133,0.4122307104711875,0.9691907865001099,4.117497444152832,2.445539951324463,0.4734966411565545,12,92
parc-pythia-seed2,jmichaelov/parc-pythia-seed2@checkpoint-300,300,Plaus,0.5958614945411682,0.0036429872495446266,0.4159349645525958,0.9687038271065465,4.210472583770752,2.9168777465820312,0.44979252467474745,12,92
parc-pythia-seed2,jmichaelov/parc-pythia-seed2@checkpoint-640,640,Plaus,0.5398849844932556,0.0036630036630036634,0.42293423958905446,0.967687904163013,3.914320707321167,2.9227285385131836,0.5118524422986911,12,92
parc-pythia-seed2,jmichaelov/parc-pythia-seed2@checkpoint-1100,1100,Plaus,0.5587809681892395,0.0036630036630036634,0.4158042158385544,0.9686938490902093,5.07444429397583,2.9496047496795654,0.4930517632213194,12,92
parc-pythia-seed2,jmichaelov/parc-pythia-seed2@checkpoint-1850,1850,Plaus,0.5289905071258545,0.0036429872495446266,0.42056733443470296,0.9679954684808447,4.54758358001709,2.9162001609802246,0.5777500360325655,12,92
parc-pythia-seed2,jmichaelov/parc-pythia-seed2@checkpoint-4000,4000,Plaus,0.5429430603981018,0.0055248618784530384,0.4182024867110578,0.9683578123461658,4.25618839263916,2.9652371406555176,0.5391461976663497,12,92
parc-pythia-seed2,jmichaelov/parc-pythia-seed2@checkpoint-10,10,Sem,0.5002391338348389,0.005484497287775977,0.4204361052930971,0.9679769820841823,4.051398277282715,2.6670992374420166,0.5590886215051052,12,92
parc-pythia-seed2,jmichaelov/parc-pythia-seed2@checkpoint-20,20,Sem,0.4641304612159729,0.02044346755400881,0.41885098971088375,0.968227099941337,3.813037157058716,2.7114717960357666,0.47745988008091766,12,92
parc-pythia-seed2,jmichaelov/parc-pythia-seed2@checkpoint-30,30,Sem,0.4959734380245209,0.011132480589390563,0.4162827052509115,0.9686497322580438,3.3977468013763428,2.6757054328918457,0.47856623951700966,12,92
parc-pythia-seed2,jmichaelov/parc-pythia-seed2@checkpoint-50,50,Sem,0.44392746686935425,0.005484497287775977,0.41956801416845824,0.968208736638437,3.6731350421905518,2.473583459854126,0.36851768454409756,12,92
parc-pythia-seed2,jmichaelov/parc-pythia-seed2@checkpoint-70,70,Sem,0.5018653273582458,0.0018214936247723133,0.4134240281351669,0.9690590787676999,3.6635098457336426,2.694108724594116,0.47387669823726686,12,92
parc-pythia-seed2,jmichaelov/parc-pythia-seed2@checkpoint-100,100,Sem,0.5340147018432617,0.0,0.4167213632176962,0.9686142481406051,3.472280263900757,2.612957239151001,0.4592293375332789,12,92
parc-pythia-seed2,jmichaelov/parc-pythia-seed2@checkpoint-300,300,Sem,0.4914523959159851,0.0018214936247723133,0.417923528655819,0.9682428135152118,3.4197518825531006,2.6508209705352783,0.5319842569596873,12,92
parc-pythia-seed2,jmichaelov/parc-pythia-seed2@checkpoint-640,640,Sem,0.5805591344833374,0.0018214936247723133,0.42752342254646436,0.9669795224309339,3.8589301109313965,2.897704839706421,0.5102918589266354,12,92
parc-pythia-seed2,jmichaelov/parc-pythia-seed2@checkpoint-1100,1100,Sem,0.5318179130554199,0.011009359166229015,0.41615169422845966,0.9686807513331409,3.9612619876861572,2.9472849369049072,0.5528136630509899,12,92
parc-pythia-seed2,jmichaelov/parc-pythia-seed2@checkpoint-1850,1850,Sem,0.5232318639755249,0.0,0.41530327086901486,0.9686332300545855,5.293280601501465,2.8838226795196533,0.6309838405724775,12,92
parc-pythia-seed2,jmichaelov/parc-pythia-seed2@checkpoint-4000,4000,Sem,0.5181126594543457,0.007346355503225352,0.41600117441718126,0.9686173637244717,5.028579235076904,2.846841335296631,0.6594941203180622,12,92
