family,model_ref,dataset,step,tokens,task,session,n_stim,rsa,rsa_pearson,rsa_kendall,rsa_lo,rsa_hi
babylm-gpt2-3,BrainAlign/gpt2-babylm-3@checkpoint-01,ds003604,191,,Gram,ses-5,60,-0.0124996536889229,-0.0108459663421897,-0.0083375650324323,,
babylm-gpt2-3,BrainAlign/gpt2-babylm-3@checkpoint-02,ds003604,382,,Gram,ses-5,60,-0.0079489175783207,-0.0300922247606417,-0.005615225174298,,
babylm-gpt2-3,BrainAlign/gpt2-babylm-3@checkpoint-03,ds003604,573,,Gram,ses-5,60,-0.0009548539601656,-0.023429443592471,-0.0007466952825337,,
babylm-gpt2-3,BrainAlign/gpt2-babylm-3@checkpoint-04,ds003604,764,,Gram,ses-5,60,-0.0017284397354156,-0.0207269603460522,-0.0010737337638488,,
babylm-gpt2-3,BrainAlign/gpt2-babylm-3@checkpoint-05,ds003604,1146,,Gram,ses-5,60,-0.0070767844247317,-0.0187916801561622,-0.0042866313439556,,
babylm-gpt2-3,BrainAlign/gpt2-babylm-3@checkpoint-06,ds003604,1337,,Gram,ses-5,60,-0.0006198439447222,-0.0242712331293138,-0.000422211789354,,
babylm-gpt2-3,BrainAlign/gpt2-babylm-3@checkpoint-07,ds003604,1528,,Gram,ses-5,60,-0.0047439561866566,-0.0249511299963034,-0.0030500170864831,,
babylm-gpt2-3,BrainAlign/gpt2-babylm-3@checkpoint-08,ds003604,1719,,Gram,ses-5,60,-0.0015137514833623,-0.023873205700864,-0.0009715342384378,,
babylm-gpt2-3,BrainAlign/gpt2-babylm-3@checkpoint-09,ds003604,1908,,Gram,ses-5,60,-0.0008884985667225,-0.0232420645502895,-0.0005499611961176,,
babylm-gpt2-3,BrainAlign/gpt2-babylm-3@checkpoint-01,ds003604,191,,Gram,ses-7,60,-0.0254420759294468,-0.0018495056127312,-0.0161328338331528,,
babylm-gpt2-3,BrainAlign/gpt2-babylm-3@checkpoint-02,ds003604,382,,Gram,ses-7,60,-0.0257286962585327,-0.0236672937104536,-0.0167498634678215,,
babylm-gpt2-3,BrainAlign/gpt2-babylm-3@checkpoint-03,ds003604,573,,Gram,ses-7,60,-0.012028777743142,-0.0196258558289454,-0.0081255010172046,,
babylm-gpt2-3,BrainAlign/gpt2-babylm-3@checkpoint-04,ds003604,764,,Gram,ses-7,60,-0.0186386063471694,-0.0160293569688803,-0.0127372546013739,,
babylm-gpt2-3,BrainAlign/gpt2-babylm-3@checkpoint-05,ds003604,1146,,Gram,ses-7,60,-0.0234917904406305,-0.0134702174233581,-0.0154033847205322,,
babylm-gpt2-3,BrainAlign/gpt2-babylm-3@checkpoint-06,ds003604,1337,,Gram,ses-7,60,-0.0185245624103577,-0.0202813397434953,-0.0121266124370434,,
babylm-gpt2-3,BrainAlign/gpt2-babylm-3@checkpoint-07,ds003604,1528,,Gram,ses-7,60,-0.0179527629905525,-0.021756860639739,-0.0120410203345118,,
babylm-gpt2-3,BrainAlign/gpt2-babylm-3@checkpoint-08,ds003604,1719,,Gram,ses-7,60,-0.0159441722685385,-0.02011074427644,-0.0104786450897918,,
babylm-gpt2-3,BrainAlign/gpt2-babylm-3@checkpoint-09,ds003604,1908,,Gram,ses-7,60,-0.014862769572911,-0.0195013734166474,-0.0098782228780025,,
babylm-gpt2-3,BrainAlign/gpt2-babylm-3@checkpoint-01,ds003604,191,,Gram,ses-9,60,-0.0383531241852289,-0.0036573527143038,-0.0250267475320411,,
babylm-gpt2-3,BrainAlign/gpt2-babylm-3@checkpoint-02,ds003604,382,,Gram,ses-9,60,-0.0364083569514196,-0.0298103625352163,-0.0243177383245026,,
babylm-gpt2-3,BrainAlign/gpt2-babylm-3@checkpoint-03,ds003604,573,,Gram,ses-9,60,-0.0515740192136225,-0.026362763444106,-0.0341889349851331,,
babylm-gpt2-3,BrainAlign/gpt2-babylm-3@checkpoint-04,ds003604,764,,Gram,ses-9,60,-0.0480290900330949,-0.0208207725941757,-0.0316339468498593,,
babylm-gpt2-3,BrainAlign/gpt2-babylm-3@checkpoint-05,ds003604,1146,,Gram,ses-9,60,-0.048858933877136,-0.018649972856528,-0.032102787172682,,
babylm-gpt2-3,BrainAlign/gpt2-babylm-3@checkpoint-06,ds003604,1337,,Gram,ses-9,60,-0.0571037240587711,-0.0258194457819469,-0.0376381689677528,,
babylm-gpt2-3,BrainAlign/gpt2-babylm-3@checkpoint-07,ds003604,1528,,Gram,ses-9,60,-0.0557974578816616,-0.0266152075846147,-0.0368882799500499,,
babylm-gpt2-3,BrainAlign/gpt2-babylm-3@checkpoint-08,ds003604,1719,,Gram,ses-9,60,-0.0551498008496933,-0.0249447085134428,-0.036641723594996,,
babylm-gpt2-3,BrainAlign/gpt2-babylm-3@checkpoint-09,ds003604,1908,,Gram,ses-9,60,-0.0547858989822503,-0.024375837157889,-0.0364577644492563,,
babylm-gpt2-3,BrainAlign/gpt2-babylm-3@checkpoint-01,ds003604,191,,Phon,ses-5,72,-0.0067086637018526,-0.0075804265067955,-0.0043824591383919,,
babylm-gpt2-3,BrainAlign/gpt2-babylm-3@checkpoint-02,ds003604,382,,Phon,ses-5,72,-0.0495388148657904,-0.0237929858609433,-0.0333893773600507,,
babylm-gpt2-3,BrainAlign/gpt2-babylm-3@checkpoint-03,ds003604,573,,Phon,ses-5,72,-0.0312494180308024,-0.0281514849288173,-0.0207344523763586,,
babylm-gpt2-3,BrainAlign/gpt2-babylm-3@checkpoint-04,ds003604,764,,Phon,ses-5,72,-0.0216773302377234,-0.0315258681103455,-0.0142621329192812,,
babylm-gpt2-3,BrainAlign/gpt2-babylm-3@checkpoint-05,ds003604,1146,,Phon,ses-5,72,-0.0119171086794022,-0.0193890184399054,-0.0071381102444193,,
babylm-gpt2-3,BrainAlign/gpt2-babylm-3@checkpoint-06,ds003604,1337,,Phon,ses-5,72,-0.0177758522139097,-0.0195991048014641,-0.0112516805551727,,
