acc_none,acc_localized_ablated,acc_random_ablated,drop_localized,drop_random,causal_selectivity,family,step,tokens,phenomenon
0.5,0.5,0.4875,0.0,0.012500000000000011,-0.012500000000000011,pico-decoder-large,0,,Gram
0.75,0.75,0.75,0.0,0.0,0.0,pico-decoder-large,1000,,Gram
0.75,0.7,0.7250000000000001,0.050000000000000044,0.02499999999999991,0.025000000000000133,pico-decoder-large,2000,,Gram
0.7,0.75,0.7124999999999999,-0.050000000000000044,-0.012499999999999956,-0.03750000000000009,pico-decoder-large,3000,,Gram
0.75,0.8,0.7625,-0.050000000000000044,-0.012499999999999956,-0.03750000000000009,pico-decoder-large,4000,,Gram
0.7,0.75,0.7375,-0.050000000000000044,-0.03750000000000009,-0.012499999999999956,pico-decoder-large,5000,,Gram
0.75,0.75,0.7250000000000001,0.0,0.02499999999999991,-0.02499999999999991,pico-decoder-large,7000,,Gram
0.75,0.8,0.75,-0.050000000000000044,0.0,-0.050000000000000044,pico-decoder-large,8000,,Gram
0.75,0.7,0.75,0.050000000000000044,0.0,0.050000000000000044,pico-decoder-large,10000,,Gram
0.8,0.75,0.7,0.050000000000000044,0.10000000000000009,-0.050000000000000044,pico-decoder-large,13000,,Gram
0.7,0.65,0.6875,0.04999999999999993,0.012499999999999956,0.03749999999999998,pico-decoder-large,16000,,Gram
0.65,0.6,0.6124999999999999,0.050000000000000044,0.03750000000000009,0.012499999999999956,pico-decoder-large,20000,,Gram
0.7,0.7,0.6875,0.0,0.012499999999999956,-0.012499999999999956,pico-decoder-large,24000,,Gram
0.65,0.65,0.6125,0.0,0.03749999999999998,-0.03749999999999998,pico-decoder-large,30000,,Gram
0.7,0.75,0.7,-0.050000000000000044,0.0,-0.050000000000000044,pico-decoder-large,37000,,Gram
0.7,0.7,0.7124999999999999,0.0,-0.012499999999999956,0.012499999999999956,pico-decoder-large,45000,,Gram
0.7,0.7,0.6749999999999999,0.0,0.025000000000000022,-0.025000000000000022,pico-decoder-large,55000,,Gram
0.7,0.7,0.6875,0.0,0.012499999999999956,-0.012499999999999956,pico-decoder-large,68000,,Gram
0.7,0.7,0.7124999999999999,0.0,-0.012499999999999956,0.012499999999999956,pico-decoder-large,83000,,Gram
0.75,0.75,0.7625,0.0,-0.012499999999999956,0.012499999999999956,pico-decoder-large,102000,,Gram
0.7,0.65,0.7124999999999999,0.04999999999999993,-0.012499999999999956,0.06249999999999989,pico-decoder-large,125000,,Gram
0.5,0.4166666666666667,0.44791666666666663,0.08333333333333331,0.05208333333333337,0.031249999999999944,pico-decoder-large,0,,Phon
0.4583333333333333,0.4583333333333333,0.4270833333333333,0.0,0.03125,-0.03125,pico-decoder-large,1000,,Phon
0.4583333333333333,0.4166666666666667,0.4270833333333333,0.04166666666666663,0.03125,0.01041666666666663,pico-decoder-large,2000,,Phon
0.4166666666666667,0.4166666666666667,0.37499999999999994,0.0,0.04166666666666674,-0.04166666666666674,pico-decoder-large,3000,,Phon
0.375,0.375,0.375,0.0,0.0,0.0,pico-decoder-large,4000,,Phon
0.5,0.5,0.46874999999999994,0.0,0.031250000000000056,-0.031250000000000056,pico-decoder-large,5000,,Phon
0.4583333333333333,0.4583333333333333,0.4583333333333333,0.0,0.0,0.0,pico-decoder-large,7000,,Phon
0.4166666666666667,0.4166666666666667,0.4166666666666667,0.0,0.0,0.0,pico-decoder-large,8000,,Phon
0.4583333333333333,0.4583333333333333,0.4791666666666667,0.0,-0.02083333333333337,0.02083333333333337,pico-decoder-large,10000,,Phon
0.5,0.4583333333333333,0.5208333333333333,0.041666666666666685,-0.02083333333333326,0.062499999999999944,pico-decoder-large,13000,,Phon
0.5,0.5,0.5520833333333333,0.0,-0.05208333333333326,0.05208333333333326,pico-decoder-large,16000,,Phon
0.4583333333333333,0.375,0.4479166666666667,0.08333333333333331,0.01041666666666663,0.07291666666666669,pico-decoder-large,20000,,Phon
0.4583333333333333,0.5416666666666666,0.47916666666666663,-0.08333333333333331,-0.020833333333333315,-0.0625,pico-decoder-large,24000,,Phon
0.5,0.5,0.5208333333333333,0.0,-0.02083333333333326,0.02083333333333326,pico-decoder-large,30000,,Phon
0.4166666666666667,0.4166666666666667,0.5625,0.0,-0.14583333333333331,0.14583333333333331,pico-decoder-large,37000,,Phon
0.375,0.3333333333333333,0.41666666666666663,0.041666666666666685,-0.04166666666666663,0.08333333333333331,pico-decoder-large,45000,,Phon
0.4166666666666667,0.5416666666666666,0.46875,-0.12499999999999994,-0.052083333333333315,-0.07291666666666663,pico-decoder-large,55000,,Phon
0.5416666666666666,0.5,0.5208333333333334,0.04166666666666663,0.02083333333333326,0.02083333333333337,pico-decoder-large,68000,,Phon
0.5,0.5,0.5,0.0,0.0,0.0,pico-decoder-large,83000,,Phon
0.5416666666666666,0.4583333333333333,0.5,0.08333333333333331,0.04166666666666663,0.041666666666666685,pico-decoder-large,102000,,Phon
0.4583333333333333,0.4583333333333333,0.4791666666666667,0.0,-0.02083333333333337,0.02083333333333337,pico-decoder-large,125000,,Phon
0.65,0.65,0.625,0.0,0.025000000000000022,-0.025000000000000022,pico-decoder-large,0,,Plaus
0.55,0.6,0.5875000000000001,-0.04999999999999993,-0.03750000000000009,-0.012499999999999845,pico-decoder-large,1000,,Plaus
0.6,0.7,0.6124999999999999,-0.09999999999999998,-0.012499999999999956,-0.08750000000000002,pico-decoder-large,2000,,Plaus
0.9,0.85,0.8625,0.050000000000000044,0.03749999999999998,0.012500000000000067,pico-decoder-large,3000,,Plaus
0.95,0.85,0.8875,0.09999999999999998,0.0625,0.03749999999999998,pico-decoder-large,4000,,Plaus
0.9,0.9,0.8625,0.0,0.03749999999999998,-0.03749999999999998,pico-decoder-large,5000,,Plaus
0.95,1.0,0.9625,-0.050000000000000044,-0.012500000000000067,-0.03749999999999998,pico-decoder-large,7000,,Plaus
0.95,0.95,0.9375,0.0,0.012499999999999956,-0.012499999999999956,pico-decoder-large,8000,,Plaus
0.95,0.95,0.8875,0.0,0.0625,-0.0625,pico-decoder-large,10000,,Plaus
1.0,1.0,0.9375,0.0,0.0625,-0.0625,pico-decoder-large,13000,,Plaus
0.95,1.0,0.8625,-0.050000000000000044,0.08749999999999991,-0.13749999999999996,pico-decoder-large,16000,,Plaus
1.0,1.0,0.9750000000000001,0.0,0.02499999999999991,-0.02499999999999991,pico-decoder-large,20000,,Plaus
1.0,0.95,0.9125,0.050000000000000044,0.08750000000000002,-0.03749999999999998,pico-decoder-large,24000,,Plaus
0.95,0.9,0.8125,0.04999999999999993,0.13749999999999996,-0.08750000000000002,pico-decoder-large,30000,,Plaus
0.9,0.9,0.9125,0.0,-0.012499999999999956,0.012499999999999956,pico-decoder-large,37000,,Plaus
