family,step,tokens,task,session,rsa_intact,rsa_circuit_ablated,rsa_random_ablated
beetle-humanscale-eng,0,,Gram,ses-5,-0.022769234458055235,-0.02530041042129816,-0.0239305220099902
beetle-humanscale-eng,0,,Gram,ses-7,-0.028779116213698455,-0.030993291149014904,-0.02953099036052281
beetle-humanscale-eng,0,,Gram,ses-9,-0.038233745935243896,-0.0408047160911629,-0.038746106174548114
beetle-humanscale-eng,1,,Gram,ses-5,-0.022769234458055235,-0.02530041042129816,-0.0239305220099902
beetle-humanscale-eng,1,,Gram,ses-7,-0.028779116213698455,-0.030993291149014904,-0.02953099036052281
beetle-humanscale-eng,1,,Gram,ses-9,-0.038233745935243896,-0.0408047160911629,-0.038746106174548114
beetle-humanscale-eng,2,,Gram,ses-5,-0.022769234458055235,-0.02530041042129816,-0.0239305220099902
beetle-humanscale-eng,2,,Gram,ses-7,-0.028779116213698455,-0.030993291149014904,-0.02953099036052281
beetle-humanscale-eng,2,,Gram,ses-9,-0.038233745935243896,-0.0408047160911629,-0.038746106174548114
beetle-humanscale-eng,4,,Gram,ses-5,-0.022769234458055235,-0.02530041042129816,-0.0239305220099902
beetle-humanscale-eng,4,,Gram,ses-7,-0.028779116213698455,-0.030993291149014904,-0.02953099036052281
beetle-humanscale-eng,4,,Gram,ses-9,-0.038233745935243896,-0.0408047160911629,-0.038746106174548114
beetle-humanscale-eng,6,,Gram,ses-5,-0.022769234458055235,-0.02530041042129816,-0.0239305220099902
beetle-humanscale-eng,6,,Gram,ses-7,-0.028779116213698455,-0.030993291149014904,-0.02953099036052281
beetle-humanscale-eng,6,,Gram,ses-9,-0.038233745935243896,-0.0408047160911629,-0.038746106174548114
beetle-humanscale-eng,8,,Gram,ses-5,-0.022769234458055235,-0.02530041042129816,-0.0239305220099902
beetle-humanscale-eng,8,,Gram,ses-7,-0.028779116213698455,-0.030993291149014904,-0.02953099036052281
beetle-humanscale-eng,8,,Gram,ses-9,-0.038233745935243896,-0.0408047160911629,-0.038746106174548114
beetle-humanscale-eng,16,,Gram,ses-5,-0.022743876453281825,-0.02528053171914348,-0.02383940371770575
beetle-humanscale-eng,16,,Gram,ses-7,-0.02874054902125335,-0.03096340817513574,-0.029448703440271153
beetle-humanscale-eng,16,,Gram,ses-9,-0.03819915405042542,-0.04076325343785529,-0.03867821648981084
beetle-humanscale-eng,32,,Gram,ses-5,-0.022737750108213255,-0.02523123963579063,-0.02392339588695565
beetle-humanscale-eng,32,,Gram,ses-7,-0.028697517452306497,-0.030912443303108213,-0.029488339659372514
beetle-humanscale-eng,32,,Gram,ses-9,-0.03812180326337807,-0.04061316988579393,-0.038638547810385906
beetle-humanscale-eng,64,,Gram,ses-5,-0.02289505283623673,-0.025476492528518063,-0.023793874867865522
beetle-humanscale-eng,64,,Gram,ses-7,-0.028636875075811766,-0.030826966615060347,-0.02893383942800885
beetle-humanscale-eng,64,,Gram,ses-9,-0.037978627268172555,-0.04029767285285956,-0.03932437601885179
beetle-humanscale-eng,256,,Gram,ses-5,-0.041016956834818964,-0.041989078605113465,-0.03950427113208046
beetle-humanscale-eng,256,,Gram,ses-7,-0.03183097524320912,-0.0317177384864436,-0.031096984570650632
beetle-humanscale-eng,256,,Gram,ses-9,-0.019065989787408737,-0.020293011658595886,-0.01778497341399414
beetle-humanscale-eng,500,,Gram,ses-5,-0.04256350947514952,-0.04276009568675823,-0.04142786990687854
beetle-humanscale-eng,500,,Gram,ses-7,-0.037575061049347803,-0.036838449746666384,-0.04573394823068542
beetle-humanscale-eng,500,,Gram,ses-9,-0.026303973261003224,-0.027852830584307306,-0.042851441201307676
beetle-humanscale-eng,1000,,Gram,ses-5,-0.03491141883365611,-0.034930081355687675,-0.03268223640874215
beetle-humanscale-eng,1000,,Gram,ses-7,-0.03322483019342009,-0.03181717744167001,-0.031906430347359925
beetle-humanscale-eng,1000,,Gram,ses-9,-0.06663928385904297,-0.06432834037111922,-0.0689456352931923
beetle-humanscale-eng,2000,,Gram,ses-5,-0.014882669915281425,-0.018458096651814464,-0.01446312456117362
beetle-humanscale-eng,2000,,Gram,ses-7,-0.019347847105016035,-0.02398910856599212,-0.01891073855183493
beetle-humanscale-eng,2000,,Gram,ses-9,-0.04236069088141524,-0.046287671578304955,-0.036094143183277146
beetle-humanscale-eng,2500,,Gram,ses-5,-0.007425912516906893,-0.010334576075017888,-0.007762798739052763
beetle-humanscale-eng,2500,,Gram,ses-7,-0.020927007222384126,-0.02326294732347888,-0.019209812825064107
beetle-humanscale-eng,2500,,Gram,ses-9,-0.042368505163309485,-0.04284265310970631,-0.04170083958789218
beetle-humanscale-eng,4000,,Gram,ses-5,-0.01436234824061611,-0.01507625462897063,-0.015241116284342937
beetle-humanscale-eng,4000,,Gram,ses-7,-0.02015101938318991,-0.019916058577055952,-0.01931702710979647
beetle-humanscale-eng,4000,,Gram,ses-9,-0.038160645286562746,-0.036543727320817246,-0.039076015591147865
beetle-humanscale-eng,5500,,Gram,ses-5,-0.020059013842061196,-0.02030279736414166,-0.01707869087363558
beetle-humanscale-eng,5500,,Gram,ses-7,-0.029996415135965397,-0.03129075755421655,-0.02663989432952826
beetle-humanscale-eng,5500,,Gram,ses-9,-0.037834931907789894,-0.038674111340889925,-0.03785233064122378
beetle-humanscale-eng,7500,,Gram,ses-5,-0.025032502386739968,-0.026648377294088064,-0.025120327038192784
beetle-humanscale-eng,7500,,Gram,ses-7,-0.028887040297506227,-0.029780188264574858,-0.029069854675834686
beetle-humanscale-eng,7500,,Gram,ses-9,-0.03844198323899291,-0.0355505972291078,-0.03876669251175663
beetle-humanscale-eng,9500,,Gram,ses-5,-0.01983002573546424,-0.019322660057946764,-0.0193959814368282
beetle-humanscale-eng,9500,,Gram,ses-7,-0.03184913138419298,-0.03259059442323743,-0.03416880453513568
beetle-humanscale-eng,9500,,Gram,ses-9,-0.04172100610491585,-0.040890616927438755,-0.04208487334801367
beetle-humanscale-eng,0,,Phon,ses-5,-0.02749175868737119,-0.016403622428161454,-0.025959382476367285
beetle-humanscale-eng,0,,Phon,ses-7,-0.034770538144139045,-0.02082578527256312,-0.029928851928966466
beetle-humanscale-eng,0,,Phon,ses-9,-0.015435694941745338,-0.005186356781864221,-0.011791577418215026
beetle-humanscale-eng,1,,Phon,ses-5,-0.02749175868737119,-0.016403622428161454,-0.025959382476367285
beetle-humanscale-eng,1,,Phon,ses-7,-0.034770538144139045,-0.02082578527256312,-0.029928851928966466
beetle-humanscale-eng,1,,Phon,ses-9,-0.015435694941745338,-0.005186356781864221,-0.011791577418215026
beetle-humanscale-eng,2,,Phon,ses-5,-0.02749175868737119,-0.016403622428161454,-0.025959382476367285
beetle-humanscale-eng,2,,Phon,ses-7,-0.034770538144139045,-0.02082578527256312,-0.029928851928966466
beetle-humanscale-eng,2,,Phon,ses-9,-0.015435694941745338,-0.005186356781864221,-0.011791577418215026
beetle-humanscale-eng,4,,Phon,ses-5,-0.02749175868737119,-0.016403622428161454,-0.025959382476367285
beetle-humanscale-eng,4,,Phon,ses-7,-0.034770538144139045,-0.02082578527256312,-0.029928851928966466
beetle-humanscale-eng,4,,Phon,ses-9,-0.015435694941745338,-0.005186356781864221,-0.011791577418215026
beetle-humanscale-eng,6,,Phon,ses-5,-0.02749175868737119,-0.016403622428161454,-0.025959382476367285
beetle-humanscale-eng,6,,Phon,ses-7,-0.034770538144139045,-0.02082578527256312,-0.029928851928966466
beetle-humanscale-eng,6,,Phon,ses-9,-0.015435694941745338,-0.005186356781864221,-0.011791577418215026
beetle-humanscale-eng,8,,Phon,ses-5,-0.02749175868737119,-0.016403622428161454,-0.025959382476367285
beetle-humanscale-eng,8,,Phon,ses-7,-0.034770538144139045,-0.02082578527256312,-0.029928851928966466
beetle-humanscale-eng,8,,Phon,ses-9,-0.015435694941745338,-0.005186356781864221,-0.011791577418215026
beetle-humanscale-eng,16,,Phon,ses-5,-0.027510059041710416,-0.016378807791560184,-0.025946018316717293
beetle-humanscale-eng,16,,Phon,ses-7,-0.034796562216707995,-0.0208101984239957,-0.029921497580960986
beetle-humanscale-eng,16,,Phon,ses-9,-0.015457320346721792,-0.005156251671350859,-0.011768677901550697
beetle-humanscale-eng,32,,Phon,ses-5,-0.0274656728135585,-0.016338428583584013,-0.025887751960392037
beetle-humanscale-eng,32,,Phon,ses-7,-0.034733941028556155,-0.020729659186872914,-0.029853055577991443
beetle-humanscale-eng,32,,Phon,ses-9,-0.015409135497936988,-0.0051228351639634245,-0.011733165182209774
beetle-humanscale-eng,64,,Phon,ses-5,-0.027387821930538556,-0.015463182122828956,-0.030493859739224406
beetle-humanscale-eng,64,,Phon,ses-7,-0.03463335519264883,-0.0196381845466414,-0.029985101121440694
beetle-humanscale-eng,64,,Phon,ses-9,-0.015264406327138033,-0.004576551693321561,-0.01723298362129425
beetle-humanscale-eng,256,,Phon,ses-5,-0.024934107747471825,-0.02628545877350236,-0.021898245251056794
beetle-humanscale-eng,256,,Phon,ses-7,-0.0301939979487233,-0.029586216491603683,-0.025798472877613332
beetle-humanscale-eng,256,,Phon,ses-9,-0.03030914516372337,-0.03065798372127214,-0.026761426801146317
beetle-humanscale-eng,500,,Phon,ses-5,-0.020181227763701407,-0.02320444903129443,-0.022470432784875684
beetle-humanscale-eng,500,,Phon,ses-7,-0.022937536645757112,-0.026611118990170837,-0.024144918800010566
beetle-humanscale-eng,500,,Phon,ses-9,-0.03302861403693589,-0.03417311558153761,-0.03487132447477899
beetle-humanscale-eng,1000,,Phon,ses-5,-0.03989097312026406,-0.038340373447166044,-0.038370475683202954
beetle-humanscale-eng,1000,,Phon,ses-7,-0.04786978604420196,-0.041556237814937114,-0.043768487352506616
beetle-humanscale-eng,1000,,Phon,ses-9,-0.045315215824441285,-0.04052486057253153,-0.03934823747218455
beetle-humanscale-eng,2000,,Phon,ses-5,-0.05821886925562784,-0.056960511135953525,-0.04570617695993509
beetle-humanscale-eng,2000,,Phon,ses-7,-0.03566517869752377,-0.024435461537850436,-0.01790225444146226
beetle-humanscale-eng,2000,,Phon,ses-9,-0.06028333477254776,-0.057829549446188816,-0.05077412615188221
beetle-humanscale-eng,2500,,Phon,ses-5,-0.02355771140810465,-0.029342322913503506,-0.014117602326897311
beetle-humanscale-eng,2500,,Phon,ses-7,0.027451597220986345,0.02969080862906764,0.03579035064915434
beetle-humanscale-eng,2500,,Phon,ses-9,-0.014128886084214304,-0.017466827311094967,0.000902437570763996
beetle-humanscale-eng,4000,,Phon,ses-5,-0.030216203279324182,-0.03228979813345943,-0.01187636944325031
beetle-humanscale-eng,4000,,Phon,ses-7,0.004455753976233634,-0.009376762806370188,0.023623381697154208
beetle-humanscale-eng,4000,,Phon,ses-9,-0.012443699830482421,-0.017992523062759978,0.00433233042490572
beetle-humanscale-eng,5500,,Phon,ses-5,-0.018667842500004608,-0.021305480058928634,-0.009188833847575373
beetle-humanscale-eng,5500,,Phon,ses-7,-0.016832206867331924,-0.007362034355519796,-0.021244294671765165
beetle-humanscale-eng,5500,,Phon,ses-9,-0.009571254913526749,-0.011413452257322945,-0.006829721559059544
beetle-humanscale-eng,7500,,Phon,ses-5,0.012229711586782108,0.007448784617638812,0.00058915916141763
beetle-humanscale-eng,7500,,Phon,ses-7,0.02975287073154933,0.02176149131517721,0.012136820005720856
beetle-humanscale-eng,7500,,Phon,ses-9,0.019146152507338796,0.012287949198342831,0.007144187845800191
beetle-humanscale-eng,9500,,Phon,ses-5,-0.009375288199949703,-0.00537134227677097,-0.012182999907179562
beetle-humanscale-eng,9500,,Phon,ses-7,-0.01213734244181622,-0.0069274307626563435,-0.020456233237692675
beetle-humanscale-eng,9500,,Phon,ses-9,-0.01491376547285312,-0.01255503692694379,-0.016577276736889728
beetle-humanscale-eng,0,,Plaus,ses-5,-0.007794780813856162,-0.007260853935571593,0.001080553317160771
beetle-humanscale-eng,0,,Plaus,ses-7,-0.029795580950012075,-0.03365788337017644,-0.017209765660213955
beetle-humanscale-eng,0,,Plaus,ses-9,-0.024335665800540477,-0.027396843106937494,-0.01682967041935238
beetle-humanscale-eng,1,,Plaus,ses-5,-0.007794780813856162,-0.007260853935571593,0.001080553317160771
beetle-humanscale-eng,1,,Plaus,ses-7,-0.029795580950012075,-0.03365788337017644,-0.017209765660213955
beetle-humanscale-eng,1,,Plaus,ses-9,-0.024335665800540477,-0.027396843106937494,-0.01682967041935238
beetle-humanscale-eng,2,,Plaus,ses-5,-0.007794780813856162,-0.007260853935571593,0.001080553317160771
beetle-humanscale-eng,2,,Plaus,ses-7,-0.029795580950012075,-0.03365788337017644,-0.017209765660213955
beetle-humanscale-eng,2,,Plaus,ses-9,-0.024335665800540477,-0.027396843106937494,-0.01682967041935238
beetle-humanscale-eng,4,,Plaus,ses-5,-0.007794780813856162,-0.007260853935571593,0.001080553317160771
beetle-humanscale-eng,4,,Plaus,ses-7,-0.029795580950012075,-0.03365788337017644,-0.017209765660213955
beetle-humanscale-eng,4,,Plaus,ses-9,-0.024335665800540477,-0.027396843106937494,-0.01682967041935238
beetle-humanscale-eng,6,,Plaus,ses-5,-0.007794780813856162,-0.007260853935571593,0.001080553317160771
beetle-humanscale-eng,6,,Plaus,ses-7,-0.029795580950012075,-0.03365788337017644,-0.017209765660213955
beetle-humanscale-eng,6,,Plaus,ses-9,-0.024335665800540477,-0.027396843106937494,-0.01682967041935238
beetle-humanscale-eng,8,,Plaus,ses-5,-0.007794780813856162,-0.007260853935571593,0.001080553317160771
beetle-humanscale-eng,8,,Plaus,ses-7,-0.029795580950012075,-0.03365788337017644,-0.017209765660213955
beetle-humanscale-eng,8,,Plaus,ses-9,-0.024335665800540477,-0.027396843106937494,-0.01682967041935238
beetle-humanscale-eng,16,,Plaus,ses-5,-0.00780646003827689,-0.007238330799056688,0.0010721785536795371
beetle-humanscale-eng,16,,Plaus,ses-7,-0.029834503041994885,-0.033647658368251676,-0.017239893168530685
beetle-humanscale-eng,16,,Plaus,ses-9,-0.02436740983297103,-0.02739420083659884,-0.016853011556021265
beetle-humanscale-eng,32,,Plaus,ses-5,-0.007831493439814593,-0.007217802890430595,0.001040798076872982
beetle-humanscale-eng,32,,Plaus,ses-7,-0.030037477445282297,-0.0337099648773348,-0.017333588810506645
beetle-humanscale-eng,32,,Plaus,ses-9,-0.024502527011844733,-0.027474695946989397,-0.01697403229837902
beetle-humanscale-eng,64,,Plaus,ses-5,-0.00781865862787475,-0.007321569888799752,-0.006979747533449566
beetle-humanscale-eng,64,,Plaus,ses-7,-0.03042012190355496,-0.034169291439989244,-0.027476970333660915
beetle-humanscale-eng,64,,Plaus,ses-9,-0.02481619111850815,-0.027837530951797664,-0.02626423749690958
beetle-humanscale-eng,256,,Plaus,ses-5,0.02171900232914183,0.022388654476361666,0.016352808789905054
beetle-humanscale-eng,256,,Plaus,ses-7,0.02316147635199696,0.021821302120885594,0.01619490879192787
beetle-humanscale-eng,256,,Plaus,ses-9,0.031126056036440527,0.03225937360956543,0.02466415778301097
beetle-humanscale-eng,500,,Plaus,ses-5,0.02628000888612178,0.027337023058639887,0.025886464251194088
beetle-humanscale-eng,500,,Plaus,ses-7,0.04565765348616491,0.04461936242828237,0.04571378171366174
beetle-humanscale-eng,500,,Plaus,ses-9,0.04805043810589663,0.04923646042439245,0.04583861546202826
beetle-humanscale-eng,1000,,Plaus,ses-5,0.02087113434943271,0.02038267140034123,0.028491552371207436
beetle-humanscale-eng,1000,,Plaus,ses-7,0.045955414198300265,0.04489283632632214,0.04503587166012553
beetle-humanscale-eng,1000,,Plaus,ses-9,0.04665135055152606,0.04600383201693828,0.04540551467679735
beetle-humanscale-eng,2000,,Plaus,ses-5,-0.03130801995429144,-0.03232725031017328,-0.023851098090277478
beetle-humanscale-eng,2000,,Plaus,ses-7,-0.042281474707773374,-0.04392736459431648,-0.03308786277610285
beetle-humanscale-eng,2000,,Plaus,ses-9,-0.03945809740381196,-0.04039279025700791,-0.03288280658406377
beetle-humanscale-eng,2500,,Plaus,ses-5,-0.03038516646311249,-0.02670483878090689,-0.02722788063068743
beetle-humanscale-eng,2500,,Plaus,ses-7,-0.054188810806362,-0.04888431568614679,-0.04949011621288154
beetle-humanscale-eng,2500,,Plaus,ses-9,-0.04560517379903741,-0.039420030100349855,-0.043301213608724486
beetle-humanscale-eng,4000,,Plaus,ses-5,-0.049240576393421207,-0.04803545658455797,-0.04671726448456867
beetle-humanscale-eng,4000,,Plaus,ses-7,-0.06687314317819712,-0.06535602339525887,-0.06551982468006118
beetle-humanscale-eng,4000,,Plaus,ses-9,-0.05931042229955846,-0.059934822591699216,-0.05703797242734638
beetle-humanscale-eng,5500,,Plaus,ses-5,-0.043326082544622765,-0.04656880611270741,-0.04170069892649004
beetle-humanscale-eng,5500,,Plaus,ses-7,-0.04823365932028051,-0.05021656743428534,-0.04591281110562454
beetle-humanscale-eng,5500,,Plaus,ses-9,-0.046569197800611827,-0.048226870784611096,-0.04537417315237908
beetle-humanscale-eng,7500,,Plaus,ses-5,-0.04913714265437404,-0.05121792513600917,-0.05019254679484304
beetle-humanscale-eng,7500,,Plaus,ses-7,-0.05952244447703582,-0.06322919702664952,-0.060019366586449824
beetle-humanscale-eng,7500,,Plaus,ses-9,-0.05915083220073404,-0.059726009658212224,-0.059304319758727186
beetle-humanscale-eng,9500,,Plaus,ses-5,-0.04883724388892617,-0.048738200949647335,-0.04772548213467376
beetle-humanscale-eng,9500,,Plaus,ses-7,-0.05630540784500344,-0.05422412763840689,-0.053392628317863684
beetle-humanscale-eng,9500,,Plaus,ses-9,-0.052122005740056404,-0.050963858183421515,-0.049005070253851264
beetle-humanscale-eng,0,,Sem,ses-5,0.013969877951634138,0.024398670395106955,0.00927597647573025
beetle-humanscale-eng,0,,Sem,ses-7,0.0012574885905472174,0.010252495772264947,0.006143631458544817
beetle-humanscale-eng,0,,Sem,ses-9,-0.003202265938290143,0.00018458522406064276,0.002261613640319226
beetle-humanscale-eng,1,,Sem,ses-5,0.013969877951634138,0.024398670395106955,0.00927597647573025
beetle-humanscale-eng,1,,Sem,ses-7,0.0012574885905472174,0.010252495772264947,0.006143631458544817
beetle-humanscale-eng,1,,Sem,ses-9,-0.003202265938290143,0.00018458522406064276,0.002261613640319226
beetle-humanscale-eng,2,,Sem,ses-5,0.013969877951634138,0.024398670395106955,0.00927597647573025
beetle-humanscale-eng,2,,Sem,ses-7,0.0012574885905472174,0.010252495772264947,0.006143631458544817
beetle-humanscale-eng,2,,Sem,ses-9,-0.003202265938290143,0.00018458522406064276,0.002261613640319226
beetle-humanscale-eng,4,,Sem,ses-5,0.013969877951634138,0.024398670395106955,0.00927597647573025
beetle-humanscale-eng,4,,Sem,ses-7,0.0012574885905472174,0.010252495772264947,0.006143631458544817
beetle-humanscale-eng,4,,Sem,ses-9,-0.003202265938290143,0.00018458522406064276,0.002261613640319226
beetle-humanscale-eng,6,,Sem,ses-5,0.013969877951634138,0.024398670395106955,0.00927597647573025
beetle-humanscale-eng,6,,Sem,ses-7,0.0012574885905472174,0.010252495772264947,0.006143631458544817
beetle-humanscale-eng,6,,Sem,ses-9,-0.003202265938290143,0.00018458522406064276,0.002261613640319226
beetle-humanscale-eng,8,,Sem,ses-5,0.013969877951634138,0.024398670395106955,0.00927597647573025
beetle-humanscale-eng,8,,Sem,ses-7,0.0012574885905472174,0.010252495772264947,0.006143631458544817
beetle-humanscale-eng,8,,Sem,ses-9,-0.003202265938290143,0.00018458522406064276,0.002261613640319226
beetle-humanscale-eng,16,,Sem,ses-5,0.013985024286685103,0.024377798102961236,0.00927946321566797
beetle-humanscale-eng,16,,Sem,ses-7,0.0012625800069649283,0.010237268233254175,0.006144899821279786
beetle-humanscale-eng,16,,Sem,ses-9,-0.003185895794889232,0.00017616588252925225,0.00225742121641225
beetle-humanscale-eng,32,,Sem,ses-5,0.013932228059050268,0.023710908786534698,0.007584431880083914
beetle-humanscale-eng,32,,Sem,ses-7,0.001224953828811798,0.009190061249020887,0.006543350405172368
beetle-humanscale-eng,32,,Sem,ses-9,-0.003296578229338386,-0.00020834133470802292,0.0029336798888379596
beetle-humanscale-eng,64,,Sem,ses-5,0.013874086023831616,0.024054137803285067,0.009119080364724063
beetle-humanscale-eng,64,,Sem,ses-7,0.0012094841151598483,0.009472993091831822,0.0073075120047748215
beetle-humanscale-eng,64,,Sem,ses-9,-0.0035479490393124213,-0.00021289378679076098,0.004840213045990319
beetle-humanscale-eng,256,,Sem,ses-5,0.001965471422348546,-0.00029640307670880683,-0.0020024594667290684
beetle-humanscale-eng,256,,Sem,ses-7,-0.010121178908596574,-0.013003609756750627,-0.012893214051327678
beetle-humanscale-eng,256,,Sem,ses-9,-0.01259647897258853,-0.01442545875503385,-0.016165165203653367
beetle-humanscale-eng,500,,Sem,ses-5,0.0037761300105003544,0.006092409006768102,-0.001973454562078165
