dataset,family,model_ref,step,tokens,task,session,n_stim,rsa,rsa_pearson,rsa_kendall,rsa_lo,rsa_hi
ds003604,beetle-humanscale-eng,Beetle-HumanScale/beetle-monolingual-humanscale-eng@step-16,16,,Phon,ses-9,72,-0.015457320346721792,-0.031733737257373246,-0.010384376272857846,-0.057191082013155904,0.02237316905617354
ds003604,beetle-humanscale-eng,Beetle-HumanScale/beetle-monolingual-humanscale-eng@step-32,32,,Phon,ses-9,72,-0.015409135497936988,-0.031700830589189724,-0.010385601278906314,-0.05583398320724243,0.021949236459470542
ds003604,beetle-humanscale-eng,Beetle-HumanScale/beetle-monolingual-humanscale-eng@step-64,64,,Phon,ses-9,72,-0.015264406327138033,-0.03156606189055536,-0.01027351322547155,-0.0562844354102283,0.024059502228986576
ds003604,beetle-humanscale-eng,Beetle-HumanScale/beetle-monolingual-humanscale-eng@step-256,256,,Phon,ses-9,72,-0.03030914516372337,-0.02410749748376757,-0.020406150755369352,-0.06550471258536532,0.00936831084246494
ds003604,beetle-humanscale-eng,Beetle-HumanScale/beetle-monolingual-humanscale-eng@step-500,500,,Phon,ses-9,72,-0.03302861403693589,-0.013528168342669844,-0.022161584422823084,-0.06939389358641489,0.0028662954879019485
ds003604,beetle-humanscale-eng,Beetle-HumanScale/beetle-monolingual-humanscale-eng@step-1000,1000,,Phon,ses-9,72,-0.045315215824441285,-0.04344303654830431,-0.029711909202551685,-0.08404975166133026,-0.007408353138446629
ds003604,beetle-humanscale-eng,Beetle-HumanScale/beetle-monolingual-humanscale-eng@step-2000,2000,,Phon,ses-9,72,-0.06028333477254776,-0.005937577163669633,-0.03937659442193495,-0.09945984289785757,-0.023093542792655842
ds003604,beetle-humanscale-eng,Beetle-HumanScale/beetle-monolingual-humanscale-eng@step-2500,2500,,Phon,ses-9,72,-0.014128886084214304,-0.0041101636197994895,-0.008888643887679196,-0.04779645664896105,0.021683982993682103
ds003604,beetle-humanscale-eng,Beetle-HumanScale/beetle-monolingual-humanscale-eng@step-4000,4000,,Phon,ses-9,72,-0.012443699830482421,-0.014478639152798435,-0.008883131360461092,-0.0531283038755464,0.025283321121397265
ds003604,beetle-humanscale-eng,Beetle-HumanScale/beetle-monolingual-humanscale-eng@step-5500,5500,,Phon,ses-9,72,-0.009571254913526749,-0.02110666680576292,-0.00652744472925835,-0.04886949426667339,0.026929580415085117
ds003604,beetle-humanscale-eng,Beetle-HumanScale/beetle-monolingual-humanscale-eng@step-7500,7500,,Phon,ses-9,72,0.019146152507338796,0.025646491439728834,0.012868076036125426,-0.02025330755914112,0.059624803513467835
ds003604,beetle-humanscale-eng,Beetle-HumanScale/beetle-monolingual-humanscale-eng@step-9500,9500,,Phon,ses-9,72,-0.01491376547285312,-0.0022506207128373847,-0.010011974434123768,-0.05322238987127882,0.021361075023434803
ds003604,beetle-humanscale-eng,Beetle-HumanScale/beetle-monolingual-humanscale-eng@step-0,0,,Plaus,ses-5,60,-0.007794780813856162,0.00269600609849625,-0.005102950053175691,-0.05207384234506181,0.03948730973164666
ds003604,beetle-humanscale-eng,Beetle-HumanScale/beetle-monolingual-humanscale-eng@step-1,1,,Plaus,ses-5,60,-0.007794780813856162,0.00269600609849625,-0.005102950053175691,-0.05166832641017577,0.03762305290421334
ds003604,beetle-humanscale-eng,Beetle-HumanScale/beetle-monolingual-humanscale-eng@step-2,2,,Plaus,ses-5,60,-0.007794780813856162,0.00269600609849625,-0.005102950053175691,-0.05434941848607728,0.03661179310492963
ds003604,beetle-humanscale-eng,Beetle-HumanScale/beetle-monolingual-humanscale-eng@step-4,4,,Plaus,ses-5,60,-0.007794780813856162,0.00269600609849625,-0.005102950053175691,-0.05604632252852828,0.0345696349888445
ds003604,beetle-humanscale-eng,Beetle-HumanScale/beetle-monolingual-humanscale-eng@step-6,6,,Plaus,ses-5,60,-0.007794780813856162,0.00269600609849625,-0.005102950053175691,-0.055547920308498054,0.03783177433439802
