acc_none,acc_localized_ablated,acc_random_ablated,drop_localized,drop_random,causal_selectivity,family,step,tokens,phenomenon
0.6,0.65,0.6,-0.050000000000000044,0.0,-0.050000000000000044,beetle-humanscale-eng,5500,,Plaus
0.7,0.7,0.7,0.0,0.0,0.0,beetle-humanscale-eng,7500,,Plaus
0.7,0.7,0.725,0.0,-0.025000000000000022,0.025000000000000022,beetle-humanscale-eng,9500,,Plaus
0.5416666666666666,0.5833333333333334,0.53125,-0.04166666666666674,0.01041666666666663,-0.05208333333333337,beetle-humanscale-eng,0,,Sem
0.5416666666666666,0.5833333333333334,0.53125,-0.04166666666666674,0.01041666666666663,-0.05208333333333337,beetle-humanscale-eng,1,,Sem
0.5416666666666666,0.5833333333333334,0.53125,-0.04166666666666674,0.01041666666666663,-0.05208333333333337,beetle-humanscale-eng,2,,Sem
0.5416666666666666,0.5833333333333334,0.53125,-0.04166666666666674,0.01041666666666663,-0.05208333333333337,beetle-humanscale-eng,4,,Sem
0.5416666666666666,0.5833333333333334,0.53125,-0.04166666666666674,0.01041666666666663,-0.05208333333333337,beetle-humanscale-eng,6,,Sem
0.5416666666666666,0.5833333333333334,0.53125,-0.04166666666666674,0.01041666666666663,-0.05208333333333337,beetle-humanscale-eng,8,,Sem
0.5416666666666666,0.5833333333333334,0.53125,-0.04166666666666674,0.01041666666666663,-0.05208333333333337,beetle-humanscale-eng,16,,Sem
0.5416666666666666,0.5833333333333334,0.5520833333333333,-0.04166666666666674,-0.01041666666666663,-0.03125000000000011,beetle-humanscale-eng,32,,Sem
0.5416666666666666,0.5833333333333334,0.5,-0.04166666666666674,0.04166666666666663,-0.08333333333333337,beetle-humanscale-eng,64,,Sem
0.4583333333333333,0.4583333333333333,0.5625,0.0,-0.10416666666666669,0.10416666666666669,beetle-humanscale-eng,256,,Sem
0.5833333333333334,0.5833333333333334,0.5208333333333333,0.0,0.06250000000000011,-0.06250000000000011,beetle-humanscale-eng,500,,Sem
0.625,0.6666666666666666,0.6770833333333333,-0.04166666666666663,-0.05208333333333326,0.01041666666666663,beetle-humanscale-eng,1000,,Sem
0.7083333333333334,0.625,0.65625,0.08333333333333337,0.05208333333333337,0.03125,beetle-humanscale-eng,2000,,Sem
0.7083333333333334,0.6666666666666666,0.6979166666666666,0.04166666666666674,0.01041666666666674,0.03125,beetle-humanscale-eng,2500,,Sem
0.625,0.625,0.625,0.0,0.0,0.0,beetle-humanscale-eng,4000,,Sem
0.7916666666666666,0.7916666666666666,0.7708333333333334,0.0,0.02083333333333326,-0.02083333333333326,beetle-humanscale-eng,5500,,Sem
0.6666666666666666,0.625,0.6666666666666666,0.04166666666666663,0.0,0.04166666666666663,beetle-humanscale-eng,7500,,Sem
0.6666666666666666,0.6666666666666666,0.65625,0.0,0.01041666666666663,-0.01041666666666663,beetle-humanscale-eng,9500,,Sem
