family,step,layer,per,gini,hoyer,norm,condition_number
pico-decoder-small,0,0,0.4328215650593158,0.046462888052565855,0.0036532701038689357,11.424782088762715,16.329935261374228
pico-decoder-small,0,1,0.39620845474827354,0.04885907473273606,0.003959946546331969,12.286125995885243,18.94999473128185
pico-decoder-small,0,2,0.36195919403769977,0.05334620839501077,0.0047327625366666804,13.16038998171675,21.896444692335297
pico-decoder-small,0,3,0.3348102064817086,0.057571051600714185,0.005578233868393454,14.014980339812775,24.17941039649307
pico-decoder-small,0,4,0.32332794198161596,0.057910770210412466,0.00562824037379709,14.673601575483996,25.08030424698417
pico-decoder-small,0,5,0.30777629456112376,0.05983047079841149,0.0060418769419822585,15.440965478155414,26.98701771853383
pico-decoder-small,0,6,0.29797901409370947,0.05865690207234516,0.005768531197102197,16.163146737832285,27.56149255989395
pico-decoder-small,0,7,0.28158981514849846,0.06078571436109925,0.006193008349155455,16.907664886371208,29.910682454451788
pico-decoder-small,0,8,0.2757356704982254,0.06324689389709981,0.0066945262710095405,17.595115192690532,30.63030536221707
pico-decoder-small,0,9,0.2698762568612932,0.06557535631027205,0.007220600430564285,18.30116319090729,31.459503638433237
pico-decoder-small,0,10,0.25989270066503495,0.06492100901610476,0.00699080428608108,19.011267608710384,33.22477148604859
pico-decoder-small,0,11,0.25456745243332235,0.06640047340730575,0.007296803176243275,19.666909004052822,34.31373625099765
pico-decoder-small,1000,0,0.4344148007289579,0.04719261504704949,0.0038206067455806947,11.361797534817612,16.451288996356695
pico-decoder-small,1000,1,0.3970956145497681,0.05438956937177656,0.004869340356375183,12.266492577772647,18.792899354800447
pico-decoder-small,1000,2,0.3655708822259402,0.061959942527772295,0.006624313856166995,13.13891875914656,21.026850243376497
pico-decoder-small,1000,3,0.3400304997519314,0.07465058431795102,0.009686811516371782,14.099086435097355,23.067803181746854
pico-decoder-small,1000,4,0.33000383908136394,0.08223604420187709,0.01151144102325379,14.79208645150912,24.213926390395503
pico-decoder-small,1000,5,0.31052980924770085,0.09228457161161281,0.01458805576352841,15.899671965777067,27.501592984595455
pico-decoder-small,1000,6,0.28670540971706965,0.10450443119801218,0.01834581839128271,17.376059234073406,30.47546711162979
pico-decoder-small,1000,7,0.2524601518066997,0.12511632097830075,0.02656168370063373,19.433265833624553,35.91573566573501
pico-decoder-small,1000,8,0.2049365114848869,0.12484100203105324,0.026882449320248032,21.121921855999325,44.62432817804425
pico-decoder-small,1000,9,0.13144577673315852,0.12428910025342803,0.027033702830426214,24.74845452269061,63.647800034550286
pico-decoder-small,1000,10,0.08153260207072596,0.15703109749930513,0.04273965525049499,32.11356892161524,94.47704282828627
pico-decoder-small,1000,11,0.052615692294034504,0.19768237681336456,0.0616768816779963,50.21682494884328,136.27049063019263
pico-decoder-small,2000,0,0.44032020086031315,0.048937972273898143,0.004063014072250438,11.225556001132217,16.40929210832315
pico-decoder-small,2000,1,0.4109739685968043,0.06138234442884061,0.006419557969567578,11.967139683118425,18.094630600408422
pico-decoder-small,2000,2,0.3868574461429018,0.0674267329500083,0.007988013611159184,12.292745339881096,18.77659189831093
pico-decoder-small,2000,3,0.3709111325886337,0.08291316609913062,0.012425980028442418,12.824487984393148,20.502562175793454
pico-decoder-small,2000,4,0.36094304952300427,0.08325668545035292,0.012373955572945246,12.802835107866507,21.97102389242442
pico-decoder-small,2000,5,0.3314179590094431,0.09666157189938662,0.017431387358511612,13.514195591436815,25.8245343337163
pico-decoder-small,2000,6,0.3071120799533753,0.11145282127265273,0.022611719692055977,14.321695136141734,29.405362046597013
pico-decoder-small,2000,7,0.2576039105271661,0.12969893032069457,0.03232341835155743,15.818687470171282,38.09764103913912
pico-decoder-small,2000,8,0.2308938835753973,0.1383986697709627,0.03517677535305411,17.38030677252467,43.44027288509379
pico-decoder-small,2000,9,0.17214186472417892,0.1345355841530552,0.030712281468558648,20.29480126193414,52.590561146834254
pico-decoder-small,2000,10,0.13318468332605474,0.139151396127712,0.033651857444559,23.881384854076963,65.5069622470118
pico-decoder-small,2000,11,0.08906286409194102,0.17312040598507114,0.050300278568858034,35.85441259074963,103.0992355763836
pico-decoder-small,3000,0,0.4460379044066507,0.04833732122056459,0.00403077822178818,11.057688161926329,16.214763853373878
pico-decoder-small,3000,1,0.4221947145797669,0.056401987668445695,0.005392079470800368,11.506056421195279,18.058625404428707
pico-decoder-small,3000,2,0.40197305005132083,0.059209618578541345,0.006175916896936712,11.501490938545123,18.875651858093914
pico-decoder-small,3000,3,0.38063183987267535,0.06941481774340257,0.00883318199859454,11.742353526108827,20.930983123776134
pico-decoder-small,3000,4,0.35562461829811604,0.07505397627142003,0.010362982902874572,11.7454166945534,24.458321839255298
pico-decoder-small,3000,5,0.3038946236352873,0.10142143249515605,0.01890763763404855,12.549840158038654,29.397035022083237
pico-decoder-small,3000,6,0.27153814752206373,0.11394717295687122,0.02533863965819382,13.154158480367222,36.360444653057485
pico-decoder-small,3000,7,0.18120113392345483,0.16042774630763423,0.04867719949424313,15.514285338500576,49.861819942491124
pico-decoder-small,3000,8,0.1415957320604936,0.15557668456823315,0.042955103165507186,18.066705851836996,63.71873813008464
pico-decoder-small,3000,9,0.13715477618422567,0.14751338403560657,0.03915237338291652,21.05846729644548,72.94886689648905
pico-decoder-small,3000,10,0.14492240071752469,0.13316532464901196,0.031791829274104046,24.75118544361575,75.79956730775925
pico-decoder-small,3000,11,0.11006534147194542,0.16632889572857815,0.04846591057563551,37.03281342274544,103.85116739359083
pico-decoder-small,4000,0,0.450887506046249,0.04608389160719032,0.0036617234784007023,10.92061503764205,16.076012902858096
pico-decoder-small,4000,1,0.4271820204996576,0.05452184619428276,0.00496487265818547,11.286699590585556,18.529262776162124
pico-decoder-small,4000,2,0.40938508595255335,0.056011775935366735,0.0055109359059610456,11.262677463095773,20.436610389191237
pico-decoder-small,4000,3,0.3878075305571679,0.0639244625157942,0.007606478352668938,11.525772147598673,20.830211921692303
pico-decoder-small,4000,4,0.355862397028524,0.07061649786343693,0.009305344886314244,11.502120233338752,23.19693766512681
pico-decoder-small,4000,5,0.29554701124370186,0.09965207056893528,0.018982429805075914,12.357958828199303,30.403944602981614
pico-decoder-small,4000,6,0.2619727873569507,0.1311530094419271,0.03366224949214803,13.286886274350259,38.068336096174505
pico-decoder-small,4000,7,0.15141416236953195,0.19756891270051632,0.07381755957595655,17.007834413603007,55.29333494579105
pico-decoder-small,4000,8,0.1279625227560934,0.20555810579513212,0.07840047929436311,21.119797308909696,64.53997986165756
pico-decoder-small,4000,9,0.11884832781986977,0.187315952867347,0.06342486634004744,24.69628425329432,74.33222402510654
pico-decoder-small,4000,10,0.1387451177509439,0.16601670091608542,0.04924924070614791,28.748007487154805,75.63095409649814
pico-decoder-small,4000,11,0.1162377945059744,0.1743968625163245,0.057851492377606624,42.77769292440838,98.02948270851473
pico-decoder-small,5000,0,0.454091306494714,0.04567852180686449,0.0035172214882214473,10.87166869174049,15.802492032315548
pico-decoder-small,5000,1,0.43630508729427275,0.05215788204507662,0.004584572185981703,11.259527541203333,17.316255281430266
pico-decoder-small,5000,2,0.4142171008855975,0.054538068168722496,0.005214174610741851,11.304200986839835,19.067002735357253
pico-decoder-small,5000,3,0.39253822034928343,0.06306207525805767,0.007269447631011366,11.575161053939942,20.76550463696188
pico-decoder-small,5000,4,0.3602709403575486,0.07303478826316256,0.009853196246582412,11.64240859814842,21.989997857135204
pico-decoder-small,5000,5,0.2802630249385839,0.10710112118381065,0.02213727466138593,12.72679905073831,29.659699588279437
pico-decoder-small,5000,6,0.24676988231252023,0.13708449993733973,0.036118887034061596,13.621156018145694,39.269148277245144
pico-decoder-small,5000,7,0.12629693736795586,0.2110119457341407,0.08202839228763094,18.70399596902363,60.817801524376115
pico-decoder-small,5000,8,0.09775453872227578,0.22945088985268747,0.09503832469370241,24.035875388559138,76.14495787912023
pico-decoder-small,5000,9,0.09224698028758857,0.2266919277738951,0.09079925269000028,29.18297309021527,77.38739799425952
pico-decoder-small,5000,10,0.114182904029706,0.1830071826247015,0.06122784908247207,32.53316707365198,80.35426533519463
pico-decoder-small,5000,11,0.093413146282208,0.22573597065750395,0.102792382175633,52.32479900885865,106.27096646690397
pico-decoder-small,7000,0,0.4524220934455066,0.04524582297236698,0.0034666498098245534,10.862720301444364,15.751961794359202
pico-decoder-small,7000,1,0.4318175434205951,0.051167786110217474,0.004443873157522226,11.363121892491852,17.34939319304948
pico-decoder-small,7000,2,0.4075174558982115,0.05331935943739596,0.005034310732866972,11.576827031070355,19.088037783249195
pico-decoder-small,7000,3,0.38616296951395057,0.06373186003368121,0.007487726632538936,12.062677416946512,21.761461318731765
pico-decoder-small,7000,4,0.3476270170695647,0.07878429461295999,0.01138578245486102,12.25219156990385,23.57414555764816
pico-decoder-small,7000,5,0.2762560243542764,0.10844936581149127,0.022079791816062587,13.375855790355502,30.82783462237046
pico-decoder-small,7000,6,0.2210054968423808,0.1500924219745093,0.043351204637425145,14.83250852493583,36.90002649319817
pico-decoder-small,7000,7,0.09775416092825367,0.2396722375897499,0.09989011564372545,22.18392416537214,67.77137387401257
pico-decoder-small,7000,8,0.05387065374943498,0.2884735325322552,0.1356548862628982,32.005210349172856,98.5490480848783
pico-decoder-small,7000,9,0.04456940429047504,0.3168410075773676,0.15756237587431138,42.88825769764283,110.3229143336156
pico-decoder-small,7000,10,0.06363930313618882,0.246073623490996,0.10429111510254226,40.892685577288745,98.72536401131097
pico-decoder-small,7000,11,0.05503125496621499,0.3006038509058559,0.18182919045527557,70.55420051676538,115.40590656802665
pico-decoder-small,8000,0,0.45148953067104075,0.04491804765965801,0.0034119854565919654,10.84794467805139,15.559202722296783
pico-decoder-small,8000,1,0.43002608270553283,0.05127810045454891,0.0045088077685691876,11.377348487900504,17.764768624791373
pico-decoder-small,8000,2,0.4045457495764053,0.05382044654454724,0.005324238611821306,11.653461045081862,19.616502488666757
