family,step,tokens,task,session,rsa_intact,rsa_circuit_ablated,rsa_random_ablated
pico-decoder-small,0,,Gram,ses-5,-0.013867241745300494,-0.010316318225020169,-0.018555021013974923
pico-decoder-small,0,,Gram,ses-7,-0.028811942256914688,-0.030159987034481164,-0.03291414161641733
pico-decoder-small,0,,Gram,ses-9,-0.02968760060164344,-0.03295671657681261,-0.02609963768814741
pico-decoder-small,1000,,Gram,ses-5,-0.026340967209765934,-0.02350985569270842,-0.022789630361365474
pico-decoder-small,1000,,Gram,ses-7,-0.04134186519756725,-0.04177703695144197,-0.03097822955887811
pico-decoder-small,1000,,Gram,ses-9,-0.0360041739864471,-0.037711487461272196,-0.025578591066255683
pico-decoder-small,2000,,Gram,ses-5,-0.0015309770950705695,-0.0023154955072991613,-0.01060288012552364
pico-decoder-small,2000,,Gram,ses-7,-0.010865945079805086,-0.01510501880369739,-0.010570147135234973
pico-decoder-small,2000,,Gram,ses-9,-0.00783324846130898,-0.009806550483558467,-0.007807814715780573
pico-decoder-small,3000,,Gram,ses-5,0.0006577035021134728,0.0035848153441204655,-0.005708921537614583
pico-decoder-small,3000,,Gram,ses-7,-0.002781690674421164,-0.0008292757883786212,-0.016831360520199627
pico-decoder-small,3000,,Gram,ses-9,-0.0182399589493764,-0.012580774201547589,-0.02705034213694999
pico-decoder-small,4000,,Gram,ses-5,0.009741231656447986,0.011698838030240266,0.002529277034314041
pico-decoder-small,4000,,Gram,ses-7,0.0038090685715192443,0.001492046347001476,-0.002302481081568893
pico-decoder-small,4000,,Gram,ses-9,-0.03718226300186224,-0.038675234468085476,-0.03803555401962923
pico-decoder-small,5000,,Gram,ses-5,0.014756139574002942,0.016235570757254073,0.013392570105683402
pico-decoder-small,5000,,Gram,ses-7,0.010286127960077874,0.020299321945498026,-0.0030292785464241137
pico-decoder-small,5000,,Gram,ses-9,-0.03997425333695237,-0.02690415382371711,-0.0475792700172036
pico-decoder-small,7000,,Gram,ses-5,0.0034574540185585735,-0.00689356537436943,0.007986112781089565
pico-decoder-small,7000,,Gram,ses-7,-0.0007511762498675823,-0.017772069353364013,0.0047839797656192605
pico-decoder-small,7000,,Gram,ses-9,-0.05937453143861055,-0.06297089075580355,-0.05821956715770715
pico-decoder-small,8000,,Gram,ses-5,0.005276855154694785,0.003701194260207613,-0.001316115721291572
pico-decoder-small,8000,,Gram,ses-7,0.006447952216412805,0.0034575881878959993,-0.0030532840377154122
pico-decoder-small,8000,,Gram,ses-9,-0.0701664074700813,-0.06557036540386073,-0.05671198638185553
pico-decoder-small,10000,,Gram,ses-5,0.02161992476551785,0.018755459183980687,0.010674351265961548
pico-decoder-small,10000,,Gram,ses-7,0.029053529297100204,0.02688376008442844,0.0196445106582147
pico-decoder-small,10000,,Gram,ses-9,-0.043454432828042774,-0.03957250273222601,-0.0408705997279035
pico-decoder-small,13000,,Gram,ses-5,0.00996253748646655,0.017334685969443334,0.01150500229004878
pico-decoder-small,13000,,Gram,ses-7,0.01980678630780921,0.03332473008524119,0.017566604161247938
pico-decoder-small,13000,,Gram,ses-9,-0.032715666213976806,-0.016924504336674882,-0.01523677092902761
pico-decoder-small,16000,,Gram,ses-5,0.031150078839904397,0.032229499291772545,0.029268455591526348
pico-decoder-small,16000,,Gram,ses-7,0.0275144728274929,0.030495209124038643,0.016680844163823986
pico-decoder-small,16000,,Gram,ses-9,-0.02845158289278408,-0.02969968233407645,-0.01901751137616673
pico-decoder-small,20000,,Gram,ses-5,0.02172262490125232,0.022845137514671328,0.018011544308495865
pico-decoder-small,20000,,Gram,ses-7,0.026301038847752437,0.027864462200253463,0.017087225774713097
pico-decoder-small,20000,,Gram,ses-9,-0.04912976983288036,-0.03889014561436062,-0.04739811977146353
pico-decoder-small,24000,,Gram,ses-5,0.023383675922924504,0.016477060416468875,0.01760333842742208
pico-decoder-small,24000,,Gram,ses-7,0.02085103491707775,0.017171992663685555,0.027342123657483626
pico-decoder-small,24000,,Gram,ses-9,-0.04694665726319947,-0.051818099206658336,-0.012193345091580609
pico-decoder-small,30000,,Gram,ses-5,0.012552633265033388,0.00710568276879592,0.024609107238256687
pico-decoder-small,30000,,Gram,ses-7,0.02062833112912408,0.014693837392962964,0.021167055643232395
pico-decoder-small,30000,,Gram,ses-9,-0.040981936473729344,-0.03330660207653776,-0.04017322646435432
pico-decoder-small,37000,,Gram,ses-5,0.02206813042131699,0.020864153215843447,0.003368707493916354
pico-decoder-small,37000,,Gram,ses-7,0.023999201562601026,0.02000387673644405,0.02090994391229381
pico-decoder-small,37000,,Gram,ses-9,-0.01568944312535007,-0.01000272336704704,-0.011894643030061706
pico-decoder-small,45000,,Gram,ses-5,0.027773125341790307,0.02169410309694155,0.021666364668439627
pico-decoder-small,45000,,Gram,ses-7,0.022704932721083305,0.01544287883555038,0.02331724046068319
pico-decoder-small,45000,,Gram,ses-9,-0.017799481014608657,-0.021307617500379693,-0.00962111547510707
pico-decoder-small,55000,,Gram,ses-5,0.02277206716229217,0.02264174545522063,0.027246335406648142
pico-decoder-small,55000,,Gram,ses-7,0.008365050270410455,0.01131924917042639,0.0196303190047496
pico-decoder-small,55000,,Gram,ses-9,-0.019057138939181803,-0.007932624659909808,-0.013965436388123352
pico-decoder-small,68000,,Gram,ses-5,0.03058349687610773,0.02790280433445514,0.03686145113194856
pico-decoder-small,68000,,Gram,ses-7,0.008629500198497586,0.006689082648046763,0.02602480365818758
pico-decoder-small,68000,,Gram,ses-9,-0.020455908382381382,-0.018733031264414925,-0.0011101506401925102
pico-decoder-small,83000,,Gram,ses-5,0.041728086783497396,0.03415659512542997,0.031213714058232343
pico-decoder-small,83000,,Gram,ses-7,0.013740570742619872,0.009172238972620806,0.006158010114214841
pico-decoder-small,83000,,Gram,ses-9,-0.01313602318437495,-0.011528581469090516,-0.013719863220203354
pico-decoder-small,102000,,Gram,ses-5,0.03445660641999956,0.0275873960264052,0.0415840321955339
pico-decoder-small,102000,,Gram,ses-7,0.01188035832366904,0.010223719741980894,0.014861514440399631
pico-decoder-small,102000,,Gram,ses-9,-0.012394863108350489,-0.010124867236600341,-0.02314118864976529
pico-decoder-small,125000,,Gram,ses-5,0.019858809386385137,0.017016291311624892,0.019821839241859714
pico-decoder-small,125000,,Gram,ses-7,0.004548809049392879,0.00989369996028101,0.006768458959284914
pico-decoder-small,125000,,Gram,ses-9,-0.020384644988014324,-0.008608076384940941,-0.02960921108424184
pico-decoder-small,0,,Phon,ses-5,-0.009062112553136539,-0.019014227691900577,-0.004688550637986276
pico-decoder-small,0,,Phon,ses-7,-0.01901207039732246,-0.029400860189234476,-0.015335075330739686
pico-decoder-small,0,,Phon,ses-9,-0.003597332544778208,-0.012883869128378361,-0.0012643765547481712
pico-decoder-small,1000,,Phon,ses-5,-0.0013438680452037724,0.0006238217543475225,0.018594789118185035
pico-decoder-small,1000,,Phon,ses-7,-0.010102073700850454,-0.008281892690828345,0.01825561886218657
pico-decoder-small,1000,,Phon,ses-9,0.0011049782119894836,0.005018799956312269,0.018906190494407473
pico-decoder-small,2000,,Phon,ses-5,0.012590786790592102,0.012479903861410336,-0.014126748192352245
pico-decoder-small,2000,,Phon,ses-7,0.014746927985033577,0.017018826502102312,-0.021558219838313502
pico-decoder-small,2000,,Phon,ses-9,0.013753436342281027,0.016597222010379293,-0.005547717996081306
pico-decoder-small,3000,,Phon,ses-5,-0.011403776050962398,-0.016702452281615866,0.009239640218885488
pico-decoder-small,3000,,Phon,ses-7,-0.013148959095844355,-0.013770632897662232,0.0009783409959869037
pico-decoder-small,3000,,Phon,ses-9,-0.003799968762345764,-0.003977479899855109,0.0053657844765487295
pico-decoder-small,4000,,Phon,ses-5,0.0028495497120060247,-0.01785159754292771,-0.01537535033894443
pico-decoder-small,4000,,Phon,ses-7,0.004894142535966824,-0.014623034456805566,-0.02822296010272315
pico-decoder-small,4000,,Phon,ses-9,0.020458112426673947,0.007533104509916658,-0.002155132971825521
pico-decoder-small,5000,,Phon,ses-5,-0.012669296647338938,0.00015737614857386928,-0.019232922172173872
pico-decoder-small,5000,,Phon,ses-7,-0.03304215353964953,-0.015478746694203863,-0.040618449214132685
pico-decoder-small,5000,,Phon,ses-9,0.0023859340283005357,0.014487308146258001,-0.005464320092125821
pico-decoder-small,7000,,Phon,ses-5,0.036015097339599816,0.03642075926629434,0.015504053584897738
pico-decoder-small,7000,,Phon,ses-7,0.03865170368009627,0.031008943642443356,0.024218900637724517
pico-decoder-small,7000,,Phon,ses-9,0.0462125634160258,0.04375597691236322,0.03570573827889737
pico-decoder-small,8000,,Phon,ses-5,0.028733715763022714,0.04065132244547047,0.03490776708725252
pico-decoder-small,8000,,Phon,ses-7,0.031412077467097295,0.056342891064553764,0.049243827468734847
pico-decoder-small,8000,,Phon,ses-9,0.03349693451997614,0.04087227051528306,0.03677998258864937
pico-decoder-small,10000,,Phon,ses-5,0.06608268012562656,0.070121712627012,0.057626229103225395
pico-decoder-small,10000,,Phon,ses-7,0.04525763646798835,0.06223175480057599,0.04934604816312493
pico-decoder-small,10000,,Phon,ses-9,0.05261783690753102,0.05299859149575865,0.044739796660469906
pico-decoder-small,13000,,Phon,ses-5,0.021995603768526304,0.027574838961678592,0.01808172381605534
pico-decoder-small,13000,,Phon,ses-7,0.004348668949065646,0.01663978582045989,0.017921182868906507
pico-decoder-small,13000,,Phon,ses-9,0.025089346004183635,0.025638961711653856,0.02428939429826252
pico-decoder-small,16000,,Phon,ses-5,0.0593505973454907,0.05514195636098482,0.05981604622655421
pico-decoder-small,16000,,Phon,ses-7,0.08054788642243599,0.08501623348001104,0.09039137365879579
pico-decoder-small,16000,,Phon,ses-9,0.05853831916591921,0.04600424004679561,0.0701825581073349
pico-decoder-small,20000,,Phon,ses-5,0.025802798246056267,0.01204956671022253,-0.0008644801091996357
pico-decoder-small,20000,,Phon,ses-7,0.03736988552084926,0.03109528644752513,0.0017488717167905114
pico-decoder-small,20000,,Phon,ses-9,0.03530133681012758,0.019171404064360947,0.016749237260367967
pico-decoder-small,24000,,Phon,ses-5,0.002985850917844225,0.026259990912127103,0.013292378942618876
pico-decoder-small,24000,,Phon,ses-7,0.003052409420117816,0.031034874294527573,-0.00649333451488688
pico-decoder-small,24000,,Phon,ses-9,0.041353994682024525,0.057694556845755925,0.04148232927637272
pico-decoder-small,30000,,Phon,ses-5,0.04136069221216046,0.03964229353886931,0.040776753818600936
pico-decoder-small,30000,,Phon,ses-7,0.04272074499703392,0.03610846464651408,0.038091805251733876
