family,model_ref,accuracy,alignment,tokens,task
polypythia-70m-seed2,EleutherAI/pythia-70m-seed2@step51000,0.6666666666666666,0.0020210451128562,106954752000.0,Sem
polypythia-70m-seed2,EleutherAI/pythia-70m-seed2@step86000,0.7083333333333334,0.0110517171216271,180355072000.0,Sem
polypythia-70m-seed3,EleutherAI/pythia-70m-seed3@step0,0.5416666666666666,-0.021032162142155,0.0,Sem
polypythia-70m-seed3,EleutherAI/pythia-70m-seed3@step1,0.5416666666666666,-0.021032162142155,2097152.0,Sem
polypythia-70m-seed3,EleutherAI/pythia-70m-seed3@step14000,0.7083333333333334,-0.0181330336998241,29360128000.0,Sem
polypythia-70m-seed3,EleutherAI/pythia-70m-seed3@step143000,0.75,-0.0108603093277048,299892736000.0,Sem
polypythia-70m-seed3,EleutherAI/pythia-70m-seed3@step16,0.5,-0.0161989999473647,33554432.0,Sem
polypythia-70m-seed3,EleutherAI/pythia-70m-seed3@step256,0.5,-0.0041905943027136,536870912.0,Sem
polypythia-70m-seed3,EleutherAI/pythia-70m-seed3@step28000,0.75,-0.0113012310198124,58720256000.0,Sem
polypythia-70m-seed3,EleutherAI/pythia-70m-seed3@step4,0.5416666666666666,-0.0208024260792059,8388608.0,Sem
polypythia-70m-seed3,EleutherAI/pythia-70m-seed3@step5000,0.7916666666666666,-0.003319261920729,10485760000.0,Sem
polypythia-70m-seed3,EleutherAI/pythia-70m-seed3@step51000,0.7916666666666666,-0.0142525237840379,106954752000.0,Sem
polypythia-70m-seed3,EleutherAI/pythia-70m-seed3@step86000,0.7916666666666666,0.0033522680966027,180355072000.0,Sem
pythia-1.4b-full,EleutherAI/pythia-1.4b@step0,0.5,-0.0025201921999996,0.0,Sem
pythia-1.4b-full,EleutherAI/pythia-1.4b@step1,0.5,-0.0025201921999996,2097152.0,Sem
pythia-1.4b-full,EleutherAI/pythia-1.4b@step14000,0.5833333333333334,-0.0025871904971705,29360128000.0,Sem
pythia-1.4b-full,EleutherAI/pythia-1.4b@step143000,0.625,-8.438576569659985e-05,299892736000.0,Sem
pythia-1.4b-full,EleutherAI/pythia-1.4b@step16,0.4583333333333333,-0.0081763069426703,33554432.0,Sem
pythia-1.4b-full,EleutherAI/pythia-1.4b@step256,0.5,-0.0039557083756589,536870912.0,Sem
pythia-1.4b-full,EleutherAI/pythia-1.4b@step28000,0.5833333333333334,-0.0071042992151386,58720256000.0,Sem
pythia-1.4b-full,EleutherAI/pythia-1.4b@step4,0.5,-0.0033332548721031,8388608.0,Sem
pythia-1.4b-full,EleutherAI/pythia-1.4b@step5000,0.5416666666666666,-0.0078021066398353,10485760000.0,Sem
pythia-1.4b-full,EleutherAI/pythia-1.4b@step51000,0.6666666666666666,-0.0018247602905517,106954752000.0,Sem
pythia-1.4b-full,EleutherAI/pythia-1.4b@step86000,0.7083333333333334,-0.0012693077191035,180355072000.0,Sem
pythia-160m-full,EleutherAI/pythia-160m@step0,0.4166666666666667,0.0042836526034091,0.0,Sem
pythia-160m-full,EleutherAI/pythia-160m@step1,0.4166666666666667,0.0042836526034091,2097152.0,Sem
pythia-160m-full,EleutherAI/pythia-160m@step14000,0.7083333333333334,-0.0062310330291201,29360128000.0,Sem
pythia-160m-full,EleutherAI/pythia-160m@step143000,0.625,-0.0002201726797893,299892736000.0,Sem
pythia-160m-full,EleutherAI/pythia-160m@step16,0.625,-0.0022240277048363,33554432.0,Sem
pythia-160m-full,EleutherAI/pythia-160m@step256,0.5833333333333334,0.0057532488114371,536870912.0,Sem
pythia-160m-full,EleutherAI/pythia-160m@step28000,0.7083333333333334,-0.0026655566300947,58720256000.0,Sem
pythia-160m-full,EleutherAI/pythia-160m@step4,0.4166666666666667,0.0041382520028186,8388608.0,Sem
pythia-160m-full,EleutherAI/pythia-160m@step5000,0.7083333333333334,-0.0040980428680326,10485760000.0,Sem
pythia-160m-full,EleutherAI/pythia-160m@step51000,0.6666666666666666,-0.012300607194944,106954752000.0,Sem
pythia-160m-full,EleutherAI/pythia-160m@step86000,0.6666666666666666,-0.0072136732837222,180355072000.0,Sem
pythia-1b-full,EleutherAI/pythia-1b@step0,0.6666666666666666,0.013908293491323,0.0,Sem
pythia-1b-full,EleutherAI/pythia-1b@step1,0.6666666666666666,0.013908293491323,2097152.0,Sem
pythia-1b-full,EleutherAI/pythia-1b@step14000,0.6666666666666666,0.0121058362635715,29360128000.0,Sem
pythia-1b-full,EleutherAI/pythia-1b@step143000,0.6666666666666666,-0.0050892560091166,299892736000.0,Sem
pythia-1b-full,EleutherAI/pythia-1b@step16,0.6666666666666666,0.0064290779891728,33554432.0,Sem
pythia-1b-full,EleutherAI/pythia-1b@step256,0.4166666666666667,0.0148115232198896,536870912.0,Sem
pythia-1b-full,EleutherAI/pythia-1b@step28000,0.75,-0.0132980680105991,58720256000.0,Sem
pythia-1b-full,EleutherAI/pythia-1b@step4,0.6666666666666666,0.0140244266517465,8388608.0,Sem
pythia-1b-full,EleutherAI/pythia-1b@step5000,0.625,0.0079711215435682,10485760000.0,Sem
pythia-1b-full,EleutherAI/pythia-1b@step51000,0.75,0.0018895902743181,106954752000.0,Sem
pythia-1b-full,EleutherAI/pythia-1b@step86000,0.6666666666666666,-0.0031733151696124,180355072000.0,Sem
pythia-2.8b-full,EleutherAI/pythia-2.8b@step143000,0.6666666666666666,-0.0089539517531558,299892736000.0,Sem
pythia-2.8b-full,EleutherAI/pythia-2.8b@step28000,0.6666666666666666,-0.0089539517531558,58720256000.0,Sem
pythia-2.8b-full,EleutherAI/pythia-2.8b@step51000,0.6666666666666666,-0.0089539517531558,106954752000.0,Sem
pythia-2.8b-full,EleutherAI/pythia-2.8b@step86000,0.7083333333333334,-0.0012760598642921,180355072000.0,Sem
pythia-410m-full,EleutherAI/pythia-410m@step0,0.4166666666666667,-1.13723870076666e-05,0.0,Sem
pythia-410m-full,EleutherAI/pythia-410m@step1,0.4166666666666667,-1.13723870076666e-05,2097152.0,Sem
pythia-410m-full,EleutherAI/pythia-410m@step14000,0.5833333333333334,0.0038833475031248,29360128000.0,Sem
pythia-410m-full,EleutherAI/pythia-410m@step143000,0.5833333333333334,-0.0005609557566177,299892736000.0,Sem
pythia-410m-full,EleutherAI/pythia-410m@step16,0.5416666666666666,0.0052299891785662,33554432.0,Sem
pythia-410m-full,EleutherAI/pythia-410m@step256,0.5416666666666666,0.007003707151199,536870912.0,Sem
pythia-410m-full,EleutherAI/pythia-410m@step28000,0.7083333333333334,-0.0064493061590533,58720256000.0,Sem
pythia-410m-full,EleutherAI/pythia-410m@step4,0.4583333333333333,0.0003992839425242,8388608.0,Sem
pythia-410m-full,EleutherAI/pythia-410m@step5000,0.5833333333333334,-0.0032206316869686,10485760000.0,Sem
pythia-410m-full,EleutherAI/pythia-410m@step51000,0.625,0.00348282394263,106954752000.0,Sem
pythia-410m-full,EleutherAI/pythia-410m@step86000,0.5833333333333334,-0.0009911475072049,180355072000.0,Sem
pythia-6.9b-full,EleutherAI/pythia-6.9b@step0,0.4166666666666667,-0.0114774270843444,0.0,Sem
pythia-70m-full,EleutherAI/pythia-70m@step0,0.5,-0.0124882106192806,0.0,Sem
pythia-70m-full,EleutherAI/pythia-70m@step1,0.5,-0.0124882106192806,2097152.0,Sem
pythia-70m-full,EleutherAI/pythia-70m@step14000,0.75,0.0076449338604705,29360128000.0,Sem
pythia-70m-full,EleutherAI/pythia-70m@step143000,0.7083333333333334,-0.0026419473572861,299892736000.0,Sem
pythia-70m-full,EleutherAI/pythia-70m@step16,0.5416666666666666,-0.0065386635713154,33554432.0,Sem
pythia-70m-full,EleutherAI/pythia-70m@step256,0.5416666666666666,-0.0085338331262194,536870912.0,Sem
pythia-70m-full,EleutherAI/pythia-70m@step28000,0.7083333333333334,-0.0073477807849472,58720256000.0,Sem
pythia-70m-full,EleutherAI/pythia-70m@step4,0.5416666666666666,-0.0125925169858771,8388608.0,Sem
pythia-70m-full,EleutherAI/pythia-70m@step5000,0.7916666666666666,-0.0025161042154037,10485760000.0,Sem
pythia-70m-full,EleutherAI/pythia-70m@step51000,0.6666666666666666,-0.0138629105384609,106954752000.0,Sem
pythia-70m-full,EleutherAI/pythia-70m@step86000,0.6666666666666666,-0.007663034678236,180355072000.0,Sem
babylm-gpt2,BrainAlign/gpt2-babylm-9@checkpoint-01,0.5833333333333334,-0.0002983189152648,,Phon
babylm-gpt2,BrainAlign/gpt2-babylm-9@checkpoint-02,0.5833333333333334,-0.0052925562307448,,Phon
babylm-gpt2,BrainAlign/gpt2-babylm-9@checkpoint-03,0.4166666666666667,-0.0087932218091803,,Phon
babylm-gpt2,BrainAlign/gpt2-babylm-9@checkpoint-04,0.5416666666666666,-0.0057272036593742,,Phon
babylm-gpt2,BrainAlign/gpt2-babylm-9@checkpoint-05,0.5833333333333334,-0.0090532138926565,,Phon
babylm-gpt2,BrainAlign/gpt2-babylm-9@checkpoint-06,0.625,-0.009943125692736,,Phon
babylm-gpt2,BrainAlign/gpt2-babylm-9@checkpoint-07,0.5833333333333334,-0.0049838537483722,,Phon
babylm-gpt2,BrainAlign/gpt2-babylm-9@checkpoint-08,0.5833333333333334,-0.0079632155356234,,Phon
babylm-gpt2,BrainAlign/gpt2-babylm-9@checkpoint-09,0.5833333333333334,-0.0072347882295885,,Phon
babylm-gpt2-3,BrainAlign/gpt2-babylm-3@checkpoint-01,0.5,-0.0065380101070016,,Phon
babylm-gpt2-3,BrainAlign/gpt2-babylm-3@checkpoint-02,0.6666666666666666,-0.0063797071793114,,Phon
babylm-gpt2-3,BrainAlign/gpt2-babylm-3@checkpoint-03,0.625,-0.0116498518357699,,Phon
babylm-gpt2-3,BrainAlign/gpt2-babylm-3@checkpoint-04,0.5833333333333334,-0.0111066093216758,,Phon
babylm-gpt2-3,BrainAlign/gpt2-babylm-3@checkpoint-05,0.625,-0.0051675155468723,,Phon
babylm-gpt2-3,BrainAlign/gpt2-babylm-3@checkpoint-06,0.625,-0.0028816343786367,,Phon
babylm-gpt2-3,BrainAlign/gpt2-babylm-3@checkpoint-07,0.5833333333333334,-0.0044251221179101,,Phon
babylm-gpt2-3,BrainAlign/gpt2-babylm-3@checkpoint-08,0.5833333333333334,-0.0031798294518744,,Phon
babylm-gpt2-3,BrainAlign/gpt2-babylm-3@checkpoint-09,0.5833333333333334,-0.0037501085728681,,Phon
babylm-gpt2-5,BrainAlign/gpt2-babylm-5@checkpoint-01,0.5416666666666666,-0.007787188346583,,Phon
babylm-gpt2-5,BrainAlign/gpt2-babylm-5@checkpoint-02,0.75,-0.013129965034521,,Phon
babylm-gpt2-5,BrainAlign/gpt2-babylm-5@checkpoint-03,0.6666666666666666,-0.0089612481325529,,Phon
babylm-gpt2-5,BrainAlign/gpt2-babylm-5@checkpoint-04,0.625,-0.0066899328946644,,Phon
babylm-gpt2-5,BrainAlign/gpt2-babylm-5@checkpoint-05,0.5416666666666666,-0.0010472275846478,,Phon
babylm-gpt2-5,BrainAlign/gpt2-babylm-5@checkpoint-06,0.5833333333333334,0.0034656786487456,,Phon
babylm-gpt2-5,BrainAlign/gpt2-babylm-5@checkpoint-07,0.5416666666666666,0.0007539703828773,,Phon
babylm-gpt2-5,BrainAlign/gpt2-babylm-5@checkpoint-08,0.5416666666666666,0.0005553668162339,,Phon
babylm-gpt2-5,BrainAlign/gpt2-babylm-5@checkpoint-09,0.5416666666666666,0.0001416036567355,,Phon
babylm-gpt2-7,BrainAlign/gpt2-babylm-7@checkpoint-01,0.4583333333333333,-0.0020514968373218,,Phon
babylm-gpt2-7,BrainAlign/gpt2-babylm-7@checkpoint-02,0.75,-0.0071434598846383,,Phon
babylm-gpt2-7,BrainAlign/gpt2-babylm-7@checkpoint-03,0.625,-0.0090823979730063,,Phon
babylm-gpt2-7,BrainAlign/gpt2-babylm-7@checkpoint-04,0.5833333333333334,-0.0045366618649615,,Phon
babylm-gpt2-7,BrainAlign/gpt2-babylm-7@checkpoint-05,0.625,-0.0016627787516204,,Phon
babylm-gpt2-7,BrainAlign/gpt2-babylm-7@checkpoint-06,0.5833333333333334,0.0027298981924037,,Phon
babylm-gpt2-7,BrainAlign/gpt2-babylm-7@checkpoint-07,0.5833333333333334,0.0009779095849792,,Phon
babylm-gpt2-7,BrainAlign/gpt2-babylm-7@checkpoint-08,0.5833333333333334,0.0010796368275781,,Phon
babylm-gpt2-7,BrainAlign/gpt2-babylm-7@checkpoint-09,0.5833333333333334,0.0002059054554536,,Phon
parc-mamba-seed0,jmichaelov/parc-mamba-seed0@checkpoint-10,0.5,-0.0013530960727772,5242880.0,Phon
parc-mamba-seed0,jmichaelov/parc-mamba-seed0@checkpoint-100,0.375,-0.0248826059923997,52428800.0,Phon
parc-mamba-seed0,jmichaelov/parc-mamba-seed0@checkpoint-1100,0.4166666666666667,-0.0041085718357409,576716800.0,Phon
parc-mamba-seed0,jmichaelov/parc-mamba-seed0@checkpoint-1850,0.4583333333333333,-0.0163196721456474,969932800.0,Phon
parc-mamba-seed0,jmichaelov/parc-mamba-seed0@checkpoint-20,0.5,-0.0009566363033682,10485760.0,Phon
parc-mamba-seed0,jmichaelov/parc-mamba-seed0@checkpoint-30,0.4166666666666667,-0.0112366992629781,15728640.0,Phon
parc-mamba-seed0,jmichaelov/parc-mamba-seed0@checkpoint-300,0.4166666666666667,-0.0201758980052777,157286400.0,Phon
parc-mamba-seed0,jmichaelov/parc-mamba-seed0@checkpoint-4000,0.4583333333333333,-0.0110260578680281,2097152000.0,Phon
parc-mamba-seed0,jmichaelov/parc-mamba-seed0@checkpoint-50,0.4583333333333333,-0.0203107042438205,26214400.0,Phon
parc-mamba-seed0,jmichaelov/parc-mamba-seed0@checkpoint-640,0.3333333333333333,-0.0037984541527946,335544320.0,Phon
parc-mamba-seed0,jmichaelov/parc-mamba-seed0@checkpoint-70,0.4166666666666667,-0.0210066607452211,36700160.0,Phon
parc-mamba-seed1,jmichaelov/parc-mamba-seed1@checkpoint-10,0.5,-0.0066922312781285,5242880.0,Phon
parc-mamba-seed1,jmichaelov/parc-mamba-seed1@checkpoint-100,0.375,0.0066938527223877,52428800.0,Phon
parc-mamba-seed1,jmichaelov/parc-mamba-seed1@checkpoint-1100,0.5,-0.0148035654713686,576716800.0,Phon
parc-mamba-seed1,jmichaelov/parc-mamba-seed1@checkpoint-1850,0.5,-0.0016818104206772,969932800.0,Phon
parc-mamba-seed1,jmichaelov/parc-mamba-seed1@checkpoint-20,0.4166666666666667,0.0016194541634385,10485760.0,Phon
parc-mamba-seed1,jmichaelov/parc-mamba-seed1@checkpoint-30,0.4583333333333333,-0.0197976370253732,15728640.0,Phon
parc-mamba-seed1,jmichaelov/parc-mamba-seed1@checkpoint-300,0.375,0.0007709336265864,157286400.0,Phon
parc-mamba-seed1,jmichaelov/parc-mamba-seed1@checkpoint-4000,0.4166666666666667,-0.0044607184366079,2097152000.0,Phon
parc-mamba-seed1,jmichaelov/parc-mamba-seed1@checkpoint-50,0.4166666666666667,-0.018055188565757,26214400.0,Phon
parc-mamba-seed1,jmichaelov/parc-mamba-seed1@checkpoint-640,0.5,-0.0207758831636372,335544320.0,Phon
parc-mamba-seed1,jmichaelov/parc-mamba-seed1@checkpoint-70,0.4583333333333333,-0.0170459239520867,36700160.0,Phon
parc-mamba-seed2,jmichaelov/parc-mamba-seed2@checkpoint-10,0.5,0.0074775051886604,5242880.0,Phon
parc-mamba-seed2,jmichaelov/parc-mamba-seed2@checkpoint-100,0.5,-0.0160236506556878,52428800.0,Phon
parc-mamba-seed2,jmichaelov/parc-mamba-seed2@checkpoint-1100,0.4583333333333333,-0.01847049603773,576716800.0,Phon
parc-mamba-seed2,jmichaelov/parc-mamba-seed2@checkpoint-1850,0.5,-0.0128078904876882,969932800.0,Phon
parc-mamba-seed2,jmichaelov/parc-mamba-seed2@checkpoint-20,0.5,-0.0021921856919262,10485760.0,Phon
parc-mamba-seed2,jmichaelov/parc-mamba-seed2@checkpoint-30,0.5416666666666666,-0.0173559731266777,15728640.0,Phon
parc-mamba-seed2,jmichaelov/parc-mamba-seed2@checkpoint-300,0.375,-0.0042007119807494,157286400.0,Phon
parc-mamba-seed2,jmichaelov/parc-mamba-seed2@checkpoint-4000,0.4583333333333333,-0.0052325500975463,2097152000.0,Phon
parc-mamba-seed2,jmichaelov/parc-mamba-seed2@checkpoint-50,0.5,-0.0153715095593235,26214400.0,Phon
parc-mamba-seed2,jmichaelov/parc-mamba-seed2@checkpoint-640,0.4583333333333333,-0.020198444200878,335544320.0,Phon
parc-mamba-seed2,jmichaelov/parc-mamba-seed2@checkpoint-70,0.4166666666666667,-0.0030491931205063,36700160.0,Phon
parc-pythia-seed0,jmichaelov/parc-pythia-seed0@checkpoint-10,0.5,0.0068137191091049,5242880.0,Phon
parc-pythia-seed0,jmichaelov/parc-pythia-seed0@checkpoint-100,0.5,-0.0016105950270098,52428800.0,Phon
parc-pythia-seed0,jmichaelov/parc-pythia-seed0@checkpoint-1100,0.5833333333333334,-0.0336708166309632,576716800.0,Phon
parc-pythia-seed0,jmichaelov/parc-pythia-seed0@checkpoint-1850,0.5,-0.0233097839813817,969932800.0,Phon
parc-pythia-seed0,jmichaelov/parc-pythia-seed0@checkpoint-20,0.5,-0.0008609603127826,10485760.0,Phon
parc-pythia-seed0,jmichaelov/parc-pythia-seed0@checkpoint-30,0.4166666666666667,-0.0095916706429957,15728640.0,Phon
parc-pythia-seed0,jmichaelov/parc-pythia-seed0@checkpoint-300,0.4166666666666667,-0.0206830030804817,157286400.0,Phon
parc-pythia-seed0,jmichaelov/parc-pythia-seed0@checkpoint-4000,0.4583333333333333,-0.0223996679653921,2097152000.0,Phon
parc-pythia-seed0,jmichaelov/parc-pythia-seed0@checkpoint-50,0.5,0.0015540334747609,26214400.0,Phon
parc-pythia-seed0,jmichaelov/parc-pythia-seed0@checkpoint-640,0.5,-0.0329315602139703,335544320.0,Phon
parc-pythia-seed0,jmichaelov/parc-pythia-seed0@checkpoint-70,0.4166666666666667,-0.0206788413176569,36700160.0,Phon
parc-pythia-seed1,jmichaelov/parc-pythia-seed1@checkpoint-10,0.4583333333333333,-0.0033169000592432,5242880.0,Phon
parc-pythia-seed1,jmichaelov/parc-pythia-seed1@checkpoint-100,0.4166666666666667,-0.0144838326646863,52428800.0,Phon
parc-pythia-seed1,jmichaelov/parc-pythia-seed1@checkpoint-1100,0.5416666666666666,-0.0142020374377729,576716800.0,Phon
parc-pythia-seed1,jmichaelov/parc-pythia-seed1@checkpoint-1850,0.4583333333333333,-0.003865314235556,969932800.0,Phon
parc-pythia-seed1,jmichaelov/parc-pythia-seed1@checkpoint-20,0.375,-0.0083260202160994,10485760.0,Phon
parc-pythia-seed1,jmichaelov/parc-pythia-seed1@checkpoint-30,0.4166666666666667,-0.0044477871252038,15728640.0,Phon
parc-pythia-seed1,jmichaelov/parc-pythia-seed1@checkpoint-300,0.5833333333333334,-0.0005035622829754,157286400.0,Phon
parc-pythia-seed1,jmichaelov/parc-pythia-seed1@checkpoint-4000,0.4583333333333333,-0.0051914644869817,2097152000.0,Phon
parc-pythia-seed1,jmichaelov/parc-pythia-seed1@checkpoint-50,0.5,-0.0082537156353958,26214400.0,Phon
parc-pythia-seed1,jmichaelov/parc-pythia-seed1@checkpoint-640,0.625,0.0022888219971868,335544320.0,Phon
parc-pythia-seed1,jmichaelov/parc-pythia-seed1@checkpoint-70,0.4166666666666667,-0.0235636943913022,36700160.0,Phon
parc-pythia-seed2,jmichaelov/parc-pythia-seed2@checkpoint-10,0.5416666666666666,0.016057989630477,5242880.0,Phon
parc-pythia-seed2,jmichaelov/parc-pythia-seed2@checkpoint-100,0.4583333333333333,-0.0048984185592306,52428800.0,Phon
parc-pythia-seed2,jmichaelov/parc-pythia-seed2@checkpoint-1100,0.4583333333333333,-0.0533538468429097,576716800.0,Phon
parc-pythia-seed2,jmichaelov/parc-pythia-seed2@checkpoint-1850,0.4166666666666667,-0.0167236022002789,969932800.0,Phon
parc-pythia-seed2,jmichaelov/parc-pythia-seed2@checkpoint-20,0.4583333333333333,0.0291134317070918,10485760.0,Phon
parc-pythia-seed2,jmichaelov/parc-pythia-seed2@checkpoint-30,0.4583333333333333,0.0303221476184196,15728640.0,Phon
parc-pythia-seed2,jmichaelov/parc-pythia-seed2@checkpoint-300,0.4166666666666667,-0.0135042149220747,157286400.0,Phon
parc-pythia-seed2,jmichaelov/parc-pythia-seed2@checkpoint-4000,0.4166666666666667,-0.016145192143558,2097152000.0,Phon
parc-pythia-seed2,jmichaelov/parc-pythia-seed2@checkpoint-50,0.5416666666666666,-0.0070927076493014,26214400.0,Phon
parc-pythia-seed2,jmichaelov/parc-pythia-seed2@checkpoint-640,0.4583333333333333,-0.0345343421744407,335544320.0,Phon
parc-pythia-seed2,jmichaelov/parc-pythia-seed2@checkpoint-70,0.4166666666666667,-0.0140416989016743,36700160.0,Phon
parc-rwkv-seed0,jmichaelov/parc-rwkv-seed0@checkpoint-10,0.375,-0.0124311625618921,5242880.0,Phon
parc-rwkv-seed0,jmichaelov/parc-rwkv-seed0@checkpoint-100,0.4583333333333333,-0.0172087630431599,52428800.0,Phon
parc-rwkv-seed0,jmichaelov/parc-rwkv-seed0@checkpoint-1100,0.5,-0.0291247916380349,576716800.0,Phon
parc-rwkv-seed0,jmichaelov/parc-rwkv-seed0@checkpoint-1850,0.4166666666666667,-0.0069555934457064,969932800.0,Phon
parc-rwkv-seed0,jmichaelov/parc-rwkv-seed0@checkpoint-20,0.375,0.0005117595712007,10485760.0,Phon
parc-rwkv-seed0,jmichaelov/parc-rwkv-seed0@checkpoint-30,0.375,0.0040129823189887,15728640.0,Phon
parc-rwkv-seed0,jmichaelov/parc-rwkv-seed0@checkpoint-300,0.3333333333333333,-0.0132872214132427,157286400.0,Phon
parc-rwkv-seed0,jmichaelov/parc-rwkv-seed0@checkpoint-4000,0.375,-0.0030796985018658,2097152000.0,Phon
parc-rwkv-seed0,jmichaelov/parc-rwkv-seed0@checkpoint-50,0.4583333333333333,0.001133655186785,26214400.0,Phon
parc-rwkv-seed0,jmichaelov/parc-rwkv-seed0@checkpoint-640,0.4583333333333333,-0.0195665010923914,335544320.0,Phon
parc-rwkv-seed0,jmichaelov/parc-rwkv-seed0@checkpoint-70,0.4166666666666667,-0.0061356085552242,36700160.0,Phon
parc-rwkv-seed1,jmichaelov/parc-rwkv-seed1@checkpoint-10,0.375,-0.0088864063473,5242880.0,Phon
parc-rwkv-seed1,jmichaelov/parc-rwkv-seed1@checkpoint-100,0.375,-0.0049179161330126,52428800.0,Phon
parc-rwkv-seed1,jmichaelov/parc-rwkv-seed1@checkpoint-1100,0.5,-0.0055441313680868,576716800.0,Phon
parc-rwkv-seed1,jmichaelov/parc-rwkv-seed1@checkpoint-1850,0.4583333333333333,-0.0123221159440844,969932800.0,Phon
parc-rwkv-seed1,jmichaelov/parc-rwkv-seed1@checkpoint-20,0.4166666666666667,-0.0015959093268105,10485760.0,Phon
parc-rwkv-seed1,jmichaelov/parc-rwkv-seed1@checkpoint-30,0.4166666666666667,-0.0091662148319048,15728640.0,Phon
parc-rwkv-seed1,jmichaelov/parc-rwkv-seed1@checkpoint-300,0.4583333333333333,-0.0109118319227312,157286400.0,Phon
parc-rwkv-seed1,jmichaelov/parc-rwkv-seed1@checkpoint-4000,0.5,-0.0134935661845142,2097152000.0,Phon
parc-rwkv-seed1,jmichaelov/parc-rwkv-seed1@checkpoint-50,0.4166666666666667,-0.0079289711790175,26214400.0,Phon
parc-rwkv-seed1,jmichaelov/parc-rwkv-seed1@checkpoint-640,0.5,-0.0118639105041433,335544320.0,Phon
parc-rwkv-seed1,jmichaelov/parc-rwkv-seed1@checkpoint-70,0.4583333333333333,0.0025813768685439,36700160.0,Phon
parc-rwkv-seed2,jmichaelov/parc-rwkv-seed2@checkpoint-10,0.6666666666666666,-0.012841937224038,5242880.0,Phon
parc-rwkv-seed2,jmichaelov/parc-rwkv-seed2@checkpoint-100,0.375,0.0003087295503592,52428800.0,Phon
parc-rwkv-seed2,jmichaelov/parc-rwkv-seed2@checkpoint-1100,0.5833333333333334,-0.0206131204857297,576716800.0,Phon
parc-rwkv-seed2,jmichaelov/parc-rwkv-seed2@checkpoint-1850,0.4583333333333333,-0.0050408764145521,969932800.0,Phon
parc-rwkv-seed2,jmichaelov/parc-rwkv-seed2@checkpoint-20,0.5,-0.0065291155186967,10485760.0,Phon
parc-rwkv-seed2,jmichaelov/parc-rwkv-seed2@checkpoint-30,0.375,-0.00297628298343,15728640.0,Phon
parc-rwkv-seed2,jmichaelov/parc-rwkv-seed2@checkpoint-300,0.5,-0.0058733430004131,157286400.0,Phon
parc-rwkv-seed2,jmichaelov/parc-rwkv-seed2@checkpoint-4000,0.4583333333333333,-0.0046374223253133,2097152000.0,Phon
parc-rwkv-seed2,jmichaelov/parc-rwkv-seed2@checkpoint-50,0.4166666666666667,-0.0207123965185332,26214400.0,Phon
parc-rwkv-seed2,jmichaelov/parc-rwkv-seed2@checkpoint-640,0.4583333333333333,-0.0204888412985776,335544320.0,Phon
parc-rwkv-seed2,jmichaelov/parc-rwkv-seed2@checkpoint-70,0.4166666666666667,-0.0065986883886109,36700160.0,Phon
polypythia-160m-seed1,EleutherAI/pythia-160m-seed1@step0,0.5833333333333334,-0.0169116593128156,0.0,Phon
polypythia-160m-seed1,EleutherAI/pythia-160m-seed1@step1,0.5833333333333334,-0.0169116593128156,2097152.0,Phon
polypythia-160m-seed1,EleutherAI/pythia-160m-seed1@step14000,0.5416666666666666,-0.0142319386999978,29360128000.0,Phon
polypythia-160m-seed1,EleutherAI/pythia-160m-seed1@step143000,0.4583333333333333,-0.0104805260729787,299892736000.0,Phon
polypythia-160m-seed1,EleutherAI/pythia-160m-seed1@step16,0.4166666666666667,-0.0065789330701069,33554432.0,Phon
polypythia-160m-seed1,EleutherAI/pythia-160m-seed1@step256,0.4583333333333333,-0.0102660973157619,536870912.0,Phon
polypythia-160m-seed1,EleutherAI/pythia-160m-seed1@step28000,0.4166666666666667,-0.0131595946587211,58720256000.0,Phon
polypythia-160m-seed1,EleutherAI/pythia-160m-seed1@step4,0.5833333333333334,-0.0160683427760423,8388608.0,Phon
polypythia-160m-seed1,EleutherAI/pythia-160m-seed1@step5000,0.4583333333333333,-0.0073422843068893,10485760000.0,Phon
polypythia-160m-seed1,EleutherAI/pythia-160m-seed1@step51000,0.4583333333333333,-0.0042101809852656,106954752000.0,Phon
polypythia-160m-seed1,EleutherAI/pythia-160m-seed1@step86000,0.4166666666666667,-0.0036835158164168,180355072000.0,Phon
polypythia-160m-seed2,EleutherAI/pythia-160m-seed2@step0,0.625,0.0286166059992241,0.0,Phon
polypythia-160m-seed2,EleutherAI/pythia-160m-seed2@step1,0.625,0.0286166059992241,2097152.0,Phon
polypythia-160m-seed2,EleutherAI/pythia-160m-seed2@step14000,0.4166666666666667,0.0031445018967251,29360128000.0,Phon
polypythia-160m-seed2,EleutherAI/pythia-160m-seed2@step143000,0.5416666666666666,-0.0103875964051045,299892736000.0,Phon
polypythia-160m-seed2,EleutherAI/pythia-160m-seed2@step16,0.5,0.0139057376026767,33554432.0,Phon
polypythia-160m-seed2,EleutherAI/pythia-160m-seed2@step256,0.4583333333333333,-0.0154722228303535,536870912.0,Phon
polypythia-160m-seed2,EleutherAI/pythia-160m-seed2@step28000,0.4583333333333333,-0.0135856883640448,58720256000.0,Phon
polypythia-160m-seed2,EleutherAI/pythia-160m-seed2@step4,0.5833333333333334,0.0278387544659737,8388608.0,Phon
polypythia-160m-seed2,EleutherAI/pythia-160m-seed2@step5000,0.4166666666666667,-0.0144481671190139,10485760000.0,Phon
polypythia-160m-seed2,EleutherAI/pythia-160m-seed2@step51000,0.4583333333333333,-0.0109909859017433,106954752000.0,Phon
