dataset,family,model_ref,step,tokens,task,session,n_stim,rsa,rsa_pearson,rsa_kendall,n_stim_ceil,ceiling_lower,ceiling_upper,ceiling_n,n_subjects,frac_of_ceiling,params,cell
ds003604,parc-rwkv-seed1,jmichaelov/parc-rwkv-seed1@checkpoint-1100,1100,576716800.0,Sem,ses-7,72,-0.0113248860447046,-0.01506422675745,-0.0078002260136159,72,0.8546160651387789,0.8628169684175333,117,117,-0.013251431264477321,,ds003604/Sem/ses-7
ds003604,parc-rwkv-seed1,jmichaelov/parc-rwkv-seed1@checkpoint-1850,1850,969932800.0,Sem,ses-7,72,-0.0158150043869361,-0.0144820763198077,-0.0104964643262926,72,0.8546160651387789,0.8628169684175333,117,117,-0.018505390937587796,,ds003604/Sem/ses-7
ds003604,parc-rwkv-seed1,jmichaelov/parc-rwkv-seed1@checkpoint-4000,4000,2097152000.0,Sem,ses-7,72,0.0049057352995025,0.0002037424369162,0.0033203788943707,72,0.8546160651387789,0.8628169684175333,117,117,0.005740279757911958,,ds003604/Sem/ses-7
ds003604,parc-rwkv-seed1,jmichaelov/parc-rwkv-seed1@checkpoint-10,10,5242880.0,Sem,ses-9,72,0.0005092372181131,0.0077815033486692,0.0004979649587019,72,0.8812944437325619,0.8860079710947208,83,83,0.0005778286947507789,,ds003604/Sem/ses-9
ds003604,parc-rwkv-seed1,jmichaelov/parc-rwkv-seed1@checkpoint-20,20,10485760.0,Sem,ses-9,72,-0.001464223811537,0.004747784004616,-0.0008134040161823,72,0.8812944437325619,0.8860079710947208,83,83,-0.0016614467751952992,,ds003604/Sem/ses-9
ds003604,parc-rwkv-seed1,jmichaelov/parc-rwkv-seed1@checkpoint-30,30,15728640.0,Sem,ses-9,72,-0.0021310240191935,0.0026144969309415,-0.0012911563750846,72,0.8812944437325619,0.8860079710947208,83,83,-0.0024180613350606598,,ds003604/Sem/ses-9
ds003604,parc-rwkv-seed1,jmichaelov/parc-rwkv-seed1@checkpoint-50,50,26214400.0,Sem,ses-9,72,-0.0128349060150938,-0.0119848794811689,-0.0084488667162794,72,0.8812944437325619,0.8860079710947208,83,83,-0.014563697872340934,,ds003604/Sem/ses-9
ds003604,parc-rwkv-seed1,jmichaelov/parc-rwkv-seed1@checkpoint-70,70,36700160.0,Sem,ses-9,72,-0.0035765342704011,-0.0023371645722066,-0.0024824747572191,72,0.8812944437325619,0.8860079710947208,83,83,-0.00405827393538684,,ds003604/Sem/ses-9
ds003604,parc-rwkv-seed1,jmichaelov/parc-rwkv-seed1@checkpoint-100,100,52428800.0,Sem,ses-9,72,-0.0014077863408551,-0.0043605671491958,-0.0006804908599236,72,0.8812944437325619,0.8860079710947208,83,83,-0.0015974074849407624,,ds003604/Sem/ses-9
ds003604,parc-rwkv-seed1,jmichaelov/parc-rwkv-seed1@checkpoint-300,300,157286400.0,Sem,ses-9,72,0.012387697124364,-0.0004927783674191,0.008369241323129,72,0.8812944437325619,0.8860079710947208,83,83,0.014056252382459337,,ds003604/Sem/ses-9
ds003604,parc-rwkv-seed1,jmichaelov/parc-rwkv-seed1@checkpoint-640,640,335544320.0,Sem,ses-9,72,0.0152204426470247,0.0082580374005319,0.0100327995369477,72,0.8812944437325619,0.8860079710947208,83,83,0.017270553281331594,,ds003604/Sem/ses-9
ds003604,parc-rwkv-seed1,jmichaelov/parc-rwkv-seed1@checkpoint-1100,1100,576716800.0,Sem,ses-9,72,-0.0053690426956084,-0.0146386955623987,-0.0036474555093115,72,0.8812944437325619,0.8860079710947208,83,83,-0.006092223471725067,,ds003604/Sem/ses-9
ds003604,parc-rwkv-seed1,jmichaelov/parc-rwkv-seed1@checkpoint-1850,1850,969932800.0,Sem,ses-9,72,-0.0090858068625401,-0.0140158054683657,-0.0063302187554551,72,0.8812944437325619,0.8860079710947208,83,83,-0.010309615506094447,,ds003604/Sem/ses-9
ds003604,parc-rwkv-seed1,jmichaelov/parc-rwkv-seed1@checkpoint-4000,4000,2097152000.0,Sem,ses-9,72,0.0057436645883231,0.0006550963828518,0.0038275313984362,72,0.8812944437325619,0.8860079710947208,83,83,0.006517304890743275,,ds003604/Sem/ses-9
ds003604,parc-rwkv-seed2,jmichaelov/parc-rwkv-seed2@checkpoint-10,10,5242880.0,Gram,ses-5,60,0.0265682825276882,0.0182529528746523,0.0176709366905877,60,0.839814981527775,0.8472510440086011,97,97,0.03163587589180143,,ds003604/Gram/ses-5
ds003604,parc-rwkv-seed2,jmichaelov/parc-rwkv-seed2@checkpoint-20,20,10485760.0,Gram,ses-5,60,0.0187320228303626,0.0119864244876223,0.0124549284124261,60,0.839814981527775,0.8472510440086011,97,97,0.022304940067020083,,ds003604/Gram/ses-5
ds003604,parc-rwkv-seed2,jmichaelov/parc-rwkv-seed2@checkpoint-30,30,15728640.0,Gram,ses-5,60,0.0141002332918045,0.0066304995996126,0.009612504111934,60,0.839814981527775,0.8472510440086011,97,97,0.0167896901126408,,ds003604/Gram/ses-5
ds003604,parc-rwkv-seed2,jmichaelov/parc-rwkv-seed2@checkpoint-50,50,26214400.0,Gram,ses-5,60,0.0159519627461955,0.0243026749346111,0.0108401759109331,60,0.839814981527775,0.8472510440086011,97,97,0.018994615596373384,,ds003604/Gram/ses-5
ds003604,parc-rwkv-seed2,jmichaelov/parc-rwkv-seed2@checkpoint-70,70,36700160.0,Gram,ses-5,60,0.032842293936226,0.0314683267129912,0.0216094509011123,60,0.839814981527775,0.8472510440086011,97,97,0.03910658259094157,,ds003604/Gram/ses-5
ds003604,parc-rwkv-seed2,jmichaelov/parc-rwkv-seed2@checkpoint-100,100,52428800.0,Gram,ses-5,60,-0.0026244766712821,-0.0113432397365946,-0.0017150357858025,60,0.839814981527775,0.8472510440086011,97,97,-0.0031250653167769205,,ds003604/Gram/ses-5
ds003604,parc-rwkv-seed2,jmichaelov/parc-rwkv-seed2@checkpoint-300,300,157286400.0,Gram,ses-5,60,0.0497076999257973,0.041638969790758,0.0330685726878155,60,0.839814981527775,0.8472510440086011,97,97,0.05918887019063416,,ds003604/Gram/ses-5
ds003604,parc-rwkv-seed2,jmichaelov/parc-rwkv-seed2@checkpoint-640,640,335544320.0,Gram,ses-5,60,0.0351818912337763,0.0294556630071611,0.0239255476457381,60,0.839814981527775,0.8472510440086011,97,97,0.04189243108020541,,ds003604/Gram/ses-5
ds003604,parc-rwkv-seed2,jmichaelov/parc-rwkv-seed2@checkpoint-1100,1100,576716800.0,Gram,ses-5,60,0.0330798991767201,0.0227066606031263,0.0220604063069882,60,0.839814981527775,0.8472510440086011,97,97,0.039389508289720904,,ds003604/Gram/ses-5
ds003604,parc-rwkv-seed2,jmichaelov/parc-rwkv-seed2@checkpoint-1850,1850,969932800.0,Gram,ses-5,60,0.0284031412699087,0.0224375420794324,0.0184502080718462,60,0.839814981527775,0.8472510440086011,97,97,0.033820712769660595,,ds003604/Gram/ses-5
ds003604,parc-rwkv-seed2,jmichaelov/parc-rwkv-seed2@checkpoint-4000,4000,2097152000.0,Gram,ses-5,60,0.0338109987164592,0.0244067780559905,0.0222763028044188,60,0.839814981527775,0.8472510440086011,97,97,0.040260056631701055,,ds003604/Gram/ses-5
ds003604,parc-rwkv-seed2,jmichaelov/parc-rwkv-seed2@checkpoint-10,10,5242880.0,Gram,ses-7,60,0.0142086594286168,0.0209400870778124,0.0098015732339442,60,0.8473571685763311,0.8585291067224872,104,104,0.016768205846997404,,ds003604/Gram/ses-7
ds003604,parc-rwkv-seed2,jmichaelov/parc-rwkv-seed2@checkpoint-20,20,10485760.0,Gram,ses-7,60,0.0096080318006865,0.0144850408143625,0.0064660362233442,60,0.8473571685763311,0.8585291067224872,104,104,0.011338821640972515,,ds003604/Gram/ses-7
ds003604,parc-rwkv-seed2,jmichaelov/parc-rwkv-seed2@checkpoint-30,30,15728640.0,Gram,ses-7,60,0.0094106124407728,0.0088032763333965,0.00626291466659,60,0.8473571685763311,0.8585291067224872,104,104,0.01110583917828162,,ds003604/Gram/ses-7
ds003604,parc-rwkv-seed2,jmichaelov/parc-rwkv-seed2@checkpoint-50,50,26214400.0,Gram,ses-7,60,0.0250338570642436,0.0259007732130136,0.016857172969503,60,0.8473571685763311,0.8585291067224872,104,104,0.029543453448684094,,ds003604/Gram/ses-7
ds003604,parc-rwkv-seed2,jmichaelov/parc-rwkv-seed2@checkpoint-70,70,36700160.0,Gram,ses-7,60,0.0375801616481915,0.0344214514116711,0.0249283804888331,60,0.8473571685763311,0.8585291067224872,104,104,0.044349848023745406,,ds003604/Gram/ses-7
ds003604,parc-rwkv-seed2,jmichaelov/parc-rwkv-seed2@checkpoint-100,100,52428800.0,Gram,ses-7,60,-0.0024776110192973,-0.0099232640451479,-0.0019833095400063,60,0.8473571685763311,0.8585291067224872,104,104,-0.002923927608307138,,ds003604/Gram/ses-7
ds003604,parc-rwkv-seed2,jmichaelov/parc-rwkv-seed2@checkpoint-300,300,157286400.0,Gram,ses-7,60,0.0499604771215284,0.0442754684961281,0.033203987058985,60,0.8473571685763311,0.8585291067224872,104,104,0.05896035222722954,,ds003604/Gram/ses-7
ds003604,parc-rwkv-seed2,jmichaelov/parc-rwkv-seed2@checkpoint-640,640,335544320.0,Gram,ses-7,60,0.0331150515431256,0.0327261070109632,0.0218508972798957,60,0.8473571685763311,0.8585291067224872,104,104,0.039080393452932176,,ds003604/Gram/ses-7
ds003604,parc-rwkv-seed2,jmichaelov/parc-rwkv-seed2@checkpoint-1100,1100,576716800.0,Gram,ses-7,60,0.0284296332219855,0.0255876442341678,0.0185575175735277,60,0.8473571685763311,0.8585291067224872,104,104,0.03355094436712081,,ds003604/Gram/ses-7
ds003604,parc-rwkv-seed2,jmichaelov/parc-rwkv-seed2@checkpoint-1850,1850,969932800.0,Gram,ses-7,60,0.0227523810580573,0.0254033452859939,0.0148246799078926,60,0.8473571685763311,0.8585291067224872,104,104,0.0268509925941669,,ds003604/Gram/ses-7
ds003604,parc-rwkv-seed2,jmichaelov/parc-rwkv-seed2@checkpoint-4000,4000,2097152000.0,Gram,ses-7,60,0.0300409983083789,0.0273943073279839,0.0196676599183042,60,0.8473571685763311,0.8585291067224872,104,104,0.03545258059107665,,ds003604/Gram/ses-7
ds003604,parc-rwkv-seed2,jmichaelov/parc-rwkv-seed2@checkpoint-10,10,5242880.0,Gram,ses-9,60,-0.0058130694037803,0.0205172457763614,-0.0042265891227767,60,0.856295191724584,0.8666433054902564,96,96,-0.006788627870340765,,ds003604/Gram/ses-9
ds003604,parc-rwkv-seed2,jmichaelov/parc-rwkv-seed2@checkpoint-20,20,10485760.0,Gram,ses-9,60,-0.0073288518213874,0.0141386919840336,-0.0051553273099488,60,0.856295191724584,0.8666433054902564,96,96,-0.00855879128157551,,ds003604/Gram/ses-9
ds003604,parc-rwkv-seed2,jmichaelov/parc-rwkv-seed2@checkpoint-30,30,15728640.0,Gram,ses-9,60,-0.0070784875097084,0.0085433037319323,-0.0046915969633966,60,0.856295191724584,0.8666433054902564,96,96,-0.008266410436630248,,ds003604/Gram/ses-9
ds003604,parc-rwkv-seed2,jmichaelov/parc-rwkv-seed2@checkpoint-50,50,26214400.0,Gram,ses-9,60,0.0064486468673372,0.0258409357737079,0.0041448295024479,60,0.856295191724584,0.8666433054902564,96,96,0.007530868945263588,,ds003604/Gram/ses-9
ds003604,parc-rwkv-seed2,jmichaelov/parc-rwkv-seed2@checkpoint-70,70,36700160.0,Gram,ses-9,60,0.005625972426762,0.034394199011558,0.0037896861516449,60,0.856295191724584,0.8666433054902564,96,96,0.006570131983844561,,ds003604/Gram/ses-9
ds003604,parc-rwkv-seed2,jmichaelov/parc-rwkv-seed2@checkpoint-100,100,52428800.0,Gram,ses-9,60,-0.0156264333092562,-0.0096703485308258,-0.0107022065516283,60,0.856295191724584,0.8666433054902564,96,96,-0.018248885968616107,,ds003604/Gram/ses-9
ds003604,parc-rwkv-seed2,jmichaelov/parc-rwkv-seed2@checkpoint-300,300,157286400.0,Gram,ses-9,60,0.0077974988249498,0.0427033879745841,0.0054580934039787,60,0.856295191724584,0.8666433054902564,96,96,0.009106087363687735,,ds003604/Gram/ses-9
ds003604,parc-rwkv-seed2,jmichaelov/parc-rwkv-seed2@checkpoint-640,640,335544320.0,Gram,ses-9,60,-0.0012719675172138,0.0314176275763059,-0.0007339203418574,60,0.856295191724584,0.8666433054902564,96,96,-0.001485431110096565,,ds003604/Gram/ses-9
ds003604,parc-rwkv-seed2,jmichaelov/parc-rwkv-seed2@checkpoint-1100,1100,576716800.0,Gram,ses-9,60,-0.0043119503963408,0.0246466547424662,-0.0030231897110627,60,0.856295191724584,0.8666433054902564,96,96,-0.005035588705871983,,ds003604/Gram/ses-9
ds003604,parc-rwkv-seed2,jmichaelov/parc-rwkv-seed2@checkpoint-1850,1850,969932800.0,Gram,ses-9,60,-0.0052566561773475,0.0246280355637858,-0.0034805325872767,60,0.856295191724584,0.8666433054902564,96,96,-0.006138836499549367,,ds003604/Gram/ses-9
ds003604,parc-rwkv-seed2,jmichaelov/parc-rwkv-seed2@checkpoint-4000,4000,2097152000.0,Gram,ses-9,60,-5.017825018633173e-05,0.0268615589355775,-0.000791407574901,60,0.856295191724584,0.8666433054902564,96,96,-5.859924319471234e-05,,ds003604/Gram/ses-9
ds003604,parc-rwkv-seed2,jmichaelov/parc-rwkv-seed2@checkpoint-10,10,5242880.0,Phon,ses-5,72,-0.0124019890212893,-0.0140541257415838,-0.0081346526648475,72,0.8557219568377097,0.8634856507360009,93,93,-0.014493012505043593,,ds003604/Phon/ses-5
ds003604,parc-rwkv-seed2,jmichaelov/parc-rwkv-seed2@checkpoint-20,20,10485760.0,Phon,ses-5,72,-0.0084122782241258,-0.0089717967811022,-0.0055021146666911,72,0.8557219568377097,0.8634856507360009,93,93,-0.009830620982559659,,ds003604/Phon/ses-5
ds003604,parc-rwkv-seed2,jmichaelov/parc-rwkv-seed2@checkpoint-30,30,15728640.0,Phon,ses-5,72,-0.0053672957325439,-0.0119282047439142,-0.0035139298500286,72,0.8557219568377097,0.8634856507360009,93,93,-0.006272242624670462,,ds003604/Phon/ses-5
ds003604,parc-rwkv-seed2,jmichaelov/parc-rwkv-seed2@checkpoint-50,50,26214400.0,Phon,ses-5,72,-0.0213090760289715,-0.0205531058207497,-0.0141310572720952,72,0.8557219568377097,0.8634856507360009,93,93,-0.024901868952525698,,ds003604/Phon/ses-5
ds003604,parc-rwkv-seed2,jmichaelov/parc-rwkv-seed2@checkpoint-70,70,36700160.0,Phon,ses-5,72,-0.0076058323572779,-0.0095649008731634,-0.0050072122231103,72,0.8557219568377097,0.8634856507360009,93,93,-0.008888205212572768,,ds003604/Phon/ses-5
ds003604,parc-rwkv-seed2,jmichaelov/parc-rwkv-seed2@checkpoint-100,100,52428800.0,Phon,ses-5,72,-0.0023658062255561,0.001178153049651,-0.0018589466785492,72,0.8557219568377097,0.8634856507360009,93,93,-0.0027646903373834807,,ds003604/Phon/ses-5
ds003604,parc-rwkv-seed2,jmichaelov/parc-rwkv-seed2@checkpoint-300,300,157286400.0,Phon,ses-5,72,-0.0051750651197369,-0.0140861557506664,-0.0034245044084905,72,0.8557219568377097,0.8634856507360009,93,93,-0.006047601184456188,,ds003604/Phon/ses-5
ds003604,parc-rwkv-seed2,jmichaelov/parc-rwkv-seed2@checkpoint-640,640,335544320.0,Phon,ses-5,72,-0.0202457791627915,-0.0171779399949205,-0.0136379923375871,72,0.8557219568377097,0.8634856507360009,93,93,-0.0236592961078258,,ds003604/Phon/ses-5
ds003604,parc-rwkv-seed2,jmichaelov/parc-rwkv-seed2@checkpoint-1100,1100,576716800.0,Phon,ses-5,72,-0.0193783987068506,-0.016978640581828,-0.0128007007034597,72,0.8557219568377097,0.8634856507360009,93,93,-0.02264567194052469,,ds003604/Phon/ses-5
ds003604,parc-rwkv-seed2,jmichaelov/parc-rwkv-seed2@checkpoint-1850,1850,969932800.0,Phon,ses-5,72,-0.0047280286975943,-0.0072545369324173,-0.0031476530415368,72,0.8557219568377097,0.8634856507360009,93,93,-0.005525192686496631,,ds003604/Phon/ses-5
ds003604,parc-rwkv-seed2,jmichaelov/parc-rwkv-seed2@checkpoint-4000,4000,2097152000.0,Phon,ses-5,72,-0.0049505994093647,-0.007041604890655,-0.0030723151695561,72,0.8557219568377097,0.8634856507360009,93,93,-0.005785289684115931,,ds003604/Phon/ses-5
ds003604,parc-rwkv-seed2,jmichaelov/parc-rwkv-seed2@checkpoint-10,10,5242880.0,Phon,ses-7,72,-0.0139432919189185,-0.0141099546983578,-0.009318008507667,72,0.8460261320456435,0.8625656315768998,104,104,-0.016480923449970045,,ds003604/Phon/ses-7
ds003604,parc-rwkv-seed2,jmichaelov/parc-rwkv-seed2@checkpoint-20,20,10485760.0,Phon,ses-7,72,-0.0053380529649665,-0.0089901768676797,-0.0035286299226102,72,0.8460261320456435,0.8625656315768998,104,104,-0.006309560382088185,,ds003604/Phon/ses-7
ds003604,parc-rwkv-seed2,jmichaelov/parc-rwkv-seed2@checkpoint-30,30,15728640.0,Phon,ses-7,72,-0.0004872769366299,-0.0118694272688033,-0.0005763653458038,72,0.8460261320456435,0.8625656315768998,104,104,-0.0005759596756801021,,ds003604/Phon/ses-7
ds003604,parc-rwkv-seed2,jmichaelov/parc-rwkv-seed2@checkpoint-50,50,26214400.0,Phon,ses-7,72,-0.0205732380831006,-0.020721297211182,-0.0139240312499042,72,0.8460261320456435,0.8625656315768998,104,104,-0.02431749718339748,,ds003604/Phon/ses-7
ds003604,parc-rwkv-seed2,jmichaelov/parc-rwkv-seed2@checkpoint-70,70,36700160.0,Phon,ses-7,72,-0.0075448654303248,-0.0091931217338252,-0.0051725880396534,72,0.8460261320456435,0.8625656315768998,104,104,-0.008918005182749782,,ds003604/Phon/ses-7
ds003604,parc-rwkv-seed2,jmichaelov/parc-rwkv-seed2@checkpoint-100,100,52428800.0,Phon,ses-7,72,-0.0016220174778157,0.0020084814871814,-0.0013076939567389,72,0.8460261320456435,0.8625656315768998,104,104,-0.0019172191216998858,,ds003604/Phon/ses-7
ds003604,parc-rwkv-seed2,jmichaelov/parc-rwkv-seed2@checkpoint-300,300,157286400.0,Phon,ses-7,72,-0.0106113964346381,-0.0136475614639763,-0.0070664473905839,72,0.8460261320456435,0.8625656315768998,104,104,-0.012542634361636492,,ds003604/Phon/ses-7
ds003604,parc-rwkv-seed2,jmichaelov/parc-rwkv-seed2@checkpoint-640,640,335544320.0,Phon,ses-7,72,-0.0212836908087943,-0.0168834146985268,-0.0143815710090068,72,0.8460261320456435,0.8625656315768998,104,104,-0.025157249879896187,,ds003604/Phon/ses-7
ds003604,parc-rwkv-seed2,jmichaelov/parc-rwkv-seed2@checkpoint-1100,1100,576716800.0,Phon,ses-7,72,-0.0188104359347988,-0.0167017677853478,-0.0124772991066643,72,0.8460261320456435,0.8625656315768998,104,104,-0.022233871061779414,,ds003604/Phon/ses-7
ds003604,parc-rwkv-seed2,jmichaelov/parc-rwkv-seed2@checkpoint-1850,1850,969932800.0,Phon,ses-7,72,-0.0030041541466599,-0.0064624763284576,-0.0022154234386532,72,0.8460261320456435,0.8625656315768998,104,104,-0.003550899946076163,,ds003604/Phon/ses-7
ds003604,parc-rwkv-seed2,jmichaelov/parc-rwkv-seed2@checkpoint-4000,4000,2097152000.0,Phon,ses-7,72,-0.0025076745736651,-0.0065488570336118,-0.0016366080807523,72,0.8460261320456435,0.8625656315768998,104,104,-0.002964062785627773,,ds003604/Phon/ses-7
ds003604,parc-rwkv-seed2,jmichaelov/parc-rwkv-seed2@checkpoint-10,10,5242880.0,Phon,ses-9,72,-0.0121805307319062,-0.0135973275078048,-0.0080262396295581,72,0.8734471856251366,0.8799092562412186,96,96,-0.013945354604569995,,ds003604/Phon/ses-9
ds003604,parc-rwkv-seed2,jmichaelov/parc-rwkv-seed2@checkpoint-20,20,10485760.0,Phon,ses-9,72,-0.0058370153669978,-0.0087413156102979,-0.0036946182421775,72,0.8734471856251366,0.8799092562412186,96,96,-0.0066827341859487235,,ds003604/Phon/ses-9
ds003604,parc-rwkv-seed2,jmichaelov/parc-rwkv-seed2@checkpoint-30,30,15728640.0,Phon,ses-9,72,-0.0030742762811163,-0.0116377264708671,-0.0021449855908663,72,0.8734471856251366,0.8799092562412186,96,96,-0.0035197048335738855,,ds003604/Phon/ses-9
ds003604,parc-rwkv-seed2,jmichaelov/parc-rwkv-seed2@checkpoint-50,50,26214400.0,Phon,ses-9,72,-0.0202548754435276,-0.0204425134788713,-0.0133403158678095,72,0.8734471856251366,0.8799092562412186,96,96,-0.023189582354691478,,ds003604/Phon/ses-9
ds003604,parc-rwkv-seed2,jmichaelov/parc-rwkv-seed2@checkpoint-70,70,36700160.0,Phon,ses-9,72,-0.00464536737823,-0.0091678202714866,-0.0030245399336659,72,0.8734471856251366,0.8799092562412186,96,96,-0.005318429613927092,,ds003604/Phon/ses-9
ds003604,parc-rwkv-seed2,jmichaelov/parc-rwkv-seed2@checkpoint-100,100,52428800.0,Phon,ses-9,72,0.0049140123544494,0.0023705925444792,0.0029743146856787,72,0.8734471856251366,0.8799092562412186,96,96,0.005625998269068075,,ds003604/Phon/ses-9
ds003604,parc-rwkv-seed2,jmichaelov/parc-rwkv-seed2@checkpoint-300,300,157286400.0,Phon,ses-9,72,-0.0018335674468646,-0.0132625859788479,-0.0012066309577403,72,0.8734471856251366,0.8799092562412186,96,96,-0.0020992310434342905,,ds003604/Phon/ses-9
ds003604,parc-rwkv-seed2,jmichaelov/parc-rwkv-seed2@checkpoint-640,640,335544320.0,Phon,ses-9,72,-0.019937053924147,-0.0164086036534286,-0.0134107537155964,72,0.8734471856251366,0.8799092562412186,96,96,-0.02282571202044439,,ds003604/Phon/ses-9
ds003604,parc-rwkv-seed2,jmichaelov/parc-rwkv-seed2@checkpoint-1100,1100,576716800.0,Phon,ses-9,72,-0.0236505268155399,-0.0164929631311128,-0.015425276162301,72,0.8734471856251366,0.8799092562412186,96,96,-0.02707722596714641,,ds003604/Phon/ses-9
ds003604,parc-rwkv-seed2,jmichaelov/parc-rwkv-seed2@checkpoint-1850,1850,969932800.0,Phon,ses-9,72,-0.0073904463994022,-0.0067267506850883,-0.0050127247503284,72,0.8734471856251366,0.8799092562412186,96,96,-0.008461240153991417,,ds003604/Phon/ses-9
ds003604,parc-rwkv-seed2,jmichaelov/parc-rwkv-seed2@checkpoint-4000,4000,2097152000.0,Phon,ses-9,72,-0.0064539929929103,-0.0065044268873109,-0.00428813367266,72,0.8734471856251366,0.8799092562412186,96,96,-0.007389105030192639,,ds003604/Phon/ses-9
ds003604,parc-rwkv-seed2,jmichaelov/parc-rwkv-seed2@checkpoint-10,10,5242880.0,Plaus,ses-5,60,0.0189999373569855,0.0131995178772282,0.0123092940887155,60,0.8377734204919007,0.8513725618158475,82,82,0.022679088274046272,,ds003604/Plaus/ses-5
ds003604,parc-rwkv-seed2,jmichaelov/parc-rwkv-seed2@checkpoint-20,20,10485760.0,Plaus,ses-5,60,0.0185479338433286,0.0144430411981009,0.0119835331014681,60,0.8377734204919007,0.8513725618158475,82,82,0.022139558727511475,,ds003604/Plaus/ses-5
ds003604,parc-rwkv-seed2,jmichaelov/parc-rwkv-seed2@checkpoint-30,30,15728640.0,Plaus,ses-5,60,0.0143580158694302,0.0137017084195878,0.0090785115916617,60,0.8377734204919007,0.8513725618158475,82,82,0.017138304365158608,,ds003604/Plaus/ses-5
ds003604,parc-rwkv-seed2,jmichaelov/parc-rwkv-seed2@checkpoint-50,50,26214400.0,Plaus,ses-5,60,0.0087039425405529,0.0047576507436877,0.0057148697115737,60,0.8377734204919007,0.8513725618158475,82,82,0.010389375370064092,,ds003604/Plaus/ses-5
ds003604,parc-rwkv-seed2,jmichaelov/parc-rwkv-seed2@checkpoint-70,70,36700160.0,Plaus,ses-5,60,0.0039667175429941,0.0012151802722519,0.0025492394119694,60,0.8377734204919007,0.8513725618158475,82,82,0.004734833364210853,,ds003604/Plaus/ses-5
ds003604,parc-rwkv-seed2,jmichaelov/parc-rwkv-seed2@checkpoint-100,100,52428800.0,Plaus,ses-5,60,0.0049760886165967,-0.0003797430278814,0.0032365312203581,60,0.8377734204919007,0.8513725618158475,82,82,0.0059396592143911384,,ds003604/Plaus/ses-5
ds003604,parc-rwkv-seed2,jmichaelov/parc-rwkv-seed2@checkpoint-300,300,157286400.0,Plaus,ses-5,60,-0.0152335595210156,-0.0129469615565759,-0.0099523175339254,60,0.8377734204919007,0.8513725618158475,82,82,-0.01818338842985873,,ds003604/Plaus/ses-5
ds003604,parc-rwkv-seed2,jmichaelov/parc-rwkv-seed2@checkpoint-640,640,335544320.0,Plaus,ses-5,60,-0.0061367853906427,-0.0010387295509769,-0.003898273147394,60,0.8377734204919007,0.8513725618158475,82,82,-0.007325113497918651,,ds003604/Plaus/ses-5
ds003604,parc-rwkv-seed2,jmichaelov/parc-rwkv-seed2@checkpoint-1100,1100,576716800.0,Plaus,ses-5,60,-0.0114261128836641,-0.0024443952415567,-0.007937709389262,60,0.8377734204919007,0.8513725618158475,82,82,-0.013638667215003349,,ds003604/Plaus/ses-5
ds003604,parc-rwkv-seed2,jmichaelov/parc-rwkv-seed2@checkpoint-1850,1850,969932800.0,Plaus,ses-5,60,-0.0142822837705182,-0.0017575158934254,-0.0092624707374015,60,0.8377734204919007,0.8513725618158475,82,82,-0.017047907490467196,,ds003604/Plaus/ses-5
ds003604,parc-rwkv-seed2,jmichaelov/parc-rwkv-seed2@checkpoint-4000,4000,2097152000.0,Plaus,ses-5,60,-0.0088072853906941,-0.0026816965446027,-0.0056765448895446,60,0.8377734204919007,0.8513725618158475,82,82,-0.010512729546280998,,ds003604/Plaus/ses-5
ds003604,parc-rwkv-seed2,jmichaelov/parc-rwkv-seed2@checkpoint-10,10,5242880.0,Plaus,ses-7,60,0.0073915889707632,0.0128728245531484,0.0047478067023726,60,0.8460574463236867,0.8583435468318904,103,103,0.008736509563128776,,ds003604/Plaus/ses-7
ds003604,parc-rwkv-seed2,jmichaelov/parc-rwkv-seed2@checkpoint-20,20,10485760.0,Plaus,ses-7,60,0.0098558750272348,0.0141028011344497,0.0060597931098357,60,0.8460574463236867,0.8583435468318904,103,103,0.01164917946182122,,ds003604/Plaus/ses-7
ds003604,parc-rwkv-seed2,jmichaelov/parc-rwkv-seed2@checkpoint-30,30,15728640.0,Plaus,ses-7,60,0.0089422965325108,0.0138926348680878,0.0056944298064915,60,0.8460574463236867,0.8583435468318904,103,103,0.010569372767023239,,ds003604/Plaus/ses-7
ds003604,parc-rwkv-seed2,jmichaelov/parc-rwkv-seed2@checkpoint-50,50,26214400.0,Plaus,ses-7,60,0.007604275502863,0.005635770242747,0.0050033055159,60,0.8460574463236867,0.8583435468318904,103,103,0.008987895013400471,,ds003604/Plaus/ses-7
ds003604,parc-rwkv-seed2,jmichaelov/parc-rwkv-seed2@checkpoint-70,70,36700160.0,Plaus,ses-7,60,0.0101925989477629,0.0017887027920869,0.0067100375902629,60,0.8460574463236867,0.8583435468318904,103,103,0.012047171255394153,,ds003604/Plaus/ses-7
ds003604,parc-rwkv-seed2,jmichaelov/parc-rwkv-seed2@checkpoint-100,100,52428800.0,Plaus,ses-7,60,0.0041133581367354,-0.0010173046680519,0.0027344760517768,60,0.8460574463236867,0.8583435468318904,103,103,0.004861795324429662,,ds003604/Plaus/ses-7
ds003604,parc-rwkv-seed2,jmichaelov/parc-rwkv-seed2@checkpoint-300,300,157286400.0,Plaus,ses-7,60,-0.0121675001819536,-0.012661949852216,-0.0079223794604503,60,0.8460574463236867,0.8583435468318904,103,103,-0.014381411374398006,,ds003604/Plaus/ses-7
