dataset,family,model_ref,step,tokens,task,session,n_stim,rsa,rsa_pearson,rsa_kendall,n_stim_ceil,ceiling_lower,ceiling_upper,ceiling_n,n_subjects,frac_of_ceiling,params,cell
ds002236,polypythia-70m-seed2,EleutherAI/pythia-70m-seed2@step143000,143000,299892736000.0,Phon,ses-11+,96,0.0515569961040212,0.0194938191862914,0.0345770656076471,96,0.3027469867681776,0.4039104611117662,20,20,0.1702973055302444,,ds002236/Phon/ses-11+
ds002236,polypythia-70m-seed2,EleutherAI/pythia-70m-seed2@step0,0,0.0,Phon,ses-9,96,-0.0270060793329007,-0.0007658973657286,-0.018155912923348,96,0.2555744517777938,0.4415161758890461,9,9,-0.10566814932026466,,ds002236/Phon/ses-9
ds002236,polypythia-70m-seed2,EleutherAI/pythia-70m-seed2@step1,1,2097152.0,Phon,ses-9,96,-0.0270060793329007,-0.0007658973657286,-0.018155912923348,96,0.2555744517777938,0.4415161758890461,9,9,-0.10566814932026466,,ds002236/Phon/ses-9
ds002236,polypythia-70m-seed2,EleutherAI/pythia-70m-seed2@step4,4,8388608.0,Phon,ses-9,96,-0.0268232035961491,-0.0006056669657163,-0.01804335361325,96,0.2555744517777938,0.4415161758890461,9,9,-0.1049526015200855,,ds002236/Phon/ses-9
ds002236,polypythia-70m-seed2,EleutherAI/pythia-70m-seed2@step16,16,33554432.0,Phon,ses-9,96,-0.0143810365822067,0.0140955326257667,-0.009503661544737,96,0.2555744517777938,0.4415161758890461,9,9,-0.05626946074684383,,ds002236/Phon/ses-9
ds002236,polypythia-70m-seed2,EleutherAI/pythia-70m-seed2@step256,256,536870912.0,Phon,ses-9,96,0.0499008527120597,0.0521454959014494,0.0331938367524426,96,0.2555744517777938,0.4415161758890461,9,9,0.1952497691570729,,ds002236/Phon/ses-9
ds002236,polypythia-70m-seed2,EleutherAI/pythia-70m-seed2@step5000,5000,10485760000.0,Phon,ses-9,96,0.0588070551752109,0.0390377941463539,0.0393084048133054,96,0.2555744517777938,0.4415161758890461,9,9,0.23009754991606124,,ds002236/Phon/ses-9
ds002236,polypythia-70m-seed2,EleutherAI/pythia-70m-seed2@step14000,14000,29360128000.0,Phon,ses-9,96,0.0776195983500297,0.0547366127817287,0.0518667528659332,96,0.2555744517777938,0.4415161758890461,9,9,0.303706406528909,,ds002236/Phon/ses-9
ds002236,polypythia-70m-seed2,EleutherAI/pythia-70m-seed2@step28000,28000,58720256000.0,Phon,ses-9,96,0.02662962276845,0.0095870094542074,0.0178415164913819,96,0.2555744517777938,0.4415161758890461,9,9,0.10419516733074248,,ds002236/Phon/ses-9
ds002236,polypythia-70m-seed2,EleutherAI/pythia-70m-seed2@step51000,51000,106954752000.0,Phon,ses-9,96,0.0506758175411273,0.0268763478623355,0.0338395616151587,96,0.2555744517777938,0.4415161758890461,9,9,0.19828201601773088,,ds002236/Phon/ses-9
ds002236,polypythia-70m-seed2,EleutherAI/pythia-70m-seed2@step86000,86000,180355072000.0,Phon,ses-9,96,0.0592623415402727,0.0173913747584206,0.03975979650816,96,0.2555744517777938,0.4415161758890461,9,9,0.23187897353604672,,ds002236/Phon/ses-9
ds002236,polypythia-70m-seed2,EleutherAI/pythia-70m-seed2@step143000,143000,299892736000.0,Phon,ses-9,96,0.0549877681107537,0.0260110176389724,0.0367645644050903,96,0.2555744517777938,0.4415161758890461,9,9,0.21515361855715595,,ds002236/Phon/ses-9
ds002236,polypythia-70m-seed2,EleutherAI/pythia-70m-seed2@step0,0,0.0,Sem,ses-11,48,-0.0165644624500106,-0.0315497873963079,-0.0111354440018375,48,0.3901861494567716,0.5424473076996204,8,8,-0.04245271769147142,,ds002236/Sem/ses-11
ds002236,polypythia-70m-seed2,EleutherAI/pythia-70m-seed2@step1,1,2097152.0,Sem,ses-11,48,-0.0165644624500106,-0.0315497873963079,-0.0111354440018375,48,0.3901861494567716,0.5424473076996204,8,8,-0.04245271769147142,,ds002236/Sem/ses-11
ds002236,polypythia-70m-seed2,EleutherAI/pythia-70m-seed2@step4,4,8388608.0,Sem,ses-11,48,-0.016699625151339,-0.0316380175867357,-0.0112078133751187,48,0.3901861494567716,0.5424473076996204,8,8,-0.042799123378901835,,ds002236/Sem/ses-11
ds002236,polypythia-70m-seed2,EleutherAI/pythia-70m-seed2@step16,16,33554432.0,Sem,ses-11,48,-0.0103827462228228,-0.0271057222060525,-0.0063024284644477,48,0.3901861494567716,0.5424473076996204,8,8,-0.026609725222891584,,ds002236/Sem/ses-11
ds002236,polypythia-70m-seed2,EleutherAI/pythia-70m-seed2@step256,256,536870912.0,Sem,ses-11,48,0.0645931730612158,0.0198827920867353,0.0427828855871673,48,0.3901861494567716,0.5424473076996204,8,8,0.16554450523460218,,ds002236/Sem/ses-11
ds002236,polypythia-70m-seed2,EleutherAI/pythia-70m-seed2@step5000,5000,10485760000.0,Sem,ses-11,48,0.0165640193210257,0.0041971985626166,0.0117867683613686,48,0.3901861494567716,0.5424473076996204,8,8,0.04245158200537513,,ds002236/Sem/ses-11
ds002236,polypythia-70m-seed2,EleutherAI/pythia-70m-seed2@step14000,14000,29360128000.0,Sem,ses-11,48,-0.0108990750995104,-0.0240884363184863,-0.0071393959989176,48,0.3901861494567716,0.5424473076996204,8,8,-0.027933013805550005,,ds002236/Sem/ses-11
ds002236,polypythia-70m-seed2,EleutherAI/pythia-70m-seed2@step28000,28000,58720256000.0,Sem,ses-11,48,0.0064696162926053,0.0141524260328437,0.0047040092632797,48,0.3901861494567716,0.5424473076996204,8,8,0.01658084558258279,,ds002236/Sem/ses-11
ds002236,polypythia-70m-seed2,EleutherAI/pythia-70m-seed2@step51000,51000,106954752000.0,Sem,ses-11,48,-0.002457292357157,-0.0215744674949999,-0.001702253519354,48,0.3901861494567716,0.5424473076996204,8,8,-0.006297743681004856,,ds002236/Sem/ses-11
ds002236,polypythia-70m-seed2,EleutherAI/pythia-70m-seed2@step86000,86000,180355072000.0,Sem,ses-11,48,0.0029770993783301,-0.0064440852105305,0.0014033365427577,48,0.3901861494567716,0.5424473076996204,8,8,0.007629946328117755,,ds002236/Sem/ses-11
ds002236,polypythia-70m-seed2,EleutherAI/pythia-70m-seed2@step143000,143000,299892736000.0,Sem,ses-11,48,0.0152898897145598,-0.0028095436118265,0.0108868709370889,48,0.3901861494567716,0.5424473076996204,8,8,0.039186141629698606,,ds002236/Sem/ses-11
ds002236,polypythia-70m-seed2,EleutherAI/pythia-70m-seed2@step0,0,0.0,Sem,ses-11+,48,-0.0303959645096156,-0.0391540719429071,-0.0199865330035807,48,0.4363337464720812,0.5065254732386439,21,21,-0.06966219036546716,,ds002236/Sem/ses-11+
ds002236,polypythia-70m-seed2,EleutherAI/pythia-70m-seed2@step1,1,2097152.0,Sem,ses-11+,48,-0.0303959645096156,-0.0391540719429071,-0.0199865330035807,48,0.4363337464720812,0.5065254732386439,21,21,-0.06966219036546716,,ds002236/Sem/ses-11+
ds002236,polypythia-70m-seed2,EleutherAI/pythia-70m-seed2@step4,4,8388608.0,Sem,ses-11+,48,-0.0305833662656204,-0.0391245932361486,-0.0199267496082614,48,0.4363337464720812,0.5065254732386439,21,21,-0.07009168214216335,,ds002236/Sem/ses-11+
ds002236,polypythia-70m-seed2,EleutherAI/pythia-70m-seed2@step16,16,33554432.0,Sem,ses-11+,48,-0.0257559776302468,-0.0313874721346494,-0.0168211595461496,48,0.4363337464720812,0.5065254732386439,21,21,-0.059028158693874476,,ds002236/Sem/ses-11+
ds002236,polypythia-70m-seed2,EleutherAI/pythia-70m-seed2@step256,256,536870912.0,Sem,ses-11+,48,0.0336754701569267,0.0174955186065741,0.0226547603315146,48,0.4363337464720812,0.5065254732386439,21,21,0.07717823897235834,,ds002236/Sem/ses-11+
ds002236,polypythia-70m-seed2,EleutherAI/pythia-70m-seed2@step5000,5000,10485760000.0,Sem,ses-11+,48,-0.013061134860688,-0.018184135523678,-0.0092223753516207,48,0.4363337464720812,0.5065254732386439,21,21,-0.02993381778579374,,ds002236/Sem/ses-11+
ds002236,polypythia-70m-seed2,EleutherAI/pythia-70m-seed2@step14000,14000,29360128000.0,Sem,ses-11+,48,-0.0208273632850512,-0.0136083131600844,-0.0140270724385961,48,0.4363337464720812,0.5065254732386439,21,21,-0.04773264376970173,,ds002236/Sem/ses-11+
ds002236,polypythia-70m-seed2,EleutherAI/pythia-70m-seed2@step28000,28000,58720256000.0,Sem,ses-11+,48,-0.0098403229015698,0.0209867424772036,-0.0069097019011119,48,0.4363337464720812,0.5065254732386439,21,21,-0.022552284761681696,,ds002236/Sem/ses-11+
ds002236,polypythia-70m-seed2,EleutherAI/pythia-70m-seed2@step51000,51000,106954752000.0,Sem,ses-11+,48,-0.011088458394561,-0.0325918683951325,-0.0073187461848754,48,0.4363337464720812,0.5065254732386439,21,21,-0.025412791204474244,,ds002236/Sem/ses-11+
ds002236,polypythia-70m-seed2,EleutherAI/pythia-70m-seed2@step86000,86000,180355072000.0,Sem,ses-11+,48,-0.0184770405926718,-0.0274462260845154,-0.012073099360003,48,0.4363337464720812,0.5065254732386439,21,21,-0.04234611863525448,,ds002236/Sem/ses-11+
ds002236,polypythia-70m-seed2,EleutherAI/pythia-70m-seed2@step143000,143000,299892736000.0,Sem,ses-11+,48,-0.0070397477168029,-0.0138923552707642,-0.0046096144285651,48,0.4363337464720812,0.5065254732386439,21,21,-0.01613386031614985,,ds002236/Sem/ses-11+
ds002236,polypythia-70m-seed2,EleutherAI/pythia-70m-seed2@step0,0,0.0,Sem,ses-9,48,-0.0035612604334092,-0.0302990149208084,-0.0022843550000943,48,0.3444322297084097,0.4820670951978834,11,11,-0.01033950985488234,,ds002236/Sem/ses-9
ds002236,polypythia-70m-seed2,EleutherAI/pythia-70m-seed2@step1,1,2097152.0,Sem,ses-9,48,-0.0035612604334092,-0.0302990149208084,-0.0022843550000943,48,0.3444322297084097,0.4820670951978834,11,11,-0.01033950985488234,,ds002236/Sem/ses-9
ds002236,polypythia-70m-seed2,EleutherAI/pythia-70m-seed2@step4,4,8388608.0,Sem,ses-9,48,-0.0039999330457186,-0.0303750604709265,-0.0025518070317858,48,0.3444322297084097,0.4820670951978834,11,11,-0.01161312066848353,,ds002236/Sem/ses-9
ds002236,polypythia-70m-seed2,EleutherAI/pythia-70m-seed2@step16,16,33554432.0,Sem,ses-9,48,-0.0107084125830505,-0.0275154760364829,-0.007148835482389,48,0.3444322297084097,0.4820670951978834,11,11,-0.031090042276578054,,ds002236/Sem/ses-9
ds002236,polypythia-70m-seed2,EleutherAI/pythia-70m-seed2@step256,256,536870912.0,Sem,ses-9,48,0.0245644288725389,0.0196615552293221,0.0164813381411769,48,0.3444322297084097,0.4820670951978834,11,11,0.07131861293391364,,ds002236/Sem/ses-9
ds002236,polypythia-70m-seed2,EleutherAI/pythia-70m-seed2@step5000,5000,10485760000.0,Sem,ses-9,48,0.0039802179863513,-0.0003861393668937,0.0027343037122342,48,0.3444322297084097,0.4820670951978834,11,11,0.011555881369524807,,ds002236/Sem/ses-9
ds002236,polypythia-70m-seed2,EleutherAI/pythia-70m-seed2@step14000,14000,29360128000.0,Sem,ses-9,48,-0.0218060763552042,-0.0080400987852371,-0.0147696451383513,48,0.3444322297084097,0.4820670951978834,11,11,-0.06331020872717064,,ds002236/Sem/ses-9
ds002236,polypythia-70m-seed2,EleutherAI/pythia-70m-seed2@step28000,28000,58720256000.0,Sem,ses-9,48,-0.0109616649784009,0.0193390106859996,-0.0076522746008671,48,0.3444322297084097,0.4820670951978834,11,11,-0.03182531724072644,,ds002236/Sem/ses-9
ds002236,polypythia-70m-seed2,EleutherAI/pythia-70m-seed2@step51000,51000,106954752000.0,Sem,ses-9,48,-0.0258146127919699,-0.02987240443867,-0.0168903824249403,48,0.3444322297084097,0.4820670951978834,11,11,-0.07494830786835512,,ds002236/Sem/ses-9
ds002236,polypythia-70m-seed2,EleutherAI/pythia-70m-seed2@step86000,86000,180355072000.0,Sem,ses-9,48,-0.0085292965364152,-0.0097139924627474,-0.005685715544312,48,0.3444322297084097,0.4820670951978834,11,11,-0.02476335197677625,,ds002236/Sem/ses-9
ds002236,polypythia-70m-seed2,EleutherAI/pythia-70m-seed2@step143000,143000,299892736000.0,Sem,ses-9,48,-0.0012441556930511,-0.0110727972927615,-0.0003177959435393,48,0.3444322297084097,0.4820670951978834,11,11,-0.0036121930113926343,,ds002236/Sem/ses-9
ds002236,polypythia-70m-seed3,EleutherAI/pythia-70m-seed3@step0,0,0.0,Phon,ses-11,96,-0.0143970626426152,-0.0063664439781284,-0.0094299688682113,96,0.23471144623324758,0.4118192032127418,10,10,-0.06133941430495013,,ds002236/Phon/ses-11
ds002236,polypythia-70m-seed3,EleutherAI/pythia-70m-seed3@step1,1,2097152.0,Phon,ses-11,96,-0.0143970626426152,-0.0063664439781284,-0.0094299688682113,96,0.23471144623324758,0.4118192032127418,10,10,-0.06133941430495013,,ds002236/Phon/ses-11
ds002236,polypythia-70m-seed3,EleutherAI/pythia-70m-seed3@step4,4,8388608.0,Phon,ses-11,96,-0.0144205211522318,-0.0064115346154772,-0.0094291992319029,96,0.23471144623324758,0.4118192032127418,10,10,-0.06143936047286428,,ds002236/Phon/ses-11
ds002236,polypythia-70m-seed3,EleutherAI/pythia-70m-seed3@step16,16,33554432.0,Phon,ses-11,96,-0.0014282176072803,-0.0037355564105032,-0.0006982525407618,96,0.23471144623324758,0.4118192032127418,10,10,-0.006084993425761563,,ds002236/Phon/ses-11
ds002236,polypythia-70m-seed3,EleutherAI/pythia-70m-seed3@step256,256,536870912.0,Phon,ses-11,96,0.00302261401137,0.0028911122729899,0.0019648814952494,96,0.23471144623324758,0.4118192032127418,10,10,0.012878000028879025,,ds002236/Phon/ses-11
ds002236,polypythia-70m-seed3,EleutherAI/pythia-70m-seed3@step5000,5000,10485760000.0,Phon,ses-11,96,0.0501460903779495,0.0195438553920056,0.0335013064576334,96,0.23471144623324758,0.4118192032127418,10,10,0.2136499569267541,,ds002236/Phon/ses-11
ds002236,polypythia-70m-seed3,EleutherAI/pythia-70m-seed3@step14000,14000,29360128000.0,Phon,ses-11,96,0.0125575753789474,0.0071578333051287,0.0082639698610421,96,0.23471144623324758,0.4118192032127418,10,10,0.05350218568577241,,ds002236/Phon/ses-11
ds002236,polypythia-70m-seed3,EleutherAI/pythia-70m-seed3@step28000,28000,58720256000.0,Phon,ses-11,96,-0.0005598391626496,-0.0024583577457709,-0.000273990525777,96,0.23471144623324758,0.4118192032127418,10,10,-0.002385223096845701,,ds002236/Phon/ses-11
ds002236,polypythia-70m-seed3,EleutherAI/pythia-70m-seed3@step51000,51000,106954752000.0,Phon,ses-11,96,-0.0403232122184888,-0.0303088470508556,-0.0268304837549016,96,0.23471144623324758,0.4118192032127418,10,10,-0.17179908720095857,,ds002236/Phon/ses-11
ds002236,polypythia-70m-seed3,EleutherAI/pythia-70m-seed3@step86000,86000,180355072000.0,Phon,ses-11,96,0.0097068282761845,0.012903108249739,0.0062167372807979,96,0.23471144623324758,0.4118192032127418,10,10,0.041356433322549645,,ds002236/Phon/ses-11
ds002236,polypythia-70m-seed3,EleutherAI/pythia-70m-seed3@step143000,143000,299892736000.0,Phon,ses-11,96,0.0496854110323996,0.036888086716913,0.0329190765903572,96,0.23471144623324758,0.4118192032127418,10,10,0.21168720925107365,,ds002236/Phon/ses-11
ds002236,polypythia-70m-seed3,EleutherAI/pythia-70m-seed3@step0,0,0.0,Phon,ses-11+,96,-0.0083708798280207,-0.0034116225975836,-0.0055617767823814,96,0.3027469867681776,0.4039104611117662,20,20,-0.027649754395179277,,ds002236/Phon/ses-11+
ds002236,polypythia-70m-seed3,EleutherAI/pythia-70m-seed3@step1,1,2097152.0,Phon,ses-11+,96,-0.0083708798280207,-0.0034116225975836,-0.0055617767823814,96,0.3027469867681776,0.4039104611117662,20,20,-0.027649754395179277,,ds002236/Phon/ses-11+
ds002236,polypythia-70m-seed3,EleutherAI/pythia-70m-seed3@step4,4,8388608.0,Phon,ses-11+,96,-0.0081656310624599,-0.0034466514247463,-0.0054105432477882,96,0.3027469867681776,0.4039104611117662,20,20,-0.026971799619305768,,ds002236/Phon/ses-11+
ds002236,polypythia-70m-seed3,EleutherAI/pythia-70m-seed3@step16,16,33554432.0,Phon,ses-11+,96,0.0132605717041247,-0.0032691474449982,0.0088694812266463,96,0.3027469867681776,0.4039104611117662,20,20,0.043800837939565414,,ds002236/Phon/ses-11+
ds002236,polypythia-70m-seed3,EleutherAI/pythia-70m-seed3@step256,256,536870912.0,Phon,ses-11+,96,0.0036820783418164,0.006257583839633,0.0025982921770317,96,0.3027469867681776,0.4039104611117662,20,20,0.012162229527443249,,ds002236/Phon/ses-11+
ds002236,polypythia-70m-seed3,EleutherAI/pythia-70m-seed3@step5000,5000,10485760000.0,Phon,ses-11+,96,0.0640848971181746,0.0225415986185922,0.0429605215055625,96,0.3027469867681776,0.4039104611117662,20,20,0.21167806755826218,,ds002236/Phon/ses-11+
ds002236,polypythia-70m-seed3,EleutherAI/pythia-70m-seed3@step14000,14000,29360128000.0,Phon,ses-11+,96,0.0227027256649611,0.0206520359824781,0.0150960313703759,96,0.3027469867681776,0.4039104611117662,20,20,0.07498910528330133,,ds002236/Phon/ses-11+
ds002236,polypythia-70m-seed3,EleutherAI/pythia-70m-seed3@step28000,28000,58720256000.0,Phon,ses-11+,96,-0.0033488442132701,-0.0055974207672011,-0.0022773538364445,96,0.3027469867681776,0.4039104611117662,20,20,-0.011061527809141864,,ds002236/Phon/ses-11+
ds002236,polypythia-70m-seed3,EleutherAI/pythia-70m-seed3@step51000,51000,106954752000.0,Phon,ses-11+,96,-0.0373360874939902,-0.0174990098212407,-0.0250560872459719,96,0.3027469867681776,0.4039104611117662,20,20,-0.12332439008742162,,ds002236/Phon/ses-11+
ds002236,polypythia-70m-seed3,EleutherAI/pythia-70m-seed3@step86000,86000,180355072000.0,Phon,ses-11+,96,0.0258404427854532,0.0222786617979357,0.0167942338847777,96,0.3027469867681776,0.4039104611117662,20,20,0.08535326168329464,,ds002236/Phon/ses-11+
ds002236,polypythia-70m-seed3,EleutherAI/pythia-70m-seed3@step143000,143000,299892736000.0,Phon,ses-11+,96,0.0475445776163591,0.039624604552245,0.0318612114845129,96,0.3027469867681776,0.4039104611117662,20,20,0.15704393336461317,,ds002236/Phon/ses-11+
ds002236,polypythia-70m-seed3,EleutherAI/pythia-70m-seed3@step0,0,0.0,Phon,ses-9,96,0.0019500698773998,-0.0116230508528902,0.001460962122349,96,0.2555744517777938,0.4415161758890461,9,9,0.007630144029792404,,ds002236/Phon/ses-9
ds002236,polypythia-70m-seed3,EleutherAI/pythia-70m-seed3@step1,1,2097152.0,Phon,ses-9,96,0.0019500698773998,-0.0116230508528902,0.001460962122349,96,0.2555744517777938,0.4415161758890461,9,9,0.007630144029792404,,ds002236/Phon/ses-9
ds002236,polypythia-70m-seed3,EleutherAI/pythia-70m-seed3@step4,4,8388608.0,Phon,ses-9,96,0.0019091641969647,-0.0116695288875826,0.0014340248515563,96,0.2555744517777938,0.4415161758890461,9,9,0.007470090158403627,,ds002236/Phon/ses-9
ds002236,polypythia-70m-seed3,EleutherAI/pythia-70m-seed3@step16,16,33554432.0,Phon,ses-9,96,0.0110295627641543,-0.0104718226317755,0.0075639856385864,96,0.2555744517777938,0.4415161758890461,9,9,0.0431559676150409,,ds002236/Phon/ses-9
ds002236,polypythia-70m-seed3,EleutherAI/pythia-70m-seed3@step256,256,536870912.0,Phon,ses-9,96,0.018940695972934,0.0098899073770196,0.0125822067781869,96,0.2555744517777938,0.4415161758890461,9,9,0.0741102870070979,,ds002236/Phon/ses-9
ds002236,polypythia-70m-seed3,EleutherAI/pythia-70m-seed3@step5000,5000,10485760000.0,Phon,ses-9,96,0.0599882849575613,0.0229858885729588,0.0400853526665974,96,0.2555744517777938,0.4415161758890461,9,9,0.23471941166371904,,ds002236/Phon/ses-9
ds002236,polypythia-70m-seed3,EleutherAI/pythia-70m-seed3@step14000,14000,29360128000.0,Phon,ses-9,96,0.0290507633471344,0.0162996018355219,0.0191972308485625,96,0.2555744517777938,0.4415161758890461,9,9,0.11366849520777704,,ds002236/Phon/ses-9
ds002236,polypythia-70m-seed3,EleutherAI/pythia-70m-seed3@step28000,28000,58720256000.0,Phon,ses-9,96,0.0284198009559019,0.002619451254545,0.0186577157964004,96,0.2555744517777938,0.4415161758890461,9,9,0.11119969448515599,,ds002236/Phon/ses-9
ds002236,polypythia-70m-seed3,EleutherAI/pythia-70m-seed3@step51000,51000,106954752000.0,Phon,ses-9,96,-0.0044986140357804,-0.010731823754628,-0.0030477597811154,96,0.2555744517777938,0.4415161758890461,9,9,-0.0176019707935896,,ds002236/Phon/ses-9
ds002236,polypythia-70m-seed3,EleutherAI/pythia-70m-seed3@step86000,86000,180355072000.0,Phon,ses-9,96,0.0213135720782454,0.0182039477861175,0.0141880529355852,96,0.2555744517777938,0.4415161758890461,9,9,0.08339476786504557,,ds002236/Phon/ses-9
ds002236,polypythia-70m-seed3,EleutherAI/pythia-70m-seed3@step143000,143000,299892736000.0,Phon,ses-9,96,0.0691755520279911,0.0422062418348213,0.0457668078949292,96,0.2555744517777938,0.4415161758890461,9,9,0.2706669291347437,,ds002236/Phon/ses-9
ds002236,polypythia-70m-seed3,EleutherAI/pythia-70m-seed3@step0,0,0.0,Sem,ses-11,48,0.0374479442585876,0.0016411666980903,0.0254110895051822,48,0.3901861494567716,0.5424473076996204,8,8,0.09597456063144144,,ds002236/Sem/ses-11
ds002236,polypythia-70m-seed3,EleutherAI/pythia-70m-seed3@step1,1,2097152.0,Sem,ses-11,48,0.0374479442585876,0.0016411666980903,0.0254110895051822,48,0.3901861494567716,0.5424473076996204,8,8,0.09597456063144144,,ds002236/Sem/ses-11
ds002236,polypythia-70m-seed3,EleutherAI/pythia-70m-seed3@step4,4,8388608.0,Sem,ses-11,48,0.0369717227354984,0.0014744935681299,0.0251436374734907,48,0.3901861494567716,0.5424473076996204,8,8,0.09475406235452359,,ds002236/Sem/ses-11
ds002236,polypythia-70m-seed3,EleutherAI/pythia-70m-seed3@step16,16,33554432.0,Sem,ses-11,48,0.0364724585051928,-0.0037205929400499,0.024017192445896,48,0.3901861494567716,0.5424473076996204,8,8,0.09347450840059496,,ds002236/Sem/ses-11
ds002236,polypythia-70m-seed3,EleutherAI/pythia-70m-seed3@step256,256,536870912.0,Sem,ses-11,48,-0.0096055230660258,-0.0178797072654884,-0.0056227856545023,48,0.3901861494567716,0.5424473076996204,8,8,-0.02461779609398972,,ds002236/Sem/ses-11
ds002236,polypythia-70m-seed3,EleutherAI/pythia-70m-seed3@step5000,5000,10485760000.0,Sem,ses-11,48,0.0184867977912645,0.0007636733729934,0.0126961052691196,48,0.3901861494567716,0.5424473076996204,8,8,0.04737943111769178,,ds002236/Sem/ses-11
ds002236,polypythia-70m-seed3,EleutherAI/pythia-70m-seed3@step14000,14000,29360128000.0,Sem,ses-11,48,-0.016303049792598,-0.0214968828377974,-0.0108082085748267,48,0.3901861494567716,0.5424473076996204,8,8,-0.04178274860677545,,ds002236/Sem/ses-11
ds002236,polypythia-70m-seed3,EleutherAI/pythia-70m-seed3@step28000,28000,58720256000.0,Sem,ses-11,48,-0.0050100664691805,-0.0171527789806393,-0.0035209273348562,48,0.3901861494567716,0.5424473076996204,8,8,-0.012840195573716951,,ds002236/Sem/ses-11
ds002236,polypythia-70m-seed3,EleutherAI/pythia-70m-seed3@step51000,51000,106954752000.0,Sem,ses-11,48,0.0316689653913085,-0.0017060405894112,0.0209147488782747,48,0.3901861494567716,0.5424473076996204,8,8,0.081163735400139,,ds002236/Sem/ses-11
ds002236,polypythia-70m-seed3,EleutherAI/pythia-70m-seed3@step86000,86000,180355072000.0,Sem,ses-11,48,0.0169132467657729,0.0123200791780867,0.0103110624453296,48,0.3901861494567716,0.5424473076996204,8,8,0.043346609789506906,,ds002236/Sem/ses-11
ds002236,polypythia-70m-seed3,EleutherAI/pythia-70m-seed3@step143000,143000,299892736000.0,Sem,ses-11,48,-0.0084173270389397,0.0014217593028901,-0.0056322251379737,48,0.3901861494567716,0.5424473076996204,8,8,-0.02157259310884957,,ds002236/Sem/ses-11
ds002236,polypythia-70m-seed3,EleutherAI/pythia-70m-seed3@step0,0,0.0,Sem,ses-11+,48,-0.0198370786957446,-0.0324413166662931,-0.0134512639468368,48,0.4363337464720812,0.5065254732386439,21,21,-0.045463086126467815,,ds002236/Sem/ses-11+
ds002236,polypythia-70m-seed3,EleutherAI/pythia-70m-seed3@step1,1,2097152.0,Sem,ses-11+,48,-0.0198370786957446,-0.0324413166662931,-0.0134512639468368,48,0.4363337464720812,0.5065254732386439,21,21,-0.045463086126467815,,ds002236/Sem/ses-11+
ds002236,polypythia-70m-seed3,EleutherAI/pythia-70m-seed3@step4,4,8388608.0,Sem,ses-11+,48,-0.0199866305476968,-0.0325501419535769,-0.0134795823972512,48,0.4363337464720812,0.5065254732386439,21,21,-0.045805832597858996,,ds002236/Sem/ses-11+
ds002236,polypythia-70m-seed3,EleutherAI/pythia-70m-seed3@step16,16,33554432.0,Sem,ses-11+,48,-0.0114359718498382,-0.0342540764294364,-0.008218643609155,48,0.4363337464720812,0.5065254732386439,21,21,-0.026209230760403563,,ds002236/Sem/ses-11+
ds002236,polypythia-70m-seed3,EleutherAI/pythia-70m-seed3@step256,256,536870912.0,Sem,ses-11+,48,-0.0381516498085072,-0.0339985415882012,-0.0262040061167852,48,0.4363337464720812,0.5065254732386439,21,21,-0.08743685336506131,,ds002236/Sem/ses-11+
ds002236,polypythia-70m-seed3,EleutherAI/pythia-70m-seed3@step5000,5000,10485760000.0,Sem,ses-11+,48,0.0008880054030299,-0.0116137595930825,0.0007488656887361,48,0.4363337464720812,0.5065254732386439,21,21,0.002035151785095126,,ds002236/Sem/ses-11+
ds002236,polypythia-70m-seed3,EleutherAI/pythia-70m-seed3@step14000,14000,29360128000.0,Sem,ses-11+,48,-0.0132287964745527,-0.0217388280487953,-0.0095590502621029,48,0.4363337464720812,0.5065254732386439,21,21,-0.03031806863785436,,ds002236/Sem/ses-11+
ds002236,polypythia-70m-seed3,EleutherAI/pythia-70m-seed3@step28000,28000,58720256000.0,Sem,ses-11+,48,-0.0100195894782851,-0.0133167733218384,-0.0067523771765875,48,0.4363337464720812,0.5065254732386439,21,21,-0.02296313214207511,,ds002236/Sem/ses-11+
ds002236,polypythia-70m-seed3,EleutherAI/pythia-70m-seed3@step51000,51000,106954752000.0,Sem,ses-11+,48,0.0282202848028446,-0.0052256599796569,0.0189607757996815,48,0.4363337464720812,0.5065254732386439,21,21,0.06467591615596086,,ds002236/Sem/ses-11+
ds002236,polypythia-70m-seed3,EleutherAI/pythia-70m-seed3@step86000,86000,180355072000.0,Sem,ses-11+,48,-0.0144591900862982,-0.0146439734359961,-0.0101442982373337,48,0.4363337464720812,0.5065254732386439,21,21,-0.03313791381759048,,ds002236/Sem/ses-11+
ds002236,polypythia-70m-seed3,EleutherAI/pythia-70m-seed3@step143000,143000,299892736000.0,Sem,ses-11+,48,-0.0050668956712669,-0.0019245080321018,-0.0034517044560654,48,0.4363337464720812,0.5065254732386439,21,21,-0.011612431337788137,,ds002236/Sem/ses-11+
ds002236,polypythia-70m-seed3,EleutherAI/pythia-70m-seed3@step0,0,0.0,Sem,ses-9,48,0.0235142549828725,-0.0142458932105124,0.0161320772527327,48,0.3444322297084097,0.4820670951978834,11,11,0.06826961287211496,,ds002236/Sem/ses-9
ds002236,polypythia-70m-seed3,EleutherAI/pythia-70m-seed3@step1,1,2097152.0,Sem,ses-9,48,0.0235142549828725,-0.0142458932105124,0.0161320772527327,48,0.3444322297084097,0.4820670951978834,11,11,0.06826961287211496,,ds002236/Sem/ses-9
