dataset,task,session,family,params,n_checkpoints,rsa_mean,rsa_sd,rsa_max,frac_of_ceiling_mean,ceiling_lower
ds003604,Gram,ses-5,parc-rwkv-seed1,,11,0.01771502200688699,0.011975598615416997,0.0369603728860194,0.021093958069978904,0.839814981527775
ds003604,Gram,ses-5,parc-rwkv-seed2,,11,0.025977631725786935,0.013875013544049557,0.0497076999257973,0.03093256526399295,0.839814981527775
ds003604,Gram,ses-5,polypythia-160m-seed1,,11,0.022122526054452044,0.009727815494125656,0.0339005589132123,0.02634214266362238,0.839814981527775
ds003604,Gram,ses-5,polypythia-160m-seed2,,11,0.03115378089062528,0.010665498327760975,0.0427412968313676,0.037096005162888294,0.839814981527775
ds003604,Gram,ses-5,polypythia-160m-seed3,,11,0.03402887811341338,0.02204930280290944,0.0601558276227193,0.040519494009869546,0.839814981527775
ds003604,Gram,ses-5,polypythia-410m-seed1,,11,0.029824012258875255,0.006372538968540333,0.0380481118368079,0.035512598506661545,0.839814981527775
ds003604,Gram,ses-5,polypythia-410m-seed2,,11,0.01444804919999042,0.006553607827487051,0.0242968237773558,0.017203847892433174,0.839814981527775
ds003604,Gram,ses-5,polypythia-410m-seed3,,11,0.014620498308450436,0.008441728486611046,0.0355838690607677,0.017409189678723177,0.839814981527775
ds003604,Gram,ses-5,polypythia-70m-seed1,,11,0.022572869566834453,0.008461696760537112,0.0381436274209254,0.026878384005213064,0.839814981527775
ds003604,Gram,ses-5,polypythia-70m-seed2,,11,0.017142113821120263,0.008716159660748018,0.0315778453119618,0.020411774257629536,0.839814981527775
ds003604,Gram,ses-5,polypythia-70m-seed3,,11,0.027421131494866902,0.009021845033321515,0.044227103222168,0.03265139595983738,0.839814981527775
ds003604,Gram,ses-5,pythia-1.4b-full,1515311488.0,11,0.022811389598265633,0.008180840226920666,0.0344311510342554,0.02716239898074645,0.839814981527775
ds003604,Gram,ses-5,pythia-160m-full,212654688.0,11,0.025018972727146427,0.006979675040534834,0.0328203334453196,0.02979105312176308,0.839814981527775
ds003604,Gram,ses-5,pythia-1b-full,1078891008.0,11,0.025024452029765155,0.010146771494494753,0.0409158710591767,0.029797577538139604,0.839814981527775
ds003604,Gram,ses-5,pythia-2.8b-full,,4,0.0256260155989924,0.0016233537658988004,0.0264376924819418,0.030513882417736882,0.839814981527775
ds003604,Gram,ses-5,pythia-410m-full,505997504.0,11,0.02774031779112198,0.01113640694829126,0.0431863278675215,0.03303146335953347,0.839814981527775
ds003604,Gram,ses-5,pythia-6.9b-full,,1,0.0487022002867858,,0.0487022002867858,0.05799158309630022,0.839814981527775
ds003604,Gram,ses-5,pythia-70m-full,95592496.0,11,0.026374032279001158,0.009746079133415212,0.0491297352085352,0.031404574649313864,0.839814981527775
ds003604,Gram,ses-7,babylm-gpt2,134601216.0,9,0.03349287071418778,0.003948464858621093,0.0410771685710209,0.03952627292982026,0.8473571685763311
ds003604,Gram,ses-7,babylm-gpt2-3,134601216.0,9,0.028600405301162965,0.010435689419678783,0.0382002598654483,0.033752479310720084,0.8473571685763311
ds003604,Gram,ses-7,babylm-gpt2-5,134601216.0,9,0.026322945719013145,0.008841384878821383,0.0347596127204239,0.031064758398443804,0.8473571685763311
ds003604,Gram,ses-7,babylm-gpt2-7,134601216.0,9,0.029518528962527397,0.00930719909974568,0.0376122432679872,0.034835993672092634,0.8473571685763311
ds003604,Gram,ses-7,parc-mamba-seed0,,11,0.01978675258301829,0.011912819065823105,0.0396871547590992,0.02335113611685445,0.8473571685763311
ds003604,Gram,ses-7,parc-mamba-seed1,,11,0.004462769519007227,0.012425444329038925,0.0251491712817176,0.00526669235182757,0.8473571685763311
ds003604,Gram,ses-7,parc-mamba-seed2,,11,0.008063924898190073,0.014758867165153875,0.0335448651795896,0.009516559483102623,0.8473571685763311
ds003604,Gram,ses-7,parc-pythia-seed0,,11,0.035732343761155354,0.011386909845410974,0.0546547073385071,0.04216916441645296,0.8473571685763311
ds003604,Gram,ses-7,parc-pythia-seed1,,11,0.03765614536379342,0.013660872014569324,0.0608685805875763,0.04443951943790194,0.8473571685763311
ds003604,Gram,ses-7,parc-pythia-seed2,,11,0.039114161586303424,0.011575309673762618,0.0513602182104135,0.04616018254972722,0.8473571685763311
ds003604,Gram,ses-7,parc-rwkv-seed0,,11,0.014230099767429063,0.014188227285513942,0.0342513987464504,0.016793508446193307,0.8473571685763311
ds003604,Gram,ses-7,parc-rwkv-seed1,,11,0.011684648147338238,0.01251181758109222,0.0328184031380779,0.01378951943838505,0.8473571685763311
ds003604,Gram,ses-7,parc-rwkv-seed2,,11,0.02342384114693542,0.014877680316879993,0.0499604771215284,0.027643409432990908,0.8473571685763311
ds003604,Gram,ses-7,polypythia-160m-seed1,,11,0.016306075366966457,0.00844379934971732,0.0268511829036929,0.01924345007237356,0.8473571685763311
ds003604,Gram,ses-7,polypythia-160m-seed2,,11,0.024904647270801297,0.008003587591446254,0.0330847184527596,0.029390967816610682,0.8473571685763311
ds003604,Gram,ses-7,polypythia-160m-seed3,,11,0.028615534478720953,0.016769363829202712,0.0508630494025404,0.033770333856735675,0.8473571685763311
ds003604,Gram,ses-7,polypythia-410m-seed1,,11,0.02174967300687291,0.0060818216117768595,0.032176731789776,0.02566765681986871,0.8473571685763311
ds003604,Gram,ses-7,polypythia-410m-seed2,,11,0.011782686193691,0.005541159913493496,0.0198099804036485,0.013905218048119457,0.8473571685763311
ds003604,Gram,ses-7,polypythia-410m-seed3,,11,0.010009310845439517,0.007980276308484479,0.025742952832645,0.011812387050736168,0.8473571685763311
ds003604,Gram,ses-7,polypythia-70m-seed1,,11,0.01540459631030649,0.009563823331075237,0.0373595829294209,0.01817957867305022,0.8473571685763311
ds003604,Gram,ses-7,polypythia-70m-seed2,,11,0.008804229005318418,0.008967830838483787,0.0209343648957268,0.0103902218943998,0.8473571685763311
ds003604,Gram,ses-7,polypythia-70m-seed3,,11,0.019431632708570436,0.0076895812908967945,0.0325331699468193,0.022932044985490677,0.8473571685763311
ds003604,Gram,ses-7,pythia-1.4b-full,1515311488.0,11,0.019206145005229793,0.007138937075016351,0.0341431349112559,0.022665937950933468,0.8473571685763311
ds003604,Gram,ses-7,pythia-160m-full,212654688.0,11,0.021533719589117317,0.01094868112909491,0.0355466695299557,0.025412801576101294,0.8473571685763311
ds003604,Gram,ses-7,pythia-1b-full,1078891008.0,11,0.022390005416009863,0.005687953983515912,0.0291521545802157,0.026423338641989595,0.8473571685763311
ds003604,Gram,ses-7,pythia-2.8b-full,,4,0.023303537335087776,0.001897739799030851,0.0242524072346032,0.027501434105101995,0.8473571685763311
ds003604,Gram,ses-7,pythia-410m-full,505997504.0,11,0.019254731420821156,0.008415186242787864,0.0298645548095566,0.022723276718330684,0.8473571685763311
ds003604,Gram,ses-7,pythia-6.9b-full,,1,0.0459919666866624,,0.0459919666866624,0.05427695473909168,0.8473571685763311
ds003604,Gram,ses-7,pythia-70m-full,95592496.0,11,0.01860789474975759,0.009086707254101357,0.0376615158751459,0.021959918957222303,0.8473571685763311
ds003604,Gram,ses-9,babylm-gpt2,134601216.0,9,0.0019017350637453,0.002061187533035967,0.0046652507221055,0.0022208872385645344,0.856295191724584
ds003604,Gram,ses-9,babylm-gpt2-3,134601216.0,9,0.001531957637289211,0.006783792717817543,0.0093959035861521,0.0017890531817699902,0.856295191724584
ds003604,Gram,ses-9,babylm-gpt2-5,134601216.0,9,-0.0002366168837531778,0.005453351388428017,0.0063031423849208,-0.00027632630200413684,0.856295191724584
ds003604,Gram,ses-9,babylm-gpt2-7,134601216.0,9,0.0015156031644869446,0.006137140689498775,0.0108068932591653,0.0017699540755735297,0.856295191724584
ds003604,Gram,ses-9,parc-mamba-seed0,,11,-0.0019522025168346906,0.008198819221707046,0.0090897940787944,-0.002279824219149173,0.856295191724584
ds003604,Gram,ses-9,parc-mamba-seed1,,11,-0.012415348720191273,0.006831770160488178,-0.0030480947139872,-0.014498912104348831,0.856295191724584
ds003604,Gram,ses-9,parc-mamba-seed2,,11,-0.010038478118366237,0.007799890785135991,0.0008645515040136,-0.011723151333068537,0.856295191724584
ds003604,Gram,ses-9,parc-pythia-seed0,,11,0.0026488860476903274,0.006155905153930385,0.0115572028183935,0.0030934262778650593,0.856295191724584
ds003604,Gram,ses-9,parc-pythia-seed1,,11,0.005773598437235264,0.008405114842087232,0.0203996438215255,0.0067425328239986955,0.856295191724584
ds003604,Gram,ses-9,parc-pythia-seed2,,11,0.007415862407270918,0.005368626015675756,0.0133863874960539,0.008660404121078064,0.856295191724584
ds003604,Gram,ses-9,parc-rwkv-seed0,,11,-0.0075831733416035635,0.006617700899839396,0.0039573754618705,-0.008855793440029722,0.856295191724584
ds003604,Gram,ses-9,parc-rwkv-seed1,,11,-0.011097021663947609,0.004014216063158267,-0.0040201667117856,-0.012959341324337155,0.856295191724584
ds003604,Gram,ses-9,parc-rwkv-seed2,,11,-0.0024423160241974304,0.007057362360149635,0.0077974988249498,-0.0028521893475526704,0.856295191724584
ds003604,Gram,ses-9,polypythia-160m-seed1,,11,-0.0050662584772452465,0.006165151179113008,0.003241166554564,-0.005916485957420559,0.856295191724584
ds003604,Gram,ses-9,polypythia-160m-seed2,,11,0.0007295279682552361,0.008036960383522446,0.0129775756889402,0.0008519585013504071,0.856295191724584
ds003604,Gram,ses-9,polypythia-160m-seed3,,11,0.004291279072103336,0.017122260543663087,0.026377989290809,0.005011448287430731,0.856295191724584
ds003604,Gram,ses-9,polypythia-410m-seed1,,11,0.0006495366814323052,0.0035903840727070837,0.0069736752889202,0.0007585429507365724,0.856295191724584
ds003604,Gram,ses-9,polypythia-410m-seed2,,11,-0.008283086969748282,0.004988586894659345,-0.0028559447465998,-0.009673167676051166,0.856295191724584
ds003604,Gram,ses-9,polypythia-410m-seed3,,11,-0.006791970463470209,0.007821794089794323,0.0044597682178169,-0.007931809648248913,0.856295191724584
ds003604,Gram,ses-9,polypythia-70m-seed1,,11,-0.0061520201025052545,0.007572942705219876,0.0074081394077411,-0.00718446180938497,0.856295191724584
ds003604,Gram,ses-9,polypythia-70m-seed2,,11,-0.009101789250364535,0.005161139344946397,-0.0013336919044943,-0.010629265863368303,0.856295191724584
ds003604,Gram,ses-9,polypythia-70m-seed3,,11,-0.0019509641063081638,0.0045313153695806675,0.0049422519753067,-0.002278377976616813,0.856295191724584
ds003604,Gram,ses-9,pythia-1.4b-full,1515311488.0,11,-0.003918187195234382,0.0056159937069240815,0.0048839965146052,-0.004575743543932704,0.856295191724584
ds003604,Gram,ses-9,pythia-160m-full,212654688.0,11,-0.0040438649120137634,0.00782984199126524,0.0057077464739013,-0.004722512693162966,0.856295191724584
ds003604,Gram,ses-9,pythia-1b-full,1078891008.0,11,-0.00320329204575099,0.004161222980177688,0.0039503034393752,-0.0037408735640562683,0.856295191724584
ds003604,Gram,ses-9,pythia-2.8b-full,,4,-0.003736194604097675,0.0009537546372074501,-0.0023055626482865,-0.00436320866939934,0.856295191724584
ds003604,Gram,ses-9,pythia-410m-full,505997504.0,11,-0.0025591482044391724,0.009113868406510298,0.0102597485371227,-0.0029886284883662976,0.856295191724584
ds003604,Gram,ses-9,pythia-6.9b-full,,1,0.0200006545083242,,0.0200006545083242,0.023357195861444406,0.856295191724584
ds003604,Gram,ses-9,pythia-70m-full,95592496.0,11,-0.004062230569631555,0.004981669951747076,0.0039937375163343,-0.004743960504379565,0.856295191724584
ds003604,Phon,ses-5,babylm-gpt2,134601216.0,9,-0.007588522419769889,0.003045419980096198,-0.0022834654103163,-0.008867976752417345,0.8557219568377097
ds003604,Phon,ses-5,babylm-gpt2-3,134601216.0,9,-0.007314921287219133,0.0037942328391580658,-0.0034058234255609,-0.008548245407014175,0.8557219568377097
ds003604,Phon,ses-5,babylm-gpt2-5,134601216.0,9,-0.004444620969237288,0.006438322269652372,0.0034812755579807,-0.0051940013151727795,0.8557219568377097
ds003604,Phon,ses-5,babylm-gpt2-7,134601216.0,9,-0.003356174829488909,0.004506717383841026,0.0020596083703331,-0.003922038931771173,0.8557219568377097
ds003604,Phon,ses-5,parc-mamba-seed0,,11,-0.012527114262677464,0.00749975349691343,-0.0024682913717799,-0.014639234347767554,0.8557219568377097
ds003604,Phon,ses-5,parc-mamba-seed1,,11,-0.009848448321401944,0.009902069472652472,0.0039046068914329,-0.011508934932319066,0.8557219568377097
ds003604,Phon,ses-5,parc-mamba-seed2,,11,-0.0101714578134775,0.008984064858327888,0.0070626748797788,-0.011886405078427302,0.8557219568377097
ds003604,Phon,ses-5,parc-pythia-seed0,,11,-0.014312561275161445,0.014249193003468878,0.0066807640333979,-0.016725714656257048,0.8557219568377097
ds003604,Phon,ses-5,parc-pythia-seed1,,11,-0.008655897877685819,0.006421202589586537,-0.0003833157467474,-0.01011531585524974,0.8557219568377097
ds003604,Phon,ses-5,parc-pythia-seed2,,11,-0.008530113531912735,0.025088502748762846,0.0280823356842993,-0.009968323780583438,0.8557219568377097
ds003604,Phon,ses-5,parc-rwkv-seed0,,11,-0.0081536796737683,0.01010268781107828,0.0043030294491801,-0.009528421712935749,0.8557219568377097
ds003604,Phon,ses-5,parc-rwkv-seed1,,11,-0.0099198532563046,0.005346066995936127,-0.0002615241794258,-0.011592379016384092,0.8557219568377097
ds003604,Phon,ses-5,parc-rwkv-seed2,,11,-0.010176377153282045,0.0070058460861910634,-0.0023658062255561,-0.0118921538380159,0.8557219568377097
ds003604,Phon,ses-5,polypythia-160m-seed1,,11,-0.011236028464700308,0.003973439161243426,-0.0057979318292829,-0.01313046647327206,0.8557219568377097
ds003604,Phon,ses-5,polypythia-160m-seed2,,11,0.0035720084072256362,0.019984854064528188,0.0310993739530415,0.004174262888410468,0.8557219568377097
ds003604,Phon,ses-5,polypythia-160m-seed3,,11,-0.001998238690031609,0.013600516209312127,0.0143204289785298,-0.002335149488761548,0.8557219568377097
ds003604,Phon,ses-5,polypythia-410m-seed1,,11,-0.005833155533082291,0.009335423245302548,0.0054807628160571,-0.006816648195680886,0.8557219568377097
ds003604,Phon,ses-5,polypythia-410m-seed2,,11,-0.006641984602225954,0.004719298126468349,-0.0010135346484415,-0.007761848985120324,0.8557219568377097
ds003604,Phon,ses-5,polypythia-410m-seed3,,11,-0.008282493783052082,0.0067031681337755954,0.0015695978065962,-0.009678954380999812,0.8557219568377097
ds003604,Phon,ses-5,polypythia-70m-seed1,,11,0.004069142838219627,0.004725449985151313,0.0088596559903473,0.004755216113954819,0.8557219568377097
ds003604,Phon,ses-5,polypythia-70m-seed2,,11,-0.018352612059830437,0.014279379004229788,-0.0028894963112759,-0.02144693368352013,0.8557219568377097
ds003604,Phon,ses-5,polypythia-70m-seed3,,11,-0.004691717069786464,0.012745153529455728,0.0147905603817356,-0.005482758777307222,0.8557219568377097
ds003604,Phon,ses-5,pythia-1.4b-full,1515311488.0,11,-0.021837558193583854,0.019693953985016492,-0.000905437805562,-0.025519455261243714,0.8557219568377097
ds003604,Phon,ses-5,pythia-160m-full,212654688.0,11,-0.012394761411563754,0.009615769902199048,-0.0008581505120497,-0.014484566292266425,0.8557219568377097
ds003604,Phon,ses-5,pythia-1b-full,1078891008.0,11,-0.014417962512417953,0.014691041773524515,0.0144430462392126,-0.016848886951199692,0.8557219568377097
ds003604,Phon,ses-5,pythia-2.8b-full,,4,0.0057930470158603,0.0041151328282454,0.007850613429983,0.006769777226785557,0.8557219568377097
ds003604,Phon,ses-5,pythia-410m-full,505997504.0,11,-0.0050502477086452995,0.009225573936953554,0.0038568359672574,-0.005901739073411546,0.8557219568377097
ds003604,Phon,ses-5,pythia-6.9b-full,,1,0.0062236317313326,,0.0062236317313326,0.0072729601964776165,0.8557219568377097
ds003604,Phon,ses-5,pythia-70m-full,95592496.0,11,-0.014130239309333601,0.011657743347950618,0.0082810871188023,-0.01651265249936019,0.8557219568377097
ds003604,Phon,ses-7,babylm-gpt2,134601216.0,9,-0.005293647334098577,0.003495941385345132,0.0024653658733697,-0.006257073077989728,0.8460261320456435
ds003604,Phon,ses-7,babylm-gpt2-3,134601216.0,9,-0.005877321275824399,0.0019314546731571587,-0.0021974826334103,-0.006946973684622919,0.8460261320456435
ds003604,Phon,ses-7,babylm-gpt2-5,134601216.0,9,-0.003712641848311578,0.0032232981307673877,0.0011211909778045,-0.004388329990865198,0.8460261320456435
ds003604,Phon,ses-7,babylm-gpt2-7,134601216.0,9,-0.0023003643775380556,0.0021469053275539186,0.0009609604741126,-0.002719022841500066,0.8460261320456435
ds003604,Phon,ses-7,parc-mamba-seed0,,11,-0.013998004181096473,0.008735847935451842,-0.0011952978552442,-0.016545593157093256,0.8460261320456435
ds003604,Phon,ses-7,parc-mamba-seed1,,11,-0.008278052455615881,0.008364543093836692,0.0015441292266018,-0.009784629743764555,0.8460261320456435
ds003604,Phon,ses-7,parc-mamba-seed2,,11,-0.00851911696092501,0.009392662660197637,0.0118767812120022,-0.010069567166118456,0.8460261320456435
ds003604,Phon,ses-7,parc-pythia-seed0,,11,-0.0147917749133661,0.013689064231104286,0.0043811181951265,-0.01748382745294217,0.8460261320456435
ds003604,Phon,ses-7,parc-pythia-seed1,,11,-0.008463394320273772,0.008032424182768491,0.0020373556108707,-0.010003703195088977,0.8460261320456435
ds003604,Phon,ses-7,parc-pythia-seed2,,11,-0.008356855247644882,0.025623400023860984,0.0327916271071336,-0.009877774374933876,0.8460261320456435
ds003604,Phon,ses-7,parc-rwkv-seed0,,11,-0.009682839868253173,0.009991873881457456,0.0029248768047,-0.01144508366998146,0.8460261320456435
ds003604,Phon,ses-7,parc-rwkv-seed1,,11,-0.005819060407136026,0.005401184512999704,0.0035184231358043,-0.006878109536718289,0.8460261320456435
ds003604,Phon,ses-7,parc-rwkv-seed2,,11,-0.009611463155482928,0.007902672566338169,-0.0004872769366299,-0.011360716639145592,0.8460261320456435
ds003604,Phon,ses-7,polypythia-160m-seed1,,11,-0.012760686902414454,0.007333554432403807,-0.0028221351114528,-0.015083088357518974,0.8460261320456435
ds003604,Phon,ses-7,polypythia-160m-seed2,,11,0.006750189760604591,0.018906763821208487,0.0315849908795197,0.007978701253923462,0.8460261320456435
ds003604,Phon,ses-7,polypythia-160m-seed3,,11,-0.0035497859604240183,0.009998893845437245,0.00937357788646,-0.0041958348873229676,0.8460261320456435
ds003604,Phon,ses-7,polypythia-410m-seed1,,11,-0.004133532678667317,0.008851705546273046,0.0095193576784026,-0.004885821515551379,0.8460261320456435
ds003604,Phon,ses-7,polypythia-410m-seed2,,11,-0.0005577315304197452,0.008560220631894766,0.0129700135945848,-0.0006592367650289734,0.8460261320456435
ds003604,Phon,ses-7,polypythia-410m-seed3,,11,-0.008835150686609764,0.0056176124662471105,-0.0006009883506416,-0.010443117951034052,0.8460261320456435
ds003604,Phon,ses-7,polypythia-70m-seed1,,11,0.004262514879494609,0.005615192059035427,0.008888234753864,0.005038278036622921,0.8460261320456435
ds003604,Phon,ses-7,polypythia-70m-seed2,,11,-0.012995492692549846,0.008151247403935781,-0.002344347540214,-0.015360627999902883,0.8460261320456435
ds003604,Phon,ses-7,polypythia-70m-seed3,,11,-0.002722377451409118,0.011507887373850726,0.0127469621266276,-0.0032178408541903587,0.8460261320456435
ds003604,Phon,ses-7,pythia-1.4b-full,1515311488.0,11,-0.0202157453915574,0.019551811153136388,-0.0008656845148335,-0.0238949420423656,0.8460261320456435
ds003604,Phon,ses-7,pythia-160m-full,212654688.0,11,-0.011919774821641548,0.01104310436592123,0.0018278019657186,-0.014089133148665518,0.8460261320456435
ds003604,Phon,ses-7,pythia-1b-full,1078891008.0,11,-0.011690294456438755,0.01251763078584146,0.0123492229756572,-0.013817888140372547,0.8460261320456435
ds003604,Phon,ses-7,pythia-2.8b-full,,4,0.004748118593180436,0.0031878888849999265,0.0063420630356804,0.005612259968495008,0.8460261320456435
ds003604,Phon,ses-7,pythia-410m-full,505997504.0,11,-0.0063977322372012,0.006357812628324271,-0.0003938938200951,-0.007562097664444294,0.8460261320456435
ds003604,Phon,ses-7,pythia-6.9b-full,,1,0.0033747654261033,,0.0033747654261033,0.003988961213223174,0.8460261320456435
ds003604,Phon,ses-7,pythia-70m-full,95592496.0,11,-0.0103941001258432,0.010839909480710485,0.0090294204138153,-0.012285790866424956,0.8460261320456435
ds003604,Phon,ses-9,babylm-gpt2,134601216.0,9,-0.006880996150645222,0.0026437084949139777,-0.0010768572088479,-0.00787797621183061,0.8734471856251366
ds003604,Phon,ses-9,babylm-gpt2-3,134601216.0,9,-0.005167220274263338,0.005150074677361854,5.560243527226076e-05,-0.005915893209461882,0.8734471856251366
ds003604,Phon,ses-9,babylm-gpt2-5,134601216.0,9,-0.0027423846785767664,0.007387802601646388,0.0057945694104518,-0.003139725817095637,0.8734471856251366
ds003604,Phon,ses-9,babylm-gpt2-7,134601216.0,9,-0.0008379425433509553,0.005669025474829971,0.0051691257327655,-0.0009593511286560847,0.8734471856251366
ds003604,Phon,ses-9,parc-mamba-seed0,,11,-0.01034080609114989,0.010259313837464572,0.0024300105316146,-0.011839074258106234,0.8734471856251366
ds003604,Phon,ses-9,parc-mamba-seed1,,11,-0.007572240441497791,0.011912042370550328,0.0153079294937348,-0.008669374137462299,0.8734471856251366
ds003604,Phon,ses-9,parc-mamba-seed2,,11,-0.010607179708339255,0.008438467102924764,0.0034930594742005,-0.012144042459473458,0.8734471856251366
ds003604,Phon,ses-9,parc-pythia-seed0,,11,-0.013814521972045735,0.015093528694971214,0.0124940247269866,-0.015816093061377854,0.8734471856251366
ds003604,Phon,ses-9,parc-pythia-seed1,,11,-0.005753118676048673,0.00804190470004849,0.0052124261274373,-0.006586681794539296,0.8734471856251366
ds003604,Phon,ses-9,parc-pythia-seed2,,11,-0.00624042788520969,0.025423090375107007,0.0324403768638406,-0.007144596705916845,0.8734471856251366
ds003604,Phon,ses-9,parc-rwkv-seed0,,11,-0.010017374051035692,0.010536983395171147,0.004811040703086,-0.011468780500868107,0.8734471856251366
ds003604,Phon,ses-9,parc-rwkv-seed1,,11,-0.007183703665576191,0.005769936412910795,0.0044872316492533,-0.008224542689933483,0.8734471856251366
ds003604,Phon,ses-9,parc-rwkv-seed2,,11,-0.009122149129653864,0.00888252647310063,0.0049140123544494,-0.010443847412622932,0.8734471856251366
ds003604,Phon,ses-9,polypythia-160m-seed1,,11,-0.008688211631379391,0.004284008242269429,-0.0010733395682883,-0.009947037181373632,0.8734471856251366
ds003604,Phon,ses-9,polypythia-160m-seed2,,11,0.0019007137142438631,0.01637421299308055,0.0231654531651113,0.002176106060589685,0.8734471856251366
ds003604,Phon,ses-9,polypythia-160m-seed3,,11,0.0008479046367193727,0.01518618782028088,0.0188863652303098,0.0009707566189162516,0.8734471856251366
ds003604,Phon,ses-9,polypythia-410m-seed1,,11,-0.004471794730764591,0.009778018606759037,0.0073831926580726,-0.005119708214027931,0.8734471856251366
ds003604,Phon,ses-9,polypythia-410m-seed2,,11,-0.008490209984460538,0.005140235311869294,-0.0003062388165125,-0.009720347290814146,0.8734471856251366
ds003604,Phon,ses-9,polypythia-410m-seed3,,11,-0.007214503811430118,0.004774158885162292,-0.0014521898158657,-0.008259805435478747,0.8734471856251366
ds003604,Phon,ses-9,polypythia-70m-seed1,,11,0.0015404378762039,0.004611199987630873,0.0095376501279316,0.0017636302475476982,0.8734471856251366
ds003604,Phon,ses-9,polypythia-70m-seed2,,11,-0.0161192738604331,0.010750693672857515,-0.005148273561955,-0.01845477794847589,0.8734471856251366
ds003604,Phon,ses-9,polypythia-70m-seed3,,11,-0.003410120571871419,0.013607309636083476,0.0180271569109253,-0.0039042092389716208,0.8734471856251366
ds003604,Phon,ses-9,pythia-1.4b-full,1515311488.0,11,-0.0192325731192718,0.01841241295422136,0.0011425131255152,-0.02201915975664495,0.8734471856251366
ds003604,Phon,ses-9,pythia-160m-full,212654688.0,11,-0.011583041664372308,0.008764547864562357,-0.0022373358121955,-0.013261295994768347,0.8734471856251366
ds003604,Phon,ses-9,pythia-1b-full,1078891008.0,11,-0.015542170253260172,0.016405858622297143,0.0131010322313212,-0.017794058426253277,0.8734471856251366
ds003604,Phon,ses-9,pythia-2.8b-full,,4,0.003087131838088875,0.0031261796245028502,0.0046502216503403,0.003534423018238221,0.8734471856251366
ds003604,Phon,ses-9,pythia-410m-full,505997504.0,11,-0.0018436292903729545,0.012523537538400902,0.0121102979301063,-0.002110750736523865,0.8734471856251366
ds003604,Phon,ses-9,pythia-6.9b-full,,1,0.0080985837343129,,0.0080985837343129,0.009271978738493097,0.8734471856251366
ds003604,Phon,ses-9,pythia-70m-full,95592496.0,11,-0.014144115844411375,0.010890491203604176,0.003653553711107,-0.01619344143205208,0.8734471856251366
ds003604,Plaus,ses-5,babylm-gpt2,134601216.0,9,-0.009751430690113867,0.0035745552680309842,-0.002033960628906,-0.011639699292904628,0.8377734204919007
ds003604,Plaus,ses-5,babylm-gpt2-3,134601216.0,9,-0.00047358397833063343,0.004800771867750848,0.0059716792008328,-0.000565288855849076,0.8377734204919007
ds003604,Plaus,ses-5,babylm-gpt2-5,134601216.0,9,-0.0018921299337773558,0.005786604013689389,0.0065751122879685,-0.0022585222776181977,0.8377734204919007
ds003604,Plaus,ses-5,babylm-gpt2-7,134601216.0,9,-0.0029444986733222,0.004147555323328955,0.0051096174036371,-0.003514671868669849,0.8377734204919007
ds003604,Plaus,ses-5,parc-mamba-seed0,,11,0.001569506318773564,0.014529760817397937,0.0252461995169135,0.0018734257740619464,0.8377734204919007
ds003604,Plaus,ses-5,parc-mamba-seed1,,11,-0.0035229815753860636,0.017120666861891575,0.0233654851575954,-0.004205172292667792,0.8377734204919007
ds003604,Plaus,ses-5,parc-mamba-seed2,,11,-0.0029406069756199265,0.01895867809174013,0.0306705706120752,-0.0035100265820003475,0.8377734204919007
ds003604,Plaus,ses-5,parc-pythia-seed0,,11,-5.413545872343642e-05,0.011380628738060665,0.0193417056117964,-6.461825763301344e-05,0.8377734204919007
ds003604,Plaus,ses-5,parc-pythia-seed1,,11,-0.0025357995920594002,0.010083738551435363,0.0094893893180357,-0.0030268322317632125,0.8377734204919007
ds003604,Plaus,ses-5,parc-pythia-seed2,,11,-0.0021171548643837456,0.014686890376249642,0.0262075401317394,-0.0025271210718772305,0.8377734204919007
ds003604,Plaus,ses-5,parc-rwkv-seed0,,11,0.008304610328297263,0.016898634075377884,0.029563710366682,0.009912716404181444,0.8377734204919007
ds003604,Plaus,ses-5,parc-rwkv-seed1,,11,-0.004344785685831027,0.01378158449615109,0.0235102517086559,-0.0051861106828621694,0.8377734204919007
ds003604,Plaus,ses-5,parc-rwkv-seed2,,11,0.0012424189830321185,0.013008769305898105,0.0189999373569855,0.0014830011941685012,0.8377734204919007
ds003604,Plaus,ses-5,polypythia-160m-seed1,,11,0.0007320836777310148,0.015209721335904217,0.0156967142378299,0.0008738444785001295,0.8377734204919007
ds003604,Plaus,ses-5,polypythia-160m-seed2,,11,0.0011270447631417998,0.013819083736893202,0.0179766884130456,0.0013452858918346355,0.8377734204919007
ds003604,Plaus,ses-5,polypythia-160m-seed3,,11,-0.001738215407770536,0.013325799313640327,0.0151728998323483,-0.002074803718110249,0.8377734204919007
ds003604,Plaus,ses-5,polypythia-410m-seed1,,11,0.00028777463786500905,0.02079749205641431,0.02715174169572,0.0003434993648951541,0.8377734204919007
ds003604,Plaus,ses-5,polypythia-410m-seed2,,11,0.006851730115893091,0.02012718535084171,0.0333396207176738,0.008178500234431025,0.8377734204919007
ds003604,Plaus,ses-5,polypythia-410m-seed3,,11,0.003759899050479036,0.02499387421189089,0.0361640216038385,0.004487966505635142,0.8377734204919007
ds003604,Plaus,ses-5,polypythia-70m-seed1,,11,0.0016237290269121908,0.013501246837516606,0.0185046209515775,0.0019381481761009012,0.8377734204919007
