dataset,family_fp32,model_ref,step_fp32,tokens_fp32,task,session,n_stim_fp32,rsa_fp32,rsa_pearson_fp32,rsa_kendall_fp32,family_bf16,step_bf16,tokens_bf16,n_stim_bf16,rsa_bf16,rsa_pearson_bf16,rsa_kendall_bf16,delta,abs_delta
ds003604,pythia-410m-full,EleutherAI/pythia-410m@step16,16,33554432,Sem,ses-9,72,0.0066896835338321,0.0046722507707196,0.0045527349791289,pythia-410m-full,16,33554432,72,0.0063242146927635,0.0045682142379863,0.004343258944841,-0.00036546884106860005,0.00036546884106860005
ds003604,pythia-410m-full,EleutherAI/pythia-410m@step256,256,536870912,Sem,ses-9,72,0.0051651014657311,0.0161478580732989,0.0036548055456023,pythia-410m-full,256,536870912,72,0.005219204861533,0.0161210604782426,0.0036431679881419,5.410339580190059e-05,5.410339580190059e-05
ds003604,pythia-410m-full,EleutherAI/pythia-410m@step5000,5000,10485760000,Sem,ses-9,72,-0.0027245013628629,0.0005750236816468,-0.001808721430562,pythia-410m-full,5000,10485760000,72,-0.0023410842908205,0.0010680131161105,-0.0015514701603839,0.0003834170720424003,0.0003834170720424003
ds003604,pythia-410m-full,EleutherAI/pythia-410m@step14000,14000,29360128000,Sem,ses-9,72,0.0076668337779483,0.0076927775138196,0.0049918996475045,pythia-410m-full,14000,29360128000,72,0.0071475308619152,0.0072071576471175,0.0047689485466834,-0.0005193029160331002,0.0005193029160331002
ds003604,pythia-410m-full,EleutherAI/pythia-410m@step28000,28000,58720256000,Sem,ses-9,72,-0.0059487326129701,-0.008336906004909,-0.0038936817250535,pythia-410m-full,28000,58720256000,72,-0.0057862535500727,-0.0095669143719987,-0.0038238563802908,0.00016247906289740006,0.00016247906289740006
ds003604,pythia-410m-full,EleutherAI/pythia-410m@step51000,51000,106954752000,Sem,ses-9,72,0.0064989785494027,0.0043358896024031,0.0045116972765053,pythia-410m-full,51000,106954752000,72,0.0052475242035498,0.0026907468358326,0.0035451675042645,-0.0012514543458529,0.0012514543458529
ds003604,pythia-410m-full,EleutherAI/pythia-410m@step86000,86000,180355072000,Sem,ses-9,72,0.0013583151638575,1.527920309656039e-05,0.0009555047178045,pythia-410m-full,86000,180355072000,72,-1.7306504105537468e-05,0.0002209729603889,0.0001329131562587,-0.0013756216679630374,0.0013756216679630374
ds003604,pythia-410m-full,EleutherAI/pythia-410m@step143000,143000,299892736000,Sem,ses-9,72,0.003348054353662,0.0066062375552731,0.002136410548527,pythia-410m-full,143000,299892736000,72,-0.001142391678885,0.0047427858352179,-0.0009028294577204,-0.004490446032547,0.004490446032547
ds006239,pythia-410m-full,EleutherAI/pythia-410m@step0,0,0,Orth,ses-11,96,-0.0021498012567789,-0.0093645495022977,-0.0014303690790916,pythia-410m-full,0,0,96,-0.0022412066632418,-0.0093568517459954,-0.0014780865302101,-9.140540646289993e-05,9.140540646289993e-05
ds006239,pythia-410m-full,EleutherAI/pythia-410m@step1,1,2097152,Orth,ses-11,96,-0.0021498012567789,-0.0093645495022977,-0.0014303690790916,pythia-410m-full,1,2097152,96,-0.0022412066632418,-0.0093568517459954,-0.0014780865302101,-9.140540646289993e-05,9.140540646289993e-05
ds006239,pythia-410m-full,EleutherAI/pythia-410m@step4,4,8388608,Orth,ses-11,96,-0.0024515067049442,-0.0093193250431726,-0.0016356695643473,pythia-410m-full,4,8388608,96,-0.002634075034341,-0.009282866967805,-0.0017607354644562,-0.00018256832939680034,0.00018256832939680034
ds006239,pythia-410m-full,EleutherAI/pythia-410m@step16,16,33554432,Orth,ses-11,96,-0.0331531536016899,-0.0154977104267504,-0.0220412294170389,pythia-410m-full,16,33554432,96,-0.0337580626817441,-0.0156407718799644,-0.0224666458864863,-0.0006049090800542001,0.0006049090800542001
ds006239,pythia-410m-full,EleutherAI/pythia-410m@step256,256,536870912,Orth,ses-11,96,-0.0287774094882706,-0.0087595974822933,-0.0190523468135132,pythia-410m-full,256,536870912,96,-0.0286839127246499,-0.0087079419077614,-0.0190117484982471,9.349676362069986e-05,9.349676362069986e-05
ds006239,pythia-410m-full,EleutherAI/pythia-410m@step5000,5000,10485760000,Orth,ses-11,96,-0.0329265059178219,-0.0200254142256511,-0.0218965377910668,pythia-410m-full,5000,10485760000,96,-0.0330200493810366,-0.020137342296959,-0.0219810053759096,-9.354346321470419e-05,9.354346321470419e-05
ds006239,pythia-410m-full,EleutherAI/pythia-410m@step14000,14000,29360128000,Orth,ses-11,96,-0.034734460957508,-0.0128506203266952,-0.0230829321604075,pythia-410m-full,14000,29360128000,96,-0.0355384123131759,-0.0107918609645925,-0.0236436122110496,-0.000803951355667902,0.000803951355667902
ds006239,pythia-410m-full,EleutherAI/pythia-410m@step28000,28000,58720256000,Orth,ses-11,96,-0.0378222400126723,-0.0258938870871631,-0.0251134251509449,pythia-410m-full,28000,58720256000,96,-0.0361750381375588,-0.0254448451110037,-0.0239466565074673,0.0016472018751135034,0.0016472018751135034
ds006239,pythia-410m-full,EleutherAI/pythia-410m@step51000,51000,106954752000,Orth,ses-11,96,-0.0289926865170585,-0.0182322833018272,-0.019279004706326,pythia-410m-full,51000,106954752000,96,-0.0306794902806894,-0.0188396026065741,-0.0203741971731258,-0.0016868037636308987,0.0016868037636308987
ds006239,pythia-410m-full,EleutherAI/pythia-410m@step86000,86000,180355072000,Orth,ses-11,96,-0.0585943057461299,-0.0237656014808627,-0.0390490373773873,pythia-410m-full,86000,180355072000,96,-0.061882963168263,-0.0250518907460542,-0.0411690005887717,-0.0032886574221330997,0.0032886574221330997
ds006239,pythia-410m-full,EleutherAI/pythia-410m@step143000,143000,299892736000,Orth,ses-11,96,-0.0184694301205005,0.0096937668574664,-0.01258663218696,pythia-410m-full,143000,299892736000,96,-0.0207918959757,0.0098941782060756,-0.0140233507655957,-0.0023224658551995007,0.0023224658551995007
ds006239,pythia-410m-full,EleutherAI/pythia-410m@step0,0,0,Orth,ses-11+,96,0.0086885305931229,-0.0068200263478116,0.0058744415326537,pythia-410m-full,0,0,96,0.0085330258807555,-0.0068702676903191,0.0057593809045535,-0.0001555047123674002,0.0001555047123674002
ds006239,pythia-410m-full,EleutherAI/pythia-410m@step1,1,2097152,Orth,ses-11+,96,0.0086885305931229,-0.0068200263478116,0.0058744415326537,pythia-410m-full,1,2097152,96,0.0085330258807555,-0.0068702676903191,0.0057593809045535,-0.0001555047123674002,0.0001555047123674002
ds006239,pythia-410m-full,EleutherAI/pythia-410m@step4,4,8388608,Orth,ses-11+,96,0.008228896609759,-0.0069213725954116,0.0055440751472891,pythia-410m-full,4,8388608,96,0.0082529510770674,-0.0068910189431713,0.005571397236236,2.4054467308401092e-05,2.4054467308401092e-05
ds006239,pythia-410m-full,EleutherAI/pythia-410m@step16,16,33554432,Orth,ses-11+,96,-0.0209364681738938,-0.0141383816732935,-0.0138548004140643,pythia-410m-full,16,33554432,96,-0.0214936202748082,-0.014250901518793,-0.0142190307969968,-0.0005571521009144001,0.0005571521009144001
ds006239,pythia-410m-full,EleutherAI/pythia-410m@step256,256,536870912,Orth,ses-11+,96,0.0099394161737237,0.0013651948130751,0.0065359439396912,pythia-410m-full,256,536870912,96,0.0100763606450032,0.001420914991806,0.0066123303432962,0.00013694447127949975,0.00013694447127949975
ds006239,pythia-410m-full,EleutherAI/pythia-410m@step5000,5000,10485760000,Orth,ses-11+,96,-0.0248534258572857,-0.0224340439754178,-0.0165639202195002,pythia-410m-full,5000,10485760000,96,-0.0249725142515454,-0.0225750607706801,-0.0166664742575895,-0.00011908839425970111,0.00011908839425970111
ds006239,pythia-410m-full,EleutherAI/pythia-410m@step14000,14000,29360128000,Orth,ses-11+,96,-0.0252424237305963,-0.008249332134802,-0.016707842209164,pythia-410m-full,14000,29360128000,96,-0.0259004913761656,-0.0061956267040556,-0.017147304541239,-0.0006580676455693012,0.0006580676455693012
ds006239,pythia-410m-full,EleutherAI/pythia-410m@step28000,28000,58720256000,Orth,ses-11+,96,-0.0264596440927502,-0.0235589403598208,-0.0176239018251925,pythia-410m-full,28000,58720256000,96,-0.0262880176427573,-0.0234648670826281,-0.0174037858410008,0.0001716264499929017,0.0001716264499929017
ds006239,pythia-410m-full,EleutherAI/pythia-410m@step51000,51000,106954752000,Orth,ses-11+,96,-0.0173377577195245,-0.0146319521000937,-0.0114970195833958,pythia-410m-full,51000,106954752000,96,-0.0198767671876229,-0.0153903358366594,-0.0132009943701104,-0.0025390094680983986,0.0025390094680983986
ds006239,pythia-410m-full,EleutherAI/pythia-410m@step86000,86000,180355072000,Orth,ses-11+,96,-0.0433746125430234,-0.0184274878048511,-0.0288742529717581,pythia-410m-full,86000,180355072000,96,-0.0465268151435499,-0.0206999114089376,-0.0309961402739135,-0.0031522026005265033,0.0031522026005265033
ds006239,pythia-410m-full,EleutherAI/pythia-410m@step143000,143000,299892736000,Orth,ses-11+,96,-0.014748960789125,0.0034456137660631,-0.0099196499694069,pythia-410m-full,143000,299892736000,96,-0.0190559510772116,0.0035492623505672,-0.0126905330885889,-0.0043069902880866,0.0043069902880866
ds006239,pythia-410m-full,EleutherAI/pythia-410m@step0,0,0,Phon,ses-11,96,-0.0021498012567789,-0.0093645495022977,-0.0014303690790916,pythia-410m-full,0,0,96,-0.0022412066632418,-0.0093568517459954,-0.0014780865302101,-9.140540646289993e-05,9.140540646289993e-05
ds006239,pythia-410m-full,EleutherAI/pythia-410m@step1,1,2097152,Phon,ses-11,96,-0.0021498012567789,-0.0093645495022977,-0.0014303690790916,pythia-410m-full,1,2097152,96,-0.0022412066632418,-0.0093568517459954,-0.0014780865302101,-9.140540646289993e-05,9.140540646289993e-05
ds006239,pythia-410m-full,EleutherAI/pythia-410m@step4,4,8388608,Phon,ses-11,96,-0.0024515067049442,-0.0093193250431726,-0.0016356695643473,pythia-410m-full,4,8388608,96,-0.002634075034341,-0.009282866967805,-0.0017607354644562,-0.00018256832939680034,0.00018256832939680034
ds006239,pythia-410m-full,EleutherAI/pythia-410m@step16,16,33554432,Phon,ses-11,96,-0.0331531536016899,-0.0154977104267504,-0.0220412294170389,pythia-410m-full,16,33554432,96,-0.0337580626817441,-0.0156407718799644,-0.0224666458864863,-0.0006049090800542001,0.0006049090800542001
ds006239,pythia-410m-full,EleutherAI/pythia-410m@step256,256,536870912,Phon,ses-11,96,-0.0287774094882706,-0.0087595974822933,-0.0190523468135132,pythia-410m-full,256,536870912,96,-0.0286839127246499,-0.0087079419077614,-0.0190117484982471,9.349676362069986e-05,9.349676362069986e-05
ds006239,pythia-410m-full,EleutherAI/pythia-410m@step5000,5000,10485760000,Phon,ses-11,96,-0.0329265059178219,-0.0200254142256511,-0.0218965377910668,pythia-410m-full,5000,10485760000,96,-0.0330200493810366,-0.020137342296959,-0.0219810053759096,-9.354346321470419e-05,9.354346321470419e-05
ds006239,pythia-410m-full,EleutherAI/pythia-410m@step14000,14000,29360128000,Phon,ses-11,96,-0.034734460957508,-0.0128506203266952,-0.0230829321604075,pythia-410m-full,14000,29360128000,96,-0.0355384123131759,-0.0107918609645925,-0.0236436122110496,-0.000803951355667902,0.000803951355667902
ds006239,pythia-410m-full,EleutherAI/pythia-410m@step28000,28000,58720256000,Phon,ses-11,96,-0.0378222400126723,-0.0258938870871631,-0.0251134251509449,pythia-410m-full,28000,58720256000,96,-0.0361750381375588,-0.0254448451110037,-0.0239466565074673,0.0016472018751135034,0.0016472018751135034
ds006239,pythia-410m-full,EleutherAI/pythia-410m@step51000,51000,106954752000,Phon,ses-11,96,-0.0289926865170585,-0.0182322833018272,-0.019279004706326,pythia-410m-full,51000,106954752000,96,-0.0306794902806894,-0.0188396026065741,-0.0203741971731258,-0.0016868037636308987,0.0016868037636308987
ds006239,pythia-410m-full,EleutherAI/pythia-410m@step86000,86000,180355072000,Phon,ses-11,96,-0.0585943057461299,-0.0237656014808627,-0.0390490373773873,pythia-410m-full,86000,180355072000,96,-0.061882963168263,-0.0250518907460542,-0.0411690005887717,-0.0032886574221330997,0.0032886574221330997
ds006239,pythia-410m-full,EleutherAI/pythia-410m@step143000,143000,299892736000,Phon,ses-11,96,-0.0184694301205005,0.0096937668574664,-0.01258663218696,pythia-410m-full,143000,299892736000,96,-0.0207918959757,0.0098941782060756,-0.0140233507655957,-0.0023224658551995007,0.0023224658551995007
ds006239,pythia-410m-full,EleutherAI/pythia-410m@step0,0,0,Phon,ses-11+,96,0.0086885305931229,-0.0068200263478116,0.0058744415326537,pythia-410m-full,0,0,96,0.0085330258807555,-0.0068702676903191,0.0057593809045535,-0.0001555047123674002,0.0001555047123674002
ds006239,pythia-410m-full,EleutherAI/pythia-410m@step1,1,2097152,Phon,ses-11+,96,0.0086885305931229,-0.0068200263478116,0.0058744415326537,pythia-410m-full,1,2097152,96,0.0085330258807555,-0.0068702676903191,0.0057593809045535,-0.0001555047123674002,0.0001555047123674002
ds006239,pythia-410m-full,EleutherAI/pythia-410m@step4,4,8388608,Phon,ses-11+,96,0.008228896609759,-0.0069213725954116,0.0055440751472891,pythia-410m-full,4,8388608,96,0.0082529510770674,-0.0068910189431713,0.005571397236236,2.4054467308401092e-05,2.4054467308401092e-05
ds006239,pythia-410m-full,EleutherAI/pythia-410m@step16,16,33554432,Phon,ses-11+,96,-0.0209364681738938,-0.0141383816732935,-0.0138548004140643,pythia-410m-full,16,33554432,96,-0.0214936202748082,-0.014250901518793,-0.0142190307969968,-0.0005571521009144001,0.0005571521009144001
ds006239,pythia-410m-full,EleutherAI/pythia-410m@step256,256,536870912,Phon,ses-11+,96,0.0099394161737237,0.0013651948130751,0.0065359439396912,pythia-410m-full,256,536870912,96,0.0100763606450032,0.001420914991806,0.0066123303432962,0.00013694447127949975,0.00013694447127949975
ds006239,pythia-410m-full,EleutherAI/pythia-410m@step5000,5000,10485760000,Phon,ses-11+,96,-0.0248534258572857,-0.0224340439754178,-0.0165639202195002,pythia-410m-full,5000,10485760000,96,-0.0249725142515454,-0.0225750607706801,-0.0166664742575895,-0.00011908839425970111,0.00011908839425970111
ds006239,pythia-410m-full,EleutherAI/pythia-410m@step14000,14000,29360128000,Phon,ses-11+,96,-0.0252424237305963,-0.008249332134802,-0.016707842209164,pythia-410m-full,14000,29360128000,96,-0.0259004913761656,-0.0061956267040556,-0.017147304541239,-0.0006580676455693012,0.0006580676455693012
ds006239,pythia-410m-full,EleutherAI/pythia-410m@step28000,28000,58720256000,Phon,ses-11+,96,-0.0264596440927502,-0.0235589403598208,-0.0176239018251925,pythia-410m-full,28000,58720256000,96,-0.0262880176427573,-0.0234648670826281,-0.0174037858410008,0.0001716264499929017,0.0001716264499929017
ds006239,pythia-410m-full,EleutherAI/pythia-410m@step51000,51000,106954752000,Phon,ses-11+,96,-0.0173377577195245,-0.0146319521000937,-0.0114970195833958,pythia-410m-full,51000,106954752000,96,-0.0198767671876229,-0.0153903358366594,-0.0132009943701104,-0.0025390094680983986,0.0025390094680983986
ds006239,pythia-410m-full,EleutherAI/pythia-410m@step86000,86000,180355072000,Phon,ses-11+,96,-0.0433746125430234,-0.0184274878048511,-0.0288742529717581,pythia-410m-full,86000,180355072000,96,-0.0465268151435499,-0.0206999114089376,-0.0309961402739135,-0.0031522026005265033,0.0031522026005265033
ds006239,pythia-410m-full,EleutherAI/pythia-410m@step143000,143000,299892736000,Phon,ses-11+,96,-0.014748960789125,0.0034456137660631,-0.0099196499694069,pythia-410m-full,143000,299892736000,96,-0.0190559510772116,0.0035492623505672,-0.0126905330885889,-0.0043069902880866,0.0043069902880866
ds006239,pythia-410m-full,EleutherAI/pythia-410m@step0,0,0,Sem,ses-11,48,0.0116093941405071,-0.0025197995050509,0.0074792174038903,pythia-410m-full,0,0,48,0.011731522160939,-0.0029793407353676,0.0074666314259283,0.0001221280204319001,0.0001221280204319001
ds006239,pythia-410m-full,EleutherAI/pythia-410m@step1,1,2097152,Sem,ses-11,48,0.0116093941405071,-0.0025197995050509,0.0074792174038903,pythia-410m-full,1,2097152,48,0.011731522160939,-0.0029793407353676,0.0074666314259283,0.0001221280204319001,0.0001221280204319001
ds006239,pythia-410m-full,EleutherAI/pythia-410m@step4,4,8388608,Sem,ses-11,48,0.0106734388369379,-0.0013611734246097,0.0069128483956024,pythia-410m-full,4,8388608,48,0.0113765842049332,-0.0012329379823369,0.0074949498763427,0.0007031453679952997,0.0007031453679952997
ds006239,pythia-410m-full,EleutherAI/pythia-410m@step16,16,33554432,Sem,ses-11,48,0.014014765158109,0.0118133503914374,0.0094866808888217,pythia-410m-full,16,33554432,48,0.0142630177207615,0.0119869910846538,0.0097415469425513,0.00024825256265250013,0.00024825256265250013
ds006239,pythia-410m-full,EleutherAI/pythia-410m@step256,256,536870912,Sem,ses-11,48,0.0029885036789989,0.0130003714503522,0.002101858319646,pythia-410m-full,256,536870912,48,0.0028331075410001,0.0129710110024956,0.0020515144077982,-0.00015539613799880024,0.00015539613799880024
ds006239,pythia-410m-full,EleutherAI/pythia-410m@step5000,5000,10485760000,Sem,ses-11,48,0.0038574043701313,-0.0184977610345894,0.0021836671763987,pythia-410m-full,5000,10485760000,48,0.0034945987844119,-0.0181312333304123,0.0019445335951216,-0.0003628055857194004,0.0003628055857194004
ds006239,pythia-410m-full,EleutherAI/pythia-410m@step14000,14000,29360128000,Sem,ses-11,48,-0.0067864618777555,-0.0099521546924837,-0.0041533727274443,pythia-410m-full,14000,29360128000,48,-0.0065541619585605,-0.0109792696976593,-0.0038072583334906,0.00023229991919499968,0.00023229991919499968
ds006239,pythia-410m-full,EleutherAI/pythia-410m@step28000,28000,58720256000,Sem,ses-11,48,-0.0133298884095868,-0.0069651680413982,-0.0081777391807786,pythia-410m-full,28000,58720256000,48,-0.0139151113020448,-0.0045908379957463,-0.0086528598488424,-0.0005852228924579997,0.0005852228924579997
ds006239,pythia-410m-full,EleutherAI/pythia-410m@step51000,51000,106954752000,Sem,ses-11,48,-0.0225868111001837,-0.0097242627145655,-0.0150465366535143,pythia-410m-full,51000,106954752000,48,-0.022895538227893,-0.0095804299916332,-0.0151189060267955,-0.0003087271277092997,0.0003087271277092997
ds006239,pythia-410m-full,EleutherAI/pythia-410m@step86000,86000,180355072000,Sem,ses-11,48,-0.0268191193134156,-0.0191236172096537,-0.0181049292982688,pythia-410m-full,86000,180355072000,48,-0.0261310821355292,-0.0174315286796897,-0.0177304964539007,0.0006880371778864025,0.0006880371778864025
ds006239,pythia-410m-full,EleutherAI/pythia-410m@step143000,143000,299892736000,Sem,ses-11,48,-0.0257198166328916,-0.014533652470881,-0.0175763182238667,pythia-410m-full,143000,299892736000,48,-0.0222826573980358,-0.0105519731263018,-0.0155468292775019,0.0034371592348558,0.0034371592348558
ds006239,pythia-410m-full,EleutherAI/pythia-410m@step0,0,0,Sem,ses-11+,48,0.0379119922759775,0.0121244750260432,0.0257634968881169,pythia-410m-full,0,0,48,0.0375913090265992,0.0117200587725869,0.0255684142297066,-0.0003206832493783049,0.0003206832493783049
ds006239,pythia-410m-full,EleutherAI/pythia-410m@step1,1,2097152,Sem,ses-11+,48,0.0379119922759775,0.0121244750260432,0.0257634968881169,pythia-410m-full,1,2097152,48,0.0375913090265992,0.0117200587725869,0.0255684142297066,-0.0003206832493783049,0.0003206832493783049
ds006239,pythia-410m-full,EleutherAI/pythia-410m@step4,4,8388608,Sem,ses-11+,48,0.0361491332037535,0.0112104001368901,0.0243412813784163,pythia-410m-full,4,8388608,48,0.0364243497470929,0.0116258940263596,0.0244891666194692,0.000275216543339403,0.000275216543339403
ds006239,pythia-410m-full,EleutherAI/pythia-410m@step16,16,33554432,Sem,ses-11+,48,0.0322025344937872,0.0142747712541975,0.0211696149320042,pythia-410m-full,16,33554432,48,0.0327712780045604,0.0146055994172292,0.0215566337543342,0.000568743510773205,0.000568743510773205
ds006239,pythia-410m-full,EleutherAI/pythia-410m@step256,256,536870912,Sem,ses-11+,48,0.0098374300217813,0.0268195561682167,0.0063779443322194,pythia-410m-full,256,536870912,48,0.0095804904588393,0.0265996593450844,0.0062520845525999,-0.00025693956294199974,0.00025693956294199974
ds006239,pythia-410m-full,EleutherAI/pythia-410m@step5000,5000,10485760000,Sem,ses-11+,48,0.0003009013026169,-0.0102841279326907,0.0002422800757675,pythia-410m-full,5000,10485760000,48,0.0005081769755496,-0.0100764763223831,0.0004751206680637,0.00020727567293270005,0.00020727567293270005
ds006239,pythia-410m-full,EleutherAI/pythia-410m@step14000,14000,29360128000,Sem,ses-11+,48,0.0115378915163725,-0.0017628209504928,0.0073785295801947,pythia-410m-full,14000,29360128000,48,0.0151837728640551,-0.0009854636075461,0.0097321074590798,0.0036458813476826,0.0036458813476826
ds006239,pythia-410m-full,EleutherAI/pythia-410m@step28000,28000,58720256000,Sem,ses-11+,48,-0.0093044127403027,-0.0109002968965137,-0.0059909255098894,pythia-410m-full,28000,58720256000,48,-0.0085846542158346,-0.0067671262866859,-0.0055158048418257,0.0007197585244681001,0.0007197585244681001
ds006239,pythia-410m-full,EleutherAI/pythia-410m@step51000,51000,106954752000,Sem,ses-11+,48,-0.0067744221468442,-0.0064711680299347,-0.0044397037260787,pythia-410m-full,51000,106954752000,48,-0.0064211563756871,-0.0059993875936036,-0.004228888595216,0.00035326577115710016,0.00035326577115710016
ds006239,pythia-410m-full,EleutherAI/pythia-410m@step86000,86000,180355072000,Sem,ses-11+,48,-0.012515459139904,-0.0123090080995325,-0.0088573819907241,pythia-410m-full,86000,180355072000,48,-0.0123216947205495,-0.0098147346659311,-0.0087787196284619,0.00019376441935449983,0.00019376441935449983
ds006239,pythia-410m-full,EleutherAI/pythia-410m@step143000,143000,299892736000,Sem,ses-11+,48,-0.0140596382385265,-0.0185017514087325,-0.0108648454756555,pythia-410m-full,143000,299892736000,48,-0.0170013207417591,-0.0174928097945827,-0.0125670989950096,-0.002941682503232599,0.002941682503232599
ds006239,pythia-410m-full,EleutherAI/pythia-410m@step0,0,0,SemLocal,ses-11,48,0.0148889833970605,0.0123427163067929,0.0098485277552279,pythia-410m-full,0,0,48,0.0152500582714615,0.0127566693280011,0.0101285657648813,0.00036107487440099895,0.00036107487440099895
ds006239,pythia-410m-full,EleutherAI/pythia-410m@step1,1,2097152,SemLocal,ses-11,48,0.0148889833970605,0.0123427163067929,0.0098485277552279,pythia-410m-full,1,2097152,48,0.0152500582714615,0.0127566693280011,0.0101285657648813,0.00036107487440099895,0.00036107487440099895
ds006239,pythia-410m-full,EleutherAI/pythia-410m@step4,4,8388608,SemLocal,ses-11,48,0.0152247664756234,0.0110391671924598,0.0101380052483528,pythia-410m-full,4,8388608,48,0.0159345838611654,0.0116346225690072,0.0107515716739979,0.0007098173855420008,0.0007098173855420008
ds006239,pythia-410m-full,EleutherAI/pythia-410m@step16,16,33554432,SemLocal,ses-11,48,0.0045633339258999,0.0047650988802638,0.0030458066667925,pythia-410m-full,16,33554432,48,0.0050675227405852,0.0050378006979626,0.0036058826860994,0.0005041888146852993,0.0005041888146852993
ds006239,pythia-410m-full,EleutherAI/pythia-410m@step256,256,536870912,SemLocal,ses-11,48,0.053674625369141,0.0531002303424995,0.0357567633899073,pythia-410m-full,256,536870912,48,0.0539214565746721,0.0531926243960298,0.0359298205868841,0.000246831205531102,0.000246831205531102
ds006239,pythia-410m-full,EleutherAI/pythia-410m@step5000,5000,10485760000,SemLocal,ses-11,48,0.0293791339858343,0.021734931903593,0.0192533997872969,pythia-410m-full,5000,10485760000,48,0.0291236157800137,0.0223765953757698,0.0190897820737915,-0.00025551820582059986,0.00025551820582059986
ds006239,pythia-410m-full,EleutherAI/pythia-410m@step14000,14000,29360128000,SemLocal,ses-11,48,-0.0091163671931312,-0.0033105329378939,-0.0069159948900929,pythia-410m-full,14000,29360128000,48,-0.008411959325575,-0.0039350418607245,-0.0061513967289043,0.0007044078675562011,0.0007044078675562011
ds006239,pythia-410m-full,EleutherAI/pythia-410m@step28000,28000,58720256000,SemLocal,ses-11,48,0.0351889646635737,0.0373508978461077,0.0235106068329274,pythia-410m-full,28000,58720256000,48,0.0369134303716693,0.0381028795772225,0.0246181728935792,0.0017244657080955975,0.0017244657080955975
ds006239,pythia-410m-full,EleutherAI/pythia-410m@step51000,51000,106954752000,SemLocal,ses-11,48,0.0013989080398831,0.0073786828796038,0.0006230059091166,pythia-410m-full,51000,106954752000,48,0.0009723336849547,0.0077837249893027,0.0004405092286683,-0.0004265743549284,0.0004265743549284
ds006239,pythia-410m-full,EleutherAI/pythia-410m@step86000,86000,180355072000,SemLocal,ses-11,48,0.0249825419721323,0.0293229596219163,0.0163712108340098,pythia-410m-full,86000,180355072000,48,0.0209515564537715,0.0255688760466709,0.0140396584165581,-0.0040309855183607995,0.0040309855183607995
ds006239,pythia-410m-full,EleutherAI/pythia-410m@step143000,143000,299892736000,SemLocal,ses-11,48,0.0214281960230728,0.0295729026547051,0.0145651229964696,pythia-410m-full,143000,299892736000,48,0.016065850371796,0.0256162661343227,0.0108145015638077,-0.005362345651276801,0.005362345651276801
ds006239,pythia-410m-full,EleutherAI/pythia-410m@step0,0,0,SemLocal,ses-11+,48,0.0546865229476184,0.0322444261871709,0.0363105464202332,pythia-410m-full,0,0,48,0.0551259982086552,0.0328559735791187,0.0365717054629437,0.000439475261036798,0.000439475261036798
ds006239,pythia-410m-full,EleutherAI/pythia-410m@step1,1,2097152,SemLocal,ses-11+,48,0.0546865229476184,0.0322444261871709,0.0363105464202332,pythia-410m-full,1,2097152,48,0.0551259982086552,0.0328559735791187,0.0365717054629437,0.000439475261036798,0.000439475261036798
ds006239,pythia-410m-full,EleutherAI/pythia-410m@step4,4,8388608,SemLocal,ses-11+,48,0.0526444424493421,0.0310034826815832,0.0353288401392009,pythia-410m-full,4,8388608,48,0.053225066833466,0.0318608154198207,0.0356151711378353,0.0005806243841239012,0.0005806243841239012
ds006239,pythia-410m-full,EleutherAI/pythia-410m@step16,16,33554432,SemLocal,ses-11+,48,0.0115777062376223,0.0192336871175524,0.0078914081821442,pythia-410m-full,16,33554432,48,0.0118407910798837,0.0194911764811568,0.0079795100278779,0.00026308484226139975,0.00026308484226139975
ds006239,pythia-410m-full,EleutherAI/pythia-410m@step256,256,536870912,SemLocal,ses-11+,48,0.0412567382151644,0.0428939910895691,0.027594756681581,pythia-410m-full,256,536870912,48,0.041223177465249,0.0429510424314027,0.0276482470879193,-3.356074991540253e-05,3.356074991540253e-05
ds006239,pythia-410m-full,EleutherAI/pythia-410m@step5000,5000,10485760000,SemLocal,ses-11+,48,0.0158878880992627,0.0223879336991912,0.0104558011918921,pythia-410m-full,5000,10485760000,48,0.0159811792919772,0.022958117221156,0.0105501960266067,9.329119271449943e-05,9.329119271449943e-05
ds006239,pythia-410m-full,EleutherAI/pythia-410m@step14000,14000,29360128000,SemLocal,ses-11+,48,-0.0168073138556015,-0.0015394582821729,-0.0117112524935968,pythia-410m-full,14000,29360128000,48,-0.0149212231209454,-0.0004449127538847,-0.0103488203792155,0.0018860907346560998,0.0018860907346560998
ds006239,pythia-410m-full,EleutherAI/pythia-410m@step28000,28000,58720256000,SemLocal,ses-11+,48,0.0120480416700437,0.0061507586142893,0.0077403764466008,pythia-410m-full,28000,58720256000,48,0.0158633069819854,0.008001854917384,0.0102890369838962,0.0038152653119417,0.0038152653119417
ds006239,pythia-410m-full,EleutherAI/pythia-410m@step51000,51000,106954752000,SemLocal,ses-11+,48,0.0084784955607087,0.0220728068582519,0.0048581874933136,pythia-410m-full,51000,106954752000,48,0.0062711864775227,0.0184885643832537,0.0035807107301755,-0.002207309083186001,0.002207309083186001
ds006239,pythia-410m-full,EleutherAI/pythia-410m@step86000,86000,180355072000,SemLocal,ses-11+,48,0.0149316742762503,0.0228502027376251,0.0093167701863354,pythia-410m-full,86000,180355072000,48,0.0105219388896368,0.0213944663033119,0.006368504848748,-0.0044097353866135,0.0044097353866135
