dataset,task,session,family,params,rsa_mean,null_mean,null_sd,null_n,null_min,null_max,z_vs_null,exceeds_null_range,cell
ds003604,Sem,ses-7,polypythia-70m-seed1,,-0.0021199909946180455,-0.0034985836082061317,0.005945432752465335,9,-0.010357099799608737,0.0071857292568695726,0.23187422530621316,False,ds003604/Sem/ses-7
ds003604,Sem,ses-7,polypythia-70m-seed2,,0.005076124921599073,-0.0034985836082061317,0.005945432752465335,9,-0.010357099799608737,0.0071857292568695726,1.4422345499155822,False,ds003604/Sem/ses-7
ds003604,Sem,ses-7,polypythia-70m-seed3,,-0.011138735994860227,-0.0034985836082061317,0.005945432752465335,9,-0.010357099799608737,0.0071857292568695726,-1.285045631621353,False,ds003604/Sem/ses-7
ds003604,Sem,ses-7,pythia-1.4b-full,1515311488.0,-0.005860901025072563,-0.0034985836082061317,0.005945432752465335,9,-0.010357099799608737,0.0071857292568695726,-0.3973331320393577,False,ds003604/Sem/ses-7
ds003604,Sem,ses-7,pythia-160m-full,212654688.0,-0.002739906662110727,-0.0034985836082061317,0.005945432752465335,9,-0.010357099799608737,0.0071857292568695726,0.1276066819157632,False,ds003604/Sem/ses-7
ds003604,Sem,ses-7,pythia-1b-full,1078891008.0,0.002927307566515282,-0.0034985836082061317,0.005945432752465335,9,-0.010357099799608737,0.0071857292568695726,1.0808113458279134,False,ds003604/Sem/ses-7
ds003604,Sem,ses-7,pythia-2.8b-full,,-0.009711717103685675,-0.0034985836082061317,0.005945432752465335,9,-0.010357099799608737,0.0071857292568695726,-1.0450262838988806,False,ds003604/Sem/ses-7
ds003604,Sem,ses-7,pythia-410m-full,505997504.0,-0.0007361287252958187,-0.0034985836082061317,0.005945432752465335,9,-0.010357099799608737,0.0071857292568695726,0.46463478739454794,False,ds003604/Sem/ses-7
ds003604,Sem,ses-7,pythia-6.9b-full,,-0.0162601558711445,-0.0034985836082061317,0.005945432752465335,9,-0.010357099799608737,0.0071857292568695726,-2.1464496857098667,False,ds003604/Sem/ses-7
ds003604,Sem,ses-7,pythia-70m-full,95592496.0,-0.0093805434615252,-0.0034985836082061317,0.005945432752465335,9,-0.010357099799608737,0.0071857292568695726,-0.9893240909806023,False,ds003604/Sem/ses-7
ds003604,Sem,ses-9,babylm-gpt2,134601216.0,0.0023585701303181074,-0.003345404754179897,0.005900280268028335,9,-0.01270731976455859,0.005506221792687009,0.9667294815478438,False,ds003604/Sem/ses-9
ds003604,Sem,ses-9,babylm-gpt2-3,134601216.0,-0.014277017916514666,-0.003345404754179897,0.005900280268028335,9,-0.01270731976455859,0.005506221792687009,-1.8527277799953947,False,ds003604/Sem/ses-9
ds003604,Sem,ses-9,babylm-gpt2-5,134601216.0,-0.011977702563188844,-0.003345404754179897,0.005900280268028335,9,-0.01270731976455859,0.005506221792687009,-1.463031825078634,False,ds003604/Sem/ses-9
ds003604,Sem,ses-9,babylm-gpt2-7,134601216.0,-0.012779367137689799,-0.003345404754179897,0.005900280268028335,9,-0.01270731976455859,0.005506221792687009,-1.59890072250117,False,ds003604/Sem/ses-9
ds003604,Sem,ses-9,polypythia-160m-seed1,,0.011066997947334092,-0.003345404754179897,0.005900280268028335,9,-0.01270731976455859,0.005506221792687009,2.4426640848927175,True,ds003604/Sem/ses-9
ds003604,Sem,ses-9,polypythia-160m-seed2,,-0.0018814920902013724,-0.003345404754179897,0.005900280268028335,9,-0.01270731976455859,0.005506221792687009,0.24810900456898338,False,ds003604/Sem/ses-9
ds003604,Sem,ses-9,polypythia-160m-seed3,,0.0054991132124182635,-0.003345404754179897,0.005900280268028335,9,-0.01270731976455859,0.005506221792687009,1.4989996347332304,False,ds003604/Sem/ses-9
ds003604,Sem,ses-9,polypythia-410m-seed1,,-0.008035114575607363,-0.003345404754179897,0.005900280268028335,9,-0.01270731976455859,0.005506221792687009,-0.7948283146547209,False,ds003604/Sem/ses-9
ds003604,Sem,ses-9,polypythia-410m-seed2,,-0.0043703019975363,-0.003345404754179897,0.005900280268028335,9,-0.01270731976455859,0.005506221792687009,-0.1737031457488523,False,ds003604/Sem/ses-9
ds003604,Sem,ses-9,polypythia-410m-seed3,,-0.005043325969346008,-0.003345404754179897,0.005900280268028335,9,-0.01270731976455859,0.005506221792687009,-0.2877695868731159,False,ds003604/Sem/ses-9
ds003604,Sem,ses-9,polypythia-70m-seed1,,-0.002052548525506091,-0.003345404754179897,0.005900280268028335,9,-0.01270731976455859,0.005506221792687009,0.21911776558807997,False,ds003604/Sem/ses-9
ds003604,Sem,ses-9,polypythia-70m-seed2,,0.004000722655139537,-0.003345404754179897,0.005900280268028335,9,-0.01270731976455859,0.005506221792687009,1.2450471970163293,False,ds003604/Sem/ses-9
ds003604,Sem,ses-9,polypythia-70m-seed3,,-0.014215312837074291,-0.003345404754179897,0.005900280268028335,9,-0.01270731976455859,0.005506221792687009,-1.8422697887411936,False,ds003604/Sem/ses-9
