variant,task,session,control,n_stim,ceiling,frac_of_ceiling,within_run_normalized,rsa,p_perm,null_mean,null_sd,z,kind,p_holm,significant
corrected,Sem,ses-5,duration,72,0.859195657929363,-0.001184175570969383,True,-0.0010174385088029183,0.9534093181363728,-3.47820589103058e-05,0.017845592808339757,-0.05506437698042312,stimulus,1.0,False
corrected,Sem,ses-5,intensity,72,0.859195657929363,-0.01046416091957029,True,-0.008990761625968924,0.07518496300739852,4.7138500287369164e-05,0.0056108604326619215,-1.6107868361925584,stimulus,1.0,False
corrected,Sem,ses-5,word_length,72,0.859195657929363,-0.010300719908934398,True,-0.008850333819302978,0.5636872625474905,0.0003735689591948441,0.015700824763488,-0.5874788692222317,stimulus,1.0,False
corrected,Sem,ses-5,n_syllables,72,0.859195657929363,-0.01195771592720872,True,-0.01027401760341052,0.5446910617876425,0.0003034808482902354,0.017834829780140008,-0.5930809871191626,stimulus,1.0,False
corrected,Sem,ses-5,n_phonemes,72,0.859195657929363,-0.011004470381535212,True,-0.009454993169627335,0.562887422515497,-0.0003261379940412135,0.01686086804315181,-0.5414226095407031,stimulus,1.0,False
corrected,Sem,ses-5,log_frequency,72,0.859195657929363,-0.010289070173940837,True,-0.008840324417580482,0.6006798640271945,6.882896498966945e-06,0.017957296648556772,-0.49268035644428804,stimulus,1.0,False
corrected,Sem,ses-5,run_identity,72,0.859195657929363,-0.035919313223974965,True,-0.030861717957844037,0.08238352329534093,3.3598217654565967e-05,0.019871465174856717,-1.5547578350204174,acquisition,0.6382723455308938,False
corrected,Sem,ses-5,presentation_order,72,0.859195657929363,-0.029275860251356665,True,-0.02515369201011248,0.13637272545490903,-0.00013763856021399868,0.018186509277710015,-1.3755280393023774,acquisition,0.6382723455308938,False
corrected,Sem,ses-5,condition,72,0.859195657929363,0.023003651193196094,True,0.019764637221715696,0.2955408918216357,-0.0004630993637567765,0.019788698765812608,1.0221862904596926,stimulus,1.0,False
corrected,Sem,ses-5,text_edit_distance,72,0.859195657929363,0.01735845273044508,True,0.014914307214370509,0.4323135372925415,-0.00024848963461459597,0.019000732744885653,0.7980111636625383,stimulus,1.0,False
