family,params,n_checkpoints,n_rows,n_cells,rsa_mean,rsa_sd,rsa_sd_all_rows,rsa_abs_max,best_rsa,best_cell,best_step,frac_of_ceiling_mean,frac_of_ceiling_abs_max,seed_null_sd,null_max_p50,null_max_p95,best_percentile_vs_null,beats_null_max,p_equivalence_tost,equivalent_to_zero,mean_in_seed_sd,scale_trend_rho,scale_trend_p,scale_trend_n
pythia-70m-full,95592496.0,21,168,8,-0.0035789103995827213,0.006723650465640079,0.017811459230426787,0.0518542180553456,0.0518542180553456,SemLocal/ses-11,8,-0.004886834630033911,0.2395545575134207,,,,,False,1.1523307737916e-07,True,,-0.12869879673753806,0.4286805490303479,40
pythia-160m-full,212654688.0,21,168,8,-0.014066228536740968,0.007678063596729266,0.019263257497417204,0.056836836786555,-0.056836836786555,Sem/ses-11+,0,-0.04772601388538025,0.24096013310486167,,,,,False,1.6414407393499643e-06,True,,-0.12869879673753806,0.4286805490303479,40
pythia-410m-full,505997504.0,21,168,8,-0.004884689604800396,0.008619516517314353,0.015882203326370303,0.0379622999571536,-0.0379622999571536,SemLocal/ses-11+,90000,-0.0075122191096536495,0.18994685862939809,,,,,False,7.683335092133994e-07,True,,-0.12869879673753806,0.4286805490303479,40
pythia-1b-full,1078891008.0,21,168,8,-0.007007137786425681,0.010625099497736826,0.018245904165714075,0.0482334070058872,-0.0482334070058872,Orth/ses-11+,4000,-0.02457708379860417,0.2179315131090436,,,,,False,4.366220139716945e-06,True,,-0.12869879673753806,0.4286805490303479,40
pythia-1.4b-full,1515311488.0,21,168,8,-0.010245378515753759,0.007299462854144574,0.015599614916939656,0.048211803064972,-0.048211803064972,Orth/ses-11+,8000,-0.03541720538497256,0.18310372992647272,,,,,False,5.860846164078167e-07,True,,-0.12869879673753806,0.4286805490303479,40
