family,model_ref,dataset,step,tokens,task,session,n_stim,rsa,rsa_pearson,rsa_kendall,rsa_lo,rsa_hi
beetle-fineweb3-eng,Beetle-FineWeb3-24B/beetle-monolingual-fineweb3-eng@step-32768,ds003604,32768,,Phon,ses-5,72,0.0181885142093868,0.0135892822486781,0.0119438089725568,,
beetle-fineweb3-eng,Beetle-FineWeb3-24B/beetle-monolingual-fineweb3-eng@step-65536,ds003604,65536,,Phon,ses-5,72,-0.0220749486606827,-0.0193255052202391,-0.0151649623770017,,
beetle-fineweb3-eng,Beetle-FineWeb3-24B/beetle-monolingual-fineweb3-eng@step-0,ds003604,0,,Phon,ses-7,72,0.0062790422953016,0.0015043763898966,0.0041852331645887,,
beetle-fineweb3-eng,Beetle-FineWeb3-24B/beetle-monolingual-fineweb3-eng@step-1,ds003604,1,,Phon,ses-7,72,0.0062790422953016,0.0015043763898966,0.0041852331645887,,
beetle-fineweb3-eng,Beetle-FineWeb3-24B/beetle-monolingual-fineweb3-eng@step-2,ds003604,2,,Phon,ses-7,72,0.0062790422953016,0.0015043763898966,0.0041852331645887,,
beetle-fineweb3-eng,Beetle-FineWeb3-24B/beetle-monolingual-fineweb3-eng@step-4,ds003604,4,,Phon,ses-7,72,0.00630831668212,0.001509975860243,0.0042005457401945,,
beetle-fineweb3-eng,Beetle-FineWeb3-24B/beetle-monolingual-fineweb3-eng@step-6,ds003604,6,,Phon,ses-7,72,0.0063192382554039,0.0015143239875708,0.0042023832492672,,
beetle-fineweb3-eng,Beetle-FineWeb3-24B/beetle-monolingual-fineweb3-eng@step-8,ds003604,8,,Phon,ses-7,72,0.006271458707799,0.0015214277129164,0.0041686955829344,,
beetle-fineweb3-eng,Beetle-FineWeb3-24B/beetle-monolingual-fineweb3-eng@step-16,ds003604,16,,Phon,ses-7,72,0.006402405482624,0.0015867904363779,0.0042869086666115,,
beetle-fineweb3-eng,Beetle-FineWeb3-24B/beetle-monolingual-fineweb3-eng@step-32,ds003604,32,,Phon,ses-7,72,0.0075163678707679,0.0022299663748744,0.0049367743753234,,
beetle-fineweb3-eng,Beetle-FineWeb3-24B/beetle-monolingual-fineweb3-eng@step-64,ds003604,64,,Phon,ses-7,72,0.0205142272373739,0.0120674096576778,0.0135338668234674,,
beetle-fineweb3-eng,Beetle-FineWeb3-24B/beetle-monolingual-fineweb3-eng@step-128,ds003604,128,,Phon,ses-7,72,0.0127075307772619,-0.0058917251795421,0.0079558017817712,,
beetle-fineweb3-eng,Beetle-FineWeb3-24B/beetle-monolingual-fineweb3-eng@step-256,ds003604,256,,Phon,ses-7,72,0.0357497587299206,0.015256167120017,0.0239317181628584,,
beetle-fineweb3-eng,Beetle-FineWeb3-24B/beetle-monolingual-fineweb3-eng@step-512,ds003604,512,,Phon,ses-7,72,0.0007768358849036,0.0022298676188683,0.0008330041129578,,
