family,model_ref,step,layer,per,gini,hoyer,norm,condition_number
babylm-gpt2-7,BrainAlign/gpt2-babylm-7@checkpoint-01,191,0,0.0582541775089165,0.3326303279036415,0.1583010290172184,23.44291346711051,286.5940438620909
babylm-gpt2-7,BrainAlign/gpt2-babylm-7@checkpoint-01,191,1,0.0611930571700982,0.3370631203186747,0.1594113171378662,36.7429800953946,339.33497876179246
babylm-gpt2-7,BrainAlign/gpt2-babylm-7@checkpoint-01,191,2,0.0574211020864926,0.3376077085863987,0.1604459789748429,48.42480991790692,402.99116231244176
babylm-gpt2-7,BrainAlign/gpt2-babylm-7@checkpoint-01,191,3,0.0551615997609011,0.3474545699716601,0.1651935324822048,60.6455414559493,473.9383713866941
babylm-gpt2-7,BrainAlign/gpt2-babylm-7@checkpoint-01,191,4,0.0500646150639294,0.357235064242406,0.172691213876806,73.39983980914495,544.5768784855162
babylm-gpt2-7,BrainAlign/gpt2-babylm-7@checkpoint-01,191,5,0.0479510640697271,0.3556985103061331,0.1704819878791458,84.46503486302959,612.4779610604838
babylm-gpt2-7,BrainAlign/gpt2-babylm-7@checkpoint-01,191,6,0.0459330983405723,0.3577405639512892,0.1713650536514468,94.33523742811336,664.8571318590896
babylm-gpt2-7,BrainAlign/gpt2-babylm-7@checkpoint-01,191,7,0.0425697852449381,0.3580662965653066,0.1709758338579201,103.88001134480436,715.1009404601311
babylm-gpt2-7,BrainAlign/gpt2-babylm-7@checkpoint-01,191,8,0.0393950325998723,0.3572579851336597,0.1704896255706581,113.2708247502519,794.5701384292493
babylm-gpt2-7,BrainAlign/gpt2-babylm-7@checkpoint-01,191,9,0.0379160345188164,0.3541351434107665,0.168065166261648,120.69221356454167,837.321875157819
babylm-gpt2-7,BrainAlign/gpt2-babylm-7@checkpoint-01,191,10,0.0347054149394973,0.3555166893999742,0.1675198561560563,131.8844576114409,927.2016792741148
babylm-gpt2-7,BrainAlign/gpt2-babylm-7@checkpoint-01,191,11,0.0322252728146894,0.3574580840779784,0.1682977236107647,141.37743695248616,1012.0744695688824
babylm-gpt2-7,BrainAlign/gpt2-babylm-7@checkpoint-02,382,0,0.0582901885664787,0.3477010493860747,0.1673215677502338,30.714192471671662,342.0536438363798
babylm-gpt2-7,BrainAlign/gpt2-babylm-7@checkpoint-02,382,1,0.0505354407045977,0.356783129964587,0.1736584779892777,41.66920611925255,405.4339224875946
babylm-gpt2-7,BrainAlign/gpt2-babylm-7@checkpoint-02,382,2,0.0507596055721955,0.3611457063697378,0.1773714599842326,51.17335287180272,430.2028528157694
babylm-gpt2-7,BrainAlign/gpt2-babylm-7@checkpoint-02,382,3,0.0498040186655449,0.3612395689825491,0.176140082755688,62.75772615738197,479.3071496983041
babylm-gpt2-7,BrainAlign/gpt2-babylm-7@checkpoint-02,382,4,0.0498514106313395,0.3697010755261607,0.1806349961044252,72.12457476103559,521.3054712044104
babylm-gpt2-7,BrainAlign/gpt2-babylm-7@checkpoint-02,382,5,0.0488902489066032,0.3714692795609604,0.1805339654687321,79.95266075081544,558.4491110346273
babylm-gpt2-7,BrainAlign/gpt2-babylm-7@checkpoint-02,382,6,0.0489281045117939,0.3613286700977401,0.1733794132054661,84.4112806577557,590.6827284808537
babylm-gpt2-7,BrainAlign/gpt2-babylm-7@checkpoint-02,382,7,0.0474548595106596,0.3560806259240734,0.1718681964982838,86.53128008565086,625.8407755931925
babylm-gpt2-7,BrainAlign/gpt2-babylm-7@checkpoint-02,382,8,0.0470770866529534,0.3460665132484895,0.1655867232542751,87.06970388493814,645.6339479456517
babylm-gpt2-7,BrainAlign/gpt2-babylm-7@checkpoint-02,382,9,0.0467300203739946,0.3426748182438446,0.1635084310416926,90.1450595036512,662.2017823596503
