control,n_cells,rsa_mean,rsa_max,z_max,p_min,n_significant,frac_of_ceiling_max
text_edit_distance,8,0.002262385409999024,0.01960732419159607,1.3634220522530605,0.1767646470705859,0,0.012077889519909159
condition,8,0.0026570813606116616,0.011430689541434377,0.7768208705634139,0.4285142971405719,0,0.06924525271594467
visual_luminance,8,-0.011361416333409773,-0.0014675755106237987,-0.09889720129020772,0.11597680463907219,0,-0.00889033305860605
visual_pixels,8,-0.006089598711806001,-0.0027935695879041387,-0.2101501137755413,0.4377124575084983,0,-0.016030833212316263
