family,model_ref,step,layer,per,gini,hoyer,norm,condition_number
pico-decoder-large,pico-lm/pico-decoder-large@daa12d1eb44fa1ea4cc31aa35a8cb029917302e9,0,0,0.5205327590780061,0.0481484629552773,0.0037081949469543,22.81561380088637,10.574945745555183
pico-decoder-large,pico-lm/pico-decoder-large@daa12d1eb44fa1ea4cc31aa35a8cb029917302e9,0,1,0.4877941683676239,0.049904763523813,0.0039944572618397,24.471655678615463,11.697202168507262
pico-decoder-large,pico-lm/pico-decoder-large@daa12d1eb44fa1ea4cc31aa35a8cb029917302e9,0,2,0.4503165182069302,0.0527548245114402,0.0044680475899348,26.20815757743133,13.436552393980085
pico-decoder-large,pico-lm/pico-decoder-large@daa12d1eb44fa1ea4cc31aa35a8cb029917302e9,0,3,0.4256862656993979,0.053525041161162,0.0046423775033566,27.83173315381239,14.630911552468715
pico-decoder-large,pico-lm/pico-decoder-large@daa12d1eb44fa1ea4cc31aa35a8cb029917302e9,0,4,0.4040092510728289,0.0562526489050963,0.0050725013448577,29.37270869304164,15.600430478071733
pico-decoder-large,pico-lm/pico-decoder-large@daa12d1eb44fa1ea4cc31aa35a8cb029917302e9,0,5,0.3846408590170789,0.0569817982060776,0.005257106782294,30.900280775407523,17.069810567276352
pico-decoder-large,pico-lm/pico-decoder-large@daa12d1eb44fa1ea4cc31aa35a8cb029917302e9,0,6,0.3725751306081067,0.0582779330809925,0.0054668305527781,32.42351743150409,17.71078661618322
pico-decoder-large,pico-lm/pico-decoder-large@daa12d1eb44fa1ea4cc31aa35a8cb029917302e9,0,7,0.3554820421273099,0.0592818679481056,0.0056642779511001,33.9241677856688,18.57707190243623
pico-decoder-large,pico-lm/pico-decoder-large@daa12d1eb44fa1ea4cc31aa35a8cb029917302e9,0,8,0.3431588703320293,0.0594373883930035,0.0057667981175429,35.364345892392286,19.621317723233524
pico-decoder-large,pico-lm/pico-decoder-large@daa12d1eb44fa1ea4cc31aa35a8cb029917302e9,0,9,0.331418289326854,0.0612036782557881,0.0060591366498254,36.83624215204403,20.67038777090413
pico-decoder-large,pico-lm/pico-decoder-large@daa12d1eb44fa1ea4cc31aa35a8cb029917302e9,0,10,0.3164773543683535,0.0623457813092676,0.0062808575110403,38.3024983188218,22.16519377436929
pico-decoder-large,pico-lm/pico-decoder-large@daa12d1eb44fa1ea4cc31aa35a8cb029917302e9,0,11,0.3034587861146133,0.062952650521026,0.0063641129586489,39.742759241967526,23.161544282782405
pico-decoder-large,pico-lm/pico-decoder-large@70ace66cdec9f20ba70c65109b42b9c263e0139b,1000,0,0.5256030770709798,0.0480215366012875,0.0036984666449671,22.67161389010612,10.392255036139453
pico-decoder-large,pico-lm/pico-decoder-large@70ace66cdec9f20ba70c65109b42b9c263e0139b,1000,1,0.4977136774059117,0.050662321033699,0.0041744174362517,24.267424652482,11.32693721012364
pico-decoder-large,pico-lm/pico-decoder-large@70ace66cdec9f20ba70c65109b42b9c263e0139b,1000,2,0.4640657506178243,0.0549684826923013,0.0049800358009296,26.00994873913612,12.956150894228566
pico-decoder-large,pico-lm/pico-decoder-large@70ace66cdec9f20ba70c65109b42b9c263e0139b,1000,3,0.4403781059327336,0.0595134253227701,0.0059476893989592,27.630572874846788,13.999493921036276
pico-decoder-large,pico-lm/pico-decoder-large@70ace66cdec9f20ba70c65109b42b9c263e0139b,1000,4,0.4115918071256832,0.066239101120474,0.0074548169752342,29.52657937191585,15.212983420882226
pico-decoder-large,pico-lm/pico-decoder-large@70ace66cdec9f20ba70c65109b42b9c263e0139b,1000,5,0.381973936419949,0.0722972564232452,0.0091645367590426,31.695398049362566,16.73351638958014
pico-decoder-large,pico-lm/pico-decoder-large@70ace66cdec9f20ba70c65109b42b9c263e0139b,1000,6,0.3570062391196375,0.0752770473168373,0.0097033784962452,33.99194611741379,18.361549900295778
pico-decoder-large,pico-lm/pico-decoder-large@70ace66cdec9f20ba70c65109b42b9c263e0139b,1000,7,0.318778215051464,0.0838399097150803,0.0120871289592118,36.90696873787297,20.22733399580074
pico-decoder-large,pico-lm/pico-decoder-large@70ace66cdec9f20ba70c65109b42b9c263e0139b,1000,8,0.2799089184799354,0.088584145886733,0.0132782975885491,40.279890509239145,23.288044448257757
pico-decoder-large,pico-lm/pico-decoder-large@70ace66cdec9f20ba70c65109b42b9c263e0139b,1000,9,0.2473879117069778,0.1006278203026559,0.0172448901969812,44.9220630357426,27.15467017179177
pico-decoder-large,pico-lm/pico-decoder-large@70ace66cdec9f20ba70c65109b42b9c263e0139b,1000,10,0.2130372723706403,0.1165593358087469,0.0234615803123837,52.73106355110189,30.521453908474417
pico-decoder-large,pico-lm/pico-decoder-large@70ace66cdec9f20ba70c65109b42b9c263e0139b,1000,11,0.1375457891749208,0.1381370493439198,0.0313083507519927,69.69287436692709,41.79578969727567
pico-decoder-large,pico-lm/pico-decoder-large@b7e416710019991ae8f34506fbea7a6ac31a8252,2000,0,0.0130227938574333,0.2572951242904325,0.1012391868848874,131.37530851420036,231.12235313395087
pico-decoder-large,pico-lm/pico-decoder-large@b7e416710019991ae8f34506fbea7a6ac31a8252,2000,1,0.0267637792039803,0.3157074139441373,0.1464446595496093,290.5399441086181,184.63398935385416
pico-decoder-large,pico-lm/pico-decoder-large@b7e416710019991ae8f34506fbea7a6ac31a8252,2000,2,0.0274783096942008,0.2942276114652073,0.1297969823225382,335.63059702207045,244.6868571230365
pico-decoder-large,pico-lm/pico-decoder-large@b7e416710019991ae8f34506fbea7a6ac31a8252,2000,3,0.0297222891895817,0.3000548359860569,0.1378830212833411,318.63757921541816,225.09114172049823
pico-decoder-large,pico-lm/pico-decoder-large@b7e416710019991ae8f34506fbea7a6ac31a8252,2000,4,0.0288267384071912,0.2912828929105179,0.1337368338379366,300.54397457947994,228.7931095853965
pico-decoder-large,pico-lm/pico-decoder-large@b7e416710019991ae8f34506fbea7a6ac31a8252,2000,5,0.0305044567575868,0.2946596627561069,0.1363552091639328,301.4832172372487,216.7805009926348
pico-decoder-large,pico-lm/pico-decoder-large@b7e416710019991ae8f34506fbea7a6ac31a8252,2000,6,0.0301773089453424,0.2878503958918834,0.1315956207370196,299.0050262581508,220.68892544731497
pico-decoder-large,pico-lm/pico-decoder-large@b7e416710019991ae8f34506fbea7a6ac31a8252,2000,7,0.0301220904772529,0.2822275649397364,0.1260433510017025,299.9897361882584,224.97324298523583
pico-decoder-large,pico-lm/pico-decoder-large@b7e416710019991ae8f34506fbea7a6ac31a8252,2000,8,0.0289235690306235,0.2738988941112989,0.1205051298095772,296.9232073244922,237.124802035362
pico-decoder-large,pico-lm/pico-decoder-large@b7e416710019991ae8f34506fbea7a6ac31a8252,2000,9,0.0287937999549381,0.2720652843388362,0.1214629797692759,302.90864248080874,241.2087421473778
pico-decoder-large,pico-lm/pico-decoder-large@b7e416710019991ae8f34506fbea7a6ac31a8252,2000,10,0.0297617129281066,0.2724497302934294,0.1238298394934588,314.0513790197243,242.62362819796783
pico-decoder-large,pico-lm/pico-decoder-large@b7e416710019991ae8f34506fbea7a6ac31a8252,2000,11,0.0320206264597501,0.2804242858929684,0.1324056923909408,332.4311108877952,235.5680941220972
pico-decoder-large,pico-lm/pico-decoder-large@d43df3f024539a5db7dfcab339e807d4842bcffd,3000,0,0.170100227825009,0.1439852303307822,0.0482838343410802,39.44684580458176,27.788673838074168
pico-decoder-large,pico-lm/pico-decoder-large@d43df3f024539a5db7dfcab339e807d4842bcffd,3000,1,0.1996410119984508,0.1418772811688121,0.0564374916032192,42.78307389070396,25.526465523683303
pico-decoder-large,pico-lm/pico-decoder-large@d43df3f024539a5db7dfcab339e807d4842bcffd,3000,2,0.2297953058644715,0.1234661060766886,0.0469631011461897,42.32119485478842,24.1775423671394
pico-decoder-large,pico-lm/pico-decoder-large@d43df3f024539a5db7dfcab339e807d4842bcffd,3000,3,0.2224909899824344,0.1188264661545804,0.0390388576086442,43.45961538049881,25.645358425772034
