family,model_ref,dataset,step,tokens,task,session,n_stim,rsa,rsa_pearson,rsa_kendall,rsa_lo,rsa_hi
pico-decoder-large,pico-lm/pico-decoder-large@daa12d1eb44fa1ea4cc31aa35a8cb029917302e9,ds003604,0,,Gram,ses-5,60,-0.0159392902358735,-0.034972109138622,-0.0105923420618115,-0.0576075809821115,0.0292099305441431
pico-decoder-large,pico-lm/pico-decoder-large@70ace66cdec9f20ba70c65109b42b9c263e0139b,ds003604,1000,,Gram,ses-5,60,-0.00995942995149,-0.0178873218408519,-0.0062054274335463,-0.0590008185894849,0.0337078421862703
pico-decoder-large,pico-lm/pico-decoder-large@b7e416710019991ae8f34506fbea7a6ac31a8252,ds003604,2000,,Gram,ses-5,60,-0.026231236167946,-0.0376426212885399,-0.0182598614557683,-0.0716521403489785,0.0158955282169239
pico-decoder-large,pico-lm/pico-decoder-large@d43df3f024539a5db7dfcab339e807d4842bcffd,ds003604,3000,,Gram,ses-5,60,-0.0001922549224335,-0.0265986377353261,-7.090092075384925e-05,-0.0474577566154732,0.0480772311399019
pico-decoder-large,pico-lm/pico-decoder-large@23e4297bb64e81b073da327cba679d797ca4fe1d,ds003604,4000,,Gram,ses-5,60,-0.0019840669475563,-0.0276696582739663,-0.0013190126248351,-0.0485126641376105,0.0448114993957914
pico-decoder-large,pico-lm/pico-decoder-large@cab5aa27e02bdec8e8bf68239ae1e6758956e134,ds003604,5000,,Gram,ses-5,60,0.0031539673053453,-0.024511555467241,0.00173803067902,-0.0431571132126485,0.0500964062784214
pico-decoder-large,pico-lm/pico-decoder-large@e556a1a2b5a081ce269a811dfdfa329e230c674f,ds003604,7000,,Gram,ses-5,60,-0.0036300931674584,-0.0223351817908293,-0.0020356867967794,-0.0492824329291394,0.042419632569264
pico-decoder-large,pico-lm/pico-decoder-large@1eb202826693ab699be3043f3579cbde8211a5ef,ds003604,8000,,Gram,ses-5,60,0.0058195896007748,-0.0139745398290945,0.0040579599058486,-0.0401359359704481,0.0490329666825306
pico-decoder-large,pico-lm/pico-decoder-large@94cc0caf8c3cb477f0dc32aa92a7b8e182f710bf,ds003604,10000,,Gram,ses-5,60,-0.0019588625883144,-0.0159143453578849,-0.0015847313909036,-0.0481470834819126,0.0469254209261842
pico-decoder-large,pico-lm/pico-decoder-large@10d61c2f23ed2b432c011ff4735614817452abfc,ds003604,13000,,Gram,ses-5,60,-0.0035450774160052,-0.0224795653846853,-0.0028021832373615,-0.0525421441623107,0.0428283597274225
