family,model_ref,step,tokens,task,session,rsa_intact,rsa_circuit_ablated,rsa_random_ablated
beetle-humanscale-eng,Beetle-HumanScale/beetle-monolingual-humanscale-eng@step-256,256,,Phon,ses-9,-0.0303091451637233,-0.0306579837212721,-0.0267614268011463
beetle-humanscale-eng,Beetle-HumanScale/beetle-monolingual-humanscale-eng@step-500,500,,Phon,ses-5,-0.0201812277637014,-0.0232044490312944,-0.0224704327848756
beetle-humanscale-eng,Beetle-HumanScale/beetle-monolingual-humanscale-eng@step-500,500,,Phon,ses-7,-0.0229375366457571,-0.0266111189901708,-0.0241449188000105
beetle-humanscale-eng,Beetle-HumanScale/beetle-monolingual-humanscale-eng@step-500,500,,Phon,ses-9,-0.0330286140369358,-0.0341731155815376,-0.0348713244747789
beetle-humanscale-eng,Beetle-HumanScale/beetle-monolingual-humanscale-eng@step-1000,1000,,Phon,ses-5,-0.039890973120264,-0.038340373447166,-0.0383704756832029
beetle-humanscale-eng,Beetle-HumanScale/beetle-monolingual-humanscale-eng@step-1000,1000,,Phon,ses-7,-0.0478697860442019,-0.0415562378149371,-0.0437684873525066
beetle-humanscale-eng,Beetle-HumanScale/beetle-monolingual-humanscale-eng@step-1000,1000,,Phon,ses-9,-0.0453152158244412,-0.0405248605725315,-0.0393482374721845
beetle-humanscale-eng,Beetle-HumanScale/beetle-monolingual-humanscale-eng@step-2000,2000,,Phon,ses-5,-0.0582188692556278,-0.0569605111359535,-0.045706176959935
beetle-humanscale-eng,Beetle-HumanScale/beetle-monolingual-humanscale-eng@step-2000,2000,,Phon,ses-7,-0.0356651786975237,-0.0244354615378504,-0.0179022544414622
beetle-humanscale-eng,Beetle-HumanScale/beetle-monolingual-humanscale-eng@step-2000,2000,,Phon,ses-9,-0.0602833347725477,-0.0578295494461888,-0.0507741261518822
beetle-humanscale-eng,Beetle-HumanScale/beetle-monolingual-humanscale-eng@step-2500,2500,,Phon,ses-5,-0.0235577114081046,-0.0293423229135035,-0.0141176023268973
beetle-humanscale-eng,Beetle-HumanScale/beetle-monolingual-humanscale-eng@step-2500,2500,,Phon,ses-7,0.0274515972209863,0.0296908086290676,0.0357903506491543
beetle-humanscale-eng,Beetle-HumanScale/beetle-monolingual-humanscale-eng@step-2500,2500,,Phon,ses-9,-0.0141288860842143,-0.0174668273110949,0.0009024375707639
beetle-humanscale-eng,Beetle-HumanScale/beetle-monolingual-humanscale-eng@step-4000,4000,,Phon,ses-5,-0.0302162032793241,-0.0322897981334594,-0.0118763694432503
beetle-humanscale-eng,Beetle-HumanScale/beetle-monolingual-humanscale-eng@step-4000,4000,,Phon,ses-7,0.0044557539762336,-0.0093767628063701,0.0236233816971542
beetle-humanscale-eng,Beetle-HumanScale/beetle-monolingual-humanscale-eng@step-4000,4000,,Phon,ses-9,-0.0124436998304824,-0.0179925230627599,0.0043323304249057
beetle-humanscale-eng,Beetle-HumanScale/beetle-monolingual-humanscale-eng@step-5500,5500,,Phon,ses-5,-0.0186678425000046,-0.0213054800589286,-0.0091888338475753
beetle-humanscale-eng,Beetle-HumanScale/beetle-monolingual-humanscale-eng@step-5500,5500,,Phon,ses-7,-0.0168322068673319,-0.0073620343555197,-0.0212442946717651
beetle-humanscale-eng,Beetle-HumanScale/beetle-monolingual-humanscale-eng@step-5500,5500,,Phon,ses-9,-0.0095712549135267,-0.0114134522573229,-0.0068297215590595
beetle-humanscale-eng,Beetle-HumanScale/beetle-monolingual-humanscale-eng@step-7500,7500,,Phon,ses-5,0.0122297115867821,0.0074487846176388,0.0005891591614176
beetle-humanscale-eng,Beetle-HumanScale/beetle-monolingual-humanscale-eng@step-7500,7500,,Phon,ses-7,0.0297528707315493,0.0217614913151772,0.0121368200057208
beetle-humanscale-eng,Beetle-HumanScale/beetle-monolingual-humanscale-eng@step-7500,7500,,Phon,ses-9,0.0191461525073387,0.0122879491983428,0.0071441878458001
beetle-humanscale-eng,Beetle-HumanScale/beetle-monolingual-humanscale-eng@step-9500,9500,,Phon,ses-5,-0.0093752881999497,-0.0053713422767709,-0.0121829999071795
beetle-humanscale-eng,Beetle-HumanScale/beetle-monolingual-humanscale-eng@step-9500,9500,,Phon,ses-7,-0.0121373424418162,-0.0069274307626563,-0.0204562332376926
beetle-humanscale-eng,Beetle-HumanScale/beetle-monolingual-humanscale-eng@step-9500,9500,,Phon,ses-9,-0.0149137654728531,-0.0125550369269437,-0.0165772767368897
beetle-humanscale-eng,Beetle-HumanScale/beetle-monolingual-humanscale-eng@step-0,0,,Plaus,ses-5,-0.0077947808138561,-0.0072608539355715,0.0010805533171607
beetle-humanscale-eng,Beetle-HumanScale/beetle-monolingual-humanscale-eng@step-0,0,,Plaus,ses-7,-0.029795580950012,-0.0336578833701764,-0.0172097656602139
beetle-humanscale-eng,Beetle-HumanScale/beetle-monolingual-humanscale-eng@step-0,0,,Plaus,ses-9,-0.0243356658005404,-0.0273968431069374,-0.0168296704193523
beetle-humanscale-eng,Beetle-HumanScale/beetle-monolingual-humanscale-eng@step-1,1,,Plaus,ses-5,-0.0077947808138561,-0.0072608539355715,0.0010805533171607
beetle-humanscale-eng,Beetle-HumanScale/beetle-monolingual-humanscale-eng@step-1,1,,Plaus,ses-7,-0.029795580950012,-0.0336578833701764,-0.0172097656602139
beetle-humanscale-eng,Beetle-HumanScale/beetle-monolingual-humanscale-eng@step-1,1,,Plaus,ses-9,-0.0243356658005404,-0.0273968431069374,-0.0168296704193523
beetle-humanscale-eng,Beetle-HumanScale/beetle-monolingual-humanscale-eng@step-2,2,,Plaus,ses-5,-0.0077947808138561,-0.0072608539355715,0.0010805533171607
beetle-humanscale-eng,Beetle-HumanScale/beetle-monolingual-humanscale-eng@step-2,2,,Plaus,ses-7,-0.029795580950012,-0.0336578833701764,-0.0172097656602139
beetle-humanscale-eng,Beetle-HumanScale/beetle-monolingual-humanscale-eng@step-2,2,,Plaus,ses-9,-0.0243356658005404,-0.0273968431069374,-0.0168296704193523
beetle-humanscale-eng,Beetle-HumanScale/beetle-monolingual-humanscale-eng@step-4,4,,Plaus,ses-5,-0.0077947808138561,-0.0072608539355715,0.0010805533171607
beetle-humanscale-eng,Beetle-HumanScale/beetle-monolingual-humanscale-eng@step-4,4,,Plaus,ses-7,-0.029795580950012,-0.0336578833701764,-0.0172097656602139
beetle-humanscale-eng,Beetle-HumanScale/beetle-monolingual-humanscale-eng@step-4,4,,Plaus,ses-9,-0.0243356658005404,-0.0273968431069374,-0.0168296704193523
beetle-humanscale-eng,Beetle-HumanScale/beetle-monolingual-humanscale-eng@step-6,6,,Plaus,ses-5,-0.0077947808138561,-0.0072608539355715,0.0010805533171607
beetle-humanscale-eng,Beetle-HumanScale/beetle-monolingual-humanscale-eng@step-6,6,,Plaus,ses-7,-0.029795580950012,-0.0336578833701764,-0.0172097656602139
beetle-humanscale-eng,Beetle-HumanScale/beetle-monolingual-humanscale-eng@step-6,6,,Plaus,ses-9,-0.0243356658005404,-0.0273968431069374,-0.0168296704193523
beetle-humanscale-eng,Beetle-HumanScale/beetle-monolingual-humanscale-eng@step-8,8,,Plaus,ses-5,-0.0077947808138561,-0.0072608539355715,0.0010805533171607
beetle-humanscale-eng,Beetle-HumanScale/beetle-monolingual-humanscale-eng@step-8,8,,Plaus,ses-7,-0.029795580950012,-0.0336578833701764,-0.0172097656602139
beetle-humanscale-eng,Beetle-HumanScale/beetle-monolingual-humanscale-eng@step-8,8,,Plaus,ses-9,-0.0243356658005404,-0.0273968431069374,-0.0168296704193523
beetle-humanscale-eng,Beetle-HumanScale/beetle-monolingual-humanscale-eng@step-16,16,,Plaus,ses-5,-0.0078064600382768,-0.0072383307990566,0.0010721785536795
beetle-humanscale-eng,Beetle-HumanScale/beetle-monolingual-humanscale-eng@step-16,16,,Plaus,ses-7,-0.0298345030419948,-0.0336476583682516,-0.0172398931685306
beetle-humanscale-eng,Beetle-HumanScale/beetle-monolingual-humanscale-eng@step-16,16,,Plaus,ses-9,-0.024367409832971,-0.0273942008365988,-0.0168530115560212
beetle-humanscale-eng,Beetle-HumanScale/beetle-monolingual-humanscale-eng@step-32,32,,Plaus,ses-5,-0.0078314934398145,-0.0072178028904305,0.0010407980768729
beetle-humanscale-eng,Beetle-HumanScale/beetle-monolingual-humanscale-eng@step-32,32,,Plaus,ses-7,-0.0300374774452822,-0.0337099648773348,-0.0173335888105066
beetle-humanscale-eng,Beetle-HumanScale/beetle-monolingual-humanscale-eng@step-32,32,,Plaus,ses-9,-0.0245025270118447,-0.0274746959469893,-0.016974032298379
beetle-humanscale-eng,Beetle-HumanScale/beetle-monolingual-humanscale-eng@step-64,64,,Plaus,ses-5,-0.0078186586278747,-0.0073215698887997,-0.0069797475334495
