dataset,family,model_ref,step,tokens,task,session,n_stim,rsa,rsa_pearson,rsa_kendall,repo,ceiling_lower,ceiling_upper,ceiling_n_stim,ceiling_n_subjects,frac_of_ceiling,seed_null_sd,params
ds001894,babylm-gpt2-3,BrainAlign/gpt2-babylm-3@checkpoint-01,191,,Orth,ses-7,96,0.0036530914355447,-0.0059920974535199,0.0025473037716027,BrainAlign/gpt2-babylm-3,,,96,,,,134601216
ds001894,babylm-gpt2-3,BrainAlign/gpt2-babylm-3@checkpoint-02,382,,Orth,ses-7,96,-0.0057608960891231,-0.0148022603941287,-0.0038843544483054,BrainAlign/gpt2-babylm-3,,,96,,,,134601216
ds001894,babylm-gpt2-3,BrainAlign/gpt2-babylm-3@checkpoint-03,573,,Orth,ses-7,96,-0.0026782506988151,-0.0110662064233891,-0.0015835267044558,BrainAlign/gpt2-babylm-3,,,96,,,,134601216
ds001894,babylm-gpt2-3,BrainAlign/gpt2-babylm-3@checkpoint-04,764,,Orth,ses-7,96,-0.0028548400880482,-0.0083080860295992,-0.0017597734190708,BrainAlign/gpt2-babylm-3,,,96,,,,134601216
ds001894,babylm-gpt2-3,BrainAlign/gpt2-babylm-3@checkpoint-05,1146,,Orth,ses-7,96,-0.0119293877535657,-0.0141150474991795,-0.0079526519743095,BrainAlign/gpt2-babylm-3,,,96,,,,134601216
ds001894,babylm-gpt2-3,BrainAlign/gpt2-babylm-3@checkpoint-06,1337,,Orth,ses-7,96,-0.0116988823541827,-0.0136107252053115,-0.0078495207089889,BrainAlign/gpt2-babylm-3,,,96,,,,134601216
ds001894,babylm-gpt2-3,BrainAlign/gpt2-babylm-3@checkpoint-07,1528,,Orth,ses-7,96,-0.0127853322098128,-0.01538485650538,-0.0083963473060805,BrainAlign/gpt2-babylm-3,,,96,,,,134601216
ds001894,babylm-gpt2-3,BrainAlign/gpt2-babylm-3@checkpoint-08,1719,,Orth,ses-7,96,-0.0156361104456383,-0.0181318412482807,-0.0104903352920577,BrainAlign/gpt2-babylm-3,,,96,,,,134601216
ds001894,babylm-gpt2-3,BrainAlign/gpt2-babylm-3@checkpoint-09,1908,,Orth,ses-7,96,-0.0152815758602594,-0.0167916332398796,-0.0102779156709496,BrainAlign/gpt2-babylm-3,,,96,,,,134601216
ds001894,babylm-gpt2-3,BrainAlign/gpt2-babylm-3@checkpoint-01,191,,Orth,ses-9,96,-0.0089144541168907,0.0028382797892271,-0.0060345258847931,BrainAlign/gpt2-babylm-3,0.1650755388561307,0.607179038133363,96,3.0,-0.05400227180030574,,134601216
ds001894,babylm-gpt2-3,BrainAlign/gpt2-babylm-3@checkpoint-02,382,,Orth,ses-9,96,-0.0401639598953403,-0.0208390289671092,-0.0269472760646956,BrainAlign/gpt2-babylm-3,0.1650755388561307,0.607179038133363,96,3.0,-0.24330655028389547,,134601216
ds001894,babylm-gpt2-3,BrainAlign/gpt2-babylm-3@checkpoint-03,573,,Orth,ses-9,96,-0.0492696205009506,-0.0202606602684262,-0.0327988209171755,BrainAlign/gpt2-babylm-3,0.1650755388561307,0.607179038133363,96,3.0,-0.2984671190072011,,134601216
ds001894,babylm-gpt2-3,BrainAlign/gpt2-babylm-3@checkpoint-04,764,,Orth,ses-9,96,-0.0430239646547503,-0.0157145940392625,-0.0285827532199659,BrainAlign/gpt2-babylm-3,0.1650755388561307,0.607179038133363,96,3.0,-0.2606319806852016,,134601216
ds001894,babylm-gpt2-3,BrainAlign/gpt2-babylm-3@checkpoint-05,1146,,Orth,ses-9,96,-0.0356989969036043,-0.01600828450737,-0.0237698325656211,BrainAlign/gpt2-babylm-3,0.1650755388561307,0.607179038133363,96,3.0,-0.21625855139396072,,134601216
ds001894,babylm-gpt2-3,BrainAlign/gpt2-babylm-3@checkpoint-06,1337,,Orth,ses-9,96,-0.030865672829615,-0.0164639390459733,-0.020402288898381,BrainAlign/gpt2-babylm-3,0.1650755388561307,0.607179038133363,96,3.0,-0.18697908268841423,,134601216
ds001894,babylm-gpt2-3,BrainAlign/gpt2-babylm-3@checkpoint-07,1528,,Orth,ses-9,96,-0.0347661417596018,-0.0184827435041223,-0.02327918941904,BrainAlign/gpt2-babylm-3,0.1650755388561307,0.607179038133363,96,3.0,-0.21060747098273447,,134601216
ds001894,babylm-gpt2-3,BrainAlign/gpt2-babylm-3@checkpoint-08,1719,,Orth,ses-9,96,-0.0353508783868383,-0.0187343795356883,-0.0236361082570431,BrainAlign/gpt2-babylm-3,0.1650755388561307,0.607179038133363,96,3.0,-0.2141497076538267,,134601216
ds001894,babylm-gpt2-3,BrainAlign/gpt2-babylm-3@checkpoint-09,1908,,Orth,ses-9,96,-0.0357310463667208,-0.0184273649226501,-0.0238643054224726,BrainAlign/gpt2-babylm-3,0.1650755388561307,0.607179038133363,96,3.0,-0.2164527016801787,,134601216
ds001894,babylm-gpt2-3,BrainAlign/gpt2-babylm-3@checkpoint-01,191,,Phon,ses-7,96,0.0036530914355447,-0.0059920974535199,0.0025473037716027,BrainAlign/gpt2-babylm-3,,,96,,,0.0081448036195669,134601216
ds001894,babylm-gpt2-3,BrainAlign/gpt2-babylm-3@checkpoint-02,382,,Phon,ses-7,96,-0.0057608960891231,-0.0148022603941287,-0.0038843544483054,BrainAlign/gpt2-babylm-3,,,96,,,0.0081448036195669,134601216
ds001894,babylm-gpt2-3,BrainAlign/gpt2-babylm-3@checkpoint-03,573,,Phon,ses-7,96,-0.0026782506988151,-0.0110662064233891,-0.0015835267044558,BrainAlign/gpt2-babylm-3,,,96,,,0.0081448036195669,134601216
ds001894,babylm-gpt2-3,BrainAlign/gpt2-babylm-3@checkpoint-04,764,,Phon,ses-7,96,-0.0028548400880482,-0.0083080860295992,-0.0017597734190708,BrainAlign/gpt2-babylm-3,,,96,,,0.0081448036195669,134601216
ds001894,babylm-gpt2-3,BrainAlign/gpt2-babylm-3@checkpoint-05,1146,,Phon,ses-7,96,-0.0119293877535657,-0.0141150474991795,-0.0079526519743095,BrainAlign/gpt2-babylm-3,,,96,,,0.0081448036195669,134601216
ds001894,babylm-gpt2-3,BrainAlign/gpt2-babylm-3@checkpoint-06,1337,,Phon,ses-7,96,-0.0116988823541827,-0.0136107252053115,-0.0078495207089889,BrainAlign/gpt2-babylm-3,,,96,,,0.0081448036195669,134601216
ds001894,babylm-gpt2-3,BrainAlign/gpt2-babylm-3@checkpoint-07,1528,,Phon,ses-7,96,-0.0127853322098128,-0.01538485650538,-0.0083963473060805,BrainAlign/gpt2-babylm-3,,,96,,,0.0081448036195669,134601216
