control,n_cells,rsa_mean,rsa_max,z_max,p_min,n_significant,frac_of_ceiling_max
acoustic_spectrum,6,0.0025395093952406272,0.03136757697850626,1.961345174847301,0.051789642071585686,0,0.11482362009507456
text_edit_distance,6,-0.004686270103462617,0.022607613796198207,1.152526583653204,0.003599280143971206,0,0.0019846960459181774
word_frequency,3,0.005445000849198911,0.013045249304198989,0.9082620575110376,0.3639272145570886,0,-0.023233120543876558
condition,6,-0.0055547491003251044,0.013903454674826492,0.6975273050224422,0.17956408718256348,0,0.05089475029216582
acoustic_envelope,6,-0.017068819537855693,0.0027627433975961524,0.14840199363748302,0.023795240951809637,0,-0.0406229198807785
word_association,3,-0.0057763127027495855,-0.0035663095170663855,-0.21817356318636988,0.6632673465306939,0,-0.013054772111013717
