variant,task,session,control,n_stim,ceiling,frac_of_ceiling,within_run_normalized,rsa,p_perm,null_mean,null_sd,z,kind,p_holm,significant
corrected,Phon,ses-11,condition,96,,,True,-0.01906647678910994,0.17956408718256348,-0.00022467014462554787,0.014812855649620567,-1.2719901610392752,stimulus,1.0,False
corrected,Phon,ses-11,text_edit_distance,96,,,True,-0.04370958085586657,0.003599280143971206,0.00013836845568457947,0.014925018944068908,-2.9378823218203096,stimulus,0.10797840431913618,False
corrected,Phon,ses-11,acoustic_spectrum,96,,,True,-0.02019308505265944,0.17516496700659867,0.000364177565767639,0.015135101157714525,-1.3582507578147613,stimulus,1.0,False
corrected,Phon,ses-11,acoustic_envelope,96,,,True,-0.03373045651414672,0.023795240951809637,-6.951735888580538e-05,0.014980720536057151,-2.24695061041926,stimulus,0.6900619876024795,False
corrected,Phon,ses-11+,condition,96,0.28213800693893204,-0.03997126842260413,True,-0.011277414007574598,0.4259148170365927,-0.00017213748777349433,0.014489316426128355,-0.7664458551687565,stimulus,1.0,False
corrected,Phon,ses-11+,text_edit_distance,96,0.28213800693893204,-0.034687816489058686,True,-0.009786751409286441,0.5226954609078185,-0.00013822874031832913,0.01556829515903511,-0.6197546083103906,stimulus,1.0,False
corrected,Phon,ses-11+,acoustic_spectrum,96,0.28213800693893204,-0.044288914833674774,True,-0.012495586160661104,0.5380923815236952,0.0002964316108453424,0.020695088069630795,-0.6181185471570956,stimulus,1.0,False
corrected,Phon,ses-11+,acoustic_envelope,96,0.28213800693893204,-0.05770908094312381,True,-0.016281925079570457,0.39172165566886624,0.00024405569549501598,0.018945804418944383,-0.8722765425398594,stimulus,1.0,False
corrected,Phon,ses-9,condition,96,,,True,-0.018426718039086513,0.1933613277344531,-0.0002477902261529567,0.014338577493157279,-1.267833424922462,stimulus,1.0,False
corrected,Phon,ses-9,text_edit_distance,96,,,True,-0.006349867493760461,0.6734653069386123,-0.00023203670353004067,0.015950812121596415,-0.38354353014814285,stimulus,1.0,False
corrected,Phon,ses-9,acoustic_spectrum,96,,,True,-0.019585606862148185,0.365126974605079,0.0005770463076034517,0.02209530197440834,-0.9125312336619021,stimulus,1.0,False
corrected,Phon,ses-9,acoustic_envelope,96,,,True,-0.022866408248240714,0.2539492101579684,-0.0003260511048818939,0.019920747826155875,-1.1315015550084875,stimulus,1.0,False
corrected,Sem,ses-11,word_frequency,72,,,True,0.013045249304198989,0.3639272145570886,-0.00024280753779194457,0.014630201417305366,0.9082620575110376,stimulus,1.0,False
corrected,Sem,ses-11,word_association,72,,,True,-0.008013961180139039,0.6632673465306939,0.00018683910258140534,0.018959760207276476,-0.4325371308831512,stimulus,1.0,False
corrected,Sem,ses-11,condition,72,,,True,0.0015703844983546184,0.9398120375924816,-3.271883638952775e-05,0.02014085267466373,0.07959461104053367,stimulus,1.0,False
corrected,Sem,ses-11,text_edit_distance,72,,,True,0.022607613796198207,0.24075184963007398,0.000179181585886978,0.01946022983527765,1.152526583653204,stimulus,1.0,False
corrected,Sem,ses-11,acoustic_spectrum,72,,,True,0.030203416889441198,0.052589482103579284,-0.0002548546182332182,0.015565187836725131,1.9568200413138042,stimulus,1.0,False
corrected,Sem,ses-11,acoustic_envelope,72,,,True,-0.021199480146621662,0.20315936812637472,-0.00034422753427147456,0.016606412853642838,-1.2558553611124668,stimulus,1.0,False
corrected,Sem,ses-11+,word_frequency,72,0.27318052638066753,-0.023233120543876558,True,-0.006346836099641699,0.6724655068986203,-0.00019801661189481812,0.0156844086324124,-0.3920338746242615,stimulus,1.0,False
corrected,Sem,ses-11+,word_association,72,0.27318052638066753,-0.013054772111013717,True,-0.0035663095170663855,0.8350329934013198,0.0005648436058917261,0.018935168232142745,-0.21817356318636988,stimulus,1.0,False
corrected,Sem,ses-11+,condition,72,0.27318052638066753,0.05089475029216582,True,0.013903454674826492,0.48250349930013997,7.262450457780283e-05,0.019828370975536462,0.6975273050224422,stimulus,1.0,False
corrected,Sem,ses-11+,text_edit_distance,72,0.27318052638066753,0.0019846960459181774,True,0.0005421803105295572,0.9782043591281744,0.0004573147196241248,0.019372119792482753,0.004380810763620369,stimulus,1.0,False
corrected,Sem,ses-11+,acoustic_spectrum,72,0.27318052638066753,0.11482362009507456,True,0.03136757697850626,0.051789642071585686,-0.0002586776851385511,0.016124777559434793,1.961345174847301,stimulus,1.0,False
corrected,Sem,ses-11+,acoustic_envelope,72,0.27318052638066753,-0.0406229198807785,True,-0.011097390636150754,0.5258948210357929,-8.55481638273788e-05,0.017484333395370828,-0.6298119706759351,stimulus,1.0,False
corrected,Sem,ses-9,word_frequency,72,,,True,0.009636589343039443,0.5372925414917017,0.00016824660587410118,0.015979795019325765,0.5925196615552282,stimulus,1.0,False
corrected,Sem,ses-9,word_association,72,,,True,-0.005748667411043331,0.7630473905218956,0.0004771999762188332,0.01924872826447892,-0.3234430504392214,stimulus,1.0,False
corrected,Sem,ses-9,condition,72,,,True,-3.172493936069249e-05,0.998000399920016,0.00030737455301755565,0.019823058614187265,-0.01710631537549155,stimulus,1.0,False
corrected,Sem,ses-9,text_edit_distance,72,,,True,0.008578785031410007,0.6500699860027994,0.0004843515173870764,0.019267998021512665,0.4200972775980889,stimulus,1.0,False
corrected,Sem,ses-9,acoustic_spectrum,72,,,True,0.00594034057896503,0.7274545090981803,-0.000190010812450971,0.016544632798506032,0.37053414637277615,stimulus,1.0,False
corrected,Sem,ses-9,acoustic_envelope,72,,,True,0.0027627433975961524,0.8692261547690462,0.00015905973518145458,0.017544802454787668,0.14840199363748302,stimulus,1.0,False
