family,params,n_checkpoints,n_rows,n_cells,rsa_mean,rsa_sd,rsa_sd_all_rows,rsa_abs_max,best_rsa,best_cell,best_step,frac_of_ceiling_mean,frac_of_ceiling_abs_max,seed_null_sd,null_max_p50,null_max_p95,best_percentile_vs_null,beats_null_max,p_equivalence_tost,equivalent_to_zero,mean_in_seed_sd,scale_trend_rho,scale_trend_p,scale_trend_n
pythia-70m-full,95592496.0,21,126,6,0.006834566722583173,0.012807099948197212,0.01928635389284245,0.044619430846559,0.044619430846559,Phon/ses-9,12000,0.0015146357122560441,0.1797736529842538,0.008568462436998249,,,,False,0.00021257562719457235,True,0.7976421409133815,0.2866019633595607,0.19596121437178024,22
pythia-160m-full,212654688.0,21,126,6,0.007326817476610339,0.010790918041028894,0.018191928077440786,0.059200278539159,0.059200278539159,Phon/ses-11+,4000,0.020081741412291805,0.24266017194866302,0.008568462436998249,,,,False,9.955377473608983e-05,True,0.8550912757665201,0.2866019633595607,0.19596121437178024,22
pythia-410m-full,505997504.0,1,6,6,0.013390975174145517,0.021833946682208134,0.021833946682208134,0.0398330538569705,0.0398330538569705,Sem/ses-9,0,0.03122863210368206,0.09981710153515784,0.008568462436998249,,,,False,0.004645228052984366,True,1.5628212497406615,0.2866019633595607,0.19596121437178024,22
pythia-1b-full,1078891008.0,21,42,2,0.020063661824553495,0.007782211580960891,0.014156762022423155,0.0488794669076058,0.0488794669076058,Phon/ses-9,114000,,,0.008568462436998249,,,,False,,False,2.341570844486576,0.2866019633595607,0.19596121437178024,22
pythia-1.4b-full,1515311488.0,21,42,2,0.017744882062133826,0.010141234922783175,0.022080364766730424,0.0700096389227635,0.0700096389227635,Phon/ses-9,18000,,,0.008568462436998249,,,,False,,False,2.0709528917944713,0.2866019633595607,0.19596121437178024,22
