control,n_cells,rsa_mean,rsa_max,z_max,p_min,n_significant,frac_of_ceiling_max
condition,6,-0.0030700338501359115,0.029392023284139358,1.453134369768947,0.13617276544691062,0,0.07509569269370892
text_edit_distance,6,0.0016155518024031583,0.021774385003796862,1.445385758680227,0.14297140571885622,0,0.017688860097939574
acoustic_spectrum,6,0.0008166713320279072,0.0260035344346882,1.3883450267369926,0.17096580683863227,0,0.07892978159261442
word_association,3,-0.0022140872459432853,0.0158242465315954,0.7767304736704981,0.20955808838232354,0,0.04043045091378347
acoustic_envelope,6,-0.01367157212305784,0.013030396284198739,0.6971935107683768,0.14097180563887224,0,0.0332922516281304
word_frequency,3,0.0013887139696215436,0.005687869417735696,0.2773448872183532,0.7690461907618477,0,0.020589190753880184
