variant,task,session,control,n_stim,ceiling,frac_of_ceiling,within_run_normalized,rsa,p_perm,null_mean,null_sd,z,kind,p_holm,significant
corrected,Phon,ses-11,condition,96,,,True,-0.006358935409087114,0.6596680663867227,8.508638099777884e-05,0.014690915255608098,-0.4386399130024467,stimulus,1.0,False
corrected,Phon,ses-11,text_edit_distance,96,,,True,0.021774385003796862,0.14297140571885622,-6.997270471349717e-05,0.015113167938648382,1.445385758680227,stimulus,1.0,False
corrected,Phon,ses-11,acoustic_spectrum,96,,,True,-0.019716847275427083,0.1863627274545091,6.688837104452934e-05,0.015270241556642259,-1.295574504947533,stimulus,1.0,False
corrected,Phon,ses-11,acoustic_envelope,96,,,True,-0.017908474343980834,0.23135372925414918,-3.1876499716647132e-06,0.015157583722712222,-1.1812757904149653,stimulus,1.0,False
corrected,Phon,ses-11+,condition,96,0.3035481176455464,-0.04298301474301434,True,-0.013047413215972772,0.34513097380523894,-0.0004797823430309888,0.013833020153296682,-0.908524005080564,stimulus,1.0,False
corrected,Phon,ses-11+,text_edit_distance,96,0.3035481176455464,0.016866476025876504,True,0.005119787048968549,0.7618476304739052,-0.00013843176531825997,0.016808645541631625,0.3128282288391669,stimulus,1.0,False
corrected,Phon,ses-11+,acoustic_spectrum,96,0.3035481176455464,-0.06544217711877677,True,-0.019864849679031134,0.46070785842831435,0.0007564652092922283,0.026921284067204676,-0.7659855613157072,stimulus,1.0,False
corrected,Phon,ses-11+,acoustic_envelope,96,0.3035481176455464,-0.11349889621027627,True,-0.0344523762994766,0.14097180563887224,0.0002161493233414862,0.02348620198158804,-1.4761231146917788,stimulus,1.0,False
corrected,Phon,ses-9,condition,96,0.20227695336738766,0.008504929677333515,True,0.0017203512637349028,0.9072185562887423,-0.00023053646579711726,0.01439506831496274,0.1355247287967834,stimulus,1.0,False
corrected,Phon,ses-9,text_edit_distance,96,0.20227695336738766,-0.09783826090007412,True,-0.0197904253376306,0.22655468906218756,-0.00011493226664845895,0.016477737245212922,-1.194065227342071,stimulus,1.0,False
corrected,Phon,ses-9,acoustic_spectrum,96,0.20227695336738766,-0.12510630879108928,True,-0.025306122989301166,0.3215356928614277,0.0006964582827932558,0.025540672569757016,-1.018085220741848,stimulus,1.0,False
corrected,Phon,ses-9,acoustic_envelope,96,0.20227695336738766,-0.11874926815048939,True,-0.024020240176087955,0.28054389122175566,-0.000208787019252263,0.02208763030146037,-1.0780447169193748,stimulus,1.0,False
corrected,Sem,ses-11,word_frequency,72,,,True,0.000581803708658149,0.9742051589682064,0.00018828464076177105,0.01709891763664512,0.023014267700196593,stimulus,1.0,False
corrected,Sem,ses-11,word_association,72,,,True,-0.023777024123405554,0.20955808838232354,0.0005869993053442781,0.01906857589286132,-1.2777054544798627,stimulus,1.0,False
corrected,Sem,ses-11,condition,72,,,True,-0.02637702101132433,0.17256548690261947,0.0008681087772971418,0.019613512260258013,-1.3890999952332848,stimulus,1.0,False
corrected,Sem,ses-11,text_edit_distance,72,,,True,-0.005933758235273837,0.7620475904819036,0.00028695867093689147,0.019713919249261847,-0.3155494768564654,stimulus,1.0,False
corrected,Sem,ses-11,acoustic_spectrum,72,,,True,0.02197955700372631,0.20935812837432513,0.0003467548725636605,0.017496665286400814,1.23639572317476,stimulus,1.0,False
corrected,Sem,ses-11,acoustic_envelope,72,,,True,-0.006310315880493221,0.7286542691461708,0.00017750560385472423,0.018198321240895134,-0.3565065919054146,stimulus,1.0,False
corrected,Sem,ses-11+,word_frequency,72,0.39139426283768275,-0.005374455931669036,True,-0.002103531217529214,0.9180163967206558,-0.00019783534870696878,0.01926911889919655,-0.09889896256765568,stimulus,1.0,False
corrected,Sem,ses-11+,word_association,72,0.39139426283768275,0.04043045091378347,True,0.0158242465315954,0.4189162167566487,0.00036599631120165076,0.019901691440748936,0.7767304736704981,stimulus,1.0,False
corrected,Sem,ses-11+,condition,72,0.39139426283768275,0.07509569269370892,True,0.029392023284139358,0.13617276544691062,0.00030736888784981133,0.020015116977421,1.453134369768947,stimulus,1.0,False
corrected,Sem,ses-11+,text_edit_distance,72,0.39139426283768275,0.009291613248607361,True,0.003636684118011525,0.8560287942411517,6.747700064511085e-05,0.01974241888733728,0.18078874415307347,stimulus,1.0,False
corrected,Sem,ses-11+,acoustic_spectrum,72,0.39139426283768275,0.06643821053011262,True,0.0260035344346882,0.17096580683863227,-0.000422482907437786,0.019034185906111778,1.3883450267369926,stimulus,1.0,False
corrected,Sem,ses-11+,acoustic_envelope,72,0.39139426283768275,0.0332922516281304,True,0.013030396284198739,0.4983003399320136,-0.00019187441199664698,0.01896499392389056,0.6971935107683768,stimulus,1.0,False
corrected,Sem,ses-9,word_frequency,72,0.276255122686829,0.020589190753880184,True,0.005687869417735696,0.7690461907618477,0.0002575227649056602,0.019579761166743224,0.2773448872183532,stimulus,1.0,False
corrected,Sem,ses-9,word_association,72,0.276255122686829,0.004743860824133706,True,0.0013105158539802985,0.9498100379924015,0.0006766505232533093,0.020428214664281564,0.03102891471980979,stimulus,1.0,False
corrected,Sem,ses-9,condition,72,0.276255122686829,-0.01357154204360484,True,-0.003749208012305513,0.8474305138972206,0.00046703212320395353,0.02014519555870266,-0.2092925890450724,stimulus,1.0,False
corrected,Sem,ses-9,text_edit_distance,72,0.276255122686829,0.017688860097939574,True,0.004886638216546451,0.7972405518896221,0.000587560833700537,0.019447683690750842,0.22105858214207083,stimulus,1.0,False
corrected,Sem,ses-9,acoustic_spectrum,72,0.276255122686829,0.07892978159261442,True,0.021804756497512314,0.2591481703659268,2.9378966164433484e-05,0.019269231118305426,1.130059492074471,stimulus,1.0,False
corrected,Sem,ses-9,acoustic_envelope,72,0.276255122686829,-0.04477173926120589,True,-0.012368422322507152,0.5216956608678265,-0.00023018986258317313,0.01913897793853612,-0.6342152908201837,stimulus,1.0,False
