control,n_cells,rsa_mean,rsa_max,z_max,p_min,n_significant,frac_of_ceiling_max
condition,8,0.00039072058729985697,0.030404534594863857,2.2125289835562123,0.03219356128774245,0,0.07270505272725508
text_edit_distance,8,0.00808499868895866,0.016810545679505424,1.0490212021228777,0.28854229154169164,0,0.06551202435132095
word_frequency,6,-0.00272990798486455,0.008101507788400207,0.5482761977090377,0.5832833433313337,0,0.043679023272068636
visual_luminance,8,-0.015921093576722785,0.004993965284072391,0.3190429757174952,0.04359128174365127,0,0.026924806043539574
visual_pixels,8,-0.0086047906269817,0.004129151129909484,0.17269653298121562,0.236752649470106,0,0.019075761424468193
