control,n_cells,rsa_mean,rsa_max,z_max,p_min,n_significant,frac_of_ceiling_max
condition,6,-0.005382182760738233,0.029796516260988278,1.4651067080153684,0.0669866026794641,0,0.12426607138679707
acoustic_spectrum,6,-1.780164028745747e-05,0.01874341248595889,1.227903267458049,0.16276744651069786,0,0.0781692132600705
word_association,3,-0.0008614243359919693,0.019386272765949994,1.0001248693017404,0.2835432913417317,0,0.08085025559218041
text_edit_distance,6,-0.0015346247384589254,0.018165808767024068,0.9394625952520586,0.27594481103779245,0,0.07576032275952534
word_frequency,3,0.006411251705487867,0.010824759999614991,0.7687128593854207,0.43331333733253347,0,0.0010467525991722845
acoustic_envelope,6,-0.015034492734693032,0.00110102436962813,0.06446456191820661,0.057588482303539294,0,-0.029669264772118002
