variant,task,session,control,n_stim,ceiling,frac_of_ceiling,within_run_normalized,rsa,p_perm,null_mean,null_sd,z,kind,p_holm,significant
corrected,Phon,ses-11,condition,96,,,True,-0.02660929909342274,0.0669866026794641,-0.0002460619445463844,0.01480612004612802,-1.7805635146116554,stimulus,1.0,False
corrected,Phon,ses-11,text_edit_distance,96,,,True,-0.016322859678590866,0.27594481103779245,-0.00014065024353554812,0.01488832698701363,-1.086905832205551,stimulus,1.0,False
corrected,Phon,ses-11,acoustic_spectrum,96,,,True,-0.019749146309273716,0.16276744651069786,0.00035075895236089843,0.014428856296064382,-1.393035237707928,stimulus,1.0,False
corrected,Phon,ses-11,acoustic_envelope,96,,,True,-0.027376551262115207,0.0619876024795041,-0.00013202271918290545,0.014590195589972085,-1.8673175676815659,stimulus,1.0,False
corrected,Phon,ses-11+,condition,96,0.24396386932816425,-0.08426622528866731,True,-0.02055791437510208,0.14977004599080185,-0.0001606775425975527,0.014484624099771722,-1.408199252572788,stimulus,1.0,False
corrected,Phon,ses-11+,text_edit_distance,96,0.24396386932816425,-0.03577100241943807,True,-0.008726832159993236,0.5750849830033993,4.958392517971896e-05,0.01534212137692276,-0.5720471028082319,stimulus,1.0,False
corrected,Phon,ses-11+,acoustic_spectrum,96,0.24396386932816425,-0.021483764190119624,True,-0.005241262239555438,0.7762447510497901,0.0004518926286174077,0.018644717694365633,-0.3053494808123562,stimulus,1.0,False
corrected,Phon,ses-11+,acoustic_envelope,96,0.24396386932816425,-0.029669264772118002,True,-0.007238228633927703,0.6646670665866826,0.00026027727733348165,0.01726939368305046,-0.43420782735334823,stimulus,1.0,False
corrected,Phon,ses-9,condition,96,,,True,-0.013501575286952965,0.3447310537892421,-0.00020595380246900353,0.014377786839010599,-0.9247335234853267,stimulus,1.0,False
corrected,Phon,ses-9,text_edit_distance,96,,,True,-0.005756017078457911,0.7184563087382524,-0.0005477827507820715,0.015620959578238182,-0.33341321327008006,stimulus,1.0,False
corrected,Phon,ses-9,acoustic_spectrum,96,,,True,-0.010380820483315659,0.6224755048990201,0.000119928391196885,0.020777483408152077,-0.5053907957826678,stimulus,1.0,False
corrected,Phon,ses-9,acoustic_envelope,96,,,True,-0.009471681139647047,0.6130773845230953,-0.0002800324381961053,0.01906133742924291,-0.4822142588414273,stimulus,1.0,False
corrected,Sem,ses-11,word_frequency,72,,,True,0.010824759999614991,0.43331333733253347,1.4648422030756153e-05,0.014062613165412782,0.7687128593854207,stimulus,1.0,False
corrected,Sem,ses-11,word_association,72,,,True,-0.007324242264094208,0.6960607878424315,0.00021816086708387346,0.019011661162505515,-0.3967250976288364,stimulus,1.0,False
corrected,Sem,ses-11,condition,72,,,True,0.0008916974027453656,0.9652069586082783,-8.383337886735744e-05,0.020063155938865727,0.04862299752524636,stimulus,1.0,False
corrected,Sem,ses-11,text_edit_distance,72,,,True,0.0032959279621320925,0.8588282343531294,4.377723037865479e-05,0.01943184504095313,0.16736191158029937,stimulus,1.0,False
corrected,Sem,ses-11,acoustic_spectrum,72,,,True,0.006761537540351662,0.6572685462907418,-0.00030005479190477365,0.014919213283067105,0.4733220309812063,stimulus,1.0,False
corrected,Sem,ses-11,acoustic_envelope,72,,,True,-0.03114734680918786,0.057588482303539294,-0.00023447234240018942,0.016701398829865037,-1.8509152903802943,stimulus,1.0,False
corrected,Sem,ses-11+,word_frequency,72,0.23977998120051677,0.0010467525991722845,True,0.0002509903185511224,0.9836032793441312,-0.00023114162790154201,0.014549510594494131,0.033137330859910635,stimulus,1.0,False
corrected,Sem,ses-11+,word_association,72,0.23977998120051677,0.08085025559218041,True,0.019386272765949994,0.2835432913417317,0.0005292850960352796,0.018854633304019344,1.0001248693017404,stimulus,1.0,False
corrected,Sem,ses-11+,condition,72,0.23977998120051677,0.12426607138679707,True,0.029796516260988278,0.13097380523895222,0.00021559974200808583,0.02019028126462226,1.4651067080153684,stimulus,1.0,False
corrected,Sem,ses-11+,text_edit_distance,72,0.23977998120051677,0.07576032275952534,True,0.018165808767024068,0.3353329334133173,0.0004179898495590811,0.018891458804449552,0.9394625952520586,stimulus,1.0,False
corrected,Sem,ses-11+,acoustic_spectrum,72,0.23977998120051677,0.0781692132600705,True,0.01874341248595889,0.21295740851829634,-8.063283424409492e-05,0.015330234732532136,1.227903267458049,stimulus,1.0,False
corrected,Sem,ses-11+,acoustic_envelope,72,0.23977998120051677,-0.06703717655005748,True,-0.016074172932908505,0.34613077384523094,6.115290342368844e-05,0.016805557582411618,-0.9601184463084407,stimulus,1.0,False
corrected,Sem,ses-9,word_frequency,72,,,True,0.008158004798297489,0.6048790241951609,0.0001682562721316434,0.01603432394126801,0.49829032735855516,stimulus,1.0,False
corrected,Sem,ses-9,word_association,72,,,True,-0.014646303509831694,0.43331333733253347,0.00019439823573974216,0.019300497376470098,-0.7689284610299898,stimulus,1.0,False
corrected,Sem,ses-9,condition,72,,,True,-0.0023125214726852604,0.8970205958808238,-7.115994541288698e-05,0.01962312191910948,-0.11422043528025272,stimulus,1.0,False
corrected,Sem,ses-9,text_edit_distance,72,,,True,0.00013622375713229947,0.99500099980004,0.00037861479019090597,0.019355678653511937,-0.012522993245814379,stimulus,1.0,False
corrected,Sem,ses-9,acoustic_spectrum,72,,,True,0.009759469164109517,0.5498900219956009,-0.00023076856310573967,0.016363943702856404,0.6105030613653916,stimulus,1.0,False
corrected,Sem,ses-9,acoustic_envelope,72,,,True,0.00110102436962813,0.9508098380323935,-3.227878227734782e-05,0.017580250576727127,0.06446456191820661,stimulus,1.0,False
