family,model_ref,step,layer,per,gini,hoyer,norm,condition_number
babylm-gpt2,BrainAlign/gpt2-babylm-9@checkpoint-01,598,0,0.0806820579315426,0.3099501554253871,0.1436318361312759,24.98369670902465,280.6839874857951
babylm-gpt2,BrainAlign/gpt2-babylm-9@checkpoint-01,598,1,0.048667020327332,0.3181133364620636,0.1485230020167289,33.51363233436534,360.42173250902425
babylm-gpt2,BrainAlign/gpt2-babylm-9@checkpoint-01,598,2,0.0446196616531119,0.3297827585467822,0.1697162057934774,40.23933696851088,376.4409089435192
babylm-gpt2,BrainAlign/gpt2-babylm-9@checkpoint-01,598,3,0.0423971083698871,0.3432545027281189,0.1809974380156027,46.67640070007749,392.6257365551645
babylm-gpt2,BrainAlign/gpt2-babylm-9@checkpoint-01,598,4,0.0406168923645342,0.3476602270751592,0.1792373627373152,54.42383461294183,405.7891527696536
babylm-gpt2,BrainAlign/gpt2-babylm-9@checkpoint-01,598,5,0.040045598204957,0.3454249093338485,0.1749146906705231,58.1811578872125,416.0770071197955
babylm-gpt2,BrainAlign/gpt2-babylm-9@checkpoint-01,598,6,0.0419674042729053,0.3417259574721537,0.1712705227197094,58.89327086265092,415.9922468061908
babylm-gpt2,BrainAlign/gpt2-babylm-9@checkpoint-01,598,7,0.0446454133136151,0.3305061029831346,0.161429977212106,58.78414918933289,392.7831007308846
babylm-gpt2,BrainAlign/gpt2-babylm-9@checkpoint-01,598,8,0.0500031263076438,0.3086225528127547,0.1432542699197896,58.70809148285978,366.3013236066883
babylm-gpt2,BrainAlign/gpt2-babylm-9@checkpoint-01,598,9,0.0526298177744653,0.2878907410630559,0.1271344719822718,60.79539205425035,360.32393014465
babylm-gpt2,BrainAlign/gpt2-babylm-9@checkpoint-01,598,10,0.0558620215752623,0.276501496799763,0.1175065338790277,65.90123830259701,364.0332016904367
babylm-gpt2,BrainAlign/gpt2-babylm-9@checkpoint-01,598,11,0.0558985773662719,0.2670914112671647,0.112774769943564,71.80525020861695,390.8968186931394
babylm-gpt2,BrainAlign/gpt2-babylm-9@checkpoint-02,897,0,0.1055021401881135,0.319277822570499,0.1508492924662212,30.294449269136592,204.7330236648456
babylm-gpt2,BrainAlign/gpt2-babylm-9@checkpoint-02,897,1,0.069557279892419,0.324054663622753,0.1592382708892898,35.8359521917519,243.72655413855244
babylm-gpt2,BrainAlign/gpt2-babylm-9@checkpoint-02,897,2,0.0494102979127199,0.3446431342398325,0.1945188684992747,43.50697918532893,280.441694014827
babylm-gpt2,BrainAlign/gpt2-babylm-9@checkpoint-02,897,3,0.0469512822516461,0.3461766095526226,0.195821992718363,49.3746741752184,291.3470142687327
babylm-gpt2,BrainAlign/gpt2-babylm-9@checkpoint-02,897,4,0.0450273499658279,0.3490544151641634,0.1906971227729041,56.39637332101288,306.61626080472973
babylm-gpt2,BrainAlign/gpt2-babylm-9@checkpoint-02,897,5,0.0450573697443042,0.3404600024363831,0.1815673829397166,60.03175532676801,308.8786976330754
babylm-gpt2,BrainAlign/gpt2-babylm-9@checkpoint-02,897,6,0.0484775508260379,0.3354260921466854,0.1785503186099396,61.75911253978708,293.4939151430706
babylm-gpt2,BrainAlign/gpt2-babylm-9@checkpoint-02,897,7,0.0517652990900169,0.321502525679171,0.1673896073694184,61.65428255610755,274.8703366152271
babylm-gpt2,BrainAlign/gpt2-babylm-9@checkpoint-02,897,8,0.0572251478225305,0.3041056180133952,0.1518422194652395,62.03518491000659,273.3989825620173
