family,model_ref,dataset,step,tokens,task,session,n_stim,rsa,rsa_pearson,rsa_kendall,rsa_lo,rsa_hi
babylm-gpt2,BrainAlign/gpt2-babylm-9@checkpoint-09,ds003604,2990,,Phon,ses-7,72,-0.0547307380713062,-0.0225167719033743,-0.0364316798814194,,
babylm-gpt2,BrainAlign/gpt2-babylm-9@checkpoint-01,ds003604,598,,Phon,ses-9,72,-0.0131072324770307,0.0117272666394725,-0.0084690793160791,,
babylm-gpt2,BrainAlign/gpt2-babylm-9@checkpoint-02,ds003604,897,,Phon,ses-9,72,-0.0359302535739883,-0.0245491448806384,-0.0239635683201185,,
babylm-gpt2,BrainAlign/gpt2-babylm-9@checkpoint-03,ds003604,1196,,Phon,ses-9,72,-0.0180606862415135,-0.013835263922826,-0.0121183723344634,,
babylm-gpt2,BrainAlign/gpt2-babylm-9@checkpoint-04,ds003604,1495,,Phon,ses-9,72,-0.0319662046653608,-0.0139552531886208,-0.0213745180366828,,
babylm-gpt2,BrainAlign/gpt2-babylm-9@checkpoint-05,ds003604,1794,,Phon,ses-9,72,-0.0405105111860772,-0.0250641150610762,-0.027052421071329,,
babylm-gpt2,BrainAlign/gpt2-babylm-9@checkpoint-06,ds003604,2093,,Phon,ses-9,72,-0.0333961467520979,-0.0204220803001575,-0.021917808219178,,
babylm-gpt2,BrainAlign/gpt2-babylm-9@checkpoint-07,ds003604,2392,,Phon,ses-9,72,-0.0266149327018051,-0.02448747800466,-0.0177129749578138,,
babylm-gpt2,BrainAlign/gpt2-babylm-9@checkpoint-08,ds003604,2691,,Phon,ses-9,72,-0.0295063743150207,-0.0219965965243517,-0.0196625720839496,,
babylm-gpt2,BrainAlign/gpt2-babylm-9@checkpoint-09,ds003604,2990,,Phon,ses-9,72,-0.0287459207900429,-0.0211470721740615,-0.0190892692532669,,
babylm-gpt2,BrainAlign/gpt2-babylm-9@checkpoint-01,ds003604,598,,Plaus,ses-5,60,-0.0567947299106587,-0.0490363402230868,-0.0381133967609137,,
babylm-gpt2,BrainAlign/gpt2-babylm-9@checkpoint-02,ds003604,897,,Plaus,ses-5,60,-0.0589107231872817,-0.0428587967359848,-0.039776694036977,,
babylm-gpt2,BrainAlign/gpt2-babylm-9@checkpoint-03,ds003604,1196,,Plaus,ses-5,60,-0.0424900993713836,-0.0319699264515411,-0.0281297806223312,,
babylm-gpt2,BrainAlign/gpt2-babylm-9@checkpoint-04,ds003604,1495,,Plaus,ses-5,60,-0.048756913244175,-0.0360324844970678,-0.0326751045149834,,
babylm-gpt2,BrainAlign/gpt2-babylm-9@checkpoint-05,ds003604,1794,,Plaus,ses-5,60,-0.0391236327218044,-0.0307429984357465,-0.0261688272285085,,
babylm-gpt2,BrainAlign/gpt2-babylm-9@checkpoint-06,ds003604,2093,,Plaus,ses-5,60,-0.0434803210181011,-0.0321067775439939,-0.0288030199959758,,
babylm-gpt2,BrainAlign/gpt2-babylm-9@checkpoint-07,ds003604,2392,,Plaus,ses-5,60,-0.0430418188350281,-0.0304491504741757,-0.0283137397680709,,
babylm-gpt2,BrainAlign/gpt2-babylm-9@checkpoint-08,ds003604,2691,,Plaus,ses-5,60,-0.045895652578585,-0.0318304295219481,-0.0304880346711889,,
babylm-gpt2,BrainAlign/gpt2-babylm-9@checkpoint-09,ds003604,2990,,Plaus,ses-5,60,-0.0459600127441394,-0.032167359682256,-0.0306758262991316,,
babylm-gpt2,BrainAlign/gpt2-babylm-9@checkpoint-01,ds003604,598,,Plaus,ses-7,60,-0.0841111482379067,-0.0525199195329581,-0.0573230750559702,,
babylm-gpt2,BrainAlign/gpt2-babylm-9@checkpoint-02,ds003604,897,,Plaus,ses-7,60,-0.0953601045776408,-0.0479885851679715,-0.0645128116686308,,
babylm-gpt2,BrainAlign/gpt2-babylm-9@checkpoint-03,ds003604,1196,,Plaus,ses-7,60,-0.0608747069326449,-0.0342762653569537,-0.0411001778910489,,
babylm-gpt2,BrainAlign/gpt2-babylm-9@checkpoint-04,ds003604,1495,,Plaus,ses-7,60,-0.075968129826752,-0.0391943382113526,-0.051401890052473,,
babylm-gpt2,BrainAlign/gpt2-babylm-9@checkpoint-05,ds003604,1794,,Plaus,ses-7,60,-0.0544728148333681,-0.0319238218515472,-0.0366123412314404,,
babylm-gpt2,BrainAlign/gpt2-babylm-9@checkpoint-06,ds003604,2093,,Plaus,ses-7,60,-0.0559033045047609,-0.0336643029481171,-0.0377901907618016,,
babylm-gpt2,BrainAlign/gpt2-babylm-9@checkpoint-07,ds003604,2392,,Plaus,ses-7,60,-0.0598112136795421,-0.0319456755694157,-0.0400168629216928,,
babylm-gpt2,BrainAlign/gpt2-babylm-9@checkpoint-08,ds003604,2691,,Plaus,ses-7,60,-0.0628409282763128,-0.0332951771702523,-0.0423035773027629,,
babylm-gpt2,BrainAlign/gpt2-babylm-9@checkpoint-09,ds003604,2990,,Plaus,ses-7,60,-0.0643519022379883,-0.0338113965519522,-0.0431735507628236,,
babylm-gpt2,BrainAlign/gpt2-babylm-9@checkpoint-01,ds003604,598,,Plaus,ses-9,60,-0.0539005047044719,-0.0487104750047723,-0.0366238386780491,,
babylm-gpt2,BrainAlign/gpt2-babylm-9@checkpoint-02,ds003604,897,,Plaus,ses-9,60,-0.0728434687835371,-0.0445511890921897,-0.0492505900425724,,
babylm-gpt2,BrainAlign/gpt2-babylm-9@checkpoint-03,ds003604,1196,,Plaus,ses-9,60,-0.0482760416827559,-0.0327410512636812,-0.0322433115201221,,
babylm-gpt2,BrainAlign/gpt2-babylm-9@checkpoint-04,ds003604,1495,,Plaus,ses-9,60,-0.0639675157423507,-0.0381339575593996,-0.0434060546831335,,
babylm-gpt2,BrainAlign/gpt2-babylm-9@checkpoint-05,ds003604,1794,,Plaus,ses-9,60,-0.0440727760238052,-0.0301452757914641,-0.0297458106178919,,
babylm-gpt2,BrainAlign/gpt2-babylm-9@checkpoint-06,ds003604,2093,,Plaus,ses-9,60,-0.0454516667648501,-0.0326942088946402,-0.0306119515957497,,
babylm-gpt2,BrainAlign/gpt2-babylm-9@checkpoint-07,ds003604,2392,,Plaus,ses-9,60,-0.0491115076548394,-0.0319430495370844,-0.0330506877708686,,
babylm-gpt2,BrainAlign/gpt2-babylm-9@checkpoint-08,ds003604,2691,,Plaus,ses-9,60,-0.0496368953040034,-0.0329130352358938,-0.0334824807657299,,
babylm-gpt2,BrainAlign/gpt2-babylm-9@checkpoint-09,ds003604,2990,,Plaus,ses-9,60,-0.0511067355436501,-0.0333347518888402,-0.0344572087393369,,
babylm-gpt2,BrainAlign/gpt2-babylm-9@checkpoint-01,ds003604,598,,Sem,ses-5,72,0.0105511466895601,0.0081661612948601,0.0070523598210266,,
babylm-gpt2,BrainAlign/gpt2-babylm-9@checkpoint-02,ds003604,897,,Sem,ses-5,72,0.0030435064479231,0.0023830255944318,0.002204398384217,,
babylm-gpt2,BrainAlign/gpt2-babylm-9@checkpoint-03,ds003604,1196,,Sem,ses-5,72,0.0021343655980703,0.0035588234533877,0.0017266460253147,,
babylm-gpt2,BrainAlign/gpt2-babylm-9@checkpoint-04,ds003604,1495,,Sem,ses-5,72,-0.015652178231007,-0.0164686302967184,-0.0105142269139953,,
babylm-gpt2,BrainAlign/gpt2-babylm-9@checkpoint-05,ds003604,1794,,Sem,ses-5,72,-0.0037746582785563,-0.0076343096410421,-0.0027127758943309,,
babylm-gpt2,BrainAlign/gpt2-babylm-9@checkpoint-06,ds003604,2093,,Sem,ses-5,72,-0.0142379566559923,-0.0094005303772744,-0.0097124604552734,,
babylm-gpt2,BrainAlign/gpt2-babylm-9@checkpoint-07,ds003604,2392,,Sem,ses-5,72,-0.0065770471740139,-0.0040172062050279,-0.0046880981474846,,
babylm-gpt2,BrainAlign/gpt2-babylm-9@checkpoint-08,ds003604,2691,,Sem,ses-5,72,-0.0018189528899574,-0.0036380854053927,-0.001488994851912,,
babylm-gpt2,BrainAlign/gpt2-babylm-9@checkpoint-09,ds003604,2990,,Sem,ses-5,72,-0.0040577144424738,-0.0048636770274719,-0.0030129023762054,,
babylm-gpt2,BrainAlign/gpt2-babylm-9@checkpoint-01,ds003604,598,,Sem,ses-7,72,0.0109690934099964,0.0100947647751692,0.0076060625549338,,
babylm-gpt2,BrainAlign/gpt2-babylm-9@checkpoint-02,ds003604,897,,Sem,ses-7,72,0.0068096728044176,0.0038163056570629,0.0048136612674525,,
babylm-gpt2,BrainAlign/gpt2-babylm-9@checkpoint-03,ds003604,1196,,Sem,ses-7,72,0.0069980566491111,0.0053655105136194,0.0048271363339856,,
babylm-gpt2,BrainAlign/gpt2-babylm-9@checkpoint-04,ds003604,1495,,Sem,ses-7,72,-0.0106618643363458,-0.0146180834140675,-0.006980084464167,,
babylm-gpt2,BrainAlign/gpt2-babylm-9@checkpoint-05,ds003604,1794,,Sem,ses-7,72,-0.0155083818278171,-0.0060964516862634,-0.010366613685155,,
babylm-gpt2,BrainAlign/gpt2-babylm-9@checkpoint-06,ds003604,2093,,Sem,ses-7,72,-0.0071859130273755,-0.0073895918990083,-0.0043702090779073,,
babylm-gpt2,BrainAlign/gpt2-babylm-9@checkpoint-07,ds003604,2392,,Sem,ses-7,72,-0.0050372296620918,-0.0020172946477351,-0.0031360154840764,,
babylm-gpt2,BrainAlign/gpt2-babylm-9@checkpoint-08,ds003604,2691,,Sem,ses-7,72,-0.0039372444157015,-0.0016988987753404,-0.0024824747572191,,
babylm-gpt2,BrainAlign/gpt2-babylm-9@checkpoint-09,ds003604,2990,,Sem,ses-7,72,-0.0065990397933573,-0.0029695202753545,-0.0042954837089508,,
babylm-gpt2,BrainAlign/gpt2-babylm-9@checkpoint-01,ds003604,598,,Sem,ses-9,72,0.0106324067016535,0.0110306169692701,0.0074008740418155,,
babylm-gpt2,BrainAlign/gpt2-babylm-9@checkpoint-02,ds003604,897,,Sem,ses-9,72,0.0112605660409689,0.0035954970465226,0.0075031620468626,,
babylm-gpt2,BrainAlign/gpt2-babylm-9@checkpoint-03,ds003604,1196,,Sem,ses-9,72,0.0116562463481797,0.0052080380278782,0.0080299146477035,,
babylm-gpt2,BrainAlign/gpt2-babylm-9@checkpoint-04,ds003604,1495,,Sem,ses-9,72,0.0018826814701629,-0.0128803719866126,0.0012733937873818,,
babylm-gpt2,BrainAlign/gpt2-babylm-9@checkpoint-05,ds003604,1794,,Sem,ses-9,72,-0.0001608449230337,-0.0050771852710852,0.0001163755746043,,
babylm-gpt2,BrainAlign/gpt2-babylm-9@checkpoint-06,ds003604,2093,,Sem,ses-9,72,0.0029223954129018,-0.0059052885482883,0.0024328620122561,,
babylm-gpt2,BrainAlign/gpt2-babylm-9@checkpoint-07,ds003604,2392,,Sem,ses-9,72,0.0089074233214272,0.0002346153030407,0.0062113931687537,,
babylm-gpt2,BrainAlign/gpt2-babylm-9@checkpoint-08,ds003604,2691,,Sem,ses-9,72,0.0066664635130433,8.726586404472249e-05,0.0045643725365893,,
babylm-gpt2,BrainAlign/gpt2-babylm-9@checkpoint-09,ds003604,2990,,Sem,ses-9,72,0.004896693633819,-0.0011000098860218,0.0033405914941705,,
