dataset,family,model_ref,step,tokens,task,session,n_stim,rsa,rsa_pearson,rsa_kendall,repo,ceiling_lower,ceiling_upper,ceiling_n_stim,ceiling_n_subjects,frac_of_ceiling,seed_null_sd,params
ds002236,babylm-gpt2-3,BrainAlign/gpt2-babylm-3@checkpoint-01,191,,Phon,ses-11,96,0.0333283652896208,0.0240368970464686,0.0222499932656823,BrainAlign/gpt2-babylm-3,,,96,,,,134601216
ds002236,babylm-gpt2-3,BrainAlign/gpt2-babylm-3@checkpoint-01,191,,Phon,ses-11,96,0.0333283652896208,0.0240368970464686,0.0222499932656823,BrainAlign/gpt2-babylm-3,,,96,,,,134601216
ds002236,babylm-gpt2-3,BrainAlign/gpt2-babylm-3@checkpoint-01,191,,Phon,ses-11,96,0.0333283652896208,0.0240368970464686,0.0222499932656823,BrainAlign/gpt2-babylm-3,,,96,,,,134601216
ds002236,babylm-gpt2-3,BrainAlign/gpt2-babylm-3@checkpoint-02,382,,Phon,ses-11,96,-0.0093134436784077,0.0022537946330956,-0.0062382870974321,BrainAlign/gpt2-babylm-3,,,96,,,,134601216
ds002236,babylm-gpt2-3,BrainAlign/gpt2-babylm-3@checkpoint-02,382,,Phon,ses-11,96,-0.0093134436784077,0.0022537946330956,-0.0062382870974321,BrainAlign/gpt2-babylm-3,,,96,,,,134601216
ds002236,babylm-gpt2-3,BrainAlign/gpt2-babylm-3@checkpoint-02,382,,Phon,ses-11,96,-0.0093134436784077,0.0022537946330956,-0.0062382870974321,BrainAlign/gpt2-babylm-3,,,96,,,,134601216
ds002236,babylm-gpt2-3,BrainAlign/gpt2-babylm-3@checkpoint-03,573,,Phon,ses-11,96,0.0088657701065146,0.0068107413209615,0.00581979735476,BrainAlign/gpt2-babylm-3,,,96,,,,134601216
ds002236,babylm-gpt2-3,BrainAlign/gpt2-babylm-3@checkpoint-03,573,,Phon,ses-11,96,0.0088657701065146,0.0068107413209615,0.00581979735476,BrainAlign/gpt2-babylm-3,,,96,,,,134601216
ds002236,babylm-gpt2-3,BrainAlign/gpt2-babylm-3@checkpoint-03,573,,Phon,ses-11,96,0.0088657701065146,0.0068107413209615,0.00581979735476,BrainAlign/gpt2-babylm-3,,,96,,,,134601216
ds002236,babylm-gpt2-3,BrainAlign/gpt2-babylm-3@checkpoint-04,764,,Phon,ses-11,96,-0.0086786171172448,-0.0083615073957381,-0.0058525068978654,BrainAlign/gpt2-babylm-3,,,96,,,,134601216
ds002236,babylm-gpt2-3,BrainAlign/gpt2-babylm-3@checkpoint-04,764,,Phon,ses-11,96,-0.0086786171172448,-0.0083615073957381,-0.0058525068978654,BrainAlign/gpt2-babylm-3,,,96,,,,134601216
ds002236,babylm-gpt2-3,BrainAlign/gpt2-babylm-3@checkpoint-04,764,,Phon,ses-11,96,-0.0086786171172448,-0.0083615073957381,-0.0058525068978654,BrainAlign/gpt2-babylm-3,,,96,,,,134601216
ds002236,babylm-gpt2-3,BrainAlign/gpt2-babylm-3@checkpoint-05,1146,,Phon,ses-11,96,-0.0021242475932895,0.000918480335535,-0.0014750079849766,BrainAlign/gpt2-babylm-3,,,96,,,,134601216
ds002236,babylm-gpt2-3,BrainAlign/gpt2-babylm-3@checkpoint-05,1146,,Phon,ses-11,96,-0.0021242475932895,0.000918480335535,-0.0014750079849766,BrainAlign/gpt2-babylm-3,,,96,,,,134601216
ds002236,babylm-gpt2-3,BrainAlign/gpt2-babylm-3@checkpoint-05,1146,,Phon,ses-11,96,-0.0021242475932895,0.000918480335535,-0.0014750079849766,BrainAlign/gpt2-babylm-3,,,96,,,,134601216
ds002236,babylm-gpt2-3,BrainAlign/gpt2-babylm-3@checkpoint-06,1337,,Phon,ses-11,96,-0.0012054806663794,0.0020872836364184,-0.0009603137037592,BrainAlign/gpt2-babylm-3,,,96,,,,134601216
