task,session,file,within_run_normalized,n_stim,n_subjects_rdm,ceiling_lower,ceiling_upper,ceiling_lower_sem,ceiling_n
Phon,ses-5,data/processed/fmri_wrn/ds003604/Phon/session_rdm_ses-5.npz,True,72,93,0.8557220149626009,0.8634857149064381,0.006519930960999139,93
Phon,ses-7,data/processed/fmri_wrn/ds003604/Phon/session_rdm_ses-7.npz,True,72,104,0.8460260208123772,0.8625655350367195,0.006795133305443089,104
Phon,ses-9,data/processed/fmri_wrn/ds003604/Phon/session_rdm_ses-9.npz,True,72,96,0.8734471064940128,0.8799092800838068,0.007001399700739825,96
Sem,ses-5,data/processed/fmri_wrn/ds003604/Sem/session_rdm_ses-5.npz,True,72,89,0.8591956418414916,0.8653112906283371,0.008112715785119167,89
Sem,ses-7,data/processed/fmri_wrn/ds003604/Sem/session_rdm_ses-7.npz,True,72,117,0.8546161144168992,0.8628169351539338,0.0056604302802237645,117
Sem,ses-9,data/processed/fmri_wrn/ds003604/Sem/session_rdm_ses-9.npz,True,72,83,0.8812943730411821,0.886007959425842,0.007190079877336556,83
