dataset,family,model_ref,step,tokens,task,session,n_stim,rsa,rsa_pearson,rsa_kendall,n_stim_ceil,ceiling_lower,ceiling_upper,ceiling_n,n_subjects,frac_of_ceiling,params,cell
ds003604,pythia-70m-full,EleutherAI/pythia-70m@step143000,143000,299892736000,Gram,ses-7,60,0.0134671985535939,0.0218412185194479,0.0086761009603561,60,0.8473571685763311,0.8585291067224872,104,104,0.01589317828775854,95592496,ds003604/Gram/ses-7
ds003604,pythia-70m-full,EleutherAI/pythia-70m@step0,0,0,Gram,ses-9,60,-0.0033242108823656,0.0188772206422494,-0.0020535717137263,60,0.856295191724584,0.8666433054902564,96,96,-0.003882085190354296,95592496,ds003604/Gram/ses-9
ds003604,pythia-70m-full,EleutherAI/pythia-70m@step1000,1000,2097152000,Gram,ses-9,60,-0.0015080514505433,0.0208545755844158,-0.0004822540105329,60,0.856295191724584,0.8666433054902564,96,96,-0.0017611350210971928,95592496,ds003604/Gram/ses-9
ds003604,pythia-70m-full,EleutherAI/pythia-70m@step143000,143000,299892736000,Gram,ses-9,60,-0.0110047475874148,0.0212898842872252,-0.0073679470350959,60,0.856295191724584,0.8666433054902564,96,96,-0.012851581666891258,95592496,ds003604/Gram/ses-9
ds003604,pythia-70m-full,EleutherAI/pythia-70m@step0,0,0,Phon,ses-5,72,-0.0261994192256863,-0.0340120088773495,-0.0174312235666663,72,0.8557219568377097,0.8634856507360009,93,93,-0.030616742992671746,95592496,ds003604/Phon/ses-5
ds003604,pythia-70m-full,EleutherAI/pythia-70m@step1000,1000,2097152000,Phon,ses-5,72,-0.0373766879693757,-0.0324847146573086,-0.0250948614058781,72,0.8557219568377097,0.8634856507360009,93,93,-0.043678542627911446,95592496,ds003604/Phon/ses-5
ds003604,pythia-70m-full,EleutherAI/pythia-70m@step143000,143000,299892736000,Phon,ses-5,72,-0.0114943508040023,-0.0163581264594313,-0.0078326886739003,72,0.8557219568377097,0.8634856507360009,93,93,-0.01343234296158447,95592496,ds003604/Phon/ses-5
ds003604,pythia-70m-full,EleutherAI/pythia-70m@step0,0,0,Phon,ses-7,72,-0.0211221179245988,-0.0344060004802261,-0.0142400828104088,72,0.8460261320456435,0.8625656315768998,104,104,-0.024966271282338182,95592496,ds003604/Phon/ses-7
ds003604,pythia-70m-full,EleutherAI/pythia-70m@step1000,1000,2097152000,Phon,ses-7,72,-0.029735401100905,-0.0324401275453538,-0.01997801114143,72,0.8460261320456435,0.8625656315768998,104,104,-0.03514714259358216,95592496,ds003604/Phon/ses-7
ds003604,pythia-70m-full,EleutherAI/pythia-70m@step143000,143000,299892736000,Phon,ses-7,72,-0.0101135593901382,-0.0154207132167849,-0.006906584101259,72,0.8460261320456435,0.8625656315768998,104,104,-0.011954192674503072,95592496,ds003604/Phon/ses-7
ds003604,pythia-70m-full,EleutherAI/pythia-70m@step0,0,0,Phon,ses-9,72,-0.0242760373248036,-0.033981147743801,-0.0161884549304962,72,0.8734471856251366,0.8799092562412186,96,96,-0.027793366014945656,95592496,ds003604/Phon/ses-9
ds003604,pythia-70m-full,EleutherAI/pythia-70m@step1000,1000,2097152000,Phon,ses-9,72,-0.0387174443938189,-0.0319790750660415,-0.0260571036569493,72,0.8734471856251366,0.8799092562412186,96,96,-0.04432717287434885,95592496,ds003604/Phon/ses-9
ds003604,pythia-70m-full,EleutherAI/pythia-70m@step143000,143000,299892736000,Phon,ses-9,72,-0.0110146797320676,-0.0153706824714792,-0.0074608993381904,72,0.8734471856251366,0.8799092562412186,96,96,-0.012610584719194283,95592496,ds003604/Phon/ses-9
ds003604,pythia-70m-full,EleutherAI/pythia-70m@step0,0,0,Plaus,ses-5,60,0.0135290030096725,0.0177670214031514,0.0090031394416712,60,0.8377734204919007,0.8513725618158475,82,82,0.016148761322278417,95592496,ds003604/Plaus/ses-5
ds003604,pythia-70m-full,EleutherAI/pythia-70m@step1000,1000,2097152000,Plaus,ses-5,60,-0.0093111064008777,0.0011019124453535,-0.0058720014818931,60,0.8377734204919007,0.8513725618158475,82,82,-0.011114110537680535,95592496,ds003604/Plaus/ses-5
ds003604,pythia-70m-full,EleutherAI/pythia-70m@step143000,143000,299892736000,Plaus,ses-5,60,-0.0137891919792855,-0.0096480124045128,-0.0091308888484349,60,0.8377734204919007,0.8513725618158475,82,82,-0.01645933332569699,95592496,ds003604/Plaus/ses-5
